team,points,date
Man Utd,3,1997-08-30
Coventry,0,1997-08-30
Sheff Wed,3,1997-08-30
Leicester,0,1997-08-30
West Ham,3,1997-08-30
Wimbledon FC,0,1997-08-30
Bolton,1,1997-09-01
Everton,1,1997-09-01
Arsenal,3,1997-09-13
Bolton,0,1997-09-13
Barnsley,0,1997-09-13
Aston Villa,3,1997-09-13
Coventry,3,1997-09-13
Southampton,0,1997-09-13
Crystal Palace,0,1997-09-13
Chelsea,3,1997-09-13
Derby,3,1997-09-13
Everton,0,1997-09-13
Leicester,3,1997-09-13
Tottenham,0,1997-09-13
Liverpool,3,1997-09-13
Sheff Wed,0,1997-09-13
Man Utd,3,1997-09-13
West Ham,0,1997-09-13
Newcastle,0,1997-09-13
Wimbledon FC,3,1997-09-13
Blackburn,0,1997-09-14
Leeds,3,1997-09-14
Aston Villa,3,1997-09-20
Derby,0,1997-09-20
Bolton,1,1997-09-20
Man Utd,1,1997-09-20
Everton,3,1997-09-20
Barnsley,0,1997-09-20
Leeds,0,1997-09-20
Leicester,3,1997-09-20
Sheff Wed,1,1997-09-20
Coventry,1,1997-09-20
Southampton,1,1997-09-20
Liverpool,1,1997-09-20
Tottenham,1,1997-09-20
Blackburn,1,1997-09-20
West Ham,0,1997-09-20
Newcastle,3,1997-09-20
Wimbledon FC,0,1997-09-20
Crystal Palace,3,1997-09-20
Chelsea,0,1997-09-21
Arsenal,3,1997-09-21
Liverpool,3,1997-09-22
Aston Villa,0,1997-09-22
Bolton,1,1997-09-23
Tottenham,1,1997-09-23
Wimbledon FC,3,1997-09-23
Barnsley,0,1997-09-23
Arsenal,3,1997-09-24
West Ham,0,1997-09-24
Coventry,1,1997-09-24
Crystal Palace,1,1997-09-24
Leicester,1,1997-09-24
Blackburn,1,1997-09-24
Man Utd,1,1997-09-24
Chelsea,1,1997-09-24
Newcastle,3,1997-09-24
Everton,0,1997-09-24
Sheff Wed,0,1997-09-24
Derby,3,1997-09-24
Southampton,0,1997-09-24
Leeds,3,1997-09-24
Aston Villa,1,1997-09-27
Sheff Wed,1,1997-09-27
Barnsley,0,1997-09-27
Leicester,3,1997-09-27
Chelsea,3,1997-09-27
Newcastle,0,1997-09-27
Crystal Palace,1,1997-09-27
Bolton,1,1997-09-27
Derby,3,1997-09-27
Southampton,0,1997-09-27
Everton,1,1997-09-27
Arsenal,1,1997-09-27
Leeds,3,1997-09-27
Man Utd,0,1997-09-27
Tottenham,1,1997-09-27
Wimbledon FC,1,1997-09-27
West Ham,3,1997-09-27
Liverpool,0,1997-09-27
Blackburn,1,1997-09-28
Coventry,1,1997-09-28
Arsenal,3,1997-10-04
Barnsley,0,1997-10-04
Bolton,0,1997-10-04
Aston Villa,3,1997-10-04
Coventry,1,1997-10-04
Leeds,1,1997-10-04
Man Utd,3,1997-10-04
Crystal Palace,0,1997-10-04
Newcastle,3,1997-10-04
Tottenham,0,1997-10-04
Sheff Wed,3,1997-10-04
Everton,0,1997-10-04
Southampton,3,1997-10-04
West Ham,0,1997-10-04
Wimbledon FC,0,1997-10-04
Blackburn,3,1997-10-04
Liverpool,3,1997-10-05
Chelsea,0,1997-10-05
Leicester,0,1997-10-06
Derby,3,1997-10-06
Aston Villa,0,1997-10-18
Wimbledon FC,3,1997-10-18
Blackburn,3,1997-10-18
Southampton,0,1997-10-18
Chelsea,3,1997-10-18
Leicester,0,1997-10-18
Crystal Palace,1,1997-10-18
Arsenal,1,1997-10-18
Derby,1,1997-10-18
Man Utd,1,1997-10-18
Everton,3,1997-10-18
Liverpool,0,1997-10-18
Leeds,3,1997-10-18
Newcastle,0,1997-10-18
West Ham,3,1997-10-18
Bolton,0,1997-10-18
Tottenham,3,1997-10-19
Sheff Wed,0,1997-10-19
Barnsley,3,1997-10-20
Coventry,0,1997-10-20
Derby,1,1997-10-22
Wimbledon FC,1,1997-10-22
Coventry,1,1997-10-25
Everton,1,1997-10-25
Liverpool,3,1997-10-25
Derby,0,1997-10-25
Man Utd,3,1997-10-25
Barnsley,0,1997-10-25
Newcastle,1,1997-10-25
Blackburn,1,1997-10-25
Sheff Wed,0,1997-10-25
Crystal Palace,3,1997-10-25
Southampton,3,1997-10-25
Tottenham,0,1997-10-25
Wimbledon FC,3,1997-10-25
Leeds,0,1997-10-25
Arsenal,1,1997-10-26
Aston Villa,1,1997-10-26
Bolton,3,1997-10-26
Chelsea,0,1997-10-26
Leicester,3,1997-10-27
West Ham,0,1997-10-27
Aston Villa,0,1997-11-01
Chelsea,3,1997-11-01
Barnsley,1,1997-11-01
Blackburn,1,1997-11-01
Bolton,1,1997-11-01
Liverpool,1,1997-11-01
Derby,3,1997-11-01
Arsenal,0,1997-11-01
Man Utd,3,1997-11-01
Sheff Wed,0,1997-11-01
Newcastle,1,1997-11-01
Leicester,1,1997-11-01
Tottenham,0,1997-11-01
Leeds,3,1997-11-01
Wimbledon FC,0,1997-11-01
Coventry,3,1997-11-01
Everton,0,1997-11-02
Southampton,3,1997-11-02
Blackburn,3,1997-11-08
Everton,0,1997-11-08
Coventry,1,1997-11-08
Newcastle,1,1997-11-08
Crystal Palace,1,1997-11-08
Aston Villa,1,1997-11-08
Leeds,3,1997-11-08
Derby,0,1997-11-08
Liverpool,3,1997-11-08
Tottenham,0,1997-11-08
Sheff Wed,3,1997-11-08
Bolton,0,1997-11-08
Southampton,3,1997-11-08
Barnsley,0,1997-11-08
Arsenal,3,1997-11-09
Man Utd,0,1997-11-09
Chelsea,3,1997-11-09
West Ham,0,1997-11-09
Leicester,0,1997-11-10
Wimbledon FC,3,1997-11-10
Aston Villa,3,1997-11-22
Everton,0,1997-11-22
Blackburn,3,1997-11-22
Chelsea,0,1997-11-22
Derby,3,1997-11-22
Coventry,0,1997-11-22
Leicester,1,1997-11-22
Bolton,1,1997-11-22
Liverpool,0,1997-11-22
Barnsley,3,1997-11-22
Newcastle,3,1997-11-22
Southampton,0,1997-11-22
Sheff Wed,3,1997-11-22
Arsenal,0,1997-11-22
Wimbledon FC,0,1997-11-22
Man Utd,3,1997-11-22
Leeds,3,1997-11-23
West Ham,0,1997-11-23
Tottenham,0,1997-11-24
Crystal Palace,3,1997-11-24
Chelsea,3,1997-11-26
Everton,0,1997-11-26
Barnsley,0,1997-11-29
Leeds,3,1997-11-29
Bolton,3,1997-11-29
Wimbledon FC,0,1997-11-29
Chelsea,3,1997-11-29
Derby,0,1997-11-29
Coventry,0,1997-11-29
Leicester,3,1997-11-29
Crystal Palace,0,1997-11-29
Newcastle,3,1997-11-29
Everton,0,1997-11-29
Tottenham,3,1997-11-29
Southampton,0,1997-11-29
Sheff Wed,3,1997-11-29
West Ham,3,1997-11-29
Aston Villa,0,1997-11-29
Arsenal,0,1997-11-30
Liverpool,3,1997-11-30
Man Utd,3,1997-11-30
Blackburn,0,1997-11-30
Bolton,3,1997-12-01
Newcastle,0,1997-12-01
West Ham,3,1997-12-03
Crystal Palace,0,1997-12-03
Aston Villa,3,1997-12-06
Coventry,0,1997-12-06
Blackburn,3,1997-12-06
Bolton,0,1997-12-06
Derby,3,1997-12-06
West Ham,0,1997-12-06
Leeds,1,1997-12-06
Everton,1,1997-12-06
Leicester,1,1997-12-06
Crystal Palace,1,1997-12-06
Liverpool,0,1997-12-06
Man Utd,3,1997-12-06
Newcastle,0,1997-12-06
Arsenal,3,1997-12-06
Tottenham,0,1997-12-06
Chelsea,3,1997-12-06
Wimbledon FC,3,1997-12-07
Southampton,0,1997-12-07
Sheff Wed,3,1997-12-08
Barnsley,0,1997-12-08
Arsenal,0,1997-12-13
Blackburn,3,1997-12-13
Barnsley,1,1997-12-13
Newcastle,1,1997-12-13
Chelsea,1,1997-12-13
Leeds,1,1997-12-13
Coventry,3,1997-12-13
Tottenham,0,1997-12-13
Crystal Palace,0,1997-12-13
Liverpool,3,1997-12-13
Everton,1,1997-12-13
Wimbledon FC,1,1997-12-13
Southampton,3,1997-12-13
Leicester,0,1997-12-13
West Ham,3,1997-12-13
Sheff Wed,0,1997-12-13
Bolton,1,1997-12-14
Derby,1,1997-12-14
Man Utd,3,1997-12-15
Aston Villa,0,1997-12-15
Newcastle,1,1997-12-17
Derby,1,1997-12-17
Aston Villa,1,1997-12-20
Southampton,1,1997-12-20
Blackburn,3,1997-12-20
West Ham,0,1997-12-20
Derby,1,1997-12-20
Crystal Palace,1,1997-12-20
Leeds,3,1997-12-20
Bolton,0,1997-12-20
Leicester,0,1997-12-20
Everton,3,1997-12-20
Liverpool,3,1997-12-20
Coventry,0,1997-12-20
Sheff Wed,0,1997-12-20
Chelsea,3,1997-12-20
Tottenham,3,1997-12-20
Barnsley,0,1997-12-20
Newcastle,0,1997-12-21
Man Utd,3,1997-12-21
Arsenal,3,1997-12-26
Leicester,0,1997-12-26
Aston Villa,3,1997-12-26
Tottenham,0,1997-12-26
Bolton,1,1997-12-26
Barnsley,1,1997-12-26
Chelsea,1,1997-12-26
Wimbledon FC,1,1997-12-26
Crystal Palace,1,1997-12-26
Southampton,1,1997-12-26
Derby,3,1997-12-26
Newcastle,0,1997-12-26
Liverpool,3,1997-12-26
Leeds,0,1997-12-26
Man Utd,3,1997-12-26
Everton,0,1997-12-26
Sheff Wed,1,1997-12-26
Blackburn,1,1997-12-26
West Ham,3,1997-12-26
Coventry,0,1997-12-26
Barnsley,3,1997-12-28
Derby,0,1997-12-28
Blackburn,1,1997-12-28
Crystal Palace,1,1997-12-28
Coventry,3,1997-12-28
Man Utd,0,1997-12-28
Everton,3,1997-12-28
Bolton,0,1997-12-28
Leeds,1,1997-12-28
Aston Villa,1,1997-12-28
Leicester,1,1997-12-28
Sheff Wed,1,1997-12-28
Newcastle,0,1997-12-28
Liverpool,3,1997-12-28
Tottenham,1,1997-12-28
Arsenal,1,1997-12-28
Wimbledon FC,0,1997-12-28
West Ham,3,1997-12-28
Southampton,3,1997-12-29
Chelsea,0,1997-12-29
Arsenal,3,1998-01-10
Leeds,0,1998-01-10
Aston Villa,1,1998-01-10
Leicester,1,1998-01-10
Bolton,1,1998-01-10
Southampton,1,1998-01-10
Chelsea,3,1998-01-10
Coventry,0,1998-01-10
Crystal Palace,0,1998-01-10
Everton,3,1998-01-10
Liverpool,3,1998-01-10
Wimbledon FC,0,1998-01-10
Man Utd,3,1998-01-10
Tottenham,0,1998-01-10
Sheff Wed,3,1998-01-10
Newcastle,0,1998-01-10
West Ham,3,1998-01-10
Barnsley,0,1998-01-10
Derby,3,1998-01-11
Blackburn,0,1998-01-11
Barnsley,3,1998-01-17
Crystal Palace,0,1998-01-17
Blackburn,3,1998-01-17
Aston Villa,0,1998-01-17
Coventry,1,1998-01-17
Arsenal,1,1998-01-17
Leeds,0,1998-01-17
Sheff Wed,3,1998-01-17
Leicester,1,1998-01-17
Liverpool,1,1998-01-17
Newcastle,3,1998-01-17
Bolton,0,1998-01-17
Tottenham,3,1998-01-17
West Ham,0,1998-01-17
Wimbledon FC,1,1998-01-17
Derby,1,1998-01-17
Everton,3,1998-01-18
Chelsea,0,1998-01-18
Southampton,3,1998-01-19
Man Utd,0,1998-01-19
Liverpool,3,1998-01-20
Newcastle,0,1998-01-20
Arsenal,3,1998-01-31
Southampton,0,1998-01-31
Bolton,0,1998-01-31
Coventry,3,1998-01-31
Chelsea,3,1998-01-31
Barnsley,0,1998-01-31
Crystal Palace,0,1998-01-31
Leeds,3,1998-01-31
Derby,3,1998-01-31
Tottenham,0,1998-01-31
Liverpool,1,1998-01-31
Blackburn,1,1998-01-31
Man Utd,0,1998-01-31
Leicester,3,1998-01-31
Sheff Wed,1,1998-01-31
Wimbledon FC,1,1998-01-31
West Ham,1,1998-01-31
Everton,1,1998-01-31
Aston Villa,0,1998-02-01
Newcastle,3,1998-02-01
Barnsley,1,1998-02-07
Everton,1,1998-02-07
Blackburn,0,1998-02-07
Tottenham,3,1998-02-07
Coventry,3,1998-02-07
Sheff Wed,0,1998-02-07
Derby,0,1998-02-07
Aston Villa,3,1998-02-07
Leicester,3,1998-02-07
Leeds,0,1998-02-07
Liverpool,0,1998-02-07
Southampton,3,1998-02-07
Man Utd,1,1998-02-07
Bolton,1,1998-02-07
Newcastle,0,1998-02-07
West Ham,3,1998-02-07
Arsenal,3,1998-02-08
Chelsea,0,1998-02-08
Crystal Palace,0,1998-02-09
Wimbledon FC,3,1998-02-09
Everton,0,1998-02-14
Derby,3,1998-02-14
Sheff Wed,1,1998-02-14
Liverpool,1,1998-02-14
Tottenham,1,1998-02-14
Leicester,1,1998-02-14
Aston Villa,0,1998-02-18
Man Utd,3,1998-02-18
Southampton,0,1998-02-18
Coventry,3,1998-02-18
Arsenal,3,1998-02-21
Crystal Palace,0,1998-02-21
Bolton,1,1998-02-21
West Ham,1,1998-02-21
Coventry,3,1998-02-21
Barnsley,0,1998-02-21
Leicester,3,1998-02-21
Chelsea,0,1998-02-21
Man Utd,3,1998-02-21
Derby,0,1998-02-21
Sheff Wed,3,1998-02-21
Tottenham,0,1998-02-21
Southampton,3,1998-02-21
Blackburn,0,1998-02-21
Wimbledon FC,3,1998-02-21
Aston Villa,0,1998-02-21
Newcastle,1,1998-02-22
Leeds,1,1998-02-22
Liverpool,1,1998-02-23
Everton,1,1998-02-23
Aston Villa,3,1998-02-28
Liverpool,0,1998-02-28
Barnsley,3,1998-02-28
Wimbledon FC,0,1998-02-28
Blackburn,3,1998-02-28
Leicester,0,1998-02-28
Chelsea,0,1998-02-28
Man Utd,3,1998-02-28
Crystal Palace,0,1998-02-28
Coventry,3,1998-02-28
Derby,3,1998-02-28
Sheff Wed,0,1998-02-28
Everton,1,1998-02-28
Newcastle,1,1998-02-28
Leeds,0,1998-02-28
Southampton,3,1998-02-28
Tottenham,3,1998-03-01
Bolton,0,1998-03-01
West Ham,1,1998-03-02
Arsenal,1,1998-03-02
Leeds,3,1998-03-04
Tottenham,0,1998-03-04
Liverpool,3,1998-03-07
Bolton,0,1998-03-07
Sheff Wed,3,1998-03-07
Man Utd,0,1998-03-07
Southampton,3,1998-03-07
Everton,0,1998-03-07
Chelsea,0,1998-03-08
Aston Villa,3,1998-03-08
Aston Villa,0,1998-03-11
Barnsley,3,1998-03-11
Chelsea,3,1998-03-11
Crystal Palace,0,1998-03-11
Leeds,3,1998-03-11
Blackburn,0,1998-03-11
West Ham,1,1998-03-11
Man Utd,1,1998-03-11
Wimbledon FC,0,1998-03-11
Arsenal,3,1998-03-11
Aston Villa,3,1998-03-14
Crystal Palace,0,1998-03-14
Barnsley,3,1998-03-14
Southampton,0,1998-03-14
Bolton,3,1998-03-14
Sheff Wed,0,1998-03-14
Everton,3,1998-03-14
Blackburn,0,1998-03-14
Man Utd,0,1998-03-14
Arsenal,3,1998-03-14
Newcastle,1,1998-03-14
Coventry,1,1998-03-14
Tottenham,1,1998-03-14
Liverpool,1,1998-03-14
West Ham,3,1998-03-14
Chelsea,0,1998-03-14
Wimbledon FC,3,1998-03-14
Leicester,0,1998-03-14
Derby,0,1998-03-15
Leeds,3,1998-03-15
Newcastle,0,1998-03-18
Crystal Palace,3,1998-03-18
Arsenal,3,1998-03-28
Sheff Wed,0,1998-03-28
Barnsley,0,1998-03-28
Liverpool,3,1998-03-28
Bolton,3,1998-03-28
Leicester,0,1998-03-28
Coventry,3,1998-03-28
Derby,0,1998-03-28
Crystal Palace,0,1998-03-28
Tottenham,3,1998-03-28
Everton,0,1998-03-28
Aston Villa,3,1998-03-28
Man Utd,3,1998-03-28
Wimbledon FC,0,1998-03-28
Southampton,3,1998-03-28
Newcastle,0,1998-03-28
West Ham,3,1998-03-30
Leeds,0,1998-03-30
Blackburn,3,1998-03-31
Barnsley,0,1998-03-31
Bolton,0,1998-03-31
Arsenal,3,1998-03-31
Wimbledon FC,1,1998-03-31
Newcastle,1,1998-03-31
Aston Villa,3,1998-04-04
West Ham,0,1998-04-04
Leeds,3,1998-04-04
Barnsley,0,1998-04-04
Leicester,1,1998-04-04
Coventry,1,1998-04-04
Sheff Wed,3,1998-04-04
Southampton,0,1998-04-04
Tottenham,1,1998-04-04
Everton,1,1998-04-04
Wimbledon FC,1,1998-04-04
Bolton,1,1998-04-04
Derby,0,1998-04-05
Chelsea,3,1998-04-05
Blackburn,0,1998-04-06
Man Utd,3,1998-04-06
Leeds,3,1998-04-08
Chelsea,0,1998-04-08
Man Utd,1,1998-04-10
Liverpool,1,1998-04-10
Arsenal,3,1998-04-11
Newcastle,0,1998-04-11
Barnsley,3,1998-04-11
Sheff Wed,0,1998-04-11
Bolton,3,1998-04-11
Blackburn,0,1998-04-11
Chelsea,3,1998-04-11
Tottenham,0,1998-04-11
Coventry,0,1998-04-11
Aston Villa,3,1998-04-11
Crystal Palace,0,1998-04-11
Leicester,3,1998-04-11
Everton,3,1998-04-11
Leeds,0,1998-04-11
Southampton,0,1998-04-11
Wimbledon FC,3,1998-04-11
West Ham,1,1998-04-11
Derby,1,1998-04-11
Blackburn,0,1998-04-13
Arsenal,3,1998-04-13
Derby,3,1998-04-13
Bolton,0,1998-04-13
Liverpool,3,1998-04-13
Crystal Palace,0,1998-04-13
Newcastle,3,1998-04-13
Barnsley,0,1998-04-13
Sheff Wed,1,1998-04-13
West Ham,1,1998-04-13
Tottenham,1,1998-04-13
Coventry,1,1998-04-13
Wimbledon FC,1,1998-04-13
Everton,1,1998-04-13
Leicester,1,1998-04-14
Southampton,1,1998-04-14
Arsenal,3,1998-04-18
Wimbledon FC,0,1998-04-18
Barnsley,1,1998-04-18
Tottenham,1,1998-04-18
Bolton,0,1998-04-18
Leeds,3,1998-04-18
Crystal Palace,3,1998-04-18
Derby,0,1998-04-18
Everton,1,1998-04-18
Leicester,1,1998-04-18
Man Utd,1,1998-04-18
Newcastle,1,1998-04-18
Southampton,0,1998-04-18
Aston Villa,3,1998-04-18
West Ham,3,1998-04-18
Blackburn,0,1998-04-18
Chelsea,3,1998-04-19
Sheff Wed,0,1998-04-19
Coventry,1,1998-04-19
Liverpool,1,1998-04-19
Aston Villa,0,1998-04-25
Bolton,3,1998-04-25
Barnsley,0,1998-04-25
Arsenal,3,1998-04-25
Blackburn,1,1998-04-25
Wimbledon FC,1,1998-04-25
Chelsea,3,1998-04-25
Liverpool,0,1998-04-25
Everton,0,1998-04-25
Sheff Wed,3,1998-04-25
Leeds,1,1998-04-25
Coventry,1,1998-04-25
Tottenham,3,1998-04-25
Newcastle,0,1998-04-25
West Ham,0,1998-04-25
Southampton,3,1998-04-25
Derby,0,1998-04-26
Leicester,3,1998-04-26
Crystal Palace,0,1998-04-27
Man Utd,3,1998-04-27
Arsenal,3,1998-04-29
Derby,0,1998-04-29
Chelsea,0,1998-04-29
Blackburn,3,1998-04-29
Coventry,1,1998-04-29
Wimbledon FC,1,1998-04-29
Leicester,1,1998-04-29
Newcastle,1,1998-04-29
Bolton,3,1998-05-02
Crystal Palace,0,1998-05-02
Coventry,3,1998-05-02
Blackburn,0,1998-05-02
Leicester,3,1998-05-02
Barnsley,0,1998-05-02
Liverpool,3,1998-05-02
West Ham,0,1998-05-02
Newcastle,3,1998-05-02
Chelsea,0,1998-05-02
Sheff Wed,0,1998-05-02
Aston Villa,3,1998-05-02
Southampton,0,1998-05-02
Derby,3,1998-05-02
Wimbledon FC,0,1998-05-02
Tottenham,3,1998-05-02
Arsenal,3,1998-05-03
Everton,0,1998-05-03
Man Utd,3,1998-05-04
Leeds,0,1998-05-04
Crystal Palace,1,1998-05-05
West Ham,1,1998-05-05
Liverpool,3,1998-05-06
Arsenal,0,1998-05-06
Aston Villa,3,1998-05-10
Arsenal,0,1998-05-10
Barnsley,0,1998-05-10
Man Utd,3,1998-05-10
Blackburn,3,1998-05-10
Newcastle,0,1998-05-10
Chelsea,3,1998-05-10
Bolton,0,1998-05-10
Crystal Palace,3,1998-05-10
Sheff Wed,0,1998-05-10
Derby,3,1998-05-10
Liverpool,0,1998-05-10
Everton,1,1998-05-10
Coventry,1,1998-05-10
Leeds,1,1998-05-10
Wimbledon FC,1,1998-05-10
Tottenham,1,1998-05-10
Southampton,1,1998-05-10
West Ham,3,1998-05-10
Leicester,0,1998-05-10
