team,points,date
Aston Villa,3,1989-10-28
Crystal Palace,0,1989-10-28
Charlton,1,1989-10-28
Coventry,1,1989-10-28
Chelsea,1,1989-10-28
Man City,1,1989-10-28
Man Utd,3,1989-10-28
Southampton,0,1989-10-28
Millwall,1,1989-10-28
Luton,1,1989-10-28
Norwich,1,1989-10-28
Everton,1,1989-10-28
Nottm Forest,1,1989-10-28
QPR,1,1989-10-28
Sheff Wed,0,1989-10-28
Wimbledon FC,3,1989-10-28
Liverpool,3,1989-10-29
Tottenham,0,1989-10-29
Arsenal,3,1989-11-04
Norwich,0,1989-11-04
Charlton,3,1989-11-04
Man Utd,0,1989-11-04
Chelsea,3,1989-11-04
Millwall,0,1989-11-04
Liverpool,0,1989-11-04
Coventry,3,1989-11-04
Luton,3,1989-11-04
Derby,0,1989-11-04
Man City,3,1989-11-04
Crystal Palace,0,1989-11-04
Nottm Forest,0,1989-11-04
Sheff Wed,3,1989-11-04
Southampton,1,1989-11-04
Tottenham,1,1989-11-04
Wimbledon FC,1,1989-11-04
QPR,1,1989-11-04
Aston Villa,3,1989-11-05
Everton,0,1989-11-05
Coventry,3,1989-11-11
Southampton,0,1989-11-11
Crystal Palace,1,1989-11-11
Luton,1,1989-11-11
Derby,3,1989-11-11
Man City,0,1989-11-11
Everton,0,1989-11-11
Chelsea,3,1989-11-11
Millwall,0,1989-11-11
Arsenal,3,1989-11-11
Norwich,3,1989-11-11
Aston Villa,0,1989-11-11
QPR,3,1989-11-11
Liverpool,0,1989-11-11
Sheff Wed,3,1989-11-11
Charlton,0,1989-11-11
Tottenham,0,1989-11-11
Wimbledon FC,3,1989-11-11
Man Utd,3,1989-11-12
Nottm Forest,0,1989-11-12
Arsenal,3,1989-11-18
QPR,0,1989-11-18
Aston Villa,3,1989-11-18
Coventry,0,1989-11-18
Chelsea,1,1989-11-18
Southampton,1,1989-11-18
Crystal Palace,0,1989-11-18
Tottenham,3,1989-11-18
Derby,3,1989-11-18
Sheff Wed,0,1989-11-18
Everton,1,1989-11-18
Wimbledon FC,1,1989-11-18
Luton,0,1989-11-18
Man Utd,3,1989-11-18
Man City,0,1989-11-18
Nottm Forest,3,1989-11-18
Norwich,1,1989-11-18
Charlton,1,1989-11-18
Millwall,0,1989-11-19
Liverpool,3,1989-11-19
Charlton,1,1989-11-25
Man City,1,1989-11-25
Coventry,3,1989-11-25
Norwich,0,1989-11-25
Man Utd,1,1989-11-25
Chelsea,1,1989-11-25
Nottm Forest,3,1989-11-25
Everton,0,1989-11-25
QPR,1,1989-11-25
Millwall,1,1989-11-25
Sheff Wed,1,1989-11-25
Crystal Palace,1,1989-11-25
Southampton,3,1989-11-25
Luton,0,1989-11-25
Tottenham,0,1989-11-25
Derby,3,1989-11-25
Wimbledon FC,0,1989-11-25
Aston Villa,3,1989-11-25
Liverpool,3,1989-11-26
Arsenal,0,1989-11-26
Sheff Wed,3,1989-11-29
Liverpool,0,1989-11-29
Aston Villa,3,1989-12-02
Nottm Forest,0,1989-12-02
Chelsea,0,1989-12-02
Wimbledon FC,3,1989-12-02
Crystal Palace,0,1989-12-02
QPR,3,1989-12-02
Derby,3,1989-12-02
Charlton,0,1989-12-02
Everton,3,1989-12-02
Coventry,0,1989-12-02
Luton,1,1989-12-02
Tottenham,1,1989-12-02
Man City,0,1989-12-02
Liverpool,3,1989-12-02
Millwall,1,1989-12-02
Southampton,1,1989-12-02
Norwich,3,1989-12-02
Sheff Wed,0,1989-12-02
Arsenal,3,1989-12-03
Man Utd,0,1989-12-03
Charlton,1,1989-12-09
Millwall,1,1989-12-09
Coventry,0,1989-12-09
Arsenal,3,1989-12-09
Liverpool,1,1989-12-09
Aston Villa,1,1989-12-09
Man Utd,0,1989-12-09
Crystal Palace,3,1989-12-09
Nottm Forest,0,1989-12-09
Norwich,3,1989-12-09
QPR,3,1989-12-09
Chelsea,0,1989-12-09
Sheff Wed,1,1989-12-09
Luton,1,1989-12-09
Southampton,3,1989-12-09
Man City,0,1989-12-09
Tottenham,3,1989-12-09
Everton,0,1989-12-09
Wimbledon FC,1,1989-12-09
Derby,1,1989-12-09
Arsenal,3,1989-12-16
Luton,0,1989-12-16
Charlton,0,1989-12-16
Crystal Palace,3,1989-12-16
Chelsea,0,1989-12-16
Liverpool,3,1989-12-16
Coventry,3,1989-12-16
Wimbledon FC,0,1989-12-16
Man Utd,0,1989-12-16
Tottenham,3,1989-12-16
Millwall,3,1989-12-16
Aston Villa,0,1989-12-16
Norwich,3,1989-12-16
Derby,0,1989-12-16
Sheff Wed,3,1989-12-16
QPR,0,1989-12-16
Everton,1,1989-12-17
Man City,1,1989-12-17
Nottm Forest,3,1989-12-17
Southampton,0,1989-12-17
Liverpool,1,1989-12-23
Man Utd,1,1989-12-23
Aston Villa,3,1989-12-26
Man Utd,0,1989-12-26
Crystal Palace,1,1989-12-26
Chelsea,1,1989-12-26
Derby,0,1989-12-26
Everton,3,1989-12-26
Liverpool,3,1989-12-26
Sheff Wed,0,1989-12-26
Luton,1,1989-12-26
Nottm Forest,1,1989-12-26
Man City,3,1989-12-26
Norwich,0,1989-12-26
QPR,1,1989-12-26
Coventry,1,1989-12-26
Southampton,3,1989-12-26
Arsenal,0,1989-12-26
Tottenham,3,1989-12-26
Millwall,0,1989-12-26
Wimbledon FC,3,1989-12-26
Charlton,0,1989-12-26
Aston Villa,3,1989-12-30
Arsenal,0,1989-12-30
Crystal Palace,3,1989-12-30
Norwich,0,1989-12-30
Derby,3,1989-12-30
Coventry,0,1989-12-30
Liverpool,3,1989-12-30
Charlton,0,1989-12-30
Luton,0,1989-12-30
Chelsea,3,1989-12-30
Man City,3,1989-12-30
Millwall,0,1989-12-30
QPR,3,1989-12-30
Everton,0,1989-12-30
Southampton,1,1989-12-30
Sheff Wed,1,1989-12-30
Tottenham,0,1989-12-30
Nottm Forest,3,1989-12-30
Wimbledon FC,1,1989-12-30
Man Utd,1,1989-12-30
Arsenal,3,1990-01-01
Crystal Palace,0,1990-01-01
Charlton,0,1990-01-01
Southampton,3,1990-01-01
Chelsea,0,1990-01-01
Aston Villa,3,1990-01-01
Coventry,1,1990-01-01
Tottenham,1,1990-01-01
Everton,3,1990-01-01
Luton,0,1990-01-01
Man Utd,1,1990-01-01
QPR,1,1990-01-01
Millwall,1,1990-01-01
Derby,1,1990-01-01
Norwich,0,1990-01-01
Wimbledon FC,3,1990-01-01
Nottm Forest,1,1990-01-01
Liverpool,1,1990-01-01
Sheff Wed,3,1990-01-01
Man City,0,1990-01-01
Wimbledon FC,3,1990-01-13
Arsenal,0,1990-01-13
Sheff Wed,1,1990-01-14
Chelsea,1,1990-01-14
Tottenham,1,1990-01-14
Man City,1,1990-01-14
Southampton,1,1990-01-15
Everton,1,1990-01-15
QPR,3,1990-01-16
Norwich,0,1990-01-16
Nottm Forest,3,1990-01-17
Millwall,0,1990-01-17
Man Utd,0,1990-01-18
Derby,3,1990-01-18
Liverpool,1,1990-01-19
Luton,1,1990-01-19
Arsenal,3,1990-01-20
Tottenham,0,1990-01-20
Aston Villa,3,1990-01-20
Southampton,0,1990-01-20
Chelsea,3,1990-01-20
Charlton,0,1990-01-20
Coventry,3,1990-01-20
Crystal Palace,0,1990-01-20
Crystal Palace,0,1990-01-20
Liverpool,3,1990-01-20
Derby,0,1990-01-20
Nottm Forest,3,1990-01-20
Everton,3,1990-01-20
Sheff Wed,0,1990-01-20
Luton,1,1990-01-20
QPR,1,1990-01-20
Man City,3,1990-01-20
Coventry,0,1990-01-20
Millwall,1,1990-01-20
Wimbledon FC,1,1990-01-20
Charlton,0,1990-01-21
Aston Villa,3,1990-01-21
Norwich,3,1990-01-21
Man Utd,0,1990-01-21
Sheff Wed,1,1990-02-03
Millwall,1,1990-02-03
Nottm Forest,3,1990-02-04
Crystal Palace,0,1990-02-04
Tottenham,3,1990-02-04
Norwich,0,1990-02-04
Man Utd,1,1990-02-05
Man City,1,1990-02-05
Liverpool,3,1990-02-06
Everton,0,1990-02-06
Coventry,3,1990-02-07
Chelsea,0,1990-02-07
Aston Villa,3,1990-02-10
Sheff Wed,0,1990-02-10
Chelsea,0,1990-02-10
Tottenham,3,1990-02-10
Crystal Palace,3,1990-02-10
Southampton,0,1990-02-10
Derby,3,1990-02-10
QPR,0,1990-02-10
Everton,3,1990-02-10
Charlton,0,1990-02-10
Man City,1,1990-02-10
Wimbledon FC,1,1990-02-10
Millwall,0,1990-02-10
Man Utd,3,1990-02-10
Norwich,1,1990-02-10
Liverpool,1,1990-02-10
Wimbledon FC,0,1990-02-14
Luton,3,1990-02-14
Coventry,3,1990-02-17
Millwall,0,1990-02-17
Nottm Forest,1,1990-02-17
Chelsea,1,1990-02-17
Sheff Wed,3,1990-02-17
Arsenal,0,1990-02-17
Charlton,3,1990-02-19
Luton,0,1990-02-19
Tottenham,0,1990-02-21
Aston Villa,3,1990-02-21
Aston Villa,0,1990-02-24
Wimbledon FC,3,1990-02-24
Chelsea,3,1990-02-24
Man Utd,0,1990-02-24
Crystal Palace,1,1990-02-24
Sheff Wed,1,1990-02-24
Derby,3,1990-02-24
Tottenham,0,1990-02-24
Luton,1,1990-02-24
Southampton,1,1990-02-24
Man City,0,1990-02-24
Charlton,3,1990-02-24
Millwall,0,1990-02-24
QPR,3,1990-02-24
Charlton,1,1990-02-27
Arsenal,1,1990-02-27
Southampton,3,1990-02-27
Norwich,0,1990-02-27
Charlton,0,1990-03-03
Norwich,3,1990-03-03
Liverpool,3,1990-03-03
Millwall,0,1990-03-03
Man Utd,3,1990-03-03
Luton,0,1990-03-03
Nottm Forest,3,1990-03-03
Man City,0,1990-03-03
QPR,3,1990-03-03
Arsenal,0,1990-03-03
Sheff Wed,3,1990-03-03
Derby,0,1990-03-03
Southampton,0,1990-03-03
Chelsea,3,1990-03-03
Tottenham,0,1990-03-03
Crystal Palace,3,1990-03-03
Wimbledon FC,3,1990-03-03
Everton,0,1990-03-03
Coventry,3,1990-03-04
Aston Villa,0,1990-03-04
Arsenal,3,1990-03-07
Nottm Forest,0,1990-03-07
Luton,3,1990-03-07
Coventry,0,1990-03-07
Aston Villa,3,1990-03-10
Luton,0,1990-03-10
Chelsea,1,1990-03-10
Norwich,1,1990-03-10
Man City,1,1990-03-10
Arsenal,1,1990-03-10
Nottm Forest,0,1990-03-10
Coventry,3,1990-03-10
Southampton,3,1990-03-10
Derby,0,1990-03-10
Tottenham,3,1990-03-10
Charlton,0,1990-03-10
Man Utd,1,1990-03-14
Everton,1,1990-03-14
Norwich,1,1990-03-14
Coventry,1,1990-03-14
Arsenal,0,1990-03-17
Chelsea,3,1990-03-17
Charlton,1,1990-03-17
Nottm Forest,1,1990-03-17
Coventry,0,1990-03-17
Sheff Wed,3,1990-03-17
Derby,0,1990-03-17
Aston Villa,3,1990-03-17
Everton,3,1990-03-17
Crystal Palace,0,1990-03-17
Luton,1,1990-03-17
Man City,1,1990-03-17
Norwich,1,1990-03-17
Millwall,1,1990-03-17
QPR,3,1990-03-17
Tottenham,0,1990-03-17
Wimbledon FC,1,1990-03-17
Southampton,1,1990-03-17
Man Utd,0,1990-03-18
Liverpool,3,1990-03-18
Crystal Palace,1,1990-03-20
Derby,1,1990-03-20
QPR,1,1990-03-20
Aston Villa,1,1990-03-20
Man City,1,1990-03-21
Chelsea,1,1990-03-21
Millwall,0,1990-03-21
Everton,3,1990-03-21
Sheff Wed,3,1990-03-21
Man Utd,0,1990-03-21
Tottenham,3,1990-03-21
Liverpool,0,1990-03-21
Coventry,0,1990-03-24
Charlton,3,1990-03-24
Crystal Palace,3,1990-03-24
Aston Villa,0,1990-03-24
Derby,0,1990-03-24
Arsenal,3,1990-03-24
Everton,3,1990-03-24
Norwich,0,1990-03-24
Luton,3,1990-03-24
Millwall,0,1990-03-24
QPR,3,1990-03-24
Nottm Forest,0,1990-03-24
Southampton,0,1990-03-24
Man Utd,3,1990-03-24
Wimbledon FC,1,1990-03-24
Sheff Wed,1,1990-03-24
Arsenal,3,1990-03-31
Everton,0,1990-03-31
Charlton,3,1990-03-31
QPR,0,1990-03-31
Chelsea,1,1990-03-31
Derby,1,1990-03-31
Liverpool,3,1990-03-31
Southampton,0,1990-03-31
Man Utd,3,1990-03-31
Coventry,0,1990-03-31
Millwall,0,1990-03-31
Crystal Palace,3,1990-03-31
Norwich,3,1990-03-31
Luton,0,1990-03-31
Nottm Forest,0,1990-03-31
Wimbledon FC,3,1990-03-31
Sheff Wed,0,1990-03-31
Tottenham,3,1990-03-31
Aston Villa,0,1990-04-01
Man City,3,1990-04-01
Liverpool,3,1990-04-03
Wimbledon FC,0,1990-04-03
Southampton,0,1990-04-03
QPR,3,1990-04-03
Everton,3,1990-04-04
Nottm Forest,0,1990-04-04
Norwich,3,1990-04-04
Crystal Palace,0,1990-04-04
Chelsea,3,1990-04-07
Luton,0,1990-04-07
Coventry,3,1990-04-07
Derby,0,1990-04-07
Everton,3,1990-04-07
QPR,0,1990-04-07
Millwall,1,1990-04-07
Man City,1,1990-04-07
Nottm Forest,0,1990-04-07
Tottenham,3,1990-04-07
Sheff Wed,0,1990-04-07
Southampton,3,1990-04-07
Arsenal,0,1990-04-11
Aston Villa,3,1990-04-11
Charlton,0,1990-04-11
Liverpool,3,1990-04-11
QPR,0,1990-04-11
Man City,3,1990-04-11
Aston Villa,3,1990-04-14
Chelsea,0,1990-04-14
Crystal Palace,1,1990-04-14
Arsenal,1,1990-04-14
Derby,3,1990-04-14
Millwall,0,1990-04-14
Liverpool,1,1990-04-14
Nottm Forest,1,1990-04-14
Luton,1,1990-04-14
Everton,1,1990-04-14
Man City,3,1990-04-14
Sheff Wed,0,1990-04-14
QPR,0,1990-04-14
Man Utd,3,1990-04-14
Southampton,3,1990-04-14
Charlton,0,1990-04-14
Tottenham,3,1990-04-14
Coventry,0,1990-04-14
Wimbledon FC,1,1990-04-14
Norwich,1,1990-04-14
Chelsea,3,1990-04-16
Crystal Palace,0,1990-04-16
Coventry,1,1990-04-16
QPR,1,1990-04-16
Everton,3,1990-04-16
Derby,0,1990-04-16
Millwall,0,1990-04-16
Tottenham,3,1990-04-16
Norwich,0,1990-04-16
Man City,3,1990-04-16
Nottm Forest,3,1990-04-16
Luton,0,1990-04-16
Charlton,0,1990-04-17
Wimbledon FC,3,1990-04-17
Man Utd,3,1990-04-17
Aston Villa,0,1990-04-17
Arsenal,1,1990-04-18
Liverpool,1,1990-04-18
Aston Villa,3,1990-04-21
Millwall,0,1990-04-21
Crystal Palace,3,1990-04-21
Charlton,0,1990-04-21
Derby,0,1990-04-21
Norwich,3,1990-04-21
Liverpool,3,1990-04-21
Chelsea,0,1990-04-21
Luton,3,1990-04-21
Arsenal,0,1990-04-21
Man City,3,1990-04-21
Everton,0,1990-04-21
QPR,3,1990-04-21
Sheff Wed,0,1990-04-21
Southampton,3,1990-04-21
Nottm Forest,0,1990-04-21
Tottenham,3,1990-04-21
Man Utd,0,1990-04-21
Wimbledon FC,1,1990-04-21
Coventry,1,1990-04-21
Arsenal,3,1990-04-28
Millwall,0,1990-04-28
Aston Villa,1,1990-04-28
Norwich,1,1990-04-28
Charlton,0,1990-04-28
Sheff Wed,3,1990-04-28
Chelsea,3,1990-04-28
Everton,0,1990-04-28
Liverpool,3,1990-04-28
QPR,0,1990-04-28
Luton,3,1990-04-28
Crystal Palace,0,1990-04-28
Man City,0,1990-04-28
Derby,3,1990-04-28
Southampton,3,1990-04-28
Coventry,0,1990-04-28
Wimbledon FC,3,1990-04-28
Tottenham,0,1990-04-28
Man Utd,1,1990-04-30
Wimbledon FC,1,1990-04-30
Liverpool,3,1990-05-01
Derby,0,1990-05-01
Arsenal,3,1990-05-02
Southampton,0,1990-05-02
Nottm Forest,3,1990-05-02
Man Utd,0,1990-05-02
Wimbledon FC,0,1990-05-02
Crystal Palace,3,1990-05-02
Coventry,0,1990-05-05
Liverpool,3,1990-05-05
Crystal Palace,1,1990-05-05
Man City,1,1990-05-05
Derby,0,1990-05-05
Luton,3,1990-05-05
Everton,1,1990-05-05
Aston Villa,1,1990-05-05
Man Utd,3,1990-05-05
Charlton,0,1990-05-05
Millwall,0,1990-05-05
Chelsea,3,1990-05-05
Norwich,1,1990-05-05
Arsenal,1,1990-05-05
QPR,0,1990-05-05
Wimbledon FC,3,1990-05-05
Sheff Wed,0,1990-05-05
Nottm Forest,3,1990-05-05
Tottenham,3,1990-05-05
Southampton,0,1990-05-05
