date,name,points
1974-10-01,B. Wood,57
1974-10-01,I.C. Davis,0
1974-10-01,J.M. Parker,0
1974-10-01,M.J. Smith,0
1974-10-01,M.H. Denness,0
1974-10-01,D.L. Murray,0
1974-10-01,F.C. Hayes,0
1974-10-01,Zaheer Abbas,0
1974-10-01,G. Boycott,0
1974-10-01,S.M. Gavaskar,0
1974-10-01,G.R. Viswanath,0
1974-10-01,F.M. Engineer,0
1974-10-01,B.P. Patel,0
1974-10-01,A.I. Kallicharran,0
1974-10-01,R.B. Kanhai,0
1974-10-01,G.R.J. Roope,0
1974-10-01,K.W.R. Fletcher,0
1974-10-01,R.W. Taylor,0
1974-10-01,M.G. Burgess,0
1974-10-01,B.F. Hastings,0
1974-10-01,A.P.E. Knott,0
1974-10-01,G.M. Turner,0
1974-10-01,R. Edwards,0
1974-10-01,J.H. Edrich,0
1974-10-01,R.W. Marsh,0
1974-10-01,I.M. Chappell,0
1974-10-01,K.J. Wadsworth,0
1974-10-01,D.L. Amiss,0
1974-10-01,D.A. Murray,0
1974-10-01,Wasim Bari,0
1974-10-01,Wasim Raja,0
1974-10-01,Mushtaq Mohammad,0
1974-10-01,Sadiq Mohammad,0
1974-10-01,R.C. Fredericks,0
1974-10-01,J.A. Jameson,0
1974-10-01,D. Lloyd,0
1974-10-01,I.R. Redpath,0
1974-11-01,G.G. Arnold,444
1974-11-01,A.A. Mallett,381
1974-11-01,Sarfraz Nawaz,367
1974-11-01,J.A. Snow,363
1974-11-01,R.D. Jackman,306
1974-11-01,D.L. Underwood,305
1974-11-01,D.K. Lillee,298
1974-11-01,A.W. Greig,298
1974-11-01,C.M. Old,296
1974-11-01,R.G.D. Willis,288
1974-11-01,D.R. Hadlee,287
1974-11-01,G.S. Chappell,281
1974-11-01,R.A. Woolmer,280
1974-11-01,Asif Iqbal,276
1974-11-01,H.J. Howarth,269
1974-11-01,M.H.N. Walker,258
1974-11-01,Asif Masood,253
1974-11-01,R.O. Collinge,250
1974-11-01,B.E. Congdon,243
1974-11-01,E.D. Solkar,233
1974-11-01,G. Dymock,231
1974-11-01,S. Abid Ali,215
1974-11-01,B.D. Julien,207
1974-11-01,G.J. Gilmour,207
1974-11-01,R.J. Hadlee,207
1974-11-01,Madan Lal,204
1974-11-01,V.A. Holder,203
1974-11-01,Intikhab Alam,195
1974-11-01,K.D. Walters,193
1974-11-01,Imran Khan,190
1974-11-01,D.R. O'Sullivan,187
1974-11-01,P. Lever,163
1974-11-01,L.R. Gibbs,158
1974-11-01,B.S. Bedi,117
1974-11-01,K.D. Boyce,115
1974-11-01,B.L. Cairns,112
1974-11-01,Majid Khan,107
1974-11-01,S. Venkataraghavan,96
1974-11-01,C.H. Lloyd,92
1974-11-01,M. Hendrick,85
1974-11-01,Salim Altaf,82
1974-11-01,R.J. Bright,71
1974-11-01,B. Wood,57
1974-11-01,I.C. Davis,0
1974-11-01,J.M. Parker,0
1974-11-01,M.J. Smith,0
1974-11-01,M.H. Denness,0
1974-11-01,D.L. Murray,0
1974-11-01,F.C. Hayes,0
1974-11-01,Zaheer Abbas,0
1974-11-01,G. Boycott,0
1974-11-01,S.M. Gavaskar,0
1974-11-01,G.R. Viswanath,0
1974-11-01,F.M. Engineer,0
1974-11-01,B.P. Patel,0
1974-11-01,A.I. Kallicharran,0
1974-11-01,R.B. Kanhai,0
1974-11-01,G.R.J. Roope,0
1974-11-01,K.W.R. Fletcher,0
1974-11-01,R.W. Taylor,0
1974-11-01,M.G. Burgess,0
1974-11-01,B.F. Hastings,0
1974-11-01,A.P.E. Knott,0
1974-11-01,G.M. Turner,0
1974-11-01,R. Edwards,0
1974-11-01,J.H. Edrich,0
1974-11-01,R.W. Marsh,0
1974-11-01,I.M. Chappell,0
1974-11-01,K.J. Wadsworth,0
1974-11-01,D.L. Amiss,0
1974-11-01,D.A. Murray,0
1974-11-01,Wasim Bari,0
1974-11-01,Wasim Raja,0
1974-11-01,Mushtaq Mohammad,0
1974-11-01,Sadiq Mohammad,0
1974-11-01,R.C. Fredericks,0
1974-11-01,J.A. Jameson,0
1974-11-01,D. Lloyd,0
1974-11-01,I.R. Redpath,0
1974-12-01,G.G. Arnold,444
1974-12-01,A.A. Mallett,381
1974-12-01,Sarfraz Nawaz,367
1974-12-01,J.A. Snow,363
1974-12-01,R.D. Jackman,306
1974-12-01,D.L. Underwood,305
1974-12-01,D.K. Lillee,298
1974-12-01,A.W. Greig,298
1974-12-01,C.M. Old,296
1974-12-01,R.G.D. Willis,288
1974-12-01,D.R. Hadlee,287
1974-12-01,G.S. Chappell,281
1974-12-01,R.A. Woolmer,280
1974-12-01,Asif Iqbal,276
1974-12-01,H.J. Howarth,269
1974-12-01,M.H.N. Walker,258
1974-12-01,Asif Masood,253
1974-12-01,R.O. Collinge,250
1974-12-01,B.E. Congdon,243
1974-12-01,E.D. Solkar,233
1974-12-01,G. Dymock,231
1974-12-01,S. Abid Ali,215
1974-12-01,B.D. Julien,207
1974-12-01,G.J. Gilmour,207
1974-12-01,R.J. Hadlee,207
1974-12-01,Madan Lal,204
1974-12-01,V.A. Holder,203
1974-12-01,Intikhab Alam,195
1974-12-01,K.D. Walters,193
1974-12-01,Imran Khan,190
1974-12-01,D.R. O'Sullivan,187
1974-12-01,P. Lever,163
1974-12-01,L.R. Gibbs,158
1974-12-01,B.S. Bedi,117
1974-12-01,K.D. Boyce,115
1974-12-01,B.L. Cairns,112
1974-12-01,Majid Khan,107
1974-12-01,S. Venkataraghavan,96
1974-12-01,C.H. Lloyd,92
1974-12-01,M. Hendrick,85
1974-12-01,Salim Altaf,82
1974-12-01,R.J. Bright,71
1974-12-01,B. Wood,57
1974-12-01,I.C. Davis,0
1974-12-01,J.M. Parker,0
1974-12-01,M.J. Smith,0
1974-12-01,M.H. Denness,0
1974-12-01,D.L. Murray,0
1974-12-01,F.C. Hayes,0
1974-12-01,Zaheer Abbas,0
1974-12-01,G. Boycott,0
1974-12-01,S.M. Gavaskar,0
1974-12-01,G.R. Viswanath,0
1974-12-01,F.M. Engineer,0
1974-12-01,B.P. Patel,0
1974-12-01,A.I. Kallicharran,0
1974-12-01,R.B. Kanhai,0
1974-12-01,G.R.J. Roope,0
1974-12-01,K.W.R. Fletcher,0
1974-12-01,R.W. Taylor,0
1974-12-01,M.G. Burgess,0
1974-12-01,B.F. Hastings,0
1974-12-01,A.P.E. Knott,0
1974-12-01,G.M. Turner,0
1974-12-01,R. Edwards,0
1974-12-01,J.H. Edrich,0
1974-12-01,R.W. Marsh,0
1974-12-01,I.M. Chappell,0
1974-12-01,K.J. Wadsworth,0
1974-12-01,D.L. Amiss,0
1974-12-01,D.A. Murray,0
1974-12-01,Wasim Bari,0
1974-12-01,Wasim Raja,0
1974-12-01,Mushtaq Mohammad,0
1974-12-01,Sadiq Mohammad,0
1974-12-01,R.C. Fredericks,0
1974-12-01,J.A. Jameson,0
1974-12-01,D. Lloyd,0
1974-12-01,I.R. Redpath,0
1975-01-01,G.G. Arnold,466
1975-01-01,A.A. Mallett,379
1975-01-01,Sarfraz Nawaz,367
1975-01-01,J.A. Snow,361
1975-01-01,M.H.N. Walker,357
1975-01-01,C.M. Old,335
1975-01-01,D.L. Underwood,318
1975-01-01,A.W. Greig,311
1975-01-01,R.D. Jackman,304
1975-01-01,D.K. Lillee,297
1975-01-01,D.R. Hadlee,287
1975-01-01,R.G.D. Willis,286
1975-01-01,R.A. Woolmer,278
1975-01-01,Asif Iqbal,276
1975-01-01,H.J. Howarth,269
1975-01-01,G.S. Chappell,268
1975-01-01,Asif Masood,253
1975-01-01,R.O. Collinge,250
1975-01-01,B.E. Congdon,243
1975-01-01,E.D. Solkar,233
1975-01-01,G. Dymock,230
1975-01-01,S. Abid Ali,215
1975-01-01,B.D. Julien,207
1975-01-01,R.J. Hadlee,207
1975-01-01,G.J. Gilmour,206
1975-01-01,Madan Lal,204
1975-01-01,V.A. Holder,203
1975-01-01,Intikhab Alam,195
1975-01-01,P. Lever,192
1975-01-01,Imran Khan,190
1975-01-01,D.R. O'Sullivan,187
1975-01-01,K.D. Walters,178
1975-01-01,L.R. Gibbs,158
1975-01-01,B.S. Bedi,117
1975-01-01,K.D. Boyce,115
1975-01-01,B.L. Cairns,112
1975-01-01,Majid Khan,107
1975-01-01,A.G. Hurst,102
1975-01-01,S. Venkataraghavan,96
1975-01-01,C.H. Lloyd,92
1975-01-01,M. Hendrick,84
1975-01-01,J.R. Thomson,84
1975-01-01,Salim Altaf,82
1975-01-01,T.J. Jenner,80
1975-01-01,R.J. Bright,70
1975-01-01,B. Wood,56
1975-01-01,J.M. Parker,0
1975-01-01,M.H. Denness,0
1975-01-01,Zaheer Abbas,0
1975-01-01,G.R.J. Roope,0
1975-01-01,W.J. Edwards,0
1975-01-01,B.W. Luckhurst,0
1975-01-01,S.M. Gavaskar,0
1975-01-01,G.R. Viswanath,0
1975-01-01,I.C. Davis,0
1975-01-01,B.P. Patel,0
1975-01-01,F.M. Engineer,0
1975-01-01,Wasim Bari,0
1975-01-01,A.P.E. Knott,0
1975-01-01,D.L. Amiss,0
1975-01-01,D. Lloyd,0
1975-01-01,J.A. Jameson,0
1975-01-01,R.W. Taylor,0
1975-01-01,K.W.R. Fletcher,0
1975-01-01,F.C. Hayes,0
1975-01-01,G. Boycott,0
1975-01-01,D.L. Murray,0
1975-01-01,A.I. Kallicharran,0
1975-01-01,R.B. Kanhai,0
1975-01-01,D.A. Murray,0
1975-01-01,J.H. Edrich,0
1975-01-01,Wasim Raja,0
1975-01-01,Mushtaq Mohammad,0
1975-01-01,Sadiq Mohammad,0
1975-01-01,K.J. Wadsworth,0
1975-01-01,M.G. Burgess,0
1975-01-01,B.F. Hastings,0
1975-01-01,G.M. Turner,0
1975-01-01,R. Edwards,0
1975-01-01,R.W. Marsh,0
1975-01-01,I.R. Redpath,0
1975-01-01,I.M. Chappell,0
1975-01-01,R.C. Fredericks,0
1975-02-01,G.G. Arnold,466
1975-02-01,A.A. Mallett,379
1975-02-01,Sarfraz Nawaz,367
1975-02-01,J.A. Snow,361
1975-02-01,M.H.N. Walker,357
1975-02-01,C.M. Old,335
1975-02-01,D.L. Underwood,318
1975-02-01,A.W. Greig,311
1975-02-01,R.D. Jackman,304
1975-02-01,D.K. Lillee,297
1975-02-01,D.R. Hadlee,287
1975-02-01,R.G.D. Willis,286
1975-02-01,R.A. Woolmer,278
1975-02-01,Asif Iqbal,276
1975-02-01,H.J. Howarth,269
1975-02-01,G.S. Chappell,268
1975-02-01,Asif Masood,253
1975-02-01,R.O. Collinge,250
1975-02-01,B.E. Congdon,243
1975-02-01,E.D. Solkar,233
1975-02-01,G. Dymock,230
1975-02-01,S. Abid Ali,215
1975-02-01,B.D. Julien,207
1975-02-01,R.J. Hadlee,207
1975-02-01,G.J. Gilmour,206
1975-02-01,Madan Lal,204
1975-02-01,V.A. Holder,203
1975-02-01,Intikhab Alam,195
1975-02-01,P. Lever,192
1975-02-01,Imran Khan,190
1975-02-01,D.R. O'Sullivan,187
1975-02-01,K.D. Walters,178
1975-02-01,L.R. Gibbs,158
1975-02-01,B.S. Bedi,117
1975-02-01,K.D. Boyce,115
1975-02-01,B.L. Cairns,112
1975-02-01,Majid Khan,107
1975-02-01,A.G. Hurst,102
1975-02-01,S. Venkataraghavan,96
1975-02-01,C.H. Lloyd,92
1975-02-01,M. Hendrick,84
1975-02-01,J.R. Thomson,84
1975-02-01,Salim Altaf,82
1975-02-01,T.J. Jenner,80
1975-02-01,R.J. Bright,70
1975-02-01,B. Wood,56
1975-02-01,J.M. Parker,0
1975-02-01,M.H. Denness,0
1975-02-01,Zaheer Abbas,0
1975-02-01,G.R.J. Roope,0
1975-02-01,W.J. Edwards,0
1975-02-01,B.W. Luckhurst,0
1975-02-01,S.M. Gavaskar,0
1975-02-01,G.R. Viswanath,0
1975-02-01,I.C. Davis,0
1975-02-01,B.P. Patel,0
1975-02-01,F.M. Engineer,0
1975-02-01,Wasim Bari,0
1975-02-01,A.P.E. Knott,0
1975-02-01,D.L. Amiss,0
1975-02-01,D. Lloyd,0
1975-02-01,J.A. Jameson,0
1975-02-01,R.W. Taylor,0
1975-02-01,K.W.R. Fletcher,0
1975-02-01,F.C. Hayes,0
1975-02-01,G. Boycott,0
1975-02-01,D.L. Murray,0
1975-02-01,A.I. Kallicharran,0
1975-02-01,R.B. Kanhai,0
1975-02-01,D.A. Murray,0
1975-02-01,J.H. Edrich,0
1975-02-01,Wasim Raja,0
1975-02-01,Mushtaq Mohammad,0
1975-02-01,Sadiq Mohammad,0
1975-02-01,K.J. Wadsworth,0
1975-02-01,M.G. Burgess,0
1975-02-01,B.F. Hastings,0
1975-02-01,G.M. Turner,0
1975-02-01,R. Edwards,0
1975-02-01,R.W. Marsh,0
1975-02-01,I.R. Redpath,0
1975-02-01,I.M. Chappell,0
1975-02-01,R.C. Fredericks,0
1975-03-01,G.G. Arnold,466
1975-03-01,A.A. Mallett,379
1975-03-01,Sarfraz Nawaz,367
1975-03-01,J.A. Snow,361
1975-03-01,M.H.N. Walker,357
1975-03-01,C.M. Old,335
1975-03-01,D.L. Underwood,318
1975-03-01,A.W. Greig,311
1975-03-01,R.D. Jackman,304
1975-03-01,D.K. Lillee,297
1975-03-01,D.R. Hadlee,287
1975-03-01,R.G.D. Willis,286
1975-03-01,R.A. Woolmer,278
1975-03-01,Asif Iqbal,276
1975-03-01,H.J. Howarth,269
1975-03-01,G.S. Chappell,268
1975-03-01,Asif Masood,253
1975-03-01,R.O. Collinge,250
1975-03-01,B.E. Congdon,243
1975-03-01,E.D. Solkar,233
1975-03-01,G. Dymock,230
1975-03-01,S. Abid Ali,215
1975-03-01,B.D. Julien,207
1975-03-01,R.J. Hadlee,207
1975-03-01,G.J. Gilmour,206
1975-03-01,Madan Lal,204
1975-03-01,V.A. Holder,203
1975-03-01,Intikhab Alam,195
1975-03-01,P. Lever,192
1975-03-01,Imran Khan,190
1975-03-01,D.R. O'Sullivan,187
1975-03-01,K.D. Walters,178
1975-03-01,L.R. Gibbs,158
1975-03-01,B.S. Bedi,117
1975-03-01,K.D. Boyce,115
1975-03-01,B.L. Cairns,112
1975-03-01,Majid Khan,107
1975-03-01,A.G. Hurst,102
1975-03-01,S. Venkataraghavan,96
1975-03-01,C.H. Lloyd,92
1975-03-01,M. Hendrick,84
1975-03-01,J.R. Thomson,84
1975-03-01,Salim Altaf,82
1975-03-01,T.J. Jenner,80
1975-03-01,R.J. Bright,70
1975-03-01,B. Wood,56
1975-03-01,J.M. Parker,0
1975-03-01,M.H. Denness,0
1975-03-01,Zaheer Abbas,0
1975-03-01,G.R.J. Roope,0
1975-03-01,W.J. Edwards,0
1975-03-01,B.W. Luckhurst,0
1975-03-01,S.M. Gavaskar,0
1975-03-01,G.R. Viswanath,0
1975-03-01,I.C. Davis,0
1975-03-01,B.P. Patel,0
1975-03-01,F.M. Engineer,0
1975-03-01,Wasim Bari,0
1975-03-01,A.P.E. Knott,0
1975-03-01,D.L. Amiss,0
1975-03-01,D. Lloyd,0
1975-03-01,J.A. Jameson,0
1975-03-01,R.W. Taylor,0
1975-03-01,K.W.R. Fletcher,0
1975-03-01,F.C. Hayes,0
1975-03-01,G. Boycott,0
1975-03-01,D.L. Murray,0
1975-03-01,A.I. Kallicharran,0
1975-03-01,R.B. Kanhai,0
1975-03-01,D.A. Murray,0
1975-03-01,J.H. Edrich,0
1975-03-01,Wasim Raja,0
1975-03-01,Mushtaq Mohammad,0
1975-03-01,Sadiq Mohammad,0
1975-03-01,K.J. Wadsworth,0
1975-03-01,M.G. Burgess,0
1975-03-01,B.F. Hastings,0
1975-03-01,G.M. Turner,0
1975-03-01,R. Edwards,0
1975-03-01,R.W. Marsh,0
1975-03-01,I.R. Redpath,0
1975-03-01,I.M. Chappell,0
1975-03-01,R.C. Fredericks,0
1975-04-01,G.G. Arnold,459
1975-04-01,A.A. Mallett,379
1975-04-01,Sarfraz Nawaz,367
1975-04-01,J.A. Snow,358
1975-04-01,M.H.N. Walker,357
1975-04-01,D.R. Hadlee,347
1975-04-01,C.M. Old,343
1975-04-01,R.O. Collinge,334
1975-04-01,A.W. Greig,309
1975-04-01,D.L. Underwood,307
1975-04-01,R.D. Jackman,301
1975-04-01,D.K. Lillee,297
1975-04-01,H.J. Howarth,295
1975-04-01,R.G.D. Willis,283
1975-04-01,B.E. Congdon,277
1975-04-01,R.A. Woolmer,276
1975-04-01,Asif Iqbal,276
1975-04-01,G.S. Chappell,268
1975-04-01,P. Lever,266
1975-04-01,R.J. Hadlee,263
1975-04-01,Asif Masood,253
1975-04-01,E.D. Solkar,233
1975-04-01,G. Dymock,230
1975-04-01,S. Abid Ali,215
1975-04-01,B.D. Julien,207
1975-04-01,G.J. Gilmour,206
1975-04-01,Madan Lal,204
1975-04-01,V.A. Holder,203
1975-04-01,Intikhab Alam,195
1975-04-01,Imran Khan,190
1975-04-01,D.R. O'Sullivan,185
1975-04-01,K.D. Walters,178
1975-04-01,L.R. Gibbs,158
1975-04-01,M. Hendrick,147
1975-04-01,B. Wood,122
1975-04-01,F.J. Titmus,119
1975-04-01,B.S. Bedi,117
1975-04-01,K.D. Boyce,115
1975-04-01,B.L. Cairns,111
1975-04-01,Majid Khan,107
1975-04-01,A.G. Hurst,102
1975-04-01,S. Venkataraghavan,96
1975-04-01,C.H. Lloyd,92
1975-04-01,J.R. Thomson,84
1975-04-01,Salim Altaf,82
1975-04-01,R.J. Bright,70
1975-04-01,B.W. Luckhurst,0
1975-04-01,Zaheer Abbas,0
1975-04-01,D.L. Murray,0
1975-04-01,G. Boycott,0
1975-04-01,J.F.M. Morrison,0
1975-04-01,B.G. Hadlee,0
1975-04-01,R.C. Fredericks,0
1975-04-01,R.B. Kanhai,0
1975-04-01,B.P. Patel,0
1975-04-01,F.M. Engineer,0
1975-04-01,G.R. Viswanath,0
1975-04-01,S.M. Gavaskar,0
1975-04-01,A.I. Kallicharran,0
1975-04-01,M.H. Denness,0
1975-04-01,G.P. Howarth,0
1975-04-01,F.C. Hayes,0
1975-04-01,I.C. Davis,0
1975-04-01,J.M. Parker,0
1975-04-01,A.P.E. Knott,0
1975-04-01,D.A. Murray,0
1975-04-01,J.H. Edrich,0
1975-04-01,K.J. Wadsworth,0
1975-04-01,I.M. Chappell,0
1975-04-01,B.F. Hastings,0
1975-04-01,I.R. Redpath,0
1975-04-01,G.M. Turner,0
1975-04-01,R.W. Marsh,0
1975-04-01,D.L. Amiss,0
1975-04-01,D. Lloyd,0
1975-04-01,K.W.R. Fletcher,0
1975-04-01,G.R.J. Roope,0
1975-04-01,R.W. Taylor,0
1975-04-01,J.A. Jameson,0
1975-04-01,Wasim Bari,0
1975-04-01,Wasim Raja,0
1975-04-01,M.G. Burgess,0
1975-04-01,Mushtaq Mohammad,0
1975-04-01,Sadiq Mohammad,0
1975-04-01,R. Edwards,0
1975-05-01,G.G. Arnold,459
1975-05-01,A.A. Mallett,379
1975-05-01,Sarfraz Nawaz,367
1975-05-01,J.A. Snow,358
1975-05-01,M.H.N. Walker,357
1975-05-01,D.R. Hadlee,347
1975-05-01,C.M. Old,343
1975-05-01,R.O. Collinge,334
1975-05-01,A.W. Greig,309
1975-05-01,D.L. Underwood,307
1975-05-01,R.D. Jackman,301
1975-05-01,D.K. Lillee,297
1975-05-01,H.J. Howarth,295
1975-05-01,R.G.D. Willis,283
1975-05-01,B.E. Congdon,277
1975-05-01,R.A. Woolmer,276
1975-05-01,Asif Iqbal,276
1975-05-01,G.S. Chappell,268
1975-05-01,P. Lever,266
1975-05-01,R.J. Hadlee,263
1975-05-01,Asif Masood,253
1975-05-01,E.D. Solkar,233
1975-05-01,G. Dymock,230
1975-05-01,S. Abid Ali,215
1975-05-01,B.D. Julien,207
1975-05-01,G.J. Gilmour,206
1975-05-01,Madan Lal,204
1975-05-01,V.A. Holder,203
1975-05-01,Intikhab Alam,195
1975-05-01,Imran Khan,190
1975-05-01,D.R. O'Sullivan,185
1975-05-01,K.D. Walters,178
1975-05-01,L.R. Gibbs,158
1975-05-01,M. Hendrick,147
1975-05-01,B. Wood,122
1975-05-01,F.J. Titmus,119
1975-05-01,B.S. Bedi,117
1975-05-01,K.D. Boyce,115
1975-05-01,B.L. Cairns,111
1975-05-01,Majid Khan,107
1975-05-01,A.G. Hurst,102
1975-05-01,S. Venkataraghavan,96
1975-05-01,C.H. Lloyd,92
1975-05-01,J.R. Thomson,84
1975-05-01,Salim Altaf,82
1975-05-01,R.J. Bright,70
1975-05-01,B.W. Luckhurst,0
1975-05-01,Zaheer Abbas,0
1975-05-01,D.L. Murray,0
1975-05-01,G. Boycott,0
1975-05-01,J.F.M. Morrison,0
1975-05-01,B.G. Hadlee,0
1975-05-01,R.C. Fredericks,0
1975-05-01,R.B. Kanhai,0
1975-05-01,B.P. Patel,0
1975-05-01,F.M. Engineer,0
1975-05-01,G.R. Viswanath,0
1975-05-01,S.M. Gavaskar,0
1975-05-01,A.I. Kallicharran,0
1975-05-01,M.H. Denness,0
1975-05-01,G.P. Howarth,0
1975-05-01,F.C. Hayes,0
1975-05-01,I.C. Davis,0
1975-05-01,J.M. Parker,0
1975-05-01,A.P.E. Knott,0
1975-05-01,D.A. Murray,0
1975-05-01,J.H. Edrich,0
1975-05-01,K.J. Wadsworth,0
1975-05-01,I.M. Chappell,0
1975-05-01,B.F. Hastings,0
1975-05-01,I.R. Redpath,0
1975-05-01,G.M. Turner,0
1975-05-01,R.W. Marsh,0
1975-05-01,D.L. Amiss,0
1975-05-01,D. Lloyd,0
1975-05-01,K.W.R. Fletcher,0
1975-05-01,G.R.J. Roope,0
1975-05-01,R.W. Taylor,0
1975-05-01,J.A. Jameson,0
1975-05-01,Wasim Bari,0
1975-05-01,Wasim Raja,0
1975-05-01,M.G. Burgess,0
1975-05-01,Mushtaq Mohammad,0
1975-05-01,Sadiq Mohammad,0
1975-05-01,R. Edwards,0
1975-06-01,G.G. Arnold,459
1975-06-01,A.A. Mallett,379
1975-06-01,Sarfraz Nawaz,367
1975-06-01,J.A. Snow,358
1975-06-01,M.H.N. Walker,357
1975-06-01,D.R. Hadlee,347
1975-06-01,C.M. Old,343
1975-06-01,R.O. Collinge,334
1975-06-01,A.W. Greig,309
1975-06-01,D.L. Underwood,307
1975-06-01,R.D. Jackman,301
1975-06-01,D.K. Lillee,297
1975-06-01,H.J. Howarth,295
1975-06-01,R.G.D. Willis,283
1975-06-01,B.E. Congdon,277
1975-06-01,R.A. Woolmer,276
1975-06-01,Asif Iqbal,276
1975-06-01,G.S. Chappell,268
1975-06-01,P. Lever,266
1975-06-01,R.J. Hadlee,263
1975-06-01,Asif Masood,253
1975-06-01,E.D. Solkar,233
1975-06-01,G. Dymock,230
1975-06-01,S. Abid Ali,215
1975-06-01,B.D. Julien,207
1975-06-01,G.J. Gilmour,206
1975-06-01,Madan Lal,204
1975-06-01,V.A. Holder,203
1975-06-01,Intikhab Alam,195
1975-06-01,Imran Khan,190
1975-06-01,D.R. O'Sullivan,185
1975-06-01,K.D. Walters,178
1975-06-01,L.R. Gibbs,158
1975-06-01,M. Hendrick,147
1975-06-01,B. Wood,122
1975-06-01,F.J. Titmus,119
1975-06-01,B.S. Bedi,117
1975-06-01,K.D. Boyce,115
1975-06-01,B.L. Cairns,111
1975-06-01,Majid Khan,107
1975-06-01,A.G. Hurst,102
1975-06-01,S. Venkataraghavan,96
1975-06-01,C.H. Lloyd,92
1975-06-01,J.R. Thomson,84
1975-06-01,Salim Altaf,82
1975-06-01,R.J. Bright,70
1975-06-01,B.W. Luckhurst,0
1975-06-01,Zaheer Abbas,0
1975-06-01,D.L. Murray,0
1975-06-01,G. Boycott,0
1975-06-01,J.F.M. Morrison,0
1975-06-01,B.G. Hadlee,0
1975-06-01,R.C. Fredericks,0
1975-06-01,R.B. Kanhai,0
1975-06-01,B.P. Patel,0
1975-06-01,F.M. Engineer,0
1975-06-01,G.R. Viswanath,0
1975-06-01,S.M. Gavaskar,0
1975-06-01,A.I. Kallicharran,0
1975-06-01,M.H. Denness,0
1975-06-01,G.P. Howarth,0
1975-06-01,F.C. Hayes,0
1975-06-01,I.C. Davis,0
1975-06-01,J.M. Parker,0
1975-06-01,A.P.E. Knott,0
1975-06-01,D.A. Murray,0
1975-06-01,J.H. Edrich,0
1975-06-01,K.J. Wadsworth,0
1975-06-01,I.M. Chappell,0
1975-06-01,B.F. Hastings,0
1975-06-01,I.R. Redpath,0
1975-06-01,G.M. Turner,0
1975-06-01,R.W. Marsh,0
1975-06-01,D.L. Amiss,0
1975-06-01,D. Lloyd,0
1975-06-01,K.W.R. Fletcher,0
1975-06-01,G.R.J. Roope,0
1975-06-01,R.W. Taylor,0
1975-06-01,J.A. Jameson,0
1975-06-01,Wasim Bari,0
1975-06-01,Wasim Raja,0
1975-06-01,M.G. Burgess,0
1975-06-01,Mushtaq Mohammad,0
1975-06-01,Sadiq Mohammad,0
1975-06-01,R. Edwards,0
1975-07-01,B.D. Julien,463
1975-07-01,M.H.N. Walker,444
1975-07-01,C.M. Old,431
1975-07-01,R.O. Collinge,425
1975-07-01,Sarfraz Nawaz,424
1975-07-01,A.M.E. Roberts,417
1975-07-01,D.R. Hadlee,402
1975-07-01,A.W. Greig,395
1975-07-01,D.K. Lillee,393
1975-07-01,G.J. Gilmour,390
1975-07-01,A.A. Mallett,389
1975-07-01,K.D. Boyce,385
1975-07-01,Imran Khan,373
1975-07-01,J.R. Thomson,352
1975-07-01,Asif Masood,350
1975-07-01,D.L. Underwood,350
1975-07-01,B.S. Bedi,326
1975-07-01,R.J. Hadlee,309
1975-07-01,C.H. Lloyd,298
1975-07-01,R.D. Jackman,295
1975-07-01,V.A. Holder,292
1975-07-01,Asif Iqbal,289
1975-07-01,Madan Lal,284
1975-07-01,R.G.D. Willis,278
1975-07-01,B.E. Congdon,272
1975-07-01,R.A. Woolmer,270
1975-07-01,G.S. Chappell,252
1975-07-01,L.W. Kaluperuma,238
1975-07-01,S. Venkataraghavan,228
1975-07-01,B.J. McKechnie,227
1975-07-01,G. Dymock,224
1975-07-01,E.D. Solkar,214
1975-07-01,Javed Miandad,209
1975-07-01,K.D. Walters,196
1975-07-01,D.S. de Silva,193
1975-07-01,Intikhab Alam,192
1975-07-01,B. Wood,192
1975-07-01,D.R. O'Sullivan,181
1975-07-01,A.R.M. Opatha,174
1975-07-01,B. Warnapura,164
1975-07-01,M. Amarnath,153
1975-07-01,Pervez Mir,150
1975-07-01,M. Hendrick,144
1975-07-01,B.L. Cairns,126
1975-07-01,A.G. Hurst,99
1975-07-01,A.N. Ranasinghe,98
1975-07-01,Majid Khan,97
1975-07-01,I.V.A. Richards,92
1975-07-01,Salim Altaf,81
1975-07-01,R.J. Bright,69
1975-07-01,Wasim Raja,55
1975-07-01,I.M. Chappell,50
1975-07-01,Sadiq Mohammad,47
1975-07-01,Mushtaq Mohammad,44
1975-07-01,G.R.A. de Silva,26
1975-07-01,K.D. Ghavri,23
1975-07-01,D.L. Amiss,0
1975-07-01,D. Lloyd,0
1975-07-01,A.P.E. Knott,0
1975-07-01,R.W. Taylor,0
1975-07-01,A. Turner,0
1975-07-01,R.B. McCosker,0
1975-07-01,K.W.R. Fletcher,0
1975-07-01,A.P.B. Tennekoon,0
1975-07-01,L.R.D. Mendis,0
1975-07-01,G. Boycott,0
1975-07-01,D.L. Murray,0
1975-07-01,A.I. Kallicharran,0
1975-07-01,R.B. Kanhai,0
1975-07-01,S.R.de S. Wettimuny,0
1975-07-01,A.D. Gaekwad,0
1975-07-01,C.G. Greenidge,0
1975-07-01,R.C. Fredericks,0
1975-07-01,Wasim Bari,0
1975-07-01,J.M. Parker,0
1975-07-01,I.C. Davis,0
1975-07-01,G.M. Turner,0
