date,name,points
1971-02-01,K.R. Stackpole,141
1971-02-01,R. Illingworth,132
1971-02-01,A.A. Mallett,128
1971-02-01,K. Shuttleworth,90
1971-02-01,G.D. McKenzie,83
1971-02-01,A.L. Thomson,83
1971-02-01,J.A. Snow,71
1971-02-01,B.L. D'Oliveira,49
1971-02-01,P. Lever,43
1971-02-01,A.N. Connolly,40
1971-02-01,G.S. Chappell,0
1971-02-01,R.W. Marsh,0
1971-02-01,M.C. Cowdrey,0
1971-02-01,I.M. Chappell,0
1971-02-01,A.P.E. Knott,0
1971-02-01,K.W.R. Fletcher,0
1971-02-01,G. Boycott,0
1971-02-01,I.R. Redpath,0
1971-02-01,W.M. Lawry,0
1971-02-01,J.H. Hampshire,0
1971-02-01,J.H. Edrich,0
1971-02-01,K.D. Walters,0
1971-03-01,K.R. Stackpole,141
1971-03-01,R. Illingworth,132
1971-03-01,A.A. Mallett,128
1971-03-01,K. Shuttleworth,90
1971-03-01,G.D. McKenzie,83
1971-03-01,A.L. Thomson,83
1971-03-01,J.A. Snow,71
1971-03-01,B.L. D'Oliveira,49
1971-03-01,P. Lever,43
1971-03-01,A.N. Connolly,40
1971-03-01,G.S. Chappell,0
1971-03-01,R.W. Marsh,0
1971-03-01,M.C. Cowdrey,0
1971-03-01,I.M. Chappell,0
1971-03-01,A.P.E. Knott,0
1971-03-01,K.W.R. Fletcher,0
1971-03-01,G. Boycott,0
1971-03-01,I.R. Redpath,0
1971-03-01,W.M. Lawry,0
1971-03-01,J.H. Hampshire,0
1971-03-01,J.H. Edrich,0
1971-03-01,K.D. Walters,0
1971-04-01,K.R. Stackpole,141
1971-04-01,R. Illingworth,132
1971-04-01,A.A. Mallett,128
1971-04-01,K. Shuttleworth,90
1971-04-01,G.D. McKenzie,83
1971-04-01,A.L. Thomson,83
1971-04-01,J.A. Snow,71
1971-04-01,B.L. D'Oliveira,49
1971-04-01,P. Lever,43
1971-04-01,A.N. Connolly,40
1971-04-01,G.S. Chappell,0
1971-04-01,R.W. Marsh,0
1971-04-01,M.C. Cowdrey,0
1971-04-01,I.M. Chappell,0
1971-04-01,A.P.E. Knott,0
1971-04-01,K.W.R. Fletcher,0
1971-04-01,G. Boycott,0
1971-04-01,I.R. Redpath,0
1971-04-01,W.M. Lawry,0
1971-04-01,J.H. Hampshire,0
1971-04-01,J.H. Edrich,0
1971-04-01,K.D. Walters,0
1971-05-01,K.R. Stackpole,141
1971-05-01,R. Illingworth,132
1971-05-01,A.A. Mallett,128
1971-05-01,K. Shuttleworth,90
1971-05-01,G.D. McKenzie,83
1971-05-01,A.L. Thomson,83
1971-05-01,J.A. Snow,71
1971-05-01,B.L. D'Oliveira,49
1971-05-01,P. Lever,43
1971-05-01,A.N. Connolly,40
1971-05-01,G.S. Chappell,0
1971-05-01,R.W. Marsh,0
1971-05-01,M.C. Cowdrey,0
1971-05-01,I.M. Chappell,0
1971-05-01,A.P.E. Knott,0
1971-05-01,K.W.R. Fletcher,0
1971-05-01,G. Boycott,0
1971-05-01,I.R. Redpath,0
1971-05-01,W.M. Lawry,0
1971-05-01,J.H. Hampshire,0
1971-05-01,J.H. Edrich,0
1971-05-01,K.D. Walters,0
1971-06-01,K.R. Stackpole,141
1971-06-01,R. Illingworth,132
1971-06-01,A.A. Mallett,128
1971-06-01,K. Shuttleworth,90
1971-06-01,G.D. McKenzie,83
1971-06-01,A.L. Thomson,83
1971-06-01,J.A. Snow,71
1971-06-01,B.L. D'Oliveira,49
1971-06-01,P. Lever,43
1971-06-01,A.N. Connolly,40
1971-06-01,G.S. Chappell,0
1971-06-01,R.W. Marsh,0
1971-06-01,M.C. Cowdrey,0
1971-06-01,I.M. Chappell,0
1971-06-01,A.P.E. Knott,0
1971-06-01,K.W.R. Fletcher,0
1971-06-01,G. Boycott,0
1971-06-01,I.R. Redpath,0
1971-06-01,W.M. Lawry,0
1971-06-01,J.H. Hampshire,0
1971-06-01,J.H. Edrich,0
1971-06-01,K.D. Walters,0
1971-07-01,K.R. Stackpole,141
1971-07-01,R. Illingworth,132
1971-07-01,A.A. Mallett,128
1971-07-01,K. Shuttleworth,90
1971-07-01,G.D. McKenzie,83
1971-07-01,A.L. Thomson,83
1971-07-01,J.A. Snow,71
1971-07-01,B.L. D'Oliveira,49
1971-07-01,P. Lever,43
1971-07-01,A.N. Connolly,40
1971-07-01,G.S. Chappell,0
1971-07-01,R.W. Marsh,0
1971-07-01,M.C. Cowdrey,0
1971-07-01,I.M. Chappell,0
1971-07-01,A.P.E. Knott,0
1971-07-01,K.W.R. Fletcher,0
1971-07-01,G. Boycott,0
1971-07-01,I.R. Redpath,0
1971-07-01,W.M. Lawry,0
1971-07-01,J.H. Hampshire,0
1971-07-01,J.H. Edrich,0
1971-07-01,K.D. Walters,0
1971-08-01,K.R. Stackpole,141
1971-08-01,R. Illingworth,132
1971-08-01,A.A. Mallett,128
1971-08-01,K. Shuttleworth,90
1971-08-01,G.D. McKenzie,83
1971-08-01,A.L. Thomson,83
1971-08-01,J.A. Snow,71
1971-08-01,B.L. D'Oliveira,49
1971-08-01,P. Lever,43
1971-08-01,A.N. Connolly,40
1971-08-01,G.S. Chappell,0
1971-08-01,R.W. Marsh,0
1971-08-01,M.C. Cowdrey,0
1971-08-01,I.M. Chappell,0
1971-08-01,A.P.E. Knott,0
1971-08-01,K.W.R. Fletcher,0
1971-08-01,G. Boycott,0
1971-08-01,I.R. Redpath,0
1971-08-01,W.M. Lawry,0
1971-08-01,J.H. Hampshire,0
1971-08-01,J.H. Edrich,0
1971-08-01,K.D. Walters,0
1971-09-01,K.R. Stackpole,141
1971-09-01,R. Illingworth,132
1971-09-01,A.A. Mallett,128
1971-09-01,K. Shuttleworth,90
1971-09-01,G.D. McKenzie,83
1971-09-01,A.L. Thomson,83
1971-09-01,J.A. Snow,71
1971-09-01,B.L. D'Oliveira,49
1971-09-01,P. Lever,43
1971-09-01,A.N. Connolly,40
1971-09-01,G.S. Chappell,0
1971-09-01,R.W. Marsh,0
1971-09-01,M.C. Cowdrey,0
1971-09-01,I.M. Chappell,0
1971-09-01,A.P.E. Knott,0
1971-09-01,K.W.R. Fletcher,0
1971-09-01,G. Boycott,0
1971-09-01,I.R. Redpath,0
1971-09-01,W.M. Lawry,0
1971-09-01,J.H. Hampshire,0
1971-09-01,J.H. Edrich,0
1971-09-01,K.D. Walters,0
1971-10-01,K.R. Stackpole,141
1971-10-01,R. Illingworth,132
1971-10-01,A.A. Mallett,128
1971-10-01,K. Shuttleworth,90
1971-10-01,G.D. McKenzie,83
1971-10-01,A.L. Thomson,83
1971-10-01,J.A. Snow,71
1971-10-01,B.L. D'Oliveira,49
1971-10-01,P. Lever,43
1971-10-01,A.N. Connolly,40
1971-10-01,G.S. Chappell,0
1971-10-01,R.W. Marsh,0
1971-10-01,M.C. Cowdrey,0
1971-10-01,I.M. Chappell,0
1971-10-01,A.P.E. Knott,0
1971-10-01,K.W.R. Fletcher,0
1971-10-01,G. Boycott,0
1971-10-01,I.R. Redpath,0
1971-10-01,W.M. Lawry,0
1971-10-01,J.H. Hampshire,0
1971-10-01,J.H. Edrich,0
1971-10-01,K.D. Walters,0
1971-11-01,K.R. Stackpole,141
1971-11-01,R. Illingworth,132
1971-11-01,A.A. Mallett,128
1971-11-01,K. Shuttleworth,90
1971-11-01,G.D. McKenzie,83
1971-11-01,A.L. Thomson,83
1971-11-01,J.A. Snow,71
1971-11-01,B.L. D'Oliveira,49
1971-11-01,P. Lever,43
1971-11-01,A.N. Connolly,40
1971-11-01,G.S. Chappell,0
1971-11-01,R.W. Marsh,0
1971-11-01,M.C. Cowdrey,0
1971-11-01,I.M. Chappell,0
1971-11-01,A.P.E. Knott,0
1971-11-01,K.W.R. Fletcher,0
1971-11-01,G. Boycott,0
1971-11-01,I.R. Redpath,0
1971-11-01,W.M. Lawry,0
1971-11-01,J.H. Hampshire,0
1971-11-01,J.H. Edrich,0
1971-11-01,K.D. Walters,0
1971-12-01,K.R. Stackpole,141
1971-12-01,R. Illingworth,132
1971-12-01,A.A. Mallett,128
1971-12-01,K. Shuttleworth,90
1971-12-01,G.D. McKenzie,83
1971-12-01,A.L. Thomson,83
1971-12-01,J.A. Snow,71
1971-12-01,B.L. D'Oliveira,49
1971-12-01,P. Lever,43
1971-12-01,A.N. Connolly,40
1971-12-01,G.S. Chappell,0
1971-12-01,R.W. Marsh,0
1971-12-01,M.C. Cowdrey,0
1971-12-01,I.M. Chappell,0
1971-12-01,A.P.E. Knott,0
1971-12-01,K.W.R. Fletcher,0
1971-12-01,G. Boycott,0
1971-12-01,I.R. Redpath,0
1971-12-01,W.M. Lawry,0
1971-12-01,J.H. Hampshire,0
1971-12-01,J.H. Edrich,0
1971-12-01,K.D. Walters,0
1972-01-01,K.R. Stackpole,141
1972-01-01,R. Illingworth,132
1972-01-01,A.A. Mallett,128
1972-01-01,K. Shuttleworth,90
1972-01-01,G.D. McKenzie,83
1972-01-01,A.L. Thomson,83
1972-01-01,J.A. Snow,71
1972-01-01,B.L. D'Oliveira,49
1972-01-01,P. Lever,43
1972-01-01,A.N. Connolly,40
1972-01-01,G.S. Chappell,0
1972-01-01,R.W. Marsh,0
1972-01-01,M.C. Cowdrey,0
1972-01-01,I.M. Chappell,0
1972-01-01,A.P.E. Knott,0
1972-01-01,K.W.R. Fletcher,0
1972-01-01,G. Boycott,0
1972-01-01,I.R. Redpath,0
1972-01-01,W.M. Lawry,0
1972-01-01,J.H. Hampshire,0
1972-01-01,J.H. Edrich,0
1972-01-01,K.D. Walters,0
1972-02-01,K.R. Stackpole,141
1972-02-01,R. Illingworth,132
1972-02-01,A.A. Mallett,128
1972-02-01,K. Shuttleworth,90
1972-02-01,G.D. McKenzie,83
1972-02-01,A.L. Thomson,83
1972-02-01,J.A. Snow,71
1972-02-01,B.L. D'Oliveira,49
1972-02-01,P. Lever,43
1972-02-01,A.N. Connolly,40
1972-02-01,G.S. Chappell,0
1972-02-01,R.W. Marsh,0
1972-02-01,M.C. Cowdrey,0
1972-02-01,I.M. Chappell,0
1972-02-01,A.P.E. Knott,0
1972-02-01,K.W.R. Fletcher,0
1972-02-01,G. Boycott,0
1972-02-01,I.R. Redpath,0
1972-02-01,W.M. Lawry,0
1972-02-01,J.H. Hampshire,0
1972-02-01,J.H. Edrich,0
1972-02-01,K.D. Walters,0
1972-03-01,K.R. Stackpole,141
1972-03-01,R. Illingworth,132
1972-03-01,A.A. Mallett,128
1972-03-01,K. Shuttleworth,90
1972-03-01,G.D. McKenzie,83
1972-03-01,A.L. Thomson,83
1972-03-01,J.A. Snow,71
1972-03-01,B.L. D'Oliveira,49
1972-03-01,P. Lever,43
1972-03-01,A.N. Connolly,40
1972-03-01,G.S. Chappell,0
1972-03-01,R.W. Marsh,0
1972-03-01,M.C. Cowdrey,0
1972-03-01,I.M. Chappell,0
1972-03-01,A.P.E. Knott,0
1972-03-01,K.W.R. Fletcher,0
1972-03-01,G. Boycott,0
1972-03-01,I.R. Redpath,0
1972-03-01,W.M. Lawry,0
1972-03-01,J.H. Hampshire,0
1972-03-01,J.H. Edrich,0
1972-03-01,K.D. Walters,0
1972-04-01,K.R. Stackpole,141
1972-04-01,R. Illingworth,132
1972-04-01,A.A. Mallett,128
1972-04-01,K. Shuttleworth,90
1972-04-01,G.D. McKenzie,83
1972-04-01,A.L. Thomson,83
1972-04-01,J.A. Snow,71
1972-04-01,B.L. D'Oliveira,49
1972-04-01,P. Lever,43
1972-04-01,A.N. Connolly,40
1972-04-01,G.S. Chappell,0
1972-04-01,R.W. Marsh,0
1972-04-01,M.C. Cowdrey,0
1972-04-01,I.M. Chappell,0
1972-04-01,A.P.E. Knott,0
1972-04-01,K.W.R. Fletcher,0
1972-04-01,G. Boycott,0
1972-04-01,I.R. Redpath,0
1972-04-01,W.M. Lawry,0
1972-04-01,J.H. Hampshire,0
1972-04-01,J.H. Edrich,0
1972-04-01,K.D. Walters,0
1972-05-01,K.R. Stackpole,141
1972-05-01,R. Illingworth,132
1972-05-01,A.A. Mallett,128
1972-05-01,K. Shuttleworth,90
1972-05-01,G.D. McKenzie,83
1972-05-01,A.L. Thomson,83
1972-05-01,J.A. Snow,71
1972-05-01,B.L. D'Oliveira,49
1972-05-01,P. Lever,43
1972-05-01,A.N. Connolly,40
1972-05-01,G.S. Chappell,0
1972-05-01,R.W. Marsh,0
1972-05-01,M.C. Cowdrey,0
1972-05-01,I.M. Chappell,0
1972-05-01,A.P.E. Knott,0
1972-05-01,K.W.R. Fletcher,0
1972-05-01,G. Boycott,0
1972-05-01,I.R. Redpath,0
1972-05-01,W.M. Lawry,0
1972-05-01,J.H. Hampshire,0
1972-05-01,J.H. Edrich,0
1972-05-01,K.D. Walters,0
1972-06-01,K.R. Stackpole,141
1972-06-01,R. Illingworth,132
1972-06-01,A.A. Mallett,128
1972-06-01,K. Shuttleworth,90
1972-06-01,G.D. McKenzie,83
1972-06-01,A.L. Thomson,83
1972-06-01,J.A. Snow,71
1972-06-01,B.L. D'Oliveira,49
1972-06-01,P. Lever,43
1972-06-01,A.N. Connolly,40
1972-06-01,G.S. Chappell,0
1972-06-01,R.W. Marsh,0
1972-06-01,M.C. Cowdrey,0
1972-06-01,I.M. Chappell,0
1972-06-01,A.P.E. Knott,0
1972-06-01,K.W.R. Fletcher,0
1972-06-01,G. Boycott,0
1972-06-01,I.R. Redpath,0
1972-06-01,W.M. Lawry,0
1972-06-01,J.H. Hampshire,0
1972-06-01,J.H. Edrich,0
1972-06-01,K.D. Walters,0
1972-07-01,K.R. Stackpole,141
1972-07-01,R. Illingworth,132
1972-07-01,A.A. Mallett,128
1972-07-01,K. Shuttleworth,90
1972-07-01,G.D. McKenzie,83
1972-07-01,A.L. Thomson,83
1972-07-01,J.A. Snow,71
1972-07-01,B.L. D'Oliveira,49
1972-07-01,P. Lever,43
1972-07-01,A.N. Connolly,40
1972-07-01,G.S. Chappell,0
1972-07-01,R.W. Marsh,0
1972-07-01,M.C. Cowdrey,0
1972-07-01,I.M. Chappell,0
1972-07-01,A.P.E. Knott,0
1972-07-01,K.W.R. Fletcher,0
1972-07-01,G. Boycott,0
1972-07-01,I.R. Redpath,0
1972-07-01,W.M. Lawry,0
1972-07-01,J.H. Hampshire,0
1972-07-01,J.H. Edrich,0
1972-07-01,K.D. Walters,0
1972-08-01,K.R. Stackpole,141
1972-08-01,R. Illingworth,132
1972-08-01,A.A. Mallett,128
1972-08-01,K. Shuttleworth,90
1972-08-01,G.D. McKenzie,83
1972-08-01,A.L. Thomson,83
1972-08-01,J.A. Snow,71
1972-08-01,B.L. D'Oliveira,49
1972-08-01,P. Lever,43
1972-08-01,A.N. Connolly,40
1972-08-01,G.S. Chappell,0
1972-08-01,R.W. Marsh,0
1972-08-01,M.C. Cowdrey,0
1972-08-01,I.M. Chappell,0
1972-08-01,A.P.E. Knott,0
1972-08-01,K.W.R. Fletcher,0
1972-08-01,G. Boycott,0
1972-08-01,I.R. Redpath,0
1972-08-01,W.M. Lawry,0
1972-08-01,J.H. Hampshire,0
1972-08-01,J.H. Edrich,0
1972-08-01,K.D. Walters,0
1972-09-01,G.G. Arnold,376
1972-09-01,A.A. Mallett,346
1972-09-01,J.A. Snow,331
1972-09-01,D.K. Lillee,301
1972-09-01,R.A. Woolmer,278
1972-09-01,A.W. Greig,248
1972-09-01,R.A.L. Massie,246
1972-09-01,G.S. Chappell,209
1972-09-01,B.L. D'Oliveira,208
1972-09-01,R. Illingworth,130
1972-09-01,K.R. Stackpole,119
1972-09-01,K.D. Walters,88
1972-09-01,B. Wood,59
1972-09-01,J.R. Hammond,52
1972-09-01,P. Lever,42
1972-09-01,D.B. Close,34
1972-09-01,R.W. Marsh,0
1972-09-01,I.M. Chappell,0
1972-09-01,A.P.E. Knott,0
1972-09-01,K.W.R. Fletcher,0
1972-09-01,G. Boycott,0
1972-09-01,A.P. Sheahan,0
1972-09-01,I.R. Redpath,0
1972-09-01,R. Edwards,0
1972-09-01,J.H. Edrich,0
1972-09-01,D.L. Amiss,0
1972-10-01,G.G. Arnold,376
1972-10-01,A.A. Mallett,346
1972-10-01,J.A. Snow,331
1972-10-01,D.K. Lillee,301
1972-10-01,R.A. Woolmer,278
1972-10-01,A.W. Greig,248
1972-10-01,R.A.L. Massie,246
1972-10-01,G.S. Chappell,209
1972-10-01,B.L. D'Oliveira,208
1972-10-01,R. Illingworth,130
1972-10-01,K.R. Stackpole,119
1972-10-01,K.D. Walters,88
1972-10-01,B. Wood,59
1972-10-01,J.R. Hammond,52
1972-10-01,P. Lever,42
1972-10-01,D.B. Close,34
1972-10-01,R.W. Marsh,0
1972-10-01,I.M. Chappell,0
1972-10-01,A.P.E. Knott,0
1972-10-01,K.W.R. Fletcher,0
1972-10-01,G. Boycott,0
1972-10-01,A.P. Sheahan,0
1972-10-01,I.R. Redpath,0
1972-10-01,R. Edwards,0
1972-10-01,J.H. Edrich,0
1972-10-01,D.L. Amiss,0
1972-11-01,G.G. Arnold,376
1972-11-01,A.A. Mallett,346
1972-11-01,J.A. Snow,331
1972-11-01,D.K. Lillee,301
1972-11-01,R.A. Woolmer,278
1972-11-01,A.W. Greig,248
1972-11-01,R.A.L. Massie,246
1972-11-01,G.S. Chappell,209
1972-11-01,B.L. D'Oliveira,208
1972-11-01,R. Illingworth,130
1972-11-01,K.R. Stackpole,119
1972-11-01,K.D. Walters,88
1972-11-01,B. Wood,59
1972-11-01,J.R. Hammond,52
1972-11-01,P. Lever,42
1972-11-01,D.B. Close,34
1972-11-01,R.W. Marsh,0
1972-11-01,I.M. Chappell,0
1972-11-01,A.P.E. Knott,0
1972-11-01,K.W.R. Fletcher,0
1972-11-01,G. Boycott,0
1972-11-01,A.P. Sheahan,0
1972-11-01,I.R. Redpath,0
1972-11-01,R. Edwards,0
1972-11-01,J.H. Edrich,0
1972-11-01,D.L. Amiss,0
1972-12-01,G.G. Arnold,376
1972-12-01,A.A. Mallett,346
1972-12-01,J.A. Snow,331
1972-12-01,D.K. Lillee,301
1972-12-01,R.A. Woolmer,278
1972-12-01,A.W. Greig,248
1972-12-01,R.A.L. Massie,246
1972-12-01,G.S. Chappell,209
1972-12-01,B.L. D'Oliveira,208
1972-12-01,R. Illingworth,130
1972-12-01,K.R. Stackpole,119
1972-12-01,K.D. Walters,88
1972-12-01,B. Wood,59
1972-12-01,J.R. Hammond,52
1972-12-01,P. Lever,42
1972-12-01,D.B. Close,34
1972-12-01,R.W. Marsh,0
1972-12-01,I.M. Chappell,0
1972-12-01,A.P.E. Knott,0
1972-12-01,K.W.R. Fletcher,0
1972-12-01,G. Boycott,0
1972-12-01,A.P. Sheahan,0
1972-12-01,I.R. Redpath,0
1972-12-01,R. Edwards,0
1972-12-01,J.H. Edrich,0
1972-12-01,D.L. Amiss,0
1973-01-01,G.G. Arnold,376
1973-01-01,A.A. Mallett,346
1973-01-01,J.A. Snow,331
1973-01-01,D.K. Lillee,301
1973-01-01,R.A. Woolmer,278
1973-01-01,A.W. Greig,248
1973-01-01,R.A.L. Massie,246
1973-01-01,G.S. Chappell,209
1973-01-01,B.L. D'Oliveira,208
1973-01-01,R. Illingworth,130
1973-01-01,K.R. Stackpole,119
1973-01-01,K.D. Walters,88
1973-01-01,B. Wood,59
1973-01-01,J.R. Hammond,52
1973-01-01,P. Lever,42
1973-01-01,D.B. Close,34
1973-01-01,R.W. Marsh,0
1973-01-01,I.M. Chappell,0
1973-01-01,A.P.E. Knott,0
1973-01-01,K.W.R. Fletcher,0
1973-01-01,G. Boycott,0
1973-01-01,A.P. Sheahan,0
1973-01-01,I.R. Redpath,0
1973-01-01,R. Edwards,0
1973-01-01,J.H. Edrich,0
1973-01-01,D.L. Amiss,0
1973-02-01,G.G. Arnold,376
1973-02-01,A.A. Mallett,346
1973-02-01,J.A. Snow,331
1973-02-01,D.K. Lillee,301
1973-02-01,R.A. Woolmer,278
1973-02-01,A.W. Greig,248
1973-02-01,R.A.L. Massie,246
1973-02-01,G.S. Chappell,209
1973-02-01,B.L. D'Oliveira,208
1973-02-01,R. Illingworth,130
1973-02-01,K.R. Stackpole,119
1973-02-01,K.D. Walters,88
1973-02-01,B. Wood,59
1973-02-01,J.R. Hammond,52
1973-02-01,P. Lever,42
1973-02-01,D.B. Close,34
1973-02-01,R.W. Marsh,0
1973-02-01,I.M. Chappell,0
1973-02-01,A.P.E. Knott,0
1973-02-01,K.W.R. Fletcher,0
1973-02-01,G. Boycott,0
1973-02-01,A.P. Sheahan,0
1973-02-01,I.R. Redpath,0
1973-02-01,R. Edwards,0
1973-02-01,J.H. Edrich,0
1973-02-01,D.L. Amiss,0
1973-03-01,G.G. Arnold,376
1973-03-01,A.A. Mallett,346
1973-03-01,J.A. Snow,331
1973-03-01,D.K. Lillee,301
1973-03-01,R.A. Woolmer,278
1973-03-01,A.W. Greig,248
1973-03-01,G.S. Chappell,209
1973-03-01,Sarfraz Nawaz,151
1973-03-01,R. Illingworth,130
1973-03-01,D.R. Hadlee,129
1973-03-01,K.R. Stackpole,119
1973-03-01,H.J. Howarth,111
1973-03-01,K.D. Walters,88
1973-03-01,Majid Khan,85
1973-03-01,Salim Altaf,83
1973-03-01,Asif Masood,72
1973-03-01,R.O. Collinge,65
1973-03-01,B. Wood,59
1973-03-01,B.E. Congdon,57
1973-03-01,P. Lever,42
1973-03-01,Asif Iqbal,38
1973-03-01,Intikhab Alam,32
1973-03-01,R.J. Hadlee,26
1973-03-01,K.W.R. Fletcher,0
1973-03-01,Wasim Raja,0
1973-03-01,R. Edwards,0
1973-03-01,Wasim Bari,0
1973-03-01,A.P.E. Knott,0
1973-03-01,Sadiq Mohammad,0
1973-03-01,Mushtaq Mohammad,0
1973-03-01,J.H. Edrich,0
1973-03-01,I.R. Redpath,0
1973-03-01,D.L. Amiss,0
1973-03-01,M.G. Burgess,0
1973-03-01,G. Boycott,0
1973-03-01,Nasim-ul-Ghani,0
1973-03-01,R.W. Marsh,0
1973-03-01,K.J. Wadsworth,0
1973-03-01,I.M. Chappell,0
1973-03-01,G.E. Vivian,0
1973-03-01,B.F. Hastings,0
1973-03-01,G.M. Turner,0
1973-03-01,P.G. Coman,0
1973-04-01,G.G. Arnold,376
1973-04-01,A.A. Mallett,346
1973-04-01,J.A. Snow,331
1973-04-01,D.K. Lillee,301
1973-04-01,R.A. Woolmer,278
1973-04-01,A.W. Greig,248
1973-04-01,G.S. Chappell,209
1973-04-01,Sarfraz Nawaz,151
1973-04-01,R. Illingworth,130
1973-04-01,D.R. Hadlee,129
1973-04-01,K.R. Stackpole,119
1973-04-01,H.J. Howarth,111
1973-04-01,K.D. Walters,88
1973-04-01,Majid Khan,85
1973-04-01,Salim Altaf,83
1973-04-01,Asif Masood,72
1973-04-01,R.O. Collinge,65
1973-04-01,B. Wood,59
1973-04-01,B.E. Congdon,57
1973-04-01,P. Lever,42
1973-04-01,Asif Iqbal,38
1973-04-01,Intikhab Alam,32
1973-04-01,R.J. Hadlee,26
1973-04-01,K.W.R. Fletcher,0
1973-04-01,Wasim Raja,0
1973-04-01,R. Edwards,0
1973-04-01,Wasim Bari,0
1973-04-01,A.P.E. Knott,0
1973-04-01,Sadiq Mohammad,0
1973-04-01,Mushtaq Mohammad,0
1973-04-01,J.H. Edrich,0
1973-04-01,I.R. Redpath,0
1973-04-01,D.L. Amiss,0
1973-04-01,M.G. Burgess,0
1973-04-01,G. Boycott,0
1973-04-01,Nasim-ul-Ghani,0
1973-04-01,R.W. Marsh,0
1973-04-01,K.J. Wadsworth,0
1973-04-01,I.M. Chappell,0
1973-04-01,G.E. Vivian,0
1973-04-01,B.F. Hastings,0
1973-04-01,G.M. Turner,0
1973-04-01,P.G. Coman,0
1973-05-01,G.G. Arnold,376
1973-05-01,A.A. Mallett,346
1973-05-01,J.A. Snow,331
1973-05-01,D.K. Lillee,301
1973-05-01,R.A. Woolmer,278
1973-05-01,A.W. Greig,248
1973-05-01,G.S. Chappell,209
1973-05-01,Sarfraz Nawaz,151
1973-05-01,R. Illingworth,130
1973-05-01,D.R. Hadlee,129
1973-05-01,K.R. Stackpole,119
1973-05-01,H.J. Howarth,111
1973-05-01,K.D. Walters,88
1973-05-01,Majid Khan,85
1973-05-01,Salim Altaf,83
1973-05-01,Asif Masood,72
1973-05-01,R.O. Collinge,65
1973-05-01,B. Wood,59
1973-05-01,B.E. Congdon,57
1973-05-01,P. Lever,42
1973-05-01,Asif Iqbal,38
1973-05-01,Intikhab Alam,32
1973-05-01,R.J. Hadlee,26
1973-05-01,K.W.R. Fletcher,0
1973-05-01,Wasim Raja,0
1973-05-01,R. Edwards,0
1973-05-01,Wasim Bari,0
1973-05-01,A.P.E. Knott,0
1973-05-01,Sadiq Mohammad,0
1973-05-01,Mushtaq Mohammad,0
1973-05-01,J.H. Edrich,0
1973-05-01,I.R. Redpath,0
1973-05-01,D.L. Amiss,0
1973-05-01,M.G. Burgess,0
1973-05-01,G. Boycott,0
1973-05-01,Nasim-ul-Ghani,0
1973-05-01,R.W. Marsh,0
1973-05-01,K.J. Wadsworth,0
1973-05-01,I.M. Chappell,0
1973-05-01,G.E. Vivian,0
1973-05-01,B.F. Hastings,0
1973-05-01,G.M. Turner,0
1973-05-01,P.G. Coman,0
1973-06-01,G.G. Arnold,376
1973-06-01,A.A. Mallett,346
1973-06-01,J.A. Snow,331
1973-06-01,D.K. Lillee,301
1973-06-01,R.A. Woolmer,278
1973-06-01,A.W. Greig,248
1973-06-01,G.S. Chappell,209
1973-06-01,Sarfraz Nawaz,151
1973-06-01,R. Illingworth,130
1973-06-01,D.R. Hadlee,129
1973-06-01,K.R. Stackpole,119
1973-06-01,H.J. Howarth,111
1973-06-01,K.D. Walters,88
1973-06-01,Majid Khan,85
1973-06-01,Salim Altaf,83
1973-06-01,Asif Masood,72
1973-06-01,R.O. Collinge,65
1973-06-01,B. Wood,59
1973-06-01,B.E. Congdon,57
1973-06-01,P. Lever,42
1973-06-01,Asif Iqbal,38
1973-06-01,Intikhab Alam,32
1973-06-01,R.J. Hadlee,26
1973-06-01,K.W.R. Fletcher,0
1973-06-01,Wasim Raja,0
1973-06-01,R. Edwards,0
1973-06-01,Wasim Bari,0
1973-06-01,A.P.E. Knott,0
1973-06-01,Sadiq Mohammad,0
1973-06-01,Mushtaq Mohammad,0
1973-06-01,J.H. Edrich,0
1973-06-01,I.R. Redpath,0
1973-06-01,D.L. Amiss,0
1973-06-01,M.G. Burgess,0
1973-06-01,G. Boycott,0
1973-06-01,Nasim-ul-Ghani,0
1973-06-01,R.W. Marsh,0
1973-06-01,K.J. Wadsworth,0
1973-06-01,I.M. Chappell,0
1973-06-01,G.E. Vivian,0
1973-06-01,B.F. Hastings,0
1973-06-01,G.M. Turner,0
1973-06-01,P.G. Coman,0
1973-07-01,G.G. Arnold,376
1973-07-01,A.A. Mallett,346
1973-07-01,J.A. Snow,331
1973-07-01,D.K. Lillee,301
1973-07-01,R.A. Woolmer,278
1973-07-01,A.W. Greig,248
1973-07-01,G.S. Chappell,209
1973-07-01,Sarfraz Nawaz,151
1973-07-01,R. Illingworth,130
1973-07-01,D.R. Hadlee,129
1973-07-01,K.R. Stackpole,119
1973-07-01,H.J. Howarth,111
1973-07-01,K.D. Walters,88
1973-07-01,Majid Khan,85
1973-07-01,Salim Altaf,83
1973-07-01,Asif Masood,72
1973-07-01,R.O. Collinge,65
1973-07-01,B. Wood,59
1973-07-01,B.E. Congdon,57
1973-07-01,P. Lever,42
1973-07-01,Asif Iqbal,38
1973-07-01,Intikhab Alam,32
1973-07-01,R.J. Hadlee,26
1973-07-01,K.W.R. Fletcher,0
1973-07-01,Wasim Raja,0
1973-07-01,R. Edwards,0
1973-07-01,Wasim Bari,0
1973-07-01,A.P.E. Knott,0
