date,name,rating
,G.R. Larsen,327
,A.D. Brown,327
,M.J.R. Rindel,322
,R.S. Kalpage,322
,K.O. Otieno,319
,A.C. Cummins,317
,Rashid Latif,312
,H.S. Modi,311
,K.J.J. van Noortwijk,309
,J. Srinath,306
,M.R. Ramprakash,305
,T.M. Moody,303
,B.C. Lara,889
,M.G. Bevan,863
,S.R. Tendulkar,835
,G. Kirsten,829
,P.A. de Silva,814
,M.E. Waugh,812
,D.J. Cullinan,800
,W.J. Cronje,794
,S.T. Jayasuriya,782
,Saeed Anwar,753
,G.P. Thorpe,751
,M. Azharuddin,742
,N.J. Astle,727
,G.A. Hick,722
,A. Ranatunga,720
,J.N. Rhodes,685
,S. Chanderpaul,677
,C.L. Hooper,670
,S.R. Waugh,666
,R. Dravid,665
664,Ijaz Ahmed,PAK
,A.J. Stewart,657
,Salim Malik,641
,Inzamam-ul-Haq,636
,A.C. Parore,635
,S.P. Fleming,634
,M.A. Atherton,634
,A. Jadeja,628
,G.W. Flower,628
,A. Flower,602
,S.G. Law,602
,N.H. Fairbrother,593
,C.L. Cairns,593
,A.C. Hudson,581
,Aamir Sohail,577
,N.S. Sidhu,576
,Shahid Afridi,570
,V.G. Kambli,569
,R.S. Mahanama,567
,J.H. Kallis,567
,S.C. Williams,557
,N.V. Knight,543
,M.S. Atapattu,539
,S.C. Ganguly,533
,P.V. Simmons,522
,A.D.R. Campbell,522
,D.L. Houghton,520
,R.T. Ponting,520
,H.P. Tillekeratne,507
,Moin Khan,495
,B.A. Young,494
,S.L. Campbell,484
,Ramiz Raja,479
,C.Z. Harris,478
,P.A. Strang,473
,B.M. McMillan,468
,S.M. Pollock,465
,J.C. Adams,464
,R.S. Kaluwitharana,447
,K.L.T. Arthurton,446
,R.G. Twose,440
,R.I.C. Holder,438
,J.R. Murray,437
,G.S. Blewett,426
,R.R. Singh,424
,A.C. Gilchrist,424
,H.D.P.K. Dharmasena,417
,Mohammad Wasim,408
,N.R. Mongia,406
,C.N. Evans,401
,D.J. Richardson,394
,L. Klusener,383
,C.M. Spearman,377
,G.J. Whittall,376
,A.J. Hollioake,376
,Wasim Akram,370
,S.O. Tikolo,367
,Salim Elahi,355
,Ather Ali Khan,353
,H.H. Streak,347
,P.L. Symcox,344
,H.H. Gibbs,344
,D.N. Chudasama,340
,S.K. Warne,337
,M.J. Di Venuto,336
,C.B. Wishart,335
,W.P.U.J.C. Vaas,333
,P.R. Reiffel,332
,D.J. Callaghan,332
,A.D. Brown,327
,G.R. Larsen,327
,R.S. Kalpage,323
,M.J.R. Rindel,322
,K.O. Otieno,319
,A.C. Cummins,317
,H.S. Modi,311
,Akram Khan,307
,Rashid Latif,307
,K.J.J. van Noortwijk,307
,M.R. Ramprakash,305
,B.C. Lara,889
,M.G. Bevan,863
,G. Kirsten,829
,P.A. de Silva,822
,S.R. Tendulkar,816
,M.E. Waugh,812
,D.J. Cullinan,800
,S.T. Jayasuriya,799
,W.J. Cronje,794
,M. Azharuddin,760
,Saeed Anwar,753
,G.P. Thorpe,751
,N.J. Astle,727
,G.A. Hick,722
,A. Ranatunga,698
,J.N. Rhodes,685
,R. Dravid,680
,S. Chanderpaul,677
,C.L. Hooper,670
,S.R. Waugh,666
664,Ijaz Ahmed,PAK
,A.J. Stewart,657
,A. Jadeja,645
,Salim Malik,641
,Inzamam-ul-Haq,636
,A.C. Parore,635
,S.P. Fleming,634
,M.A. Atherton,634
,G.W. Flower,628
,A. Flower,602
,S.G. Law,602
,N.H. Fairbrother,593
,C.L. Cairns,593
,S.C. Ganguly,591
,A.C. Hudson,581
,R.S. Mahanama,581
,M.S. Atapattu,579
,Aamir Sohail,577
,Shahid Afridi,570
,J.H. Kallis,567
,N.S. Sidhu,565
,V.G. Kambli,558
,S.C. Williams,557
,N.V. Knight,543
,P.V. Simmons,522
,A.D.R. Campbell,522
,R.T. Ponting,520
,D.L. Houghton,520
,H.P. Tillekeratne,498
,Moin Khan,495
,B.A. Young,494
,S.L. Campbell,484
,Ramiz Raja,479
,C.Z. Harris,478
,R.R. Singh,475
,P.A. Strang,473
,B.M. McMillan,468
,S.M. Pollock,465
,J.C. Adams,464
,K.L.T. Arthurton,446
,R.G. Twose,440
,R.I.C. Holder,438
,R.S. Kaluwitharana,438
,J.R. Murray,437
,G.S. Blewett,426
,A.C. Gilchrist,424
,H.D.P.K. Dharmasena,412
,Mohammad Wasim,408
,C.N. Evans,401
,D.J. Richardson,394
,N.R. Mongia,392
,L. Klusener,383
,C.M. Spearman,377
,G.J. Whittall,376
,A.J. Hollioake,376
,Wasim Akram,370
,S.O. Tikolo,364
,Salim Elahi,355
,Ather Ali Khan,353
,H.H. Streak,347
,H.H. Gibbs,344
,P.L. Symcox,344
,D.N. Chudasama,338
,S.K. Warne,337
,M.J. Di Venuto,336
,C.B. Wishart,335
,P.R. Reiffel,332
,D.J. Callaghan,332
,W.P.U.J.C. Vaas,330
,A.D. Brown,327
,G.R. Larsen,327
,M.J.R. Rindel,322
,K.O. Otieno,318
,A.C. Cummins,317
,R.S. Kalpage,311
,H.S. Modi,311
,K.J.J. van Noortwijk,307
,Rashid Latif,307
,Akram Khan,307
,M.R. Ramprakash,305
,B.C. Lara,889
,M.G. Bevan,863
,G. Kirsten,829
,P.A. de Silva,822
,M.E. Waugh,812
,D.J. Cullinan,800
,S.T. Jayasuriya,799
,W.J. Cronje,794
,S.R. Tendulkar,776
,M. Azharuddin,758
,G.P. Thorpe,751
,Saeed Anwar,727
,G.A. Hick,722
,N.J. Astle,709
,A. Ranatunga,698
,J.N. Rhodes,685
,S. Chanderpaul,677
,S.C. Ganguly,677
,R. Dravid,673
,C.L. Hooper,670
,S.R. Waugh,666
,A.J. Stewart,657
,A. Jadeja,655
,Shahid Afridi,648
,G.W. Flower,646
639,Ijaz Ahmed,PAK
,Inzamam-ul-Haq,638
,M.A. Atherton,634
,S.P. Fleming,628
,A.C. Parore,623
,Salim Malik,620
,A. Flower,605
,S.G. Law,602
,C.L. Cairns,595
,N.H. Fairbrother,593
,A.C. Hudson,581
,R.S. Mahanama,581
,M.S. Atapattu,579
,J.H. Kallis,567
,S.C. Williams,557
,Aamir Sohail,554
,V.G. Kambli,544
,N.V. Knight,543
,N.S. Sidhu,542
,D.L. Houghton,532
,P.V. Simmons,522
,R.T. Ponting,520
,A.D.R. Campbell,514
,R.R. Singh,503
,H.P. Tillekeratne,498
,C.Z. Harris,497
,B.A. Young,492
,S.L. Campbell,484
,P.A. Strang,483
,Moin Khan,478
,B.M. McMillan,468
,S.M. Pollock,465
,J.C. Adams,464
,K.L.T. Arthurton,446
,R.S. Kaluwitharana,438
,R.I.C. Holder,438
,J.R. Murray,437
,R.G. Twose,437
,G.S. Blewett,426
,A.C. Gilchrist,424
,H.D.P.K. Dharmasena,412
,C.N. Evans,408
,D.J. Richardson,394
,Mohammad Wasim,392
,G.J. Whittall,387
,L. Klusener,383
,N.R. Mongia,377
,A.J. Hollioake,376
,C.M. Spearman,366
,Wasim Akram,355
,M.J. Horne,354
,Ather Ali Khan,353
,S.O. Tikolo,352
,H.H. Streak,345
,P.L. Symcox,344
,H.H. Gibbs,344
,S.K. Warne,337
,M.J. Di Venuto,336
,C.B. Wishart,333
,P.R. Reiffel,332
,D.J. Callaghan,332
,D.N. Chudasama,331
,W.P.U.J.C. Vaas,330
,G.R. Larsen,330
,Salim Elahi,327
,A.D. Brown,327
,M.J.R. Rindel,322
,A.C. Cummins,317
,K.O. Otieno,315
,R.S. Kalpage,311
,H.S. Modi,309
,K.J.J. van Noortwijk,307
,Akram Khan,307
,M.R. Ramprakash,305
,T.M. Moody,303
,B.C. Lara,893
,M.G. Bevan,863
,G. Kirsten,829
,P.A. de Silva,817
,M.E. Waugh,812
,D.J. Cullinan,800
,W.J. Cronje,794
,S.T. Jayasuriya,794
,S.R. Tendulkar,765
,G.P. Thorpe,751
,M. Azharuddin,746
,Saeed Anwar,727
,G.A. Hick,722
,A. Ranatunga,721
,N.J. Astle,708
,C.L. Hooper,686
,J.N. Rhodes,685
,S. Chanderpaul,684
683,Ijaz Ahmed,PAK
,S.C. Ganguly,677
,R. Dravid,669
,A. Jadeja,667
,S.R. Waugh,666
,Shahid Afridi,663
,A.J. Stewart,657
,G.W. Flower,642
,Inzamam-ul-Haq,638
,M.A. Atherton,634
,A. Flower,627
,S.P. Fleming,627
,Salim Malik,617
,A.C. Parore,610
,R.S. Mahanama,606
,S.G. Law,602
,C.L. Cairns,601
,N.H. Fairbrother,593
,A.C. Hudson,581
,M.S. Atapattu,567
,J.H. Kallis,567
,A.D.R. Campbell,552
,Aamir Sohail,552
,S.C. Williams,549
,N.V. Knight,543
,N.S. Sidhu,540
,V.G. Kambli,535
,P.V. Simmons,521
,R.T. Ponting,520
,C.Z. Harris,508
,P.A. Strang,505
,R.R. Singh,503
,H.P. Tillekeratne,498
,B.A. Young,487
,S.L. Campbell,481
,Moin Khan,478
,B.M. McMillan,468
,S.M. Pollock,465
,G.J. Whittall,461
,J.C. Adams,461
,K.O. Otieno,449
,K.L.T. Arthurton,444
,R.S. Kaluwitharana,436
,J.R. Murray,435
,R.I.C. Holder,433
,R.G. Twose,433
,G.S. Blewett,426
,A.C. Gilchrist,424
,H.D.P.K. Dharmasena,412
,Mohammad Wasim,407
,D.J. Richardson,394
,C.N. Evans,393
,L. Klusener,383
,A.J. Hollioake,376
,N.R. Mongia,375
,M.J. Horne,369
,Ather Ali Khan,355
,Wasim Akram,354
,C.B. Wishart,350
,G.J. Rennie,349
,M.O. Odumbe,346
,C.M. Spearman,344
,H.H. Gibbs,344
,P.L. Symcox,344
,S.K. Warne,337
,M.J. Di Venuto,336
,S.O. Tikolo,334
,D.J. Callaghan,332
,P.R. Reiffel,332
,H.H. Streak,332
,G.R. Larsen,330
,W.P.U.J.C. Vaas,330
,H.S. Modi,329
,D.N. Chudasama,328
,A.D. Brown,327
,Salim Elahi,325
,M.J.R. Rindel,322
,Akram Khan,322
,A.C. Cummins,315
,R.S. Kalpage,310
,K.J.J. van Noortwijk,307
,M.R. Ramprakash,305
,B.C. Lara,890
,M.G. Bevan,863
,G. Kirsten,835
,P.A. de Silva,822
,M.E. Waugh,812
,S.T. Jayasuriya,811
,W.J. Cronje,809
,D.J. Cullinan,790
,S.R. Tendulkar,765
,G.P. Thorpe,751
,M. Azharuddin,746
,Saeed Anwar,737
,G.A. Hick,722
,A. Ranatunga,709
,N.J. Astle,708
,C.L. Hooper,701
,J.N. Rhodes,682
682,Ijaz Ahmed,PAK
,S.C. Ganguly,677
,S. Chanderpaul,676
,R. Dravid,669
,A. Jadeja,667
,S.R. Waugh,666
,A.J. Stewart,657
,Inzamam-ul-Haq,649
,Shahid Afridi,642
,G.W. Flower,642
,M.A. Atherton,634
,S.P. Fleming,627
,A. Flower,627
,A.C. Parore,610
,Salim Malik,607
,S.G. Law,602
,C.L. Cairns,601
,N.H. Fairbrother,593
,R.S. Mahanama,593
,S.C. Williams,585
,Aamir Sohail,572
,M.S. Atapattu,568
,J.H. Kallis,556
,A.C. Hudson,553
,A.D.R. Campbell,552
,N.V. Knight,543
,N.S. Sidhu,540
,P.V. Simmons,539
,V.G. Kambli,535
,L. Klusener,523
,R.T. Ponting,520
,C.Z. Harris,508
,P.A. Strang,505
,R.R. Singh,503
,H.P. Tillekeratne,496
,B.A. Young,487
,S.M. Pollock,487
,Moin Khan,487
,S.L. Campbell,471
,G.J. Whittall,461
,H.D.P.K. Dharmasena,459
,B.M. McMillan,459
,J.C. Adams,457
,K.O. Otieno,449
,K.L.T. Arthurton,440
,R.G. Twose,433
,R.S. Kaluwitharana,430
,J.R. Murray,430
,R.I.C. Holder,429
,G.S. Blewett,426
,A.C. Gilchrist,424
,Mohammad Wasim,401
,C.N. Evans,393
,D.J. Richardson,390
,A.J. Hollioake,376
,N.R. Mongia,375
,M.J. Horne,369
,P.L. Symcox,359
,Ather Ali Khan,355
,C.B. Wishart,350
,G.J. Rennie,349
,Wasim Akram,347
,M.O. Odumbe,346
,C.M. Spearman,344
,S.K. Warne,337
,H.H. Gibbs,337
,M.J. Di Venuto,336
,W.P.U.J.C. Vaas,335
,S.O. Tikolo,334
,H.H. Streak,332
,P.R. Reiffel,332
,G.R. Larsen,330
,H.S. Modi,329
,D.N. Chudasama,328
,A.D. Brown,327
,D.J. Callaghan,325
,Akram Khan,322
,Salim Elahi,321
,M.J.R. Rindel,316
,A.C. Cummins,312
,K.J.J. van Noortwijk,307
,M.R. Ramprakash,305
,R.S. Kalpage,305
,B.C. Lara,883
,M.G. Bevan,852
,M.E. Waugh,831
,P.A. de Silva,824
,G. Kirsten,813
,S.T. Jayasuriya,795
,S.R. Tendulkar,777
,W.J. Cronje,773
,D.J. Cullinan,771
,Saeed Anwar,764
,G.P. Thorpe,757
,S.C. Ganguly,726
,M. Azharuddin,725
,C.L. Hooper,723
,G.A. Hick,708
,A.J. Stewart,707
,A. Ranatunga,699
,S.C. Williams,698
,N.J. Astle,686
,S. Chanderpaul,682
671,Ijaz Ahmed,PAK
,J.N. Rhodes,668
,R. Dravid,651
,A. Jadeja,650
,G.W. Flower,642
,Shahid Afridi,640
,Inzamam-ul-Haq,639
,S.R. Waugh,628
,A. Flower,627
,S.P. Fleming,624
,M.A. Atherton,621
,C.L. Cairns,610
,R.S. Mahanama,606
,Salim Malik,598
,S.G. Law,590
,A.C. Parore,582
,N.H. Fairbrother,581
,J.H. Kallis,571
,R.T. Ponting,557
,Aamir Sohail,556
,C.Z. Harris,555
,A.D.R. Campbell,552
,M.S. Atapattu,552
,N.S. Sidhu,547
,P.V. Simmons,546
,L. Klusener,528
,V.G. Kambli,519
,S.M. Pollock,514
,N.V. Knight,509
,P.A. Strang,505
,R.R. Singh,502
,H.P. Tillekeratne,494
,Moin Khan,489
,B.A. Young,477
,S.L. Campbell,462
,G.J. Whittall,461
,H.D.P.K. Dharmasena,457
,A.C. Gilchrist,456
,C.D. McMillan,453
,K.O. Otieno,449
,J.C. Adams,448
,B.M. McMillan,437
,K.L.T. Arthurton,431
,R.S. Kaluwitharana,428
,J.R. Murray,422
,R.G. Twose,420
,G.S. Blewett,412
,D.J. Richardson,401
,Mohammad Wasim,395
,C.N. Evans,393
,P.L. Symcox,388
,N.R. Mongia,371
,A.D. Brown,369
,A.J. Hollioake,362
,M.J. Horne,360
,Ather Ali Khan,355
,C.B. Wishart,350
,G.J. Rennie,349
,M.O. Odumbe,346
,H.H. Gibbs,344
,Wasim Akram,344
,C.M. Spearman,337
,W.P.U.J.C. Vaas,337
,S.O. Tikolo,334
,H.H. Streak,332
,S.K. Warne,330
,H.S. Modi,329
,D.N. Chudasama,328
,P.R. Reiffel,325
,G.R. Larsen,323
,Akram Khan,322
,D.J. Callaghan,319
,Salim Elahi,316
,M.J.R. Rindel,310
,K.J.J. van Noortwijk,307
,A.C. Cummins,306
,S.S. Karim,301
,R.S. Kalpage,301
,M.R. Ramprakash,299
,T.M. Moody,292
,B.C. Lara,883
,M.G. Bevan,858
,G. Kirsten,835
,S.T. Jayasuriya,815
,P.A. de Silva,802
,M.E. Waugh,799
,S.R. Tendulkar,798
,Saeed Anwar,790
,W.J. Cronje,783
,G.P. Thorpe,757
,M. Azharuddin,751
,S.C. Ganguly,747
,D.J. Cullinan,741
,C.L. Hooper,723
,A. Ranatunga,709
,G.A. Hick,708
,A.J. Stewart,707
,S.C. Williams,698
,R.T. Ponting,696
689,Ijaz Ahmed,PAK
,S. Chanderpaul,682
,G.W. Flower,677
,J.N. Rhodes,665
,N.J. Astle,658
,J.H. Kallis,652
,Inzamam-ul-Haq,652
,S.P. Fleming,651
,S.R. Waugh,639
,R. Dravid,635
,A. Jadeja,622
,M.A. Atherton,621
,A. Flower,615
,R.S. Mahanama,613
,Shahid Afridi,605
,C.L. Cairns,601
,A.C. Parore,589
,Salim Malik,584
,N.H. Fairbrother,581
,M.S. Atapattu,568
,S.G. Law,557
,Aamir Sohail,547
,P.V. Simmons,546
,S.M. Pollock,543
,A.D.R. Campbell,540
,C.Z. Harris,536
,L. Klusener,532
,N.S. Sidhu,528
,R.R. Singh,521
,N.V. Knight,509
,A.C. Gilchrist,508
,V.G. Kambli,506
,P.A. Strang,488
,H.P. Tillekeratne,487
,Moin Khan,477
,B.A. Young,476
,G.J. Whittall,467
,S.L. Campbell,462
,H.D.P.K. Dharmasena,459
,K.O. Otieno,449
,J.C. Adams,448
,C.D. McMillan,437
,K.L.T. Arthurton,431
,R.S. Kaluwitharana,425
,B.M. McMillan,425
,J.R. Murray,422
,R.G. Twose,412
,G.S. Blewett,398
,P.L. Symcox,396
,D.J. Richardson,394
,C.N. Evans,387
,Mohammad Wasim,385
,C.B. Wishart,385
,D.S. Lehmann,372
,M.J. Horne,370
,A.D. Brown,369
,A.J. Hollioake,362
,N.R. Mongia,361
,Ather Ali Khan,351
,Aminul Islam,349
,M.O. Odumbe,346
,G.J. Rennie,340
,H.H. Streak,336
,Wasim Akram,335
,W.P.U.J.C. Vaas,334
,S.O. Tikolo,334
,H.S. Modi,329
,D.N. Chudasama,328
,C.M. Spearman,326
,S.K. Warne,319
,P.R. Reiffel,319
,G.R. Larsen,317
,M.W. Goodwin,312
,D.J. Callaghan,308
,Salim Elahi,308
,K.J.J. van Noortwijk,307
,R.S. Kalpage,307
,A.C. Cummins,306
,M.R. Ramprakash,299
,M.J.R. Rindel,299
,S.S. Karim,294
,B.C. Lara,883
,M.G. Bevan,840
,G. Kirsten,835
,S.T. Jayasuriya,815
,P.A. de Silva,802
,M.E. Waugh,801
,S.R. Tendulkar,798
,Saeed Anwar,790
,W.J. Cronje,783
,G.P. Thorpe,757
,M. Azharuddin,751
,S.C. Ganguly,747
,D.J. Cullinan,741
,C.L. Hooper,723
,A. Ranatunga,709
,G.A. Hick,708
,A.J. Stewart,707
,S.C. Williams,698
689,Ijaz Ahmed,PAK
,S. Chanderpaul,682
,N.J. Astle,678
,R.T. Ponting,668
,J.N. Rhodes,665
,G.W. Flower,663
,Inzamam-ul-Haq,652
,J.H. Kallis,652
,S.P. Fleming,651
,S.R. Waugh,643
,R. Dravid,635
,A. Jadeja,622
,M.A. Atherton,621
,A. Flower,615
,R.S. Mahanama,613
,Shahid Afridi,605
,C.L. Cairns,603
,A.C. Gilchrist,592
,Salim Malik,584
,N.H. Fairbrother,581
,C.Z. Harris,570
,A.C. Parore,570
,M.S. Atapattu,568
,Aamir Sohail,547
,P.V. Simmons,546
,S.M. Pollock,543
,S.G. Law,538
,A.D.R. Campbell,535
,L. Klusener,532
,N.S. Sidhu,528
,R.R. Singh,521
,N.V. Knight,509
,V.G. Kambli,506
,H.P. Tillekeratne,487
,Moin Khan,477
,P.A. Strang,473
,G.J. Whittall,465
,B.A. Young,462
,S.L. Campbell,462
,H.D.P.K. Dharmasena,459
,K.O. Otieno,449
,J.C. Adams,448
,D.S. Lehmann,433
,C.D. McMillan,433
,K.L.T. Arthurton,431
,R.S. Kaluwitharana,425
,J.R. Murray,422
,R.G. Twose,399
,P.L. Symcox,396
,G.S. Blewett,390
,C.B. Wishart,386
,Mohammad Wasim,385
,C.N. Evans,383
,A.D. Brown,369
,A.J. Hollioake,362
,N.R. Mongia,361
,M.J. Horne,359
,Ather Ali Khan,351
,Aminul Islam,349
,M.O. Odumbe,346
,H.H. Streak,343
,G.J. Rennie,336
,Wasim Akram,335
,W.P.U.J.C. Vaas,334
,S.O. Tikolo,334
,H.S. Modi,329
,D.N. Chudasama,328
,C.M. Spearman,316
,S.K. Warne,313
,P.R. Reiffel,313
,D.J. Callaghan,308
,Salim Elahi,308
,G.R. Larsen,307
,K.J.J. van Noortwijk,307
,R.S. Kalpage,307
,A.C. Cummins,306
,M.J.R. Rindel,299
,M.R. Ramprakash,299
,S.S. Karim,294
,Akram Khan,292
,H.H. Gibbs,290
,M.W. Goodwin,288
,B.C. Lara,888
,M.G. Bevan,841
,G. Kirsten,835
,S.T. Jayasuriya,815
,P.A. de Silva,802
,M.E. Waugh,796
,S.R. Tendulkar,790
,W.J. Cronje,783
,Saeed Anwar,780
,M. Azharuddin,760
,S.C. Ganguly,743
,D.J. Cullinan,741
,N.J. Astle,740
,C.L. Hooper,737
,G.P. Thorpe,735
,S.C. Williams,715
,A. Ranatunga,709
,A.J. Stewart,706
,G.A. Hick,689
680,Ijaz Ahmed,PAK
,J.N. Rhodes,665
,S. Chanderpaul,665
,G.W. Flower,664
,R.T. Ponting,654
,J.H. Kallis,652
,A. Jadeja,645
,S.P. Fleming,643
,S.R. Waugh,639
,Inzamam-ul-Haq,638
,N.V. Knight,635
,R. Dravid,632
,M.A. Atherton,615
,A.C. Gilchrist,614
,R.S. Mahanama,613
,Shahid Afridi,609
,A. Flower,598
,C.L. Cairns,584
,Salim Malik,578
,C.Z. Harris,577
,N.H. Fairbrother,575
,M.S. Atapattu,568
,A.C. Parore,563
,Aamir Sohail,557
,S.M. Pollock,543
,P.V. Simmons,536
,S.G. Law,535
,A.D.R. Campbell,533
,L. Klusener,532
,N.S. Sidhu,521
,R.R. Singh,518
,V.G. Kambli,508
,G.J. Whittall,505
,P.A. Strang,492
,H.P. Tillekeratne,487
,Moin Khan,470
,H.D.P.K. Dharmasena,459
,S.L. Campbell,457
,B.A. Young,455
,K.O. Otieno,449
,J.C. Adams,443
,L.G. Howell,431
,K.L.T. Arthurton,427
,R.S. Kaluwitharana,425
,M.W. Goodwin,422
,C.D. McMillan,421
,D.S. Lehmann,420
,J.R. Murray,415
,Mohammad Wasim,409
,C.B. Wishart,407
,P.L. Symcox,396
,R.G. Twose,394
,G.S. Blewett,388
,A.J. Hollioake,383
,C.N. Evans,369
,A.D. Brown,365
,N.R. Mongia,361
,H.H. Streak,358
,Ather Ali Khan,351
,Aminul Islam,349
,M.O. Odumbe,346
,M.J. Horne,341
,Wasim Akram,336
,S.O. Tikolo,334
,W.P.U.J.C. Vaas,334
,H.S. Modi,329
,G.J. Rennie,328
,D.N. Chudasama,328
,M.R. Ramprakash,313
,C.M. Spearman,312
,P.R. Reiffel,311
,D.J. Callaghan,308
,K.J.J. van Noortwijk,307
,R.S. Kalpage,307
,S.K. Warne,306
,Salim Elahi,305
,G.R. Larsen,303
,A.C. Cummins,303
,M.J.R. Rindel,299
,M.A. Ealham,298
,S.S. Karim,293
,B.C. Lara,892
,M.G. Bevan,872
,S.R. Tendulkar,846
,G. Kirsten,813
,S.T. Jayasuriya,791
,M.E. Waugh,774
,W.J. Cronje,766
,P.A. de Silva,765
,Saeed Anwar,757
,S.C. Ganguly,749
,C.L. Hooper,743
,M. Azharuddin,743
,J.H. Kallis,738
,A. Ranatunga,734
,N.J. Astle,726
,R.T. Ponting,724
,G.P. Thorpe,724
,G.W. Flower,705
,D.J. Cullinan,696
,J.N. Rhodes,690
,A.J. Stewart,681
,S.C. Williams,680
,G.A. Hick,674
,S.P. Fleming,672
,S. Chanderpaul,658
,A. Jadeja,655
,Inzamam-ul-Haq,651
650,Ijaz Ahmed,PAK
,S.R. Waugh,635
,N.V. Knight,626
,M.S. Atapattu,610
,M.A. Atherton,606
,A.C. Gilchrist,606
,R. Dravid,604
,R.S. Mahanama,593
,A. Flower,591
,C.L. Cairns,579
,Shahid Afridi,578
,C.Z. Harris,573
,S.M. Pollock,568
,N.H. Fairbrother,567
,A.C. Parore,561
,Salim Malik,558
,A.D.R. Campbell,552
,L. Klusener,539
,Aamir Sohail,534
,P.V. Simmons,530
,S.G. Law,512
,N.S. Sidhu,499
,R.R. Singh,496
,V.G. Kambli,491
,G.J. Whittall,480
,M.W. Goodwin,477
,Moin Khan,476
,C.D. McMillan,475
,H.P. Tillekeratne,472
,P.A. Strang,472
,C.B. Lambert,467
,D.S. Lehmann,464
,R.S. Kaluwitharana,451
,S.L. Campbell,450
,K.O. Otieno,449
,H.D.P.K. Dharmasena,448
,B.A. Young,446
,K.L.T. Arthurton,438
,J.C. Adams,437
,M.J.R. Rindel,417
,J.R. Murray,409
,C.B. Wishart,395
,Mohammad Wasim,387
,R.G. Twose,386
,P.L. Symcox,385
,A.J. Hollioake,381
,C.N. Evans,379
,N.R. Mongia,375
,G.S. Blewett,371
,H.H. Streak,370
,Wasim Akram,365
,A.D. Brown,360
,Ather Ali Khan,351
,Aminul Islam,349
,M.A. Ealham,347
,M.O. Odumbe,346
,H.H. Kanitkar,344
,S.O. Tikolo,334
,H.S. Modi,329
,T.M. Moody,329
,D.N. Chudasama,328
,M.R. Ramprakash,327
,W.P.U.J.C. Vaas,326
,G.J. Rennie,321
,M.J. Horne,320
,Mohammad Yousuf,319
,S.K. Warne,315
,K.J.J. van Noortwijk,307
,C.M. Spearman,305
,A.C. Cummins,298
,R.S. Kalpage,298
,G.R. Larsen,297
,D.J. Callaghan,297
,B.C. Lara,892
,M.G. Bevan,872
,S.R. Tendulkar,834
,S.T. Jayasuriya,791
,G. Kirsten,786
,M.E. Waugh,774
,W.J. Cronje,770
,P.A. de Silva,765
,Saeed Anwar,757
,C.L. Hooper,743
,A. Ranatunga,734
,N.J. Astle,726
,M. Azharuddin,725
,R.T. Ponting,724
,J.H. Kallis,722
,G.P. Thorpe,714
,S.C. Ganguly,711
,G.W. Flower,705
,J.N. Rhodes,695
,A.J. Stewart,695
,S.C. Williams,680
,N.V. Knight,678
,S.P. Fleming,672
,D.J. Cullinan,671
,G.A. Hick,664
,A. Jadeja,663
,S. Chanderpaul,658
,Inzamam-ul-Haq,651
650,Ijaz Ahmed,PAK
,S.R. Waugh,635
,M.S. Atapattu,610
,A.C. Gilchrist,606
,M.A. Atherton,597
,R.S. Mahanama,593
,A. Flower,591
,S.M. Pollock,583
,R. Dravid,579
,L. Klusener,579
,C.L. Cairns,579
,Shahid Afridi,578
,C.Z. Harris,573
,A.C. Parore,561
,Salim Malik,558
,N.H. Fairbrother,558
,A.D.R. Campbell,552
,Aamir Sohail,534
,P.V. Simmons,530
,S.G. Law,512
,R.R. Singh,505
,N.S. Sidhu,497
,G.J. Whittall,480
,V.G. Kambli,479
,M.W. Goodwin,477
,Moin Khan,476
,C.D. McMillan,475
,A.D. Brown,474
,P.A. Strang,472
,H.P. Tillekeratne,472
,C.B. Lambert,467
,D.S. Lehmann,464
,R.S. Kaluwitharana,451
,S.L. Campbell,450
,H.D.P.K. Dharmasena,448
,B.A. Young,446
,A.J. Hollioake,439
,K.L.T. Arthurton,438
,J.C. Adams,437
,M.O. Odumbe,422
,K.O. Otieno,413
,M.J.R. Rindel,411
,J.R. Murray,409
,H.S. Modi,409
,Aminul Islam,401
,S.O. Tikolo,397
,C.B. Wishart,395
,Mohammad Wasim,387
,R.G. Twose,386
,C.N. Evans,379
,P.L. Symcox,377
,R.D. Shah,373
,G.S. Blewett,371
,N.R. Mongia,370
,H.H. Streak,370
,Wasim Akram,365
,D.N. Chudasama,348
,H.H. Kanitkar,336
,M.A. Ealham,335
,T.M. Moody,329
,W.P.U.J.C. Vaas,326
,M.R. Ramprakash,322
,G.J. Rennie,321
,M.J. Horne,320
,Mohammad Yousuf,319
,S.K. Warne,315
,K.J.J. van Noortwijk,307
,Akram Khan,306
,C.M. Spearman,305
,R.S. Kalpage,298
,A.C. Cummins,298
,P.R. Reiffel,297
,B.C. Lara,892
,M.G. Bevan,872
,S.R. Tendulkar,842
,P.A. de Silva,791
,S.T. Jayasuriya,788
,G. Kirsten,786
,M.E. Waugh,774
,W.J. Cronje,770
,Saeed Anwar,757
,C.L. Hooper,743
,N.J. Astle,739
,M. Azharuddin,729
,R.T. Ponting,724
,J.H. Kallis,722
,A. Ranatunga,720
,G.P. Thorpe,714
,S.C. Ganguly,710
,G.W. Flower,705
,J.N. Rhodes,695
,A.J. Stewart,695
,S.C. Williams,680
,N.V. Knight,678
,D.J. Cullinan,671
,S.P. Fleming,665
