Date,Player,Points
1985-07-01,R.G.C.E. Wijesuriya (SL),74
1985-07-01,S. Jeganathan (SL),68
1985-07-01,N.G.B. Cook (ENG),66
1985-07-01,R.R. Kulkarni (IND),66
1985-07-01,A.H. Shah (ZIM),59
1985-07-01,Shoaib Mohammad (PAK),55
1985-07-01,M.R. Whitney (AUS),53
1985-07-01,K. Srikkanth (IND),51
1985-07-01,S.M. Gavaskar (IND),47
1985-07-01,D.L. Haynes (WI),47
1985-07-01,D.W. Hookes (AUS),46
1985-07-01,A.L. Logie (WI),33
1985-07-01,P.A. de Silva (SL),29
1985-07-01,W. Larkins (ENG),27
1985-07-01,K.R. Rutherford (NZ),27
1985-08-01,J. Garner (WI),940
1985-08-01,M.A. Holding (WI),856
1985-08-01,R.J. Hadlee (NZ),844
1985-08-01,Kapil Dev (IND),840
1985-08-01,G.F. Lawson (AUS),813
1985-08-01,M.D. Marshall (WI),801
1985-08-01,E.J. Chatfield (NZ),796
1985-08-01,Imran Khan (PAK),720
1985-08-01,Madan Lal (IND),709
1985-08-01,W.W. Davis (WI),698
1985-08-01,V.J. Marks (ENG),668
1985-08-01,R.J. Shastri (IND),662
1985-08-01,I.T. Botham (ENG),638
1985-08-01,Mudassar Nazar (PAK),617
1985-08-01,C.G. Rackemann (AUS),605
1985-08-01,J.V. Coney (NZ),594
1985-08-01,V.B. John (SL),592
1985-08-01,M.C. Snedden (NZ),569
1985-08-01,I.V.A. Richards (WI),566
1985-08-01,C.J. McDermott (AUS),563
1985-08-01,E.A.E. Baptiste (WI),545
1985-08-01,R.A. Harper (WI),544
1985-08-01,A.L.F. de Mel (SL),543
1985-08-01,R.M.H. Binny (IND),538
1985-08-01,R.J. Ratnayake (SL),536
1985-08-01,N.G. Cowans (ENG),534
1985-08-01,T.M. Alderman (AUS),530
1985-08-01,S.P. O'Donnell (AUS),525
1985-08-01,Tahir Naqqash (PAK),515
1985-08-01,Abdul Qadir (PAK),504
1985-08-01,M. Amarnath (IND),483
1985-08-01,J.R. Thomson (AUS),472
1985-08-01,P.H. Edmonds (ENG),469
1985-08-01,G.R. Dilley (ENG),426
1985-08-01,Sikander Bakht (PAK),417
1985-08-01,P.J.W. Allott (ENG),405
1985-08-01,N.A. Foster (ENG),402
1985-08-01,A. Ranatunga (SL),389
1985-08-01,H.A. Gomes (WI),365
1985-08-01,L. Sivaramakrishnan (IND),364
1985-08-01,Tauseef Ahmed (PAK),362
1985-08-01,P.W.E. Rawson (ZIM),359
1985-08-01,Ijaz Faqih (PAK),350
1985-08-01,C. Sharma (IND),348
1985-08-01,A.J. Traicos (SA),343
1985-08-01,D.R. Pringle (ENG),341
1985-08-01,S.L. Boock (NZ),333
1985-08-01,P. Willey (ENG),332
1985-08-01,G.R.J. Matthews (AUS),331
1985-08-01,Wasim Akram (PAK),327
1985-08-01,M. Prabhakar (IND),323
1985-08-01,S.H.U. Karnain (SL),322
1985-08-01,R.M. Ellison (ENG),320
1985-08-01,M.D. Crowe (NZ),313
1985-08-01,K.C. Wessels (AUS),307
1985-08-01,J.R. Ratnayeke (SL),306
1985-08-01,S.M. Patil (IND),304
1985-08-01,G.A. Gooch (ENG),302
1985-08-01,J.G. Bracewell (NZ),299
1985-08-01,A.R. Border (AUS),295
1985-08-01,K.H. Macleay (AUS),289
1985-08-01,E.E. Hemmings (ENG),256
1985-08-01,Iqbal Qasim (PAK),255
1985-08-01,J.E. Emburey (ENG),254
1985-08-01,Manzoor Elahi (PAK),244
1985-08-01,Zakir Khan (PAK),236
1985-08-01,C.A. Walsh (WI),229
1985-08-01,M.W. Gatting (ENG),222
1985-08-01,Mohsin Kamal (PAK),217
1985-08-01,Javed Miandad (PAK),214
1985-08-01,K. Azad (IND),214
1985-08-01,Zaheer Abbas (PAK),204
1985-08-01,K.M. Curran (ZIM),201
1985-08-01,I.P. Butchart (ZIM),191
1985-08-01,Maninder Singh (IND),156
1985-08-01,G.K. Robertson (NZ),149
1985-08-01,R.S. Ghai (IND),148
1985-08-01,Salim Malik (PAK),125
1985-08-01,R.L. Dias (SL),124
1985-08-01,S. Wettimuny (SL),122
1985-08-01,R.J. Bright (AUS),118
1985-08-01,Mansoor Akhtar (PAK),112
1985-08-01,Naved Anjum (PAK),87
1985-08-01,M.A.R. Samarasekera (SL),81
1985-08-01,C.G. Greenidge (WI),78
1985-08-01,R.G.C.E. Wijesuriya (SL),74
1985-08-01,S. Jeganathan (SL),68
1985-08-01,N.G.B. Cook (ENG),66
1985-08-01,R.R. Kulkarni (IND),66
1985-08-01,A.H. Shah (ZIM),59
1985-08-01,Shoaib Mohammad (PAK),55
1985-08-01,M.R. Whitney (AUS),53
1985-08-01,K. Srikkanth (IND),51
1985-08-01,S.M. Gavaskar (IND),47
1985-08-01,D.L. Haynes (WI),47
1985-08-01,D.W. Hookes (AUS),46
1985-08-01,A.L. Logie (WI),33
1985-08-01,P.A. de Silva (SL),29
1985-08-01,W. Larkins (ENG),27
1985-08-01,K.R. Rutherford (NZ),27
1985-09-01,J. Garner (WI),940
1985-09-01,M.A. Holding (WI),856
1985-09-01,R.J. Hadlee (NZ),844
1985-09-01,Kapil Dev (IND),820
1985-09-01,G.F. Lawson (AUS),813
1985-09-01,M.D. Marshall (WI),801
1985-09-01,E.J. Chatfield (NZ),796
1985-09-01,Imran Khan (PAK),720
1985-09-01,Madan Lal (IND),705
1985-09-01,W.W. Davis (WI),698
1985-09-01,V.J. Marks (ENG),668
1985-09-01,R.J. Shastri (IND),654
1985-09-01,I.T. Botham (ENG),638
1985-09-01,Mudassar Nazar (PAK),617
1985-09-01,C.G. Rackemann (AUS),605
1985-09-01,V.B. John (SL),598
1985-09-01,J.V. Coney (NZ),594
1985-09-01,M.C. Snedden (NZ),569
1985-09-01,I.V.A. Richards (WI),566
1985-09-01,C.J. McDermott (AUS),563
1985-09-01,R.J. Ratnayake (SL),554
1985-09-01,E.A.E. Baptiste (WI),545
1985-09-01,R.A. Harper (WI),544
1985-09-01,R.M.H. Binny (IND),535
1985-09-01,A.L.F. de Mel (SL),534
1985-09-01,T.M. Alderman (AUS),530
1985-09-01,S.P. O'Donnell (AUS),525
1985-09-01,Tahir Naqqash (PAK),515
1985-09-01,Abdul Qadir (PAK),504
1985-09-01,M. Amarnath (IND),487
1985-09-01,P.H. Edmonds (ENG),469
1985-09-01,G.R. Dilley (ENG),426
1985-09-01,Sikander Bakht (PAK),417
1985-09-01,N.A. Foster (ENG),402
1985-09-01,A. Ranatunga (SL),385
1985-09-01,C. Sharma (IND),378
1985-09-01,H.A. Gomes (WI),365
1985-09-01,Tauseef Ahmed (PAK),362
1985-09-01,P.W.E. Rawson (ZIM),359
1985-09-01,Ijaz Faqih (PAK),350
1985-09-01,L. Sivaramakrishnan (IND),350
1985-09-01,A.J. Traicos (SA),343
1985-09-01,D.R. Pringle (ENG),341
1985-09-01,S.L. Boock (NZ),333
1985-09-01,P. Willey (ENG),332
1985-09-01,G.R.J. Matthews (AUS),331
1985-09-01,Wasim Akram (PAK),327
1985-09-01,M. Prabhakar (IND),322
1985-09-01,S.H.U. Karnain (SL),320
1985-09-01,R.M. Ellison (ENG),320
1985-09-01,J.R. Ratnayeke (SL),317
1985-09-01,M.D. Crowe (NZ),313
1985-09-01,K.C. Wessels (AUS),307
1985-09-01,G.A. Gooch (ENG),302
1985-09-01,S.M. Patil (IND),302
1985-09-01,J.G. Bracewell (NZ),299
1985-09-01,A.R. Border (AUS),295
1985-09-01,K.H. Macleay (AUS),289
1985-09-01,E.E. Hemmings (ENG),256
1985-09-01,Iqbal Qasim (PAK),255
1985-09-01,J.E. Emburey (ENG),254
1985-09-01,Manzoor Elahi (PAK),244
1985-09-01,Zakir Khan (PAK),236
1985-09-01,C.A. Walsh (WI),229
1985-09-01,M.W. Gatting (ENG),222
1985-09-01,Mohsin Kamal (PAK),217
1985-09-01,Javed Miandad (PAK),214
1985-09-01,K. Azad (IND),213
1985-09-01,Zaheer Abbas (PAK),204
1985-09-01,K.M. Curran (ZIM),201
1985-09-01,I.P. Butchart (ZIM),191
1985-09-01,R.G.C.E. Wijesuriya (SL),169
1985-09-01,Maninder Singh (IND),156
1985-09-01,G.K. Robertson (NZ),149
1985-09-01,R.S. Ghai (IND),147
1985-09-01,R.L. Dias (SL),125
1985-09-01,Salim Malik (PAK),125
1985-09-01,S. Wettimuny (SL),122
1985-09-01,R.J. Bright (AUS),118
1985-09-01,Mansoor Akhtar (PAK),112
1985-09-01,Naved Anjum (PAK),87
1985-09-01,M.A.R. Samarasekera (SL),80
1985-09-01,G. Sharma (IND),79
1985-09-01,C.G. Greenidge (WI),78
1985-09-01,S. Jeganathan (SL),68
1985-09-01,N.G.B. Cook (ENG),66
1985-09-01,R.R. Kulkarni (IND),65
1985-09-01,A.H. Shah (ZIM),59
1985-09-01,Shoaib Mohammad (PAK),55
1985-09-01,M.R. Whitney (AUS),53
1985-09-01,K. Srikkanth (IND),51
1985-09-01,D.L. Haynes (WI),47
1985-09-01,S.M. Gavaskar (IND),47
1985-09-01,D.W. Hookes (AUS),46
1985-09-01,A.L. Logie (WI),33
1985-09-01,P.A. de Silva (SL),28
1985-09-01,W. Larkins (ENG),27
1985-09-01,K.R. Rutherford (NZ),27
1985-09-01,R.J. Bailey (ENG),23
1985-09-01,D.C. Boon (AUS),23
1985-10-01,J. Garner (WI),940
1985-10-01,M.A. Holding (WI),856
1985-10-01,R.J. Hadlee (NZ),844
1985-10-01,Kapil Dev (IND),816
1985-10-01,G.F. Lawson (AUS),813
1985-10-01,M.D. Marshall (WI),801
1985-10-01,E.J. Chatfield (NZ),796
1985-10-01,Imran Khan (PAK),720
1985-10-01,W.W. Davis (WI),698
1985-10-01,Madan Lal (IND),698
1985-10-01,V.J. Marks (ENG),668
1985-10-01,R.J. Shastri (IND),660
1985-10-01,I.T. Botham (ENG),638
1985-10-01,V.B. John (SL),632
1985-10-01,Mudassar Nazar (PAK),617
1985-10-01,C.G. Rackemann (AUS),605
1985-10-01,J.V. Coney (NZ),594
1985-10-01,M.C. Snedden (NZ),569
1985-10-01,I.V.A. Richards (WI),566
1985-10-01,C.J. McDermott (AUS),563
1985-10-01,R.J. Ratnayake (SL),555
1985-10-01,E.A.E. Baptiste (WI),545
1985-10-01,R.A. Harper (WI),544
1985-10-01,A.L.F. de Mel (SL),537
1985-10-01,T.M. Alderman (AUS),530
1985-10-01,R.M.H. Binny (IND),526
1985-10-01,S.P. O'Donnell (AUS),525
1985-10-01,Tahir Naqqash (PAK),515
1985-10-01,Abdul Qadir (PAK),504
1985-10-01,M. Amarnath (IND),479
1985-10-01,P.H. Edmonds (ENG),469
1985-10-01,G.R. Dilley (ENG),426
1985-10-01,Sikander Bakht (PAK),417
1985-10-01,C. Sharma (IND),407
1985-10-01,N.A. Foster (ENG),402
1985-10-01,A. Ranatunga (SL),397
1985-10-01,H.A. Gomes (WI),365
1985-10-01,Tauseef Ahmed (PAK),362
1985-10-01,P.W.E. Rawson (ZIM),359
1985-10-01,Ijaz Faqih (PAK),350
1985-10-01,L. Sivaramakrishnan (IND),347
1985-10-01,A.J. Traicos (SA),343
1985-10-01,D.R. Pringle (ENG),341
1985-10-01,S.L. Boock (NZ),333
1985-10-01,P. Willey (ENG),332
1985-10-01,G.R.J. Matthews (AUS),331
1985-10-01,J.R. Ratnayeke (SL),328
1985-10-01,Wasim Akram (PAK),327
1985-10-01,R.M. Ellison (ENG),320
1985-10-01,M. Prabhakar (IND),319
1985-10-01,S.H.U. Karnain (SL),317
1985-10-01,M.D. Crowe (NZ),313
1985-10-01,K.C. Wessels (AUS),307
1985-10-01,G.A. Gooch (ENG),302
1985-10-01,S.M. Patil (IND),299
1985-10-01,J.G. Bracewell (NZ),299
1985-10-01,A.R. Border (AUS),295
1985-10-01,K.H. Macleay (AUS),289
1985-10-01,E.E. Hemmings (ENG),256
1985-10-01,Iqbal Qasim (PAK),255
1985-10-01,J.E. Emburey (ENG),254
1985-10-01,Manzoor Elahi (PAK),244
1985-10-01,Zakir Khan (PAK),236
1985-10-01,C.A. Walsh (WI),229
1985-10-01,M.W. Gatting (ENG),222
1985-10-01,Mohsin Kamal (PAK),217
1985-10-01,Javed Miandad (PAK),214
1985-10-01,K. Azad (IND),211
1985-10-01,Zaheer Abbas (PAK),204
1985-10-01,K.M. Curran (ZIM),201
1985-10-01,I.P. Butchart (ZIM),191
1985-10-01,R.G.C.E. Wijesuriya (SL),180
1985-10-01,G. Sharma (IND),161
1985-10-01,Maninder Singh (IND),154
1985-10-01,G.K. Robertson (NZ),149
1985-10-01,R.S. Ghai (IND),146
1985-10-01,R.L. Dias (SL),126
1985-10-01,Salim Malik (PAK),125
1985-10-01,S. Wettimuny (SL),120
1985-10-01,R.J. Bright (AUS),118
1985-10-01,Mansoor Akhtar (PAK),112
1985-10-01,Naved Anjum (PAK),87
1985-10-01,M.A.R. Samarasekera (SL),79
1985-10-01,C.G. Greenidge (WI),78
1985-10-01,S. Jeganathan (SL),67
1985-10-01,N.G.B. Cook (ENG),66
1985-10-01,R.R. Kulkarni (IND),65
1985-10-01,A.H. Shah (ZIM),59
1985-10-01,Shoaib Mohammad (PAK),55
1985-10-01,M.R. Whitney (AUS),53
1985-10-01,K. Srikkanth (IND),51
1985-10-01,S.M. Gavaskar (IND),48
1985-10-01,D.L. Haynes (WI),47
1985-10-01,D.W. Hookes (AUS),46
1985-10-01,A.L. Logie (WI),33
1985-10-01,P.A. de Silva (SL),29
1985-10-01,K.R. Rutherford (NZ),27
1985-10-01,W. Larkins (ENG),27
1985-10-01,R.J. Bailey (ENG),23
1985-10-01,D.C. Boon (AUS),23
1985-11-01,J. Garner (WI),940
1985-11-01,M.A. Holding (WI),856
1985-11-01,R.J. Hadlee (NZ),844
1985-11-01,Kapil Dev (IND),816
1985-11-01,G.F. Lawson (AUS),813
1985-11-01,M.D. Marshall (WI),801
1985-11-01,E.J. Chatfield (NZ),796
1985-11-01,Imran Khan (PAK),737
1985-11-01,Madan Lal (IND),698
1985-11-01,W.W. Davis (WI),698
1985-11-01,V.J. Marks (ENG),668
1985-11-01,R.J. Shastri (IND),660
1985-11-01,I.T. Botham (ENG),638
1985-11-01,V.B. John (SL),633
1985-11-01,Mudassar Nazar (PAK),616
1985-11-01,C.G. Rackemann (AUS),605
1985-11-01,J.V. Coney (NZ),594
1985-11-01,M.C. Snedden (NZ),569
1985-11-01,Abdul Qadir (PAK),568
1985-11-01,I.V.A. Richards (WI),566
1985-11-01,R.J. Ratnayake (SL),564
1985-11-01,C.J. McDermott (AUS),563
1985-11-01,A.L.F. de Mel (SL),549
1985-11-01,E.A.E. Baptiste (WI),545
1985-11-01,R.A. Harper (WI),544
1985-11-01,Tahir Naqqash (PAK),543
1985-11-01,T.M. Alderman (AUS),530
1985-11-01,R.M.H. Binny (IND),526
1985-11-01,S.P. O'Donnell (AUS),525
1985-11-01,M. Amarnath (IND),479
1985-11-01,P.H. Edmonds (ENG),469
1985-11-01,G.R. Dilley (ENG),426
1985-11-01,Sikander Bakht (PAK),411
1985-11-01,A. Ranatunga (SL),410
1985-11-01,C. Sharma (IND),407
1985-11-01,N.A. Foster (ENG),402
1985-11-01,H.A. Gomes (WI),365
1985-11-01,P.W.E. Rawson (ZIM),359
1985-11-01,Tauseef Ahmed (PAK),357
1985-11-01,L. Sivaramakrishnan (IND),347
1985-11-01,Ijaz Faqih (PAK),345
1985-11-01,A.J. Traicos (SA),343
1985-11-01,D.R. Pringle (ENG),341
1985-11-01,S.L. Boock (NZ),333
1985-11-01,P. Willey (ENG),332
1985-11-01,G.R.J. Matthews (AUS),331
1985-11-01,Wasim Akram (PAK),322
1985-11-01,R.M. Ellison (ENG),320
1985-11-01,M. Prabhakar (IND),319
1985-11-01,M.D. Crowe (NZ),313
1985-11-01,S.H.U. Karnain (SL),312
1985-11-01,J.R. Ratnayeke (SL),312
1985-11-01,Zakir Khan (PAK),310
1985-11-01,K.C. Wessels (AUS),307
1985-11-01,G.A. Gooch (ENG),302
1985-11-01,S.M. Patil (IND),299
1985-11-01,J.G. Bracewell (NZ),299
1985-11-01,A.R. Border (AUS),295
1985-11-01,K.H. Macleay (AUS),289
1985-11-01,Mohsin Kamal (PAK),274
1985-11-01,E.E. Hemmings (ENG),256
1985-11-01,J.E. Emburey (ENG),254
1985-11-01,R.G.C.E. Wijesuriya (SL),253
1985-11-01,Iqbal Qasim (PAK),251
1985-11-01,Manzoor Elahi (PAK),240
1985-11-01,C.A. Walsh (WI),229
1985-11-01,M.W. Gatting (ENG),222
1985-11-01,Javed Miandad (PAK),213
1985-11-01,K. Azad (IND),211
1985-11-01,Zaheer Abbas (PAK),205
1985-11-01,K.M. Curran (ZIM),201
1985-11-01,I.P. Butchart (ZIM),191
1985-11-01,Salim Malik (PAK),163
1985-11-01,G. Sharma (IND),161
1985-11-01,Maninder Singh (IND),154
1985-11-01,G.K. Robertson (NZ),149
1985-11-01,R.S. Ghai (IND),146
1985-11-01,Shoaib Mohammad (PAK),141
1985-11-01,R.L. Dias (SL),127
1985-11-01,S. Wettimuny (SL),119
1985-11-01,R.J. Bright (AUS),118
1985-11-01,Mansoor Akhtar (PAK),110
1985-11-01,Naved Anjum (PAK),85
1985-11-01,M.A.R. Samarasekera (SL),78
1985-11-01,C.G. Greenidge (WI),78
1985-11-01,S. Jeganathan (SL),66
1985-11-01,N.G.B. Cook (ENG),66
1985-11-01,R.R. Kulkarni (IND),65
1985-11-01,A.H. Shah (ZIM),59
1985-11-01,M.R. Whitney (AUS),53
1985-11-01,K. Srikkanth (IND),51
1985-11-01,S.M. Gavaskar (IND),48
1985-11-01,D.L. Haynes (WI),47
1985-11-01,D.W. Hookes (AUS),46
1985-11-01,A.L. Logie (WI),33
1985-11-01,P.A. de Silva (SL),29
1985-11-01,W. Larkins (ENG),27
1985-11-01,K.R. Rutherford (NZ),27
1985-11-01,F.S. Ahangama (SL),26
1985-11-01,R.J. Bailey (ENG),23
1985-12-01,J. Garner (WI),934
1985-12-01,M.A. Holding (WI),846
1985-12-01,R.J. Hadlee (NZ),844
1985-12-01,G.F. Lawson (AUS),813
1985-12-01,Kapil Dev (IND),797
1985-12-01,E.J. Chatfield (NZ),796
1985-12-01,M.D. Marshall (WI),747
1985-12-01,Imran Khan (PAK),702
1985-12-01,Madan Lal (IND),691
1985-12-01,W.W. Davis (WI),684
1985-12-01,R.J. Shastri (IND),668
1985-12-01,V.J. Marks (ENG),668
1985-12-01,I.T. Botham (ENG),638
1985-12-01,V.B. John (SL),636
1985-12-01,Mudassar Nazar (PAK),631
1985-12-01,C.G. Rackemann (AUS),605
1985-12-01,R.A. Harper (WI),600
1985-12-01,Abdul Qadir (PAK),597
1985-12-01,J.V. Coney (NZ),594
1985-12-01,M.C. Snedden (NZ),569
1985-12-01,C.J. McDermott (AUS),563
1985-12-01,R.J. Ratnayake (SL),557
1985-12-01,I.V.A. Richards (WI),543
1985-12-01,E.A.E. Baptiste (WI),534
1985-12-01,A.L.F. de Mel (SL),534
1985-12-01,T.M. Alderman (AUS),530
1985-12-01,R.M.H. Binny (IND),527
1985-12-01,S.P. O'Donnell (AUS),525
1985-12-01,P.H. Edmonds (ENG),469
1985-12-01,M. Amarnath (IND),465
1985-12-01,Tauseef Ahmed (PAK),428
1985-12-01,G.R. Dilley (ENG),426
1985-12-01,C. Sharma (IND),404
1985-12-01,N.A. Foster (ENG),402
1985-12-01,A. Ranatunga (SL),402
1985-12-01,Sikander Bakht (PAK),401
1985-12-01,Wasim Akram (PAK),398
1985-12-01,L. Sivaramakrishnan (IND),361
1985-12-01,P.W.E. Rawson (ZIM),359
1985-12-01,H.A. Gomes (WI),352
1985-12-01,Zakir Khan (PAK),347
1985-12-01,A.J. Traicos (SA),343
1985-12-01,D.R. Pringle (ENG),341
1985-12-01,Ijaz Faqih (PAK),336
1985-12-01,J.R. Ratnayeke (SL),336
1985-12-01,S.L. Boock (NZ),333
1985-12-01,P. Willey (ENG),332
1985-12-01,G.R.J. Matthews (AUS),331
1985-12-01,R.M. Ellison (ENG),320
1985-12-01,M. Prabhakar (IND),315
1985-12-01,M.D. Crowe (NZ),313
1985-12-01,S.H.U. Karnain (SL),311
1985-12-01,K.C. Wessels (AUS),307
1985-12-01,Mohsin Kamal (PAK),306
1985-12-01,G.A. Gooch (ENG),302
1985-12-01,J.G. Bracewell (NZ),299
1985-12-01,S.M. Patil (IND),296
1985-12-01,A.R. Border (AUS),295
1985-12-01,K.H. Macleay (AUS),289
1985-12-01,C.A. Walsh (WI),278
1985-12-01,E.E. Hemmings (ENG),256
1985-12-01,J.E. Emburey (ENG),254
1985-12-01,Iqbal Qasim (PAK),245
1985-12-01,Manzoor Elahi (PAK),234
1985-12-01,M.W. Gatting (ENG),222
1985-12-01,Javed Miandad (PAK),213
1985-12-01,K. Azad (IND),209
1985-12-01,K.M. Curran (ZIM),201
1985-12-01,I.P. Butchart (ZIM),191
1985-12-01,A.H. Gray (WI),175
1985-12-01,Salim Malik (PAK),163
1985-12-01,G. Sharma (IND),159
1985-12-01,Maninder Singh (IND),152
1985-12-01,G.K. Robertson (NZ),149
1985-12-01,R.S. Ghai (IND),147
1985-12-01,Shoaib Mohammad (PAK),138
1985-12-01,R.L. Dias (SL),127
1985-12-01,R.J. Bright (AUS),118
1985-12-01,S. Wettimuny (SL),118
1985-12-01,Mansoor Akhtar (PAK),107
1985-12-01,Naved Anjum (PAK),83
1985-12-01,M.A.R. Samarasekera (SL),78
1985-12-01,C.G. Greenidge (WI),77
1985-12-01,N.G.B. Cook (ENG),66
1985-12-01,S. Jeganathan (SL),66
1985-12-01,R.R. Kulkarni (IND),64
1985-12-01,A.H. Shah (ZIM),59
1985-12-01,M.R. Whitney (AUS),53
1985-12-01,K. Srikkanth (IND),51
1985-12-01,S.M. Gavaskar (IND),48
1985-12-01,D.L. Haynes (WI),47
1985-12-01,D.W. Hookes (AUS),46
1985-12-01,A.L. Logie (WI),33
1985-12-01,P.A. de Silva (SL),29
1985-12-01,W. Larkins (ENG),27
1985-12-01,K.R. Rutherford (NZ),27
1985-12-01,D.C. Boon (AUS),23
1985-12-01,R.J. Bailey (ENG),23
1985-12-01,J.G. Wright (NZ),16
1985-12-01,D.I. Gower (ENG),10
1986-01-01,J. Garner (WI),921
1986-01-01,R.J. Hadlee (NZ),844
1986-01-01,M.A. Holding (WI),844
1986-01-01,G.F. Lawson (AUS),813
1986-01-01,Kapil Dev (IND),797
1986-01-01,E.J. Chatfield (NZ),796
1986-01-01,M.D. Marshall (WI),760
1986-01-01,Imran Khan (PAK),706
1986-01-01,Madan Lal (IND),691
1986-01-01,W.W. Davis (WI),674
1986-01-01,R.J. Shastri (IND),668
1986-01-01,V.J. Marks (ENG),668
1986-01-01,I.T. Botham (ENG),638
1986-01-01,V.B. John (SL),636
1986-01-01,Mudassar Nazar (PAK),617
1986-01-01,C.G. Rackemann (AUS),605
1986-01-01,Abdul Qadir (PAK),603
1986-01-01,J.V. Coney (NZ),594
1986-01-01,R.A. Harper (WI),582
1986-01-01,M.C. Snedden (NZ),569
1986-01-01,C.J. McDermott (AUS),563
1986-01-01,R.J. Ratnayake (SL),557
1986-01-01,A.L.F. de Mel (SL),534
1986-01-01,T.M. Alderman (AUS),530
1986-01-01,R.M.H. Binny (IND),527
1986-01-01,E.A.E. Baptiste (WI),526
1986-01-01,S.P. O'Donnell (AUS),525
1986-01-01,I.V.A. Richards (WI),525
1986-01-01,Tauseef Ahmed (PAK),473
1986-01-01,P.H. Edmonds (ENG),469
1986-01-01,M. Amarnath (IND),465
1986-01-01,G.R. Dilley (ENG),426
1986-01-01,Wasim Akram (PAK),420
1986-01-01,C. Sharma (IND),404
1986-01-01,A. Ranatunga (SL),402
1986-01-01,N.A. Foster (ENG),402
1986-01-01,Sikander Bakht (PAK),395
1986-01-01,L. Sivaramakrishnan (IND),361
1986-01-01,P.W.E. Rawson (ZIM),359
1986-01-01,A.J. Traicos (SA),343
1986-01-01,Zakir Khan (PAK),342
1986-01-01,H.A. Gomes (WI),341
1986-01-01,D.R. Pringle (ENG),341
1986-01-01,J.R. Ratnayeke (SL),336
1986-01-01,S.L. Boock (NZ),333
1986-01-01,P. Willey (ENG),332
1986-01-01,G.R.J. Matthews (AUS),331
1986-01-01,Ijaz Faqih (PAK),331
1986-01-01,C.A. Walsh (WI),327
1986-01-01,R.M. Ellison (ENG),320
1986-01-01,M. Prabhakar (IND),315
1986-01-01,M.D. Crowe (NZ),313
1986-01-01,S.H.U. Karnain (SL),311
1986-01-01,K.C. Wessels (AUS),307
1986-01-01,G.A. Gooch (ENG),302
1986-01-01,J.G. Bracewell (NZ),299
1986-01-01,S.M. Patil (IND),296
1986-01-01,A.R. Border (AUS),295
1986-01-01,Mohsin Kamal (PAK),295
1986-01-01,K.H. Macleay (AUS),289
1986-01-01,E.E. Hemmings (ENG),256
1986-01-01,J.E. Emburey (ENG),254
1986-01-01,Iqbal Qasim (PAK),241
1986-01-01,A.H. Gray (WI),236
1986-01-01,Manzoor Elahi (PAK),231
1986-01-01,M.W. Gatting (ENG),222
1986-01-01,Shoaib Mohammad (PAK),217
1986-01-01,Javed Miandad (PAK),213
1986-01-01,K. Azad (IND),209
1986-01-01,K.M. Curran (ZIM),201
1986-01-01,I.P. Butchart (ZIM),191
1986-01-01,Salim Malik (PAK),164
1986-01-01,G. Sharma (IND),159
1986-01-01,Maninder Singh (IND),152
1986-01-01,G.K. Robertson (NZ),149
1986-01-01,R.S. Ghai (IND),147
1986-01-01,R.L. Dias (SL),127
1986-01-01,S. Wettimuny (SL),118
1986-01-01,R.J. Bright (AUS),118
1986-01-01,Mansoor Akhtar (PAK),106
1986-01-01,Naved Anjum (PAK),82
1986-01-01,M.A.R. Samarasekera (SL),78
1986-01-01,C.G. Greenidge (WI),76
1986-01-01,N.G.B. Cook (ENG),66
1986-01-01,S. Jeganathan (SL),66
1986-01-01,R.R. Kulkarni (IND),64
1986-01-01,A.H. Shah (ZIM),59
1986-01-01,M.R. Whitney (AUS),53
1986-01-01,K. Srikkanth (IND),51
1986-01-01,S.M. Gavaskar (IND),48
1986-01-01,D.L. Haynes (WI),47
1986-01-01,D.W. Hookes (AUS),46
1986-01-01,A.L. Logie (WI),34
1986-01-01,P.A. de Silva (SL),29
1986-01-01,W. Larkins (ENG),27
1986-01-01,K.R. Rutherford (NZ),27
1986-01-01,D.C. Boon (AUS),23
1986-01-01,R.J. Bailey (ENG),23
1986-01-01,J.G. Wright (NZ),16
1986-01-01,D.I. Gower (ENG),10
1986-02-01,J. Garner (WI),921
1986-02-01,E.J. Chatfield (NZ),869
1986-02-01,M.A. Holding (WI),844
1986-02-01,R.J. Hadlee (NZ),827
1986-02-01,Kapil Dev (IND),811
1986-02-01,G.F. Lawson (AUS),773
1986-02-01,M.D. Marshall (WI),760
1986-02-01,R.J. Shastri (IND),738
1986-02-01,Imran Khan (PAK),706
1986-02-01,W.W. Davis (WI),674
1986-02-01,V.J. Marks (ENG),668
1986-02-01,Madan Lal (IND),661
1986-02-01,I.T. Botham (ENG),638
1986-02-01,C.J. McDermott (AUS),636
1986-02-01,V.B. John (SL),636
1986-02-01,Mudassar Nazar (PAK),617
1986-02-01,Abdul Qadir (PAK),603
1986-02-01,R.A. Harper (WI),582
1986-02-01,C.G. Rackemann (AUS),576
1986-02-01,R.M.H. Binny (IND),567
1986-02-01,M.C. Snedden (NZ),560
1986-02-01,R.J. Ratnayake (SL),557
1986-02-01,A.L.F. de Mel (SL),534
1986-02-01,E.A.E. Baptiste (WI),526
1986-02-01,I.V.A. Richards (WI),525
1986-02-01,J.V. Coney (NZ),519
1986-02-01,T.M. Alderman (AUS),504
1986-02-01,S.P. O'Donnell (AUS),499
1986-02-01,C. Sharma (IND),492
