team,points,date
Derby,0,1990-12-26
Coventry,3,1990-12-26
Tottenham,0,1990-12-26
Crystal Palace,3,1990-12-26
Sunderland,0,1990-12-26
Everton,3,1990-12-26
Aston Villa,0,1990-12-26
Leeds,3,1990-12-26
Chelsea,0,1990-12-26
Luton,0,1990-12-26
Sheff Utd,3,1990-12-26
Man Utd,3,1990-12-26
Norwich,0,1990-12-26
Nottm Forest,3,1990-12-26
Wimbledon FC,0,1990-12-26
QPR,1,1990-12-26
Liverpool,1,1990-12-26
Southampton,3,1990-12-26
Man City,0,1990-12-26
Arsenal,3,1990-12-29
Sheff Utd,0,1990-12-29
Coventry,3,1990-12-29
Norwich,0,1990-12-29
Everton,3,1990-12-29
Derby,0,1990-12-29
Leeds,3,1990-12-29
Wimbledon FC,0,1990-12-29
Luton,3,1990-12-29
Chelsea,0,1990-12-29
Man Utd,1,1990-12-29
Aston Villa,1,1990-12-29
Nottm Forest,0,1990-12-29
Man City,3,1990-12-29
QPR,3,1990-12-29
Sunderland,0,1990-12-29
Southampton,3,1990-12-29
Tottenham,0,1990-12-29
Crystal Palace,3,1990-12-30
Liverpool,0,1990-12-30
Aston Villa,3,1991-01-01
Crystal Palace,0,1991-01-01
Chelsea,0,1991-01-01
Everton,3,1991-01-01
Derby,1,1991-01-01
Coventry,1,1991-01-01
Liverpool,3,1991-01-01
Leeds,0,1991-01-01
Man City,0,1991-01-01
Arsenal,3,1991-01-01
Sheff Utd,3,1991-01-01
QPR,0,1991-01-01
Sunderland,3,1991-01-01
Southampton,0,1991-01-01
Tottenham,0,1991-01-01
Man Utd,3,1991-01-01
Wimbledon FC,3,1991-01-01
Luton,0,1991-01-01
Norwich,0,1991-01-02
Nottm Forest,3,1991-01-02
Aston Villa,1,1991-01-12
Liverpool,1,1991-01-12
Chelsea,3,1991-01-12
QPR,0,1991-01-12
Luton,0,1991-01-12
Southampton,3,1991-01-12
Man Utd,3,1991-01-12
Sunderland,0,1991-01-12
Norwich,3,1991-01-12
Leeds,0,1991-01-12
Nottm Forest,3,1991-01-12
Coventry,0,1991-01-12
Sheff Utd,0,1991-01-12
Crystal Palace,3,1991-01-12
Tottenham,1,1991-01-12
Arsenal,1,1991-01-12
Wimbledon FC,3,1991-01-12
Derby,0,1991-01-12
Everton,3,1991-01-13
Man City,0,1991-01-13
Arsenal,3,1991-01-19
Everton,0,1991-01-19
Coventry,3,1991-01-19
Aston Villa,0,1991-01-19
Crystal Palace,0,1991-01-19
Norwich,3,1991-01-19
Leeds,3,1991-01-19
Luton,0,1991-01-19
Liverpool,1,1991-01-19
Wimbledon FC,1,1991-01-19
Man City,3,1991-01-19
Sheff Utd,0,1991-01-19
QPR,1,1991-01-19
Man Utd,1,1991-01-19
Southampton,1,1991-01-19
Nottm Forest,1,1991-01-19
Sunderland,3,1991-01-19
Chelsea,0,1991-01-19
Derby,0,1991-01-20
Tottenham,3,1991-01-20
Sheff Utd,3,1991-01-26
Derby,0,1991-01-26
Aston Villa,3,1991-02-02
Derby,0,1991-02-02
Chelsea,3,1991-02-02
Arsenal,0,1991-02-02
Everton,3,1991-02-02
Sunderland,0,1991-02-02
Luton,0,1991-02-02
QPR,3,1991-02-02
Norwich,0,1991-02-02
Man City,3,1991-02-02
Nottm Forest,0,1991-02-02
Crystal Palace,3,1991-02-02
Sheff Utd,3,1991-02-02
Southampton,0,1991-02-02
Tottenham,1,1991-02-02
Leeds,1,1991-02-02
Wimbledon FC,3,1991-02-02
Coventry,0,1991-02-02
Man Utd,1,1991-02-03
Liverpool,1,1991-02-03
Liverpool,3,1991-02-09
Everton,0,1991-02-09
Man City,3,1991-02-09
Chelsea,0,1991-02-09
Chelsea,1,1991-02-16
Wimbledon FC,1,1991-02-16
Crystal Palace,1,1991-02-16
QPR,1,1991-02-16
Sunderland,3,1991-02-16
Nottm Forest,0,1991-02-16
Arsenal,3,1991-02-23
Crystal Palace,0,1991-02-23
Coventry,1,1991-02-23
Sunderland,1,1991-02-23
Derby,1,1991-02-23
Norwich,1,1991-02-23
Everton,0,1991-02-23
Sheff Utd,3,1991-02-23
Luton,3,1991-02-23
Liverpool,0,1991-02-23
Nottm Forest,1,1991-02-23
Aston Villa,1,1991-02-23
QPR,3,1991-02-23
Southampton,0,1991-02-23
Wimbledon FC,3,1991-02-23
Tottenham,0,1991-02-23
Sheff Utd,3,1991-02-26
Man Utd,0,1991-02-26
Coventry,3,1991-03-02
Crystal Palace,0,1991-03-02
Derby,1,1991-03-02
Sunderland,1,1991-03-02
Luton,3,1991-03-02
Nottm Forest,0,1991-03-02
Man Utd,0,1991-03-02
Everton,3,1991-03-02
QPR,3,1991-03-02
Man City,0,1991-03-02
Sheff Utd,3,1991-03-02
Aston Villa,0,1991-03-02
Southampton,3,1991-03-02
Leeds,0,1991-03-02
Tottenham,1,1991-03-02
Chelsea,1,1991-03-02
Wimbledon FC,1,1991-03-02
Norwich,1,1991-03-02
Liverpool,0,1991-03-03
Arsenal,3,1991-03-03
Man City,3,1991-03-05
Luton,0,1991-03-05
Aston Villa,0,1991-03-09
Luton,3,1991-03-09
Chelsea,3,1991-03-09
Man Utd,0,1991-03-09
Crystal Palace,3,1991-03-09
Southampton,0,1991-03-09
Leeds,3,1991-03-09
Coventry,0,1991-03-09
Man City,0,1991-03-09
Liverpool,3,1991-03-09
Sunderland,0,1991-03-09
Sheff Utd,3,1991-03-09
Coventry,3,1991-03-13
Luton,0,1991-03-13
Southampton,1,1991-03-13
Man Utd,1,1991-03-13
Aston Villa,3,1991-03-16
Tottenham,0,1991-03-16
Crystal Palace,3,1991-03-16
Derby,0,1991-03-16
Liverpool,3,1991-03-16
Sunderland,0,1991-03-16
Luton,0,1991-03-16
Norwich,3,1991-03-16
Man City,1,1991-03-16
Wimbledon FC,1,1991-03-16
Nottm Forest,1,1991-03-16
Man Utd,1,1991-03-16
QPR,3,1991-03-16
Coventry,0,1991-03-16
Sheff Utd,3,1991-03-16
Chelsea,0,1991-03-16
Southampton,0,1991-03-16
Everton,3,1991-03-16
Arsenal,3,1991-03-17
Leeds,0,1991-03-17
Arsenal,1,1991-03-20
Nottm Forest,1,1991-03-20
Chelsea,0,1991-03-23
Southampton,3,1991-03-23
Coventry,3,1991-03-23
Man City,0,1991-03-23
Derby,0,1991-03-23
Liverpool,3,1991-03-23
Everton,1,1991-03-23
Nottm Forest,1,1991-03-23
Leeds,0,1991-03-23
Crystal Palace,3,1991-03-23
Man Utd,3,1991-03-23
Luton,0,1991-03-23
Norwich,1,1991-03-23
Arsenal,1,1991-03-23
Sunderland,0,1991-03-23
Aston Villa,3,1991-03-23
Tottenham,1,1991-03-23
QPR,1,1991-03-23
Wimbledon FC,1,1991-03-23
Sheff Utd,1,1991-03-23
Aston Villa,1,1991-03-30
Everton,1,1991-03-30
Chelsea,0,1991-03-30
Leeds,3,1991-03-30
Derby,0,1991-03-30
Arsenal,3,1991-03-30
Liverpool,0,1991-03-30
QPR,3,1991-03-30
Man City,1,1991-03-30
Southampton,1,1991-03-30
Norwich,0,1991-03-30
Man Utd,3,1991-03-30
Sheff Utd,3,1991-03-30
Luton,0,1991-03-30
Sunderland,3,1991-03-30
Crystal Palace,0,1991-03-30
Tottenham,1,1991-03-30
Coventry,1,1991-03-30
Wimbledon FC,3,1991-03-30
Nottm Forest,0,1991-03-30
Coventry,3,1991-04-01
Chelsea,0,1991-04-01
Crystal Palace,0,1991-04-01
Man City,3,1991-04-01
Everton,3,1991-04-01
Norwich,0,1991-04-01
Luton,1,1991-04-01
Tottenham,1,1991-04-01
Nottm Forest,3,1991-04-01
Sheff Utd,0,1991-04-01
QPR,1,1991-04-01
Derby,1,1991-04-01
Southampton,3,1991-04-01
Liverpool,0,1991-04-01
Leeds,3,1991-04-02
Sunderland,0,1991-04-02
Man Utd,3,1991-04-02
Wimbledon FC,0,1991-04-02
Arsenal,3,1991-04-03
Aston Villa,0,1991-04-03
Aston Villa,1,1991-04-06
Man Utd,1,1991-04-06
Chelsea,1,1991-04-06
Luton,1,1991-04-06
Man City,3,1991-04-06
Nottm Forest,0,1991-04-06
Norwich,1,1991-04-06
Coventry,1,1991-04-06
Sheff Utd,0,1991-04-06
Arsenal,3,1991-04-06
Sunderland,0,1991-04-06
QPR,3,1991-04-06
Tottenham,3,1991-04-06
Southampton,0,1991-04-06
Wimbledon FC,0,1991-04-06
Leeds,3,1991-04-06
Liverpool,1,1991-04-09
Coventry,1,1991-04-09
Southampton,1,1991-04-09
Arsenal,1,1991-04-09
Everton,0,1991-04-10
Wimbledon FC,3,1991-04-10
Leeds,0,1991-04-10
Man City,3,1991-04-10
Norwich,3,1991-04-10
Tottenham,0,1991-04-10
Nottm Forest,3,1991-04-10
Derby,0,1991-04-10
QPR,3,1991-04-10
Aston Villa,0,1991-04-10
Coventry,3,1991-04-13
Derby,0,1991-04-13
Crystal Palace,1,1991-04-13
Aston Villa,1,1991-04-13
Everton,1,1991-04-13
Chelsea,1,1991-04-13
Leeds,0,1991-04-13
Liverpool,3,1991-04-13
Luton,0,1991-04-13
Wimbledon FC,3,1991-04-13
QPR,0,1991-04-13
Sheff Utd,3,1991-04-13
Southampton,3,1991-04-13
Sunderland,0,1991-04-13
Man Utd,3,1991-04-16
Derby,0,1991-04-16
Arsenal,1,1991-04-17
Man City,1,1991-04-17
Crystal Palace,3,1991-04-17
Tottenham,0,1991-04-17
Norwich,0,1991-04-17
Chelsea,3,1991-04-17
QPR,3,1991-04-17
Leeds,0,1991-04-17
Aston Villa,0,1991-04-20
Wimbledon FC,3,1991-04-20
Crystal Palace,1,1991-04-20
Everton,1,1991-04-20
Liverpool,3,1991-04-20
Norwich,0,1991-04-20
Luton,0,1991-04-20
Sunderland,3,1991-04-20
Man City,3,1991-04-20
Derby,0,1991-04-20
Nottm Forest,3,1991-04-20
Chelsea,0,1991-04-20
Sheff Utd,1,1991-04-20
Tottenham,1,1991-04-20
Southampton,3,1991-04-20
Coventry,0,1991-04-20
Arsenal,3,1991-04-23
QPR,0,1991-04-23
Aston Villa,0,1991-04-23
Man City,3,1991-04-23
Derby,0,1991-04-23
Leeds,3,1991-04-23
Liverpool,3,1991-04-23
Crystal Palace,0,1991-04-23
Sunderland,1,1991-04-23
Wimbledon FC,1,1991-04-23
Nottm Forest,3,1991-04-24
Norwich,0,1991-04-24
Tottenham,1,1991-04-24
Everton,1,1991-04-24
Chelsea,3,1991-05-04
Liverpool,0,1991-05-04
Coventry,1,1991-05-04
Sheff Utd,1,1991-05-04
Derby,3,1991-05-04
Southampton,0,1991-05-04
Everton,3,1991-05-04
Luton,0,1991-05-04
Leeds,3,1991-05-04
Aston Villa,0,1991-05-04
Man Utd,3,1991-05-04
Man City,0,1991-05-04
Norwich,3,1991-05-04
QPR,0,1991-05-04
Sunderland,1,1991-05-04
Arsenal,1,1991-05-04
Tottenham,1,1991-05-04
Nottm Forest,1,1991-05-04
Wimbledon FC,0,1991-05-04
Crystal Palace,3,1991-05-04
Arsenal,3,1991-05-06
Man Utd,0,1991-05-06
Nottm Forest,3,1991-05-06
Liverpool,0,1991-05-06
Aston Villa,3,1991-05-08
Norwich,0,1991-05-08
Derby,0,1991-05-08
Everton,3,1991-05-08
Leeds,3,1991-05-08
Sheff Utd,0,1991-05-08
Arsenal,3,1991-05-11
Coventry,0,1991-05-11
Aston Villa,1,1991-05-11
Chelsea,1,1991-05-11
Crystal Palace,3,1991-05-11
Man Utd,0,1991-05-11
Liverpool,3,1991-05-11
Tottenham,0,1991-05-11
Luton,3,1991-05-11
Derby,0,1991-05-11
Man City,3,1991-05-11
Sunderland,0,1991-05-11
Nottm Forest,3,1991-05-11
Leeds,0,1991-05-11
QPR,1,1991-05-11
Everton,1,1991-05-11
Sheff Utd,3,1991-05-11
Norwich,0,1991-05-11
Southampton,1,1991-05-11
Wimbledon FC,1,1991-05-11
Man Utd,1,1991-05-20
Tottenham,1,1991-05-20
