team,points,date
Arsenal,0,1993-08-14
Coventry,3,1993-08-14
Aston Villa,3,1993-08-14
QPR,0,1993-08-14
Chelsea,0,1993-08-14
Blackburn,3,1993-08-14
Liverpool,3,1993-08-14
Sheff Wed,0,1993-08-14
Man City,1,1993-08-14
Leeds,1,1993-08-14
Newcastle,0,1993-08-14
Tottenham,3,1993-08-14
Oldham,0,1993-08-14
Ipswich,3,1993-08-14
Sheff Utd,3,1993-08-14
Swindon,0,1993-08-14
Southampton,0,1993-08-14
Everton,3,1993-08-14
West Ham,0,1993-08-14
Wimbledon FC,3,1993-08-14
Norwich,0,1993-08-15
Man Utd,3,1993-08-15
Tottenham,0,1993-08-16
Arsenal,3,1993-08-16
Everton,3,1993-08-17
Man City,0,1993-08-17
Ipswich,3,1993-08-17
Southampton,0,1993-08-17
Leeds,3,1993-08-17
West Ham,0,1993-08-17
Wimbledon FC,1,1993-08-17
Chelsea,1,1993-08-17
Blackburn,0,1993-08-18
Norwich,3,1993-08-18
Coventry,3,1993-08-18
Newcastle,0,1993-08-18
Man Utd,3,1993-08-18
Sheff Utd,0,1993-08-18
QPR,0,1993-08-18
Liverpool,3,1993-08-18
Sheff Wed,1,1993-08-18
Aston Villa,1,1993-08-18
Swindon,0,1993-08-18
Oldham,3,1993-08-18
Blackburn,3,1993-08-21
Oldham,0,1993-08-21
Coventry,1,1993-08-21
West Ham,1,1993-08-21
Everton,3,1993-08-21
Sheff Utd,0,1993-08-21
Ipswich,3,1993-08-21
Chelsea,0,1993-08-21
Leeds,0,1993-08-21
Norwich,3,1993-08-21
Man Utd,1,1993-08-21
Newcastle,1,1993-08-21
QPR,3,1993-08-21
Southampton,0,1993-08-21
Sheff Wed,0,1993-08-21
Arsenal,3,1993-08-21
Tottenham,3,1993-08-21
Man City,0,1993-08-21
Wimbledon FC,1,1993-08-21
Aston Villa,1,1993-08-21
Swindon,0,1993-08-22
Liverpool,3,1993-08-22
Aston Villa,0,1993-08-23
Man Utd,3,1993-08-23
Arsenal,3,1993-08-24
Leeds,0,1993-08-24
Man City,0,1993-08-24
Blackburn,3,1993-08-24
Oldham,1,1993-08-24
Coventry,1,1993-08-24
Sheff Utd,3,1993-08-24
Wimbledon FC,0,1993-08-24
Chelsea,3,1993-08-25
QPR,0,1993-08-25
Liverpool,0,1993-08-25
Tottenham,3,1993-08-25
Newcastle,3,1993-08-25
Everton,0,1993-08-25
Norwich,3,1993-08-25
Ipswich,0,1993-08-25
Southampton,3,1993-08-25
Swindon,0,1993-08-25
West Ham,3,1993-08-25
Sheff Wed,0,1993-08-25
Man City,1,1993-08-27
Coventry,1,1993-08-27
Arsenal,3,1993-08-28
Everton,0,1993-08-28
Aston Villa,3,1993-08-28
Tottenham,0,1993-08-28
Chelsea,1,1993-08-28
Sheff Wed,1,1993-08-28
Liverpool,3,1993-08-28
Leeds,0,1993-08-28
Norwich,1,1993-08-28
Swindon,1,1993-08-28
Oldham,1,1993-08-28
Wimbledon FC,1,1993-08-28
Sheff Utd,1,1993-08-28
Ipswich,1,1993-08-28
Southampton,0,1993-08-28
Man Utd,3,1993-08-28
West Ham,0,1993-08-28
QPR,3,1993-08-28
Newcastle,1,1993-08-29
Blackburn,1,1993-08-29
Leeds,3,1993-08-30
Oldham,0,1993-08-30
Everton,0,1993-08-31
Aston Villa,3,1993-08-31
Ipswich,1,1993-08-31
Newcastle,1,1993-08-31
Wimbledon FC,3,1993-08-31
Southampton,0,1993-08-31
Blackburn,1,1993-09-01
Arsenal,1,1993-09-01
Coventry,3,1993-09-01
Liverpool,0,1993-09-01
Man Utd,3,1993-09-01
West Ham,0,1993-09-01
QPR,3,1993-09-01
Sheff Utd,0,1993-09-01
Sheff Wed,1,1993-09-01
Norwich,1,1993-09-01
Swindon,0,1993-09-01
Man City,3,1993-09-01
Tottenham,1,1993-09-01
Chelsea,1,1993-09-01
Arsenal,3,1993-09-11
Ipswich,0,1993-09-11
Aston Villa,1,1993-09-11
Coventry,1,1993-09-11
Chelsea,3,1993-09-11
Man Utd,0,1993-09-11
Man City,3,1993-09-11
QPR,0,1993-09-11
Norwich,0,1993-09-11
Wimbledon FC,3,1993-09-11
Oldham,0,1993-09-11
Everton,3,1993-09-11
Sheff Utd,1,1993-09-11
Tottenham,1,1993-09-11
Southampton,0,1993-09-11
Leeds,3,1993-09-11
West Ham,1,1993-09-11
Swindon,1,1993-09-11
Liverpool,0,1993-09-12
Blackburn,3,1993-09-12
Newcastle,3,1993-09-13
Sheff Wed,0,1993-09-13
Blackburn,0,1993-09-18
West Ham,3,1993-09-18
Coventry,1,1993-09-18
Chelsea,1,1993-09-18
Everton,3,1993-09-18
Liverpool,0,1993-09-18
Ipswich,0,1993-09-18
Aston Villa,3,1993-09-18
Leeds,3,1993-09-18
Sheff Utd,0,1993-09-18
QPR,1,1993-09-18
Norwich,1,1993-09-18
Sheff Wed,3,1993-09-18
Southampton,0,1993-09-18
Swindon,1,1993-09-18
Newcastle,1,1993-09-18
Tottenham,3,1993-09-18
Oldham,0,1993-09-18
Man Utd,3,1993-09-19
Arsenal,0,1993-09-19
Wimbledon FC,3,1993-09-20
Man City,0,1993-09-20
Arsenal,3,1993-09-25
Southampton,0,1993-09-25
Blackburn,1,1993-09-25
Sheff Wed,1,1993-09-25
Chelsea,3,1993-09-25
Liverpool,0,1993-09-25
Coventry,0,1993-09-25
