team,points,date
Blackburn,0,2005-01-01
Bolton,1,2005-01-01
West Brom,1,2005-01-01
Charlton,0,2005-01-01
Arsenal,3,2005-01-01
Man City,3,2005-01-01
Southampton,0,2005-01-01
Newcastle,3,2005-01-01
Birmingham,0,2005-01-01
Portsmouth,1,2005-01-01
Norwich,1,2005-01-01
Tottenham,3,2005-01-01
Everton,0,2005-01-01
Fulham,3,2005-01-01
Crystal Palace,0,2005-01-01
Liverpool,0,2005-01-01
Chelsea,3,2005-01-01
West Brom,1,2005-01-03
Newcastle,1,2005-01-03
Blackburn,3,2005-01-03
Charlton,0,2005-01-03
Crystal Palace,3,2005-01-03
Aston Villa,0,2005-01-03
Norwich,0,2005-01-03
Liverpool,3,2005-01-03
Everton,3,2005-01-04
Portsmouth,0,2005-01-04
Man Utd,1,2005-01-04
Tottenham,1,2005-01-04
Arsenal,1,2005-01-04
Man City,1,2005-01-04
Birmingham,0,2005-01-04
Bolton,3,2005-01-04
Chelsea,3,2005-01-04
Middlesbrough,0,2005-01-04
Southampton,1,2005-01-05
Fulham,1,2005-01-05
Bolton,3,2005-01-15
Arsenal,0,2005-01-15
Aston Villa,3,2005-01-15
Norwich,0,2005-01-15
Charlton,3,2005-01-15
Birmingham,0,2005-01-15
Man City,3,2005-01-15
Crystal Palace,0,2005-01-15
Newcastle,3,2005-01-15
Southampton,0,2005-01-15
Portsmouth,0,2005-01-15
Blackburn,3,2005-01-15
Tottenham,0,2005-01-15
Chelsea,3,2005-01-15
Liverpool,0,2005-01-15
Man Utd,3,2005-01-15
Fulham,3,2005-01-16
West Brom,0,2005-01-16
Middlesbrough,1,2005-01-16
Everton,1,2005-01-16
West Brom,3,2005-01-22
Man City,0,2005-01-22
Birmingham,0,2005-01-22
Fulham,3,2005-01-22
Chelsea,3,2005-01-22
Portsmouth,0,2005-01-22
Crystal Palace,3,2005-01-22
Tottenham,0,2005-01-22
Everton,0,2005-01-22
Charlton,3,2005-01-22
Man Utd,3,2005-01-22
Aston Villa,0,2005-01-22
Norwich,1,2005-01-22
Middlesbrough,1,2005-01-22
Southampton,3,2005-01-22
Liverpool,0,2005-01-22
Arsenal,3,2005-01-23
Newcastle,0,2005-01-23
Blackburn,0,2005-01-24
Bolton,3,2005-01-24
Arsenal,0,2005-02-01
Man Utd,3,2005-02-01
Bolton,3,2005-02-01
Tottenham,0,2005-02-01
Charlton,0,2005-02-01
Liverpool,3,2005-02-01
Portsmouth,3,2005-02-01
Middlesbrough,0,2005-02-01
West Brom,1,2005-02-01
Crystal Palace,1,2005-02-01
Blackburn,0,2005-02-02
Chelsea,3,2005-02-02
Everton,3,2005-02-02
Norwich,0,2005-02-02
Birmingham,3,2005-02-02
Southampton,0,2005-02-02
Fulham,1,2005-02-02
Aston Villa,1,2005-02-02
Man City,1,2005-02-02
Newcastle,1,2005-02-02
Aston Villa,0,2005-02-05
Arsenal,3,2005-02-05
Liverpool,3,2005-02-05
Fulham,0,2005-02-05
Man Utd,3,2005-02-05
Birmingham,0,2005-02-05
Middlesbrough,3,2005-02-05
Blackburn,0,2005-02-05
Newcastle,1,2005-02-05
Charlton,1,2005-02-05
Norwich,3,2005-02-05
West Brom,0,2005-02-05
Tottenham,3,2005-02-05
Portsmouth,0,2005-02-05
Crystal Palace,0,2005-02-05
Bolton,3,2005-02-05
Chelsea,1,2005-02-06
Man City,1,2005-02-06
Southampton,1,2005-02-06
Everton,1,2005-02-06
Bolton,1,2005-02-12
Middlesbrough,1,2005-02-12
Birmingham,3,2005-02-12
Liverpool,0,2005-02-12
Blackburn,3,2005-02-12
Norwich,0,2005-02-12
Portsmouth,0,2005-02-12
Aston Villa,3,2005-02-12
Everton,0,2005-02-12
Chelsea,3,2005-02-12
Man City,0,2005-02-13
Man Utd,3,2005-02-13
Arsenal,3,2005-02-14
Crystal Palace,0,2005-02-14
West Brom,1,2005-02-22
Southampton,1,2005-02-22
Man Utd,3,2005-02-26
Portsmouth,0,2005-02-26
Aston Villa,0,2005-02-26
Everton,3,2005-02-26
Crystal Palace,3,2005-02-26
Birmingham,0,2005-02-26
Tottenham,3,2005-02-26
Fulham,0,2005-02-26
Southampton,1,2005-02-26
Arsenal,1,2005-02-26
Middlesbrough,1,2005-02-27
Charlton,1,2005-02-27
Newcastle,3,2005-02-27
Bolton,0,2005-02-27
Norwich,0,2005-02-28
Man City,3,2005-02-28
Norwich,0,2005-03-05
Chelsea,3,2005-03-05
Arsenal,3,2005-03-05
Portsmouth,0,2005-03-05
Crystal Palace,1,2005-03-05
Man Utd,1,2005-03-05
Fulham,1,2005-03-05
Charlton,1,2005-03-05
Newcastle,3,2005-03-05
Liverpool,0,2005-03-05
Southampton,3,2005-03-05
Tottenham,0,2005-03-05
Aston Villa,3,2005-03-05
Middlesbrough,0,2005-03-05
Everton,0,2005-03-06
Blackburn,3,2005-03-06
West Brom,3,2005-03-06
Birmingham,0,2005-03-06
Man City,0,2005-03-07
Bolton,3,2005-03-07
Chelsea,3,2005-03-15
West Brom,0,2005-03-15
Charlton,3,2005-03-16
Tottenham,0,2005-03-16
Liverpool,1,2005-03-16
Blackburn,1,2005-03-16
Bolton,3,2005-03-19
Norwich,0,2005-03-19
Charlton,0,2005-03-19
West Brom,3,2005-03-19
Chelsea,3,2005-03-19
Crystal Palace,0,2005-03-19
Man Utd,3,2005-03-19
Fulham,0,2005-03-19
Portsmouth,1,2005-03-19
Newcastle,1,2005-03-19
Tottenham,3,2005-03-19
Man City,0,2005-03-19
Blackburn,0,2005-03-19
Arsenal,3,2005-03-19
Liverpool,3,2005-03-20
Everton,0,2005-03-20
Middlesbrough,0,2005-03-20
Southampton,3,2005-03-20
Birmingham,3,2005-03-20
Aston Villa,0,2005-03-20
Southampton,0,2005-04-02
Chelsea,3,2005-04-02
Arsenal,3,2005-04-02
Norwich,0,2005-04-02
Birmingham,1,2005-04-02
Tottenham,1,2005-04-02
Crystal Palace,0,2005-04-02
Middlesbrough,3,2005-04-02
Liverpool,3,2005-04-02
Bolton,0,2005-04-02
Man Utd,1,2005-04-02
Blackburn,1,2005-04-02
Newcastle,0,2005-04-02
Aston Villa,3,2005-04-02
Charlton,1,2005-04-02
Man City,1,2005-04-02
West Brom,3,2005-04-03
Everton,0,2005-04-03
Fulham,3,2005-04-03
Portsmouth,0,2005-04-03
Norwich,3,2005-04-09
Man Utd,0,2005-04-09
Blackburn,3,2005-04-09
Southampton,0,2005-04-09
Bolton,3,2005-04-09
Fulham,0,2005-04-09
Chelsea,1,2005-04-09
Birmingham,1,2005-04-09
Man City,3,2005-04-09
Liverpool,0,2005-04-09
Middlesbrough,0,2005-04-09
Arsenal,3,2005-04-09
Portsmouth,3,2005-04-09
Charlton,0,2005-04-09
Tottenham,3,2005-04-10
Newcastle,0,2005-04-10
Everton,3,2005-04-10
Crystal Palace,0,2005-04-10
Aston Villa,1,2005-04-10
West Brom,1,2005-04-10
Birmingham,1,2005-04-16
Portsmouth,1,2005-04-16
Charlton,0,2005-04-16
Bolton,3,2005-04-16
Crystal Palace,1,2005-04-16
Norwich,1,2005-04-16
Fulham,1,2005-04-16
Man City,1,2005-04-16
Liverpool,1,2005-04-16
Tottenham,1,2005-04-16
Southampton,0,2005-04-16
Aston Villa,3,2005-04-16
Bolton,1,2005-04-19
Southampton,1,2005-04-19
Middlesbrough,1,2005-04-19
Fulham,1,2005-04-19
Blackburn,3,2005-04-20
Crystal Palace,0,2005-04-20
Chelsea,1,2005-04-20
Arsenal,1,2005-04-20
Everton,3,2005-04-20
Man Utd,0,2005-04-20
Aston Villa,1,2005-04-20
Charlton,1,2005-04-20
Man City,3,2005-04-20
Birmingham,0,2005-04-20
Norwich,3,2005-04-20
Newcastle,0,2005-04-20
Portsmouth,0,2005-04-20
Liverpool,3,2005-04-20
Tottenham,1,2005-04-20
West Brom,1,2005-04-20
Aston Villa,1,2005-04-23
Bolton,1,2005-04-23
Blackburn,1,2005-04-23
Man City,1,2005-04-23
Crystal Palace,3,2005-04-23
Liverpool,0,2005-04-23
Middlesbrough,3,2005-04-23
West Brom,0,2005-04-23
Norwich,3,2005-04-23
Charlton,0,2005-04-23
Chelsea,3,2005-04-23
Fulham,0,2005-04-23
Everton,1,2005-04-23
Birmingham,1,2005-04-23
Man Utd,3,2005-04-24
Newcastle,0,2005-04-24
Portsmouth,3,2005-04-24
Southampton,0,2005-04-24
Arsenal,3,2005-04-25
Tottenham,0,2005-04-25
West Brom,1,2005-04-26
Blackburn,1,2005-04-26
Newcastle,1,2005-04-27
Middlesbrough,1,2005-04-27
Bolton,0,2005-04-30
Chelsea,3,2005-04-30
Birmingham,3,2005-04-30
Blackburn,0,2005-04-30
Fulham,3,2005-04-30
Everton,0,2005-04-30
Liverpool,1,2005-04-30
Middlesbrough,1,2005-04-30
Man City,3,2005-04-30
Portsmouth,0,2005-04-30
Newcastle,1,2005-04-30
Crystal Palace,1,2005-04-30
Southampton,3,2005-04-30
Norwich,0,2005-04-30
Charlton,0,2005-05-01
Man Utd,3,2005-05-01
Tottenham,3,2005-05-01
Aston Villa,0,2005-05-01
West Brom,0,2005-05-02
Arsenal,3,2005-05-02
Fulham,0,2005-05-04
Newcastle,3,2005-05-04
Man Utd,1,2005-05-07
West Brom,1,2005-05-07
Aston Villa,0,2005-05-07
Man City,3,2005-05-07
Blackburn,0,2005-05-07
Fulham,3,2005-05-07
Chelsea,3,2005-05-07
Charlton,0,2005-05-07
Crystal Palace,1,2005-05-07
Southampton,1,2005-05-07
Everton,3,2005-05-07
Newcastle,0,2005-05-07
Middlesbrough,3,2005-05-07
Tottenham,0,2005-05-07
Norwich,3,2005-05-07
Birmingham,0,2005-05-07
Portsmouth,1,2005-05-07
Bolton,1,2005-05-07
Arsenal,3,2005-05-08
Liverpool,0,2005-05-08
Man Utd,0,2005-05-10
Chelsea,3,2005-05-10
Arsenal,3,2005-05-11
Everton,0,2005-05-11
Birmingham,3,2005-05-15
Arsenal,0,2005-05-15
Bolton,3,2005-05-15
Everton,0,2005-05-15
Charlton,1,2005-05-15
Crystal Palace,1,2005-05-15
Fulham,3,2005-05-15
Norwich,0,2005-05-15
Liverpool,3,2005-05-15
Aston Villa,0,2005-05-15
Man City,1,2005-05-15
Middlesbrough,1,2005-05-15
Newcastle,1,2005-05-15
Chelsea,1,2005-05-15
Southampton,0,2005-05-15
Man Utd,3,2005-05-15
Tottenham,1,2005-05-15
Blackburn,1,2005-05-15
West Brom,3,2005-05-15
Portsmouth,0,2005-05-15
