team,points,date
Arsenal,3,1994-08-20
Man City,0,1994-08-20
Chelsea,3,1994-08-20
Norwich,0,1994-08-20
Coventry,1,1994-08-20
Wimbledon FC,1,1994-08-20
Crystal Palace,0,1994-08-20
Liverpool,3,1994-08-20
Everton,1,1994-08-20
Aston Villa,1,1994-08-20
Ipswich,0,1994-08-20
Nottm Forest,3,1994-08-20
Man Utd,3,1994-08-20
QPR,0,1994-08-20
Sheff Wed,0,1994-08-20
Tottenham,3,1994-08-20
Southampton,1,1994-08-20
Blackburn,1,1994-08-20
West Ham,1,1994-08-20
Leeds,1,1994-08-20
Leicester,0,1994-08-21
Newcastle,3,1994-08-21
Nottm Forest,1,1994-08-22
Man Utd,1,1994-08-22
Blackburn,3,1994-08-23
Leicester,0,1994-08-23
Leeds,3,1994-08-23
Arsenal,0,1994-08-23
Wimbledon FC,1,1994-08-23
Ipswich,1,1994-08-23
Aston Villa,1,1994-08-24
Southampton,1,1994-08-24
Man City,3,1994-08-24
West Ham,0,1994-08-24
Newcastle,3,1994-08-24
Coventry,0,1994-08-24
Norwich,1,1994-08-24
Crystal Palace,1,1994-08-24
QPR,3,1994-08-24
Sheff Wed,0,1994-08-24
Tottenham,3,1994-08-24
Everton,0,1994-08-24
Aston Villa,1,1994-08-27
Crystal Palace,1,1994-08-27
Blackburn,3,1994-08-27
Coventry,0,1994-08-27
Leeds,0,1994-08-27
Chelsea,3,1994-08-27
Man City,3,1994-08-27
Everton,0,1994-08-27
Newcastle,3,1994-08-27
Southampton,0,1994-08-27
Norwich,3,1994-08-27
West Ham,0,1994-08-27
Nottm Forest,3,1994-08-27
Leicester,0,1994-08-27
QPR,0,1994-08-27
Ipswich,3,1994-08-27
Tottenham,0,1994-08-27
Man Utd,3,1994-08-27
Wimbledon FC,0,1994-08-27
Sheff Wed,3,1994-08-27
Liverpool,3,1994-08-28
Arsenal,0,1994-08-28
Coventry,0,1994-08-29
Aston Villa,3,1994-08-29
Crystal Palace,0,1994-08-30
Leeds,3,1994-08-30
Everton,0,1994-08-30
Nottm Forest,3,1994-08-30
Ipswich,0,1994-08-30
Tottenham,3,1994-08-30
Arsenal,1,1994-08-31
Blackburn,1,1994-08-31
Chelsea,3,1994-08-31
Man City,0,1994-08-31
Leicester,1,1994-08-31
QPR,1,1994-08-31
Man Utd,3,1994-08-31
Wimbledon FC,0,1994-08-31
Sheff Wed,1,1994-08-31
Norwich,1,1994-08-31
Southampton,0,1994-08-31
Liverpool,3,1994-08-31
West Ham,0,1994-08-31
Newcastle,3,1994-08-31
Aston Villa,3,1994-09-10
Ipswich,0,1994-09-10
Blackburn,3,1994-09-10
Everton,0,1994-09-10
Liverpool,1,1994-09-10
West Ham,1,1994-09-10
Man City,1,1994-09-10
Crystal Palace,1,1994-09-10
Newcastle,3,1994-09-10
Chelsea,0,1994-09-10
Norwich,1,1994-09-10
Arsenal,1,1994-09-10
Nottm Forest,3,1994-09-10
Sheff Wed,0,1994-09-10
QPR,1,1994-09-10
Coventry,1,1994-09-10
Wimbledon FC,3,1994-09-10
Leicester,0,1994-09-10
Leeds,3,1994-09-11
Man Utd,0,1994-09-11
Tottenham,0,1994-09-12
Southampton,3,1994-09-12
Coventry,3,1994-09-17
Leeds,0,1994-09-17
Crystal Palace,1,1994-09-17
Wimbledon FC,1,1994-09-17
Everton,1,1994-09-17
QPR,1,1994-09-17
Leicester,3,1994-09-17
Tottenham,0,1994-09-17
Man Utd,3,1994-09-17
Liverpool,0,1994-09-17
Sheff Wed,1,1994-09-17
Man City,1,1994-09-17
Southampton,1,1994-09-17
Nottm Forest,1,1994-09-17
West Ham,3,1994-09-17
Aston Villa,0,1994-09-17
Arsenal,0,1994-09-18
Newcastle,3,1994-09-18
Chelsea,0,1994-09-18
Blackburn,3,1994-09-18
Ipswich,0,1994-09-19
Norwich,3,1994-09-19
Blackburn,3,1994-09-24
Aston Villa,0,1994-09-24
Coventry,0,1994-09-24
Southampton,3,1994-09-24
Crystal Palace,0,1994-09-24
Chelsea,3,1994-09-24
Everton,1,1994-09-24
Leicester,1,1994-09-24
Ipswich,3,1994-09-24
Man Utd,0,1994-09-24
Man City,3,1994-09-24
Norwich,0,1994-09-24
Newcastle,1,1994-09-24
Liverpool,1,1994-09-24
QPR,0,1994-09-24
Wimbledon FC,3,1994-09-24
Tottenham,0,1994-09-24
Nottm Forest,3,1994-09-24
West Ham,0,1994-09-25
Arsenal,3,1994-09-25
Sheff Wed,1,1994-09-26
Leeds,1,1994-09-26
Arsenal,0,1994-10-01
Crystal Palace,3,1994-10-01
Aston Villa,0,1994-10-01
Newcastle,3,1994-10-01
Leeds,3,1994-10-01
Man City,0,1994-10-01
Liverpool,3,1994-10-01
Sheff Wed,0,1994-10-01
Man Utd,3,1994-10-01
Everton,0,1994-10-01
Norwich,3,1994-10-01
Blackburn,0,1994-10-01
Southampton,3,1994-10-01
Ipswich,0,1994-10-01
Wimbledon FC,0,1994-10-01
Tottenham,3,1994-10-01
Chelsea,0,1994-10-02
West Ham,3,1994-10-02
Nottm Forest,3,1994-10-02
QPR,0,1994-10-02
Leicester,1,1994-10-03
Coventry,1,1994-10-03
Chelsea,3,1994-10-08
Leicester,0,1994-10-08
Liverpool,3,1994-10-08
Aston Villa,0,1994-10-08
Man City,1,1994-10-08
Nottm Forest,1,1994-10-08
Norwich,3,1994-10-08
Leeds,0,1994-10-08
Sheff Wed,3,1994-10-08
Man Utd,0,1994-10-08
Southampton,3,1994-10-08
Everton,0,1994-10-08
