team,points,date
Arsenal,3,2001-12-01
Man Utd,0,2001-12-01
Chelsea,3,2001-12-01
Sunderland,3,2001-12-01
West Ham,0,2001-12-01
Everton,3,2001-12-02
Southampton,0,2001-12-02
Fulham,1,2001-12-02
Leeds,1,2001-12-02
Tottenham,3,2001-12-03
Bolton,0,2001-12-03
Chelsea,0,2001-12-05
Charlton,3,2001-12-05
West Ham,1,2001-12-05
Aston Villa,1,2001-12-05
Charlton,3,2001-12-08
Tottenham,0,2001-12-08
Derby,3,2001-12-08
Bolton,0,2001-12-08
Fulham,3,2001-12-08
Everton,0,2001-12-08
Leicester,0,2001-12-08
Southampton,3,2001-12-08
Liverpool,3,2001-12-08
Middlesbrough,0,2001-12-08
Man Utd,0,2001-12-08
West Ham,3,2001-12-08
Arsenal,3,2001-12-09
Aston Villa,0,2001-12-09
Blackburn,0,2001-12-09
Leeds,3,2001-12-09
Ipswich,0,2001-12-09
Newcastle,3,2001-12-09
Sunderland,1,2001-12-09
Chelsea,1,2001-12-09
Liverpool,1,2001-12-12
Fulham,1,2001-12-12
Man Utd,3,2001-12-12
Derby,0,2001-12-12
Bolton,1,2001-12-15
Charlton,1,2001-12-15
Everton,3,2001-12-15
Derby,0,2001-12-15
Middlesbrough,0,2001-12-15
Man Utd,3,2001-12-15
Newcastle,3,2001-12-15
Blackburn,0,2001-12-15
Southampton,3,2001-12-15
Sunderland,0,2001-12-15
Tottenham,3,2001-12-15
Fulham,0,2001-12-15
West Ham,1,2001-12-15
Arsenal,1,2001-12-15
Chelsea,3,2001-12-16
Liverpool,0,2001-12-16
Leeds,1,2001-12-16
Leicester,1,2001-12-16
Aston Villa,3,2001-12-17
Ipswich,0,2001-12-17
Arsenal,0,2001-12-18
Newcastle,3,2001-12-18
Leeds,3,2001-12-19
Everton,0,2001-12-19
Charlton,0,2001-12-22
Blackburn,3,2001-12-22
Derby,3,2001-12-22
Aston Villa,0,2001-12-22
Leeds,0,2001-12-22
Newcastle,3,2001-12-22
Leicester,1,2001-12-22
West Ham,1,2001-12-22
Man Utd,3,2001-12-22
Southampton,0,2001-12-22
Sunderland,3,2001-12-22
Everton,0,2001-12-22
Tottenham,0,2001-12-22
Ipswich,3,2001-12-22
Chelsea,3,2001-12-23
Bolton,0,2001-12-23
Liverpool,0,2001-12-23
Arsenal,3,2001-12-23
Arsenal,3,2001-12-26
Chelsea,0,2001-12-26
Aston Villa,0,2001-12-26
Liverpool,3,2001-12-26
Blackburn,0,2001-12-26
Sunderland,3,2001-12-26
Bolton,0,2001-12-26
Leeds,3,2001-12-26
Everton,0,2001-12-26
Man Utd,3,2001-12-26
Fulham,1,2001-12-26
Charlton,1,2001-12-26
Ipswich,3,2001-12-26
Leicester,0,2001-12-26
Newcastle,3,2001-12-26
Middlesbrough,0,2001-12-26
Southampton,3,2001-12-26
Tottenham,0,2001-12-26
West Ham,3,2001-12-26
Derby,0,2001-12-26
Arsenal,3,2001-12-29
Middlesbrough,0,2001-12-29
Aston Villa,1,2001-12-29
Tottenham,1,2001-12-29
Blackburn,0,2001-12-29
Derby,3,2001-12-29
Bolton,1,2001-12-29
Leicester,1,2001-12-29
Everton,0,2001-12-29
Charlton,3,2001-12-29
Ipswich,3,2001-12-29
Sunderland,0,2001-12-29
Newcastle,0,2001-12-29
Chelsea,3,2001-12-29
Southampton,0,2001-12-29
Leeds,3,2001-12-29
West Ham,1,2001-12-29
Liverpool,1,2001-12-29
Fulham,0,2001-12-30
Man Utd,3,2001-12-30
Leeds,3,2002-01-01
West Ham,0,2002-01-01
Charlton,3,2002-01-01
Ipswich,0,2002-01-01
Chelsea,0,2002-01-01
Southampton,3,2002-01-01
Liverpool,1,2002-01-01
Bolton,1,2002-01-01
Middlesbrough,3,2002-01-01
Everton,0,2002-01-01
Sunderland,1,2002-01-01
Aston Villa,1,2002-01-01
Tottenham,3,2002-01-01
Blackburn,0,2002-01-01
Man Utd,3,2002-01-02
Newcastle,0,2002-01-02
Derby,0,2002-01-02
Fulham,3,2002-01-02
Southampton,3,2002-01-09
Liverpool,0,2002-01-09
Aston Villa,3,2002-01-12
Derby,0,2002-01-12
Blackburn,3,2002-01-12
Charlton,0,2002-01-12
Bolton,1,2002-01-12
Chelsea,1,2002-01-12
Everton,3,2002-01-12
Sunderland,0,2002-01-12
Fulham,3,2002-01-12
Middlesbrough,0,2002-01-12
Ipswich,3,2002-01-12
Tottenham,0,2002-01-12
Newcastle,3,2002-01-12
Leeds,0,2002-01-12
West Ham,3,2002-01-12
Leicester,0,2002-01-12
Arsenal,1,2002-01-13
Liverpool,1,2002-01-13
Southampton,0,2002-01-13
Man Utd,3,2002-01-13
Derby,0,2002-01-19
Ipswich,3,2002-01-19
Leicester,1,2002-01-19
Newcastle,1,2002-01-19
Liverpool,1,2002-01-19
Southampton,1,2002-01-19
Man Utd,3,2002-01-19
Blackburn,0,2002-01-19
Middlesbrough,1,2002-01-19
Bolton,1,2002-01-19
Sunderland,1,2002-01-19
Fulham,1,2002-01-19
Tottenham,1,2002-01-19
Everton,1,2002-01-19
Leeds,1,2002-01-20
Arsenal,1,2002-01-20
Chelsea,3,2002-01-20
West Ham,0,2002-01-20
Charlton,0,2002-01-21
Aston Villa,3,2002-01-21
Man Utd,0,2002-01-22
Liverpool,3,2002-01-22
Leicester,0,2002-01-23
Arsenal,3,2002-01-23
Bolton,0,2002-01-29
Man Utd,3,2002-01-29
Charlton,3,2002-01-29
Derby,0,2002-01-29
Sunderland,0,2002-01-29
Middlesbrough,3,2002-01-29
Chelsea,3,2002-01-30
Leeds,0,2002-01-30
Liverpool,3,2002-01-30
Leicester,0,2002-01-30
Aston Villa,1,2002-01-30
Everton,1,2002-01-30
Blackburn,0,2002-01-30
Arsenal,3,2002-01-30
Ipswich,3,2002-01-30
Fulham,0,2002-01-30
Southampton,3,2002-01-30
West Ham,0,2002-01-30
Tottenham,0,2002-01-30
Newcastle,3,2002-01-30
Arsenal,1,2002-02-02
Southampton,1,2002-02-02
Everton,0,2002-02-02
Ipswich,3,2002-02-02
Fulham,1,2002-02-02
Aston Villa,1,2002-02-02
Leicester,0,2002-02-02
Chelsea,3,2002-02-02
Man Utd,3,2002-02-02
Sunderland,0,2002-02-02
Newcastle,3,2002-02-02
Bolton,0,2002-02-02
West Ham,3,2002-02-02
Blackburn,0,2002-02-02
Derby,3,2002-02-02
Tottenham,0,2002-02-02
Middlesbrough,1,2002-02-03
Charlton,1,2002-02-03
Leeds,0,2002-02-03
Liverpool,3,2002-02-03
Aston Villa,1,2002-02-09
Chelsea,1,2002-02-09
Bolton,3,2002-02-09
West Ham,0,2002-02-09
Derby,0,2002-02-09
Sunderland,3,2002-02-09
Fulham,3,2002-02-09
Blackburn,0,2002-02-09
Ipswich,0,2002-02-09
Liverpool,3,2002-02-09
Middlesbrough,1,2002-02-09
Leeds,1,2002-02-09
Newcastle,3,2002-02-09
Southampton,0,2002-02-09
Tottenham,3,2002-02-09
Leicester,0,2002-02-09
Everton,0,2002-02-10
Arsenal,3,2002-02-10
Charlton,0,2002-02-10
Man Utd,3,2002-02-10
Middlesbrough,3,2002-02-19
Fulham,0,2002-02-19
Arsenal,3,2002-02-23
Fulham,0,2002-02-23
Leicester,0,2002-02-23
Derby,3,2002-02-23
Liverpool,1,2002-02-23
Everton,1,2002-02-23
Southampton,1,2002-02-23
Bolton,1,2002-02-23
West Ham,3,2002-02-23
Middlesbrough,0,2002-02-23
Man Utd,3,2002-02-23
Aston Villa,0,2002-02-23
Leeds,1,2002-02-24
Charlton,1,2002-02-24
Sunderland,0,2002-02-24
Newcastle,3,2002-02-24
Newcastle,0,2002-03-02
Arsenal,3,2002-03-02
Aston Villa,3,2002-03-02
West Ham,0,2002-03-02
Bolton,1,2002-03-02
Blackburn,1,2002-03-02
Charlton,3,2002-03-02
Chelsea,0,2002-03-02
Fulham,0,2002-03-02
Liverpool,3,2002-03-02
Ipswich,0,2002-03-02
Southampton,3,2002-03-02
Middlesbrough,3,2002-03-02
Leicester,0,2002-03-02
Tottenham,3,2002-03-02
Sunderland,0,2002-03-02
Derby,1,2002-03-03
Man Utd,1,2002-03-03
Everton,1,2002-03-03
Leeds,1,2002-03-03
Blackburn,3,2002-03-05
Aston Villa,0,2002-03-05
Sunderland,3,2002-03-05
Bolton,0,2002-03-05
Arsenal,3,2002-03-05
Derby,0,2002-03-05
Liverpool,3,2002-03-06
Newcastle,0,2002-03-06
Man Utd,3,2002-03-06
Tottenham,0,2002-03-06
Chelsea,3,2002-03-06
Fulham,0,2002-03-06
Leeds,3,2002-03-06
Ipswich,0,2002-03-06
Southampton,1,2002-03-06
Middlesbrough,1,2002-03-06
West Ham,3,2002-03-06
Everton,0,2002-03-06
Leicester,1,2002-03-09
Charlton,1,2002-03-09
Blackburn,3,2002-03-13
Ipswich,0,2002-03-13
Chelsea,3,2002-03-13
Tottenham,0,2002-03-13
Bolton,0,2002-03-16
Derby,3,2002-03-16
Chelsea,3,2002-03-16
Sunderland,0,2002-03-16
Everton,3,2002-03-16
Fulham,0,2002-03-16
Newcastle,1,2002-03-16
Ipswich,1,2002-03-16
Southampton,1,2002-03-16
Leicester,1,2002-03-16
West Ham,0,2002-03-16
Man Utd,3,2002-03-16
Middlesbrough,0,2002-03-16
Liverpool,3,2002-03-16
Aston Villa,0,2002-03-17
Arsenal,3,2002-03-17
Leeds,3,2002-03-17
Blackburn,0,2002-03-17
Tottenham,0,2002-03-18
Charlton,3,2002-03-18
Charlton,0,2002-03-23
Bolton,3,2002-03-23
Derby,0,2002-03-23
Everton,3,2002-03-23
Ipswich,1,2002-03-23
Aston Villa,1,2002-03-23
Leicester,0,2002-03-23
Leeds,3,2002-03-23
Man Utd,0,2002-03-23
Middlesbrough,3,2002-03-23
Sunderland,1,2002-03-23
Southampton,1,2002-03-23
Fulham,0,2002-03-24
Tottenham,3,2002-03-24
Liverpool,3,2002-03-24
Chelsea,0,2002-03-24
Newcastle,3,2002-03-29
Everton,0,2002-03-29
Middlesbrough,1,2002-03-30
Tottenham,1,2002-03-30
Arsenal,3,2002-03-30
Sunderland,0,2002-03-30
Bolton,3,2002-03-30
Aston Villa,0,2002-03-30
Chelsea,3,2002-03-30
Derby,0,2002-03-30
Leicester,3,2002-03-30
Blackburn,0,2002-03-30
Liverpool,3,2002-03-30
Charlton,0,2002-03-30
Southampton,1,2002-03-30
Fulham,1,2002-03-30
West Ham,3,2002-03-30
Ipswich,0,2002-03-30
Leeds,0,2002-03-30
Man Utd,3,2002-03-30
Blackburn,3,2002-04-01
Southampton,0,2002-04-01
Charlton,0,2002-04-01
Arsenal,3,2002-04-01
Derby,0,2002-04-01
Middlesbrough,3,2002-04-01
Everton,3,2002-04-01
Bolton,0,2002-04-01
Fulham,0,2002-04-01
West Ham,3,2002-04-01
Ipswich,1,2002-04-01
Chelsea,1,2002-04-01
Sunderland,3,2002-04-01
Leicester,0,2002-04-01
Tottenham,3,2002-04-01
Leeds,0,2002-04-01
Aston Villa,1,2002-04-02
Newcastle,1,2002-04-02
Arsenal,3,2002-04-06
Tottenham,0,2002-04-06
Bolton,3,2002-04-06
Ipswich,0,2002-04-06
Chelsea,3,2002-04-06
Everton,0,2002-04-06
Middlesbrough,3,2002-04-06
Aston Villa,0,2002-04-06
Southampton,3,2002-04-06
Derby,0,2002-04-06
West Ham,3,2002-04-06
Charlton,0,2002-04-06
Leicester,0,2002-04-06
Man Utd,3,2002-04-06
Leeds,3,2002-04-07
Sunderland,0,2002-04-07
Newcastle,1,2002-04-08
Fulham,1,2002-04-08
Blackburn,1,2002-04-10
Chelsea,1,2002-04-10
Sunderland,0,2002-04-13
Liverpool,3,2002-04-13
Aston Villa,0,2002-04-13
Leeds,3,2002-04-13
Charlton,1,2002-04-13
Southampton,1,2002-04-13
Derby,0,2002-04-13
Newcastle,3,2002-04-13
Everton,1,2002-04-13
Leicester,1,2002-04-13
Tottenham,1,2002-04-13
West Ham,1,2002-04-13
Southampton,0,2002-04-20
Everton,3,2002-04-20
Bolton,1,2002-04-20
Tottenham,1,2002-04-20
Leeds,0,2002-04-20
Fulham,3,2002-04-20
Leicester,1,2002-04-20
Aston Villa,1,2002-04-20
Liverpool,3,2002-04-20
Derby,0,2002-04-20
Middlesbrough,0,2002-04-20
Blackburn,3,2002-04-20
Newcastle,3,2002-04-20
Charlton,0,2002-04-20
West Ham,3,2002-04-20
Sunderland,0,2002-04-20
Chelsea,0,2002-04-20
Man Utd,3,2002-04-20
Arsenal,3,2002-04-21
Ipswich,0,2002-04-21
Blackburn,1,2002-04-23
Newcastle,1,2002-04-23
Fulham,3,2002-04-23
Bolton,0,2002-04-23
Arsenal,3,2002-04-24
West Ham,0,2002-04-24
Ipswich,3,2002-04-24
Middlesbrough,0,2002-04-24
Ipswich,0,2002-04-27
Man Utd,3,2002-04-27
Aston Villa,3,2002-04-27
Southampton,0,2002-04-27
Charlton,1,2002-04-27
Sunderland,1,2002-04-27
Derby,0,2002-04-27
Leeds,3,2002-04-27
Fulham,1,2002-04-27
Leicester,1,2002-04-27
Middlesbrough,0,2002-04-27
Chelsea,3,2002-04-27
Newcastle,3,2002-04-27
West Ham,0,2002-04-27
Tottenham,3,2002-04-27
Liverpool,0,2002-04-27
Everton,0,2002-04-28
Blackburn,3,2002-04-28
Bolton,0,2002-04-29
Arsenal,3,2002-04-29
Liverpool,3,2002-05-08
Blackburn,0,2002-05-08
Man Utd,0,2002-05-08
Arsenal,3,2002-05-08
Arsenal,3,2002-05-11
Everton,0,2002-05-11
Blackburn,3,2002-05-11
Fulham,0,2002-05-11
Chelsea,0,2002-05-11
Aston Villa,3,2002-05-11
Leeds,3,2002-05-11
Middlesbrough,0,2002-05-11
Leicester,3,2002-05-11
Tottenham,0,2002-05-11
Liverpool,3,2002-05-11
Ipswich,0,2002-05-11
Man Utd,1,2002-05-11
Charlton,1,2002-05-11
Southampton,3,2002-05-11
Newcastle,0,2002-05-11
Sunderland,1,2002-05-11
Derby,1,2002-05-11
West Ham,3,2002-05-11
Bolton,0,2002-05-11
