team,points,date
Man Utd,3,1995-11-22
Everton,3,1995-11-22
QPR,0,1995-11-22
Man City,3,1995-11-22
Wimbledon FC,0,1995-11-22
West Ham,1,1995-11-22
Liverpool,1,1995-11-22
Chelsea,1,1995-11-25
Tottenham,1,1995-11-25
Coventry,1,1995-11-25
Wimbledon FC,1,1995-11-25
Everton,1,1995-11-25
Sheff Wed,1,1995-11-25
Man City,3,1995-11-25
Aston Villa,0,1995-11-25
Middlesbrough,3,1995-11-25
Liverpool,0,1995-11-25
Newcastle,3,1995-11-25
Leeds,0,1995-11-25
Southampton,3,1995-11-25
Bolton,0,1995-11-25
West Ham,3,1995-11-25
QPR,0,1995-11-25
Arsenal,1,1995-11-26
Blackburn,1,1995-11-26
Nottm Forest,1,1995-11-27
Man Utd,1,1995-11-27
Aston Villa,1,1995-12-02
Arsenal,1,1995-12-02
Blackburn,3,1995-12-02
West Ham,0,1995-12-02
Bolton,1,1995-12-02
Nottm Forest,1,1995-12-02
Leeds,0,1995-12-02
Man City,3,1995-12-02
Liverpool,1,1995-12-02
Southampton,1,1995-12-02
Man Utd,1,1995-12-02
Chelsea,1,1995-12-02
QPR,1,1995-12-02
Middlesbrough,1,1995-12-02
Tottenham,1,1995-12-02
Everton,1,1995-12-02
Wimbledon FC,1,1995-12-03
Newcastle,1,1995-12-03
Sheff Wed,3,1995-12-04
Coventry,0,1995-12-04
Bolton,0,1995-12-09
Liverpool,3,1995-12-09
Chelsea,3,1995-12-09
Newcastle,0,1995-12-09
Coventry,3,1995-12-09
Blackburn,0,1995-12-09
Leeds,1,1995-12-09
Wimbledon FC,1,1995-12-09
Man Utd,1,1995-12-09
Sheff Wed,1,1995-12-09
Middlesbrough,3,1995-12-09
Man City,0,1995-12-09
Southampton,1,1995-12-09
Arsenal,1,1995-12-09
Tottenham,3,1995-12-09
QPR,0,1995-12-09
Nottm Forest,1,1995-12-10
Aston Villa,1,1995-12-10
Everton,3,1995-12-11
West Ham,0,1995-12-11
Arsenal,1,1995-12-16
Chelsea,1,1995-12-16
Aston Villa,3,1995-12-16
Coventry,0,1995-12-16
Blackburn,3,1995-12-16
Middlesbrough,0,1995-12-16
Newcastle,3,1995-12-16
Everton,0,1995-12-16
QPR,3,1995-12-16
Bolton,0,1995-12-16
Sheff Wed,3,1995-12-16
Leeds,0,1995-12-16
West Ham,3,1995-12-16
Southampton,0,1995-12-16
Wimbledon FC,0,1995-12-16
Tottenham,3,1995-12-16
Liverpool,3,1995-12-17
Man Utd,0,1995-12-17
Man City,1,1995-12-18
Nottm Forest,1,1995-12-18
Coventry,3,1995-12-23
Everton,0,1995-12-23
Liverpool,3,1995-12-23
Arsenal,0,1995-12-23
Man City,0,1995-12-23
Chelsea,3,1995-12-23
Middlesbrough,3,1995-12-23
West Ham,0,1995-12-23
Newcastle,3,1995-12-23
Nottm Forest,0,1995-12-23
QPR,3,1995-12-23
Aston Villa,0,1995-12-23
Sheff Wed,1,1995-12-23
Southampton,1,1995-12-23
Tottenham,1,1995-12-23
Bolton,1,1995-12-23
Wimbledon FC,1,1995-12-23
Blackburn,1,1995-12-23
Leeds,3,1995-12-24
Man Utd,0,1995-12-24
Arsenal,3,1995-12-26
QPR,0,1995-12-26
Blackburn,3,1995-12-26
Man City,0,1995-12-26
Chelsea,0,1995-12-26
Wimbledon FC,3,1995-12-26
Everton,3,1995-12-26
Middlesbrough,0,1995-12-26
Nottm Forest,3,1995-12-26
Sheff Wed,0,1995-12-26
Southampton,1,1995-12-26
Tottenham,1,1995-12-26
Bolton,0,1995-12-27
Leeds,3,1995-12-27
Man Utd,3,1995-12-27
Newcastle,0,1995-12-27
Arsenal,0,1995-12-30
Wimbledon FC,3,1995-12-30
Blackburn,3,1995-12-30
Tottenham,0,1995-12-30
Bolton,0,1995-12-30
Coventry,3,1995-12-30
Chelsea,1,1995-12-30
Liverpool,1,1995-12-30
Everton,3,1995-12-30
Leeds,0,1995-12-30
Man Utd,3,1995-12-30
QPR,0,1995-12-30
Nottm Forest,3,1995-12-30
Middlesbrough,0,1995-12-30
Coventry,1,1996-01-01
Southampton,1,1996-01-01
Leeds,1,1996-01-01
Blackburn,1,1996-01-01
Liverpool,3,1996-01-01
Nottm Forest,0,1996-01-01
Man City,3,1996-01-01
West Ham,0,1996-01-01
Middlesbrough,0,1996-01-01
Aston Villa,3,1996-01-01
Sheff Wed,3,1996-01-01
Bolton,0,1996-01-01
Tottenham,3,1996-01-01
Man Utd,0,1996-01-01
Wimbledon FC,0,1996-01-01
Everton,3,1996-01-01
Newcastle,3,1996-01-02
Arsenal,0,1996-01-02
QPR,0,1996-01-02
Chelsea,3,1996-01-02
Bolton,3,1996-01-13
Wimbledon FC,0,1996-01-13
Everton,1,1996-01-13
Chelsea,1,1996-01-13
Leeds,3,1996-01-13
West Ham,0,1996-01-13
Man Utd,1,1996-01-13
Aston Villa,1,1996-01-13
Middlesbrough,0,1996-01-13
Arsenal,3,1996-01-13
Nottm Forest,3,1996-01-13
Southampton,0,1996-01-13
QPR,0,1996-01-13
Blackburn,3,1996-01-13
Sheff Wed,1,1996-01-13
Liverpool,1,1996-01-13
Tottenham,3,1996-01-13
Man City,0,1996-01-13
Coventry,0,1996-01-14
Newcastle,3,1996-01-14
Arsenal,0,1996-01-20
Everton,3,1996-01-20
Blackburn,3,1996-01-20
Sheff Wed,0,1996-01-20
Chelsea,3,1996-01-20
Nottm Forest,0,1996-01-20
Liverpool,3,1996-01-20
Leeds,0,1996-01-20
Man City,1,1996-01-20
Coventry,1,1996-01-20
Newcastle,3,1996-01-20
Bolton,0,1996-01-20
Southampton,3,1996-01-20
Middlesbrough,0,1996-01-20
Wimbledon FC,3,1996-01-20
QPR,0,1996-01-20
Aston Villa,3,1996-01-21
Tottenham,0,1996-01-21
West Ham,0,1996-01-23
Man Utd,3,1996-01-23
Aston Villa,0,1996-01-31
Liverpool,3,1996-01-31
Nottm Forest,3,1996-01-31
Leeds,0,1996-01-31
Southampton,1,1996-01-31
Man City,1,1996-01-31
West Ham,3,1996-01-31
Coventry,0,1996-01-31
Arsenal,1,1996-02-03
Coventry,1,1996-02-03
Aston Villa,3,1996-02-03
Leeds,0,1996-02-03
Blackburn,3,1996-02-03
Bolton,0,1996-02-03
Liverpool,1,1996-02-03
Tottenham,1,1996-02-03
Man City,3,1996-02-03
QPR,0,1996-02-03
Newcastle,3,1996-02-03
Sheff Wed,0,1996-02-03
Southampton,1,1996-02-03
Everton,1,1996-02-03
West Ham,3,1996-02-03
Nottm Forest,0,1996-02-03
Wimbledon FC,0,1996-02-03
Man Utd,3,1996-02-03
Chelsea,3,1996-02-04
Middlesbrough,0,1996-02-04
Bolton,0,1996-02-10
Aston Villa,3,1996-02-10
Coventry,3,1996-02-10
Chelsea,0,1996-02-10
Everton,3,1996-02-10
Man City,0,1996-02-10
Man Utd,3,1996-02-10
Blackburn,0,1996-02-10
Middlesbrough,0,1996-02-10
Newcastle,3,1996-02-10
Nottm Forest,0,1996-02-10
Arsenal,3,1996-02-10
Sheff Wed,3,1996-02-10
Wimbledon FC,0,1996-02-10
QPR,0,1996-02-11
Liverpool,3,1996-02-11
Tottenham,0,1996-02-12
West Ham,3,1996-02-12
Chelsea,0,1996-02-17
West Ham,3,1996-02-17
Middlesbrough,0,1996-02-17
Bolton,3,1996-02-17
Sheff Wed,0,1996-02-17
QPR,3,1996-02-17
Man Utd,3,1996-02-21
Everton,0,1996-02-21
West Ham,3,1996-02-21
Newcastle,0,1996-02-21
Blackburn,0,1996-02-24
Liverpool,3,1996-02-24
Coventry,1,1996-02-24
Middlesbrough,1,1996-02-24
Everton,3,1996-02-24
Nottm Forest,0,1996-02-24
Man City,1,1996-02-24
Newcastle,1,1996-02-24
Southampton,0,1996-02-24
Chelsea,3,1996-02-24
Tottenham,3,1996-02-24
Sheff Wed,0,1996-02-24
West Ham,0,1996-02-24
Arsenal,3,1996-02-24
Wimbledon FC,1,1996-02-24
Aston Villa,1,1996-02-24
Bolton,0,1996-02-25
Man Utd,3,1996-02-25
Aston Villa,3,1996-02-28
Blackburn,0,1996-02-28
Coventry,1,1996-03-02
West Ham,1,1996-03-02
Leeds,0,1996-03-02
Bolton,3,1996-03-02
Man City,1,1996-03-02
Blackburn,1,1996-03-02
Middlesbrough,0,1996-03-02
Everton,3,1996-03-02
QPR,1,1996-03-02
Arsenal,1,1996-03-02
Sheff Wed,0,1996-03-02
Nottm Forest,3,1996-03-02
Tottenham,3,1996-03-02
Southampton,0,1996-03-02
Wimbledon FC,1,1996-03-02
Chelsea,1,1996-03-02
Liverpool,3,1996-03-03
Aston Villa,0,1996-03-03
Newcastle,0,1996-03-04
Man Utd,3,1996-03-04
Arsenal,3,1996-03-05
Man City,0,1996-03-05
Aston Villa,3,1996-03-06
Sheff Wed,0,1996-03-06
QPR,0,1996-03-06
Leeds,3,1996-03-06
Aston Villa,3,1996-03-09
QPR,0,1996-03-09
Everton,1,1996-03-09
Coventry,1,1996-03-09
West Ham,3,1996-03-09
Middlesbrough,0,1996-03-09
Chelsea,1,1996-03-12
Man City,1,1996-03-12
Blackburn,3,1996-03-13
Leeds,0,1996-03-13
Liverpool,1,1996-03-13
Wimbledon FC,1,1996-03-13
Coventry,0,1996-03-16
Bolton,3,1996-03-16
Liverpool,3,1996-03-16
Chelsea,0,1996-03-16
Man City,3,1996-03-16
Southampton,0,1996-03-16
Middlesbrough,1,1996-03-16
Nottm Forest,1,1996-03-16
QPR,1,1996-03-16
Man Utd,1,1996-03-16
Sheff Wed,3,1996-03-16
Aston Villa,0,1996-03-16
Tottenham,0,1996-03-16
Blackburn,3,1996-03-16
Wimbledon FC,0,1996-03-16
Arsenal,3,1996-03-16
Leeds,1,1996-03-17
Everton,1,1996-03-17
Newcastle,3,1996-03-18
West Ham,0,1996-03-18
Aston Villa,1,1996-03-19
Middlesbrough,1,1996-03-19
Bolton,0,1996-03-20
Tottenham,3,1996-03-20
Man Utd,3,1996-03-20
Arsenal,0,1996-03-20
Southampton,0,1996-03-20
Sheff Wed,3,1996-03-20
Arsenal,3,1996-03-23
Newcastle,0,1996-03-23
Bolton,3,1996-03-23
Sheff Wed,0,1996-03-23
Chelsea,1,1996-03-23
QPR,1,1996-03-23
Everton,0,1996-03-23
Wimbledon FC,3,1996-03-23
Nottm Forest,3,1996-03-23
Liverpool,0,1996-03-23
West Ham,3,1996-03-23
Man City,0,1996-03-23
Man Utd,3,1996-03-24
Tottenham,0,1996-03-24
Southampton,3,1996-03-25
Coventry,0,1996-03-25
Blackburn,0,1996-03-30
Everton,3,1996-03-30
Bolton,1,1996-03-30
Man City,1,1996-03-30
Leeds,0,1996-03-30
Middlesbrough,3,1996-03-30
QPR,3,1996-03-30
Southampton,0,1996-03-30
Tottenham,3,1996-03-30
Coventry,0,1996-03-30
Wimbledon FC,3,1996-03-30
Nottm Forest,0,1996-03-30
Leeds,3,1996-04-03
Southampton,0,1996-04-03
Liverpool,3,1996-04-03
Newcastle,0,1996-04-03
Middlesbrough,3,1996-04-05
Sheff Wed,0,1996-04-05
Arsenal,3,1996-04-06
Leeds,0,1996-04-06
Chelsea,0,1996-04-06
Aston Villa,3,1996-04-06
Coventry,3,1996-04-06
Liverpool,0,1996-04-06
Everton,3,1996-04-06
Bolton,0,1996-04-06
Man City,0,1996-04-06
Man Utd,3,1996-04-06
Newcastle,3,1996-04-06
QPR,0,1996-04-06
Nottm Forest,3,1996-04-06
Tottenham,0,1996-04-06
Southampton,3,1996-04-06
Blackburn,0,1996-04-06
West Ham,1,1996-04-06
Wimbledon FC,1,1996-04-06
Aston Villa,3,1996-04-08
Southampton,0,1996-04-08
Blackburn,3,1996-04-08
Newcastle,0,1996-04-08
Bolton,3,1996-04-08
Chelsea,0,1996-04-08
Leeds,0,1996-04-08
Nottm Forest,3,1996-04-08
Liverpool,3,1996-04-08
West Ham,0,1996-04-08
Man Utd,3,1996-04-08
Coventry,0,1996-04-08
QPR,3,1996-04-08
Everton,0,1996-04-08
Sheff Wed,3,1996-04-08
Arsenal,0,1996-04-08
Tottenham,1,1996-04-08
Middlesbrough,1,1996-04-08
Wimbledon FC,3,1996-04-08
Man City,0,1996-04-08
Chelsea,3,1996-04-13
Leeds,0,1996-04-13
Coventry,3,1996-04-13
QPR,0,1996-04-13
Man City,3,1996-04-13
Sheff Wed,0,1996-04-13
Middlesbrough,0,1996-04-13
Wimbledon FC,3,1996-04-13
Nottm Forest,0,1996-04-13
Blackburn,3,1996-04-13
Southampton,3,1996-04-13
Man Utd,0,1996-04-13
West Ham,3,1996-04-13
Bolton,0,1996-04-13
Newcastle,3,1996-04-14
Aston Villa,0,1996-04-14
Arsenal,1,1996-04-15
Tottenham,1,1996-04-15
Everton,1,1996-04-16
Liverpool,1,1996-04-16
Aston Villa,1,1996-04-17
West Ham,1,1996-04-17
Blackburn,3,1996-04-17
Wimbledon FC,0,1996-04-17
Man Utd,3,1996-04-17
Leeds,0,1996-04-17
Newcastle,3,1996-04-17
Southampton,0,1996-04-17
Nottm Forest,1,1996-04-17
Coventry,1,1996-04-17
Sheff Wed,1,1996-04-17
Chelsea,1,1996-04-17
Aston Villa,0,1996-04-27
Man City,3,1996-04-27
Blackburn,1,1996-04-27
Arsenal,1,1996-04-27
Bolton,0,1996-04-27
Southampton,3,1996-04-27
Liverpool,3,1996-04-27
Middlesbrough,0,1996-04-27
QPR,3,1996-04-27
West Ham,0,1996-04-27
Sheff Wed,0,1996-04-27
Everton,3,1996-04-27
Tottenham,1,1996-04-27
Chelsea,1,1996-04-27
Wimbledon FC,0,1996-04-27
Coventry,3,1996-04-27
Man Utd,3,1996-04-28
Nottm Forest,0,1996-04-28
Leeds,0,1996-04-29
Newcastle,3,1996-04-29
Arsenal,1,1996-05-01
Liverpool,1,1996-05-01
Leeds,0,1996-05-02
Tottenham,3,1996-05-02
Nottm Forest,1,1996-05-02
Newcastle,1,1996-05-02
Arsenal,3,1996-05-04
Bolton,0,1996-05-04
Chelsea,0,1996-05-04
Blackburn,3,1996-05-04
Coventry,1,1996-05-04
Leeds,1,1996-05-04
Everton,3,1996-05-04
Aston Villa,0,1996-05-04
Man City,1,1996-05-04
Liverpool,1,1996-05-04
Middlesbrough,0,1996-05-04
Man Utd,3,1996-05-04
Newcastle,1,1996-05-04
Tottenham,1,1996-05-04
Nottm Forest,3,1996-05-04
QPR,0,1996-05-04
Southampton,1,1996-05-04
Wimbledon FC,1,1996-05-04
West Ham,1,1996-05-04
Sheff Wed,1,1996-05-04
