team,points,date
Bolton,0,2009-11-07
Blackburn,3,2009-11-07
Portsmouth,0,2009-11-07
Man City,1,2009-11-07
Burnley,1,2009-11-07
Tottenham,3,2009-11-07
Sunderland,0,2009-11-07
Chelsea,3,2009-11-08
Man Utd,0,2009-11-08
West Ham,0,2009-11-08
Everton,3,2009-11-08
Wigan,1,2009-11-08
Fulham,1,2009-11-08
Hull,3,2009-11-08
Stoke,0,2009-11-08
Liverpool,1,2009-11-09
Birmingham,1,2009-11-09
Man Utd,3,2009-11-21
Everton,0,2009-11-21
Birmingham,3,2009-11-21
Fulham,0,2009-11-21
Burnley,1,2009-11-21
Aston Villa,1,2009-11-21
Chelsea,3,2009-11-21
Wolves,0,2009-11-21
Hull,1,2009-11-21
West Ham,1,2009-11-21
Sunderland,3,2009-11-21
Arsenal,0,2009-11-21
Liverpool,1,2009-11-21
Man City,1,2009-11-21
Stoke,3,2009-11-22
Portsmouth,0,2009-11-22
Tottenham,3,2009-11-22
Wigan,0,2009-11-22
Bolton,0,2009-11-22
Blackburn,3,2009-11-22
Fulham,3,2009-11-25
Blackburn,0,2009-11-25
Hull,3,2009-11-25
Everton,0,2009-11-25
Aston Villa,1,2009-11-28
Tottenham,1,2009-11-28
Blackburn,1,2009-11-28
Stoke,1,2009-11-28
Fulham,1,2009-11-28
Bolton,1,2009-11-28
Man City,1,2009-11-28
Hull,1,2009-11-28
Portsmouth,0,2009-11-28
Man Utd,3,2009-11-28
West Ham,3,2009-11-28
Burnley,0,2009-11-28
Wigan,3,2009-11-28
Sunderland,0,2009-11-28
Arsenal,0,2009-11-29
Chelsea,3,2009-11-29
Everton,0,2009-11-29
Liverpool,3,2009-11-29
Wolves,0,2009-11-29
Birmingham,3,2009-11-29
Man City,3,2009-12-05
Chelsea,0,2009-12-05
Arsenal,3,2009-12-05
Stoke,0,2009-12-05
Aston Villa,3,2009-12-05
Hull,0,2009-12-05
Blackburn,1,2009-12-05
Liverpool,1,2009-12-05
West Ham,0,2009-12-05
Man Utd,3,2009-12-05
Wigan,0,2009-12-05
Birmingham,3,2009-12-05
Wolves,3,2009-12-05
Bolton,0,2009-12-05
Portsmouth,3,2009-12-05
Burnley,0,2009-12-05
Everton,1,2009-12-06
Tottenham,1,2009-12-06
Fulham,3,2009-12-06
Sunderland,0,2009-12-06
Man Utd,0,2009-12-12
Aston Villa,3,2009-12-12
Birmingham,3,2009-12-12
West Ham,0,2009-12-12
Bolton,1,2009-12-12
Man City,1,2009-12-12
Burnley,1,2009-12-12
Fulham,1,2009-12-12
Chelsea,1,2009-12-12
Everton,1,2009-12-12
Hull,1,2009-12-12
Blackburn,1,2009-12-12
Sunderland,1,2009-12-12
Portsmouth,1,2009-12-12
Tottenham,0,2009-12-12
Wolves,3,2009-12-12
Stoke,1,2009-12-12
Wigan,1,2009-12-12
Liverpool,0,2009-12-13
Arsenal,3,2009-12-13
Birmingham,3,2009-12-15
Blackburn,0,2009-12-15
Bolton,3,2009-12-15
West Ham,0,2009-12-15
Man Utd,3,2009-12-15
Wolves,0,2009-12-15
Sunderland,0,2009-12-15
Aston Villa,3,2009-12-15
Liverpool,3,2009-12-16
Wigan,0,2009-12-16
Tottenham,3,2009-12-16
Man City,0,2009-12-16
Burnley,1,2009-12-16
Arsenal,1,2009-12-16
Chelsea,3,2009-12-16
Portsmouth,0,2009-12-16
Arsenal,3,2009-12-19
Hull,0,2009-12-19
Aston Villa,3,2009-12-19
Stoke,0,2009-12-19
Blackburn,0,2009-12-19
Tottenham,3,2009-12-19
Fulham,3,2009-12-19
Man Utd,0,2009-12-19
Man City,3,2009-12-19
Sunderland,0,2009-12-19
Portsmouth,3,2009-12-19
Liverpool,0,2009-12-19
West Ham,1,2009-12-20
Chelsea,1,2009-12-20
Everton,1,2009-12-20
Birmingham,1,2009-12-20
Wolves,3,2009-12-20
Burnley,0,2009-12-20
Liverpool,3,2009-12-26
Wolves,0,2009-12-26
Man City,3,2009-12-26
Stoke,0,2009-12-26
Sunderland,1,2009-12-26
Everton,1,2009-12-26
Wigan,1,2009-12-26
Blackburn,1,2009-12-26
Burnley,1,2009-12-26
Bolton,1,2009-12-26
Fulham,1,2009-12-26
Tottenham,1,2009-12-26
West Ham,3,2009-12-26
Portsmouth,0,2009-12-26
Birmingham,1,2009-12-26
Chelsea,1,2009-12-26
Hull,0,2009-12-27
Man Utd,3,2009-12-27
Arsenal,3,2009-12-27
Aston Villa,0,2009-12-27
Wolves,0,2009-12-28
Man City,3,2009-12-28
Blackburn,1,2009-12-28
Sunderland,1,2009-12-28
Chelsea,3,2009-12-28
Fulham,0,2009-12-28
Everton,3,2009-12-28
Burnley,0,2009-12-28
Stoke,0,2009-12-28
Birmingham,3,2009-12-28
Tottenham,3,2009-12-28
West Ham,0,2009-12-28
Bolton,1,2009-12-29
Hull,1,2009-12-29
Aston Villa,0,2009-12-29
Liverpool,3,2009-12-29
Man Utd,3,2009-12-30
Wigan,0,2009-12-30
Portsmouth,0,2009-12-30
Arsenal,3,2009-12-30
Stoke,3,2010-01-05
Fulham,0,2010-01-05
Birmingham,1,2010-01-09
Man Utd,1,2010-01-09
Arsenal,1,2010-01-09
Everton,1,2010-01-09
Man City,3,2010-01-11
Blackburn,0,2010-01-11
Everton,3,2010-01-16
Man City,0,2010-01-16
Chelsea,3,2010-01-16
Sunderland,0,2010-01-16
Man Utd,3,2010-01-16
Burnley,0,2010-01-16
Tottenham,1,2010-01-16
Hull,1,2010-01-16
Wolves,0,2010-01-16
Wigan,3,2010-01-16
Stoke,1,2010-01-16
Liverpool,1,2010-01-16
Bolton,0,2010-01-17
Arsenal,3,2010-01-17
Blackburn,3,2010-01-17
Fulham,0,2010-01-17
Aston Villa,1,2010-01-17
West Ham,1,2010-01-17
Liverpool,3,2010-01-20
Tottenham,0,2010-01-20
Arsenal,3,2010-01-20
Bolton,0,2010-01-20
Man Utd,3,2010-01-23
Hull,0,2010-01-23
Bolton,3,2010-01-26
Burnley,0,2010-01-26
Tottenham,3,2010-01-26
Fulham,0,2010-01-26
Portsmouth,1,2010-01-26
West Ham,1,2010-01-26
Wolves,1,2010-01-26
Liverpool,1,2010-01-26
Blackburn,3,2010-01-27
Wigan,0,2010-01-27
Everton,3,2010-01-27
Sunderland,0,2010-01-27
Aston Villa,1,2010-01-27
Arsenal,1,2010-01-27
Chelsea,3,2010-01-27
Birmingham,0,2010-01-27
Burnley,0,2010-01-30
Chelsea,3,2010-01-30
Birmingham,1,2010-01-30
Tottenham,1,2010-01-30
Fulham,0,2010-01-30
Aston Villa,3,2010-01-30
Hull,1,2010-01-30
Wolves,1,2010-01-30
Liverpool,3,2010-01-30
Bolton,0,2010-01-30
West Ham,1,2010-01-30
Blackburn,1,2010-01-30
Wigan,0,2010-01-30
Everton,3,2010-01-30
Arsenal,0,2010-01-31
Man Utd,3,2010-01-31
Man City,3,2010-01-31
Portsmouth,0,2010-01-31
Sunderland,1,2010-02-01
Stoke,1,2010-02-01
Hull,1,2010-02-02
Chelsea,1,2010-02-02
Fulham,3,2010-02-03
Portsmouth,0,2010-02-03
Tottenham,1,2010-02-06
Aston Villa,1,2010-02-06
Bolton,1,2010-02-06
Fulham,1,2010-02-06
Burnley,3,2010-02-06
West Ham,0,2010-02-06
Hull,3,2010-02-06
Man City,0,2010-02-06
Man Utd,3,2010-02-06
Portsmouth,0,2010-02-06
Stoke,3,2010-02-06
Blackburn,0,2010-02-06
Sunderland,1,2010-02-06
Wigan,1,2010-02-06
Liverpool,3,2010-02-06
Everton,0,2010-02-06
Chelsea,3,2010-02-07
Arsenal,0,2010-02-07
Birmingham,3,2010-02-07
Wolves,0,2010-02-07
Fulham,3,2010-02-09
Burnley,0,2010-02-09
Man City,3,2010-02-09
Bolton,0,2010-02-09
Portsmouth,1,2010-02-09
Sunderland,1,2010-02-09
Wigan,1,2010-02-09
Stoke,1,2010-02-09
Blackburn,3,2010-02-10
Hull,0,2010-02-10
Everton,3,2010-02-10
Chelsea,0,2010-02-10
Arsenal,3,2010-02-10
Liverpool,0,2010-02-10
Aston Villa,1,2010-02-10
Man Utd,1,2010-02-10
West Ham,3,2010-02-10
Birmingham,0,2010-02-10
Wolves,3,2010-02-10
Tottenham,0,2010-02-10
Stoke,1,2010-02-16
Man City,1,2010-02-16
Wigan,1,2010-02-17
Bolton,1,2010-02-17
Portsmouth,0,2010-02-20
Stoke,3,2010-02-20
Arsenal,3,2010-02-20
Sunderland,0,2010-02-20
West Ham,3,2010-02-20
Hull,0,2010-02-20
Wolves,0,2010-02-20
Chelsea,3,2010-02-20
Everton,3,2010-02-20
Man Utd,0,2010-02-20
Wigan,0,2010-02-21
Tottenham,3,2010-02-21
Fulham,3,2010-02-21
Birmingham,0,2010-02-21
Man City,1,2010-02-21
Liverpool,1,2010-02-21
Aston Villa,3,2010-02-21
Burnley,0,2010-02-21
Blackburn,3,2010-02-21
Bolton,0,2010-02-21
Man Utd,3,2010-02-23
West Ham,0,2010-02-23
Stoke,0,2010-02-27
Arsenal,3,2010-02-27
Birmingham,3,2010-02-27
Wigan,0,2010-02-27
Bolton,3,2010-02-27
Wolves,0,2010-02-27
Burnley,0,2010-02-27
Portsmouth,3,2010-02-27
Chelsea,0,2010-02-27
Man City,3,2010-02-27
Liverpool,3,2010-02-28
Blackburn,0,2010-02-28
Sunderland,1,2010-02-28
Fulham,1,2010-02-28
Tottenham,3,2010-02-28
Everton,0,2010-02-28
Wolves,0,2010-03-06
Man Utd,3,2010-03-06
Arsenal,3,2010-03-06
Burnley,0,2010-03-06
West Ham,0,2010-03-06
Bolton,3,2010-03-06
Everton,3,2010-03-07
Hull,0,2010-03-07
Wigan,3,2010-03-08
Liverpool,0,2010-03-08
Portsmouth,0,2010-03-09
Birmingham,3,2010-03-09
Sunderland,3,2010-03-09
Bolton,0,2010-03-09
Burnley,1,2010-03-10
Stoke,1,2010-03-10
Hull,0,2010-03-13
Arsenal,3,2010-03-13
Birmingham,1,2010-03-13
Everton,1,2010-03-13
Bolton,3,2010-03-13
Wigan,0,2010-03-13
Burnley,0,2010-03-13
Wolves,3,2010-03-13
Chelsea,3,2010-03-13
West Ham,0,2010-03-13
Stoke,1,2010-03-13
Aston Villa,1,2010-03-13
Tottenham,3,2010-03-13
Blackburn,0,2010-03-13
Sunderland,1,2010-03-14
Man City,1,2010-03-14
Man Utd,3,2010-03-14
Fulham,0,2010-03-14
Liverpool,3,2010-03-15
Portsmouth,0,2010-03-15
Wigan,0,2010-03-16
Aston Villa,3,2010-03-16
Arsenal,3,2010-03-20
West Ham,0,2010-03-20
Everton,3,2010-03-20
Bolton,0,2010-03-20
Portsmouth,3,2010-03-20
Hull,0,2010-03-20
Stoke,0,2010-03-20
Tottenham,3,2010-03-20
Sunderland,3,2010-03-20
Birmingham,0,2010-03-20
Wigan,3,2010-03-20
Burnley,0,2010-03-20
Aston Villa,1,2010-03-20
Wolves,1,2010-03-20
Blackburn,1,2010-03-21
Chelsea,1,2010-03-21
Fulham,0,2010-03-21
Man City,3,2010-03-21
Man Utd,3,2010-03-21
Liverpool,0,2010-03-21
West Ham,0,2010-03-23
Wolves,3,2010-03-23
Blackburn,3,2010-03-24
Birmingham,0,2010-03-24
Aston Villa,1,2010-03-24
Sunderland,1,2010-03-24
Man City,0,2010-03-24
Everton,3,2010-03-24
Portsmouth,0,2010-03-24
Chelsea,3,2010-03-24
Bolton,0,2010-03-27
Man Utd,3,2010-03-27
Birmingham,1,2010-03-27
Arsenal,1,2010-03-27
Chelsea,3,2010-03-27
Aston Villa,0,2010-03-27
Hull,3,2010-03-27
Fulham,0,2010-03-27
Tottenham,3,2010-03-27
Portsmouth,0,2010-03-27
West Ham,0,2010-03-27
Stoke,3,2010-03-27
Wolves,1,2010-03-27
Everton,1,2010-03-27
Liverpool,3,2010-03-28
Sunderland,0,2010-03-28
Burnley,0,2010-03-28
Blackburn,3,2010-03-28
Man City,3,2010-03-29
Wigan,0,2010-03-29
Burnley,0,2010-04-03
Man City,3,2010-04-03
Arsenal,3,2010-04-03
Wolves,0,2010-04-03
Bolton,0,2010-04-03
Aston Villa,3,2010-04-03
Portsmouth,1,2010-04-03
Blackburn,1,2010-04-03
Stoke,3,2010-04-03
Hull,0,2010-04-03
Sunderland,3,2010-04-03
Tottenham,0,2010-04-03
Man Utd,0,2010-04-03
Chelsea,3,2010-04-03
Everton,1,2010-04-04
West Ham,1,2010-04-04
Birmingham,1,2010-04-04
Liverpool,1,2010-04-04
Fulham,3,2010-04-04
Wigan,0,2010-04-04
Hull,0,2010-04-10
Burnley,3,2010-04-10
West Ham,3,2010-04-10
Sunderland,0,2010-04-10
Man City,3,2010-04-11
Birmingham,0,2010-04-11
Liverpool,1,2010-04-11
Fulham,1,2010-04-11
Blackburn,1,2010-04-11
Man Utd,1,2010-04-11
Wolves,1,2010-04-11
Stoke,1,2010-04-11
Chelsea,3,2010-04-13
Bolton,0,2010-04-13
Tottenham,3,2010-04-14
Arsenal,0,2010-04-14
Aston Villa,1,2010-04-14
Everton,1,2010-04-14
Wigan,1,2010-04-14
Portsmouth,1,2010-04-14
Tottenham,3,2010-04-17
Chelsea,0,2010-04-17
Birmingham,1,2010-04-17
Hull,1,2010-04-17
Blackburn,0,2010-04-17
Everton,3,2010-04-17
Fulham,1,2010-04-17
Wolves,1,2010-04-17
Stoke,0,2010-04-17
Bolton,3,2010-04-17
Sunderland,3,2010-04-17
Burnley,0,2010-04-17
Man City,0,2010-04-17
Man Utd,3,2010-04-17
Portsmouth,0,2010-04-18
Aston Villa,3,2010-04-18
Wigan,3,2010-04-18
Arsenal,0,2010-04-18
Liverpool,3,2010-04-19
West Ham,0,2010-04-19
Hull,0,2010-04-21
Aston Villa,3,2010-04-21
Arsenal,1,2010-04-24
Man City,1,2010-04-24
Bolton,1,2010-04-24
Portsmouth,1,2010-04-24
Hull,0,2010-04-24
Sunderland,3,2010-04-24
West Ham,3,2010-04-24
Wigan,0,2010-04-24
Wolves,1,2010-04-24
Blackburn,1,2010-04-24
Man Utd,3,2010-04-24
Tottenham,0,2010-04-24
Chelsea,3,2010-04-25
Stoke,0,2010-04-25
Burnley,0,2010-04-25
Liverpool,3,2010-04-25
Everton,3,2010-04-25
Fulham,0,2010-04-25
Aston Villa,3,2010-04-25
Birmingham,0,2010-04-25
Man City,3,2010-05-01
Aston Villa,0,2010-05-01
Portsmouth,3,2010-05-01
Wolves,0,2010-05-01
Stoke,1,2010-05-01
Everton,1,2010-05-01
Tottenham,3,2010-05-01
Bolton,0,2010-05-01
Birmingham,3,2010-05-01
Burnley,0,2010-05-01
Sunderland,0,2010-05-02
Man Utd,3,2010-05-02
Fulham,3,2010-05-02
West Ham,0,2010-05-02
Liverpool,0,2010-05-02
Chelsea,3,2010-05-02
Blackburn,3,2010-05-03
Arsenal,0,2010-05-03
Wigan,1,2010-05-03
Hull,1,2010-05-03
Fulham,0,2010-05-05
Stoke,3,2010-05-05
Man City,0,2010-05-05
Tottenham,3,2010-05-05
Arsenal,3,2010-05-09
Fulham,0,2010-05-09
Aston Villa,0,2010-05-09
Blackburn,3,2010-05-09
Bolton,3,2010-05-09
Birmingham,0,2010-05-09
Burnley,3,2010-05-09
Tottenham,0,2010-05-09
Chelsea,3,2010-05-09
Wigan,0,2010-05-09
Everton,3,2010-05-09
Portsmouth,0,2010-05-09
Hull,1,2010-05-09
Liverpool,1,2010-05-09
Man Utd,3,2010-05-09
Stoke,0,2010-05-09
West Ham,1,2010-05-09
Man City,1,2010-05-09
Wolves,3,2010-05-09
Sunderland,0,2010-05-09
