team,points,date
Arsenal,3,2003-08-16
Everton,0,2003-08-16
Birmingham,3,2003-08-16
Tottenham,0,2003-08-16
Blackburn,3,2003-08-16
Wolves,0,2003-08-16
Fulham,3,2003-08-16
Middlesbrough,0,2003-08-16
Leicester,1,2003-08-16
Southampton,1,2003-08-16
Man Utd,3,2003-08-16
Bolton,0,2003-08-16
Portsmouth,3,2003-08-16
Aston Villa,0,2003-08-16
Liverpool,0,2003-08-17
Chelsea,3,2003-08-17
Charlton,0,2003-08-17
Man City,3,2003-08-17
Leeds,1,2003-08-17
Newcastle,1,2003-08-17
Bolton,1,2003-08-23
Blackburn,1,2003-08-23
Chelsea,3,2003-08-23
Leicester,0,2003-08-23
Everton,3,2003-08-23
Fulham,0,2003-08-23
Man City,1,2003-08-23
Portsmouth,1,2003-08-23
Southampton,1,2003-08-23
Birmingham,1,2003-08-23
Tottenham,3,2003-08-23
Leeds,0,2003-08-23
Wolves,0,2003-08-23
Charlton,3,2003-08-23
Newcastle,0,2003-08-23
Man Utd,3,2003-08-23
Middlesbrough,0,2003-08-24
Arsenal,3,2003-08-24
Aston Villa,1,2003-08-24
Liverpool,1,2003-08-24
Blackburn,0,2003-08-25
Man City,3,2003-08-25
Charlton,1,2003-08-26
Everton,1,2003-08-26
Leeds,1,2003-08-26
Southampton,1,2003-08-26
Leicester,1,2003-08-26
Middlesbrough,1,2003-08-26
Portsmouth,3,2003-08-26
Bolton,0,2003-08-26
Liverpool,1,2003-08-27
Tottenham,1,2003-08-27
Man Utd,3,2003-08-27
Wolves,0,2003-08-27
Arsenal,3,2003-08-27
Aston Villa,0,2003-08-27
Aston Villa,3,2003-08-30
Leicester,0,2003-08-30
Bolton,1,2003-08-30
Charlton,1,2003-08-30
Chelsea,1,2003-08-30
Blackburn,1,2003-08-30
Middlesbrough,0,2003-08-30
Leeds,3,2003-08-30
Newcastle,0,2003-08-30
Birmingham,3,2003-08-30
Tottenham,0,2003-08-30
Fulham,3,2003-08-30
Wolves,1,2003-08-30
Portsmouth,1,2003-08-30
Everton,0,2003-08-30
Liverpool,3,2003-08-30
Man City,0,2003-08-31
Arsenal,3,2003-08-31
Southampton,3,2003-08-31
Man Utd,0,2003-08-31
Arsenal,1,2003-09-13
Portsmouth,1,2003-09-13
Blackburn,0,2003-09-13
Liverpool,3,2003-09-13
Bolton,3,2003-09-13
Middlesbrough,0,2003-09-13
Charlton,0,2003-09-13
Man Utd,3,2003-09-13
Chelsea,3,2003-09-13
Tottenham,0,2003-09-13
Everton,1,2003-09-13
Newcastle,1,2003-09-13
Southampton,3,2003-09-13
Wolves,0,2003-09-13
Birmingham,1,2003-09-14
Fulham,1,2003-09-14
Man City,3,2003-09-14
Aston Villa,0,2003-09-14
Leicester,3,2003-09-15
Leeds,0,2003-09-15
Aston Villa,3,2003-09-20
Charlton,0,2003-09-20
Fulham,1,2003-09-20
Man City,1,2003-09-20
Leeds,0,2003-09-20
Birmingham,3,2003-09-20
Liverpool,3,2003-09-20
Leicester,0,2003-09-20
Newcastle,1,2003-09-20
Bolton,1,2003-09-20
Portsmouth,0,2003-09-20
Blackburn,3,2003-09-20
Tottenham,0,2003-09-20
Southampton,3,2003-09-20
Wolves,0,2003-09-20
Chelsea,3,2003-09-20
Man Utd,1,2003-09-21
Arsenal,1,2003-09-21
Middlesbrough,3,2003-09-21
Everton,0,2003-09-21
Arsenal,3,2003-09-26
Newcastle,0,2003-09-26
Birmingham,3,2003-09-27
Portsmouth,0,2003-09-27
Bolton,1,2003-09-27
Wolves,1,2003-09-27
Chelsea,3,2003-09-27
Aston Villa,0,2003-09-27
Leicester,0,2003-09-27
Man Utd,3,2003-09-27
Southampton,0,2003-09-27
Middlesbrough,3,2003-09-27
Man City,1,2003-09-28
Tottenham,1,2003-09-28
Blackburn,0,2003-09-28
Fulham,3,2003-09-28
Everton,3,2003-09-28
Leeds,0,2003-09-28
Charlton,3,2003-09-28
Liverpool,0,2003-09-28
Fulham,3,2003-10-04
Leicester,0,2003-10-04
Leeds,3,2003-10-04
Blackburn,0,2003-10-04
Man Utd,3,2003-10-04
Birmingham,0,2003-10-04
Newcastle,3,2003-10-04
Southampton,0,2003-10-04
Portsmouth,0,2003-10-04
Charlton,3,2003-10-04
Tottenham,3,2003-10-04
Everton,0,2003-10-04
Wolves,3,2003-10-04
Man City,0,2003-10-04
Liverpool,0,2003-10-04
Arsenal,3,2003-10-04
Aston Villa,1,2003-10-05
Bolton,1,2003-10-05
Middlesbrough,0,2003-10-05
Chelsea,3,2003-10-05
Birmingham,1,2003-10-14
Chelsea,1,2003-10-14
Arsenal,3,2003-10-18
Chelsea,0,2003-10-18
Fulham,1,2003-10-18
Wolves,1,2003-10-18
Man City,3,2003-10-18
Bolton,0,2003-10-18
Middlesbrough,0,2003-10-18
Newcastle,3,2003-10-18
Portsmouth,3,2003-10-18
Liverpool,0,2003-10-18
Leeds,0,2003-10-18
Man Utd,3,2003-10-18
Everton,1,2003-10-19
Southampton,1,2003-10-19
Leicester,0,2003-10-19
Tottenham,3,2003-10-19
Birmingham,1,2003-10-19
Aston Villa,1,2003-10-19
Blackburn,0,2003-10-20
Charlton,3,2003-10-20
Fulham,0,2003-10-21
Newcastle,3,2003-10-21
Aston Villa,1,2003-10-25
Everton,1,2003-10-25
Chelsea,3,2003-10-25
Man City,0,2003-10-25
Man Utd,0,2003-10-25
Fulham,3,2003-10-25
Newcastle,3,2003-10-25
Portsmouth,0,2003-10-25
Southampton,3,2003-10-25
Blackburn,0,2003-10-25
Wolves,3,2003-10-25
Leicester,0,2003-10-25
Bolton,0,2003-10-25
Birmingham,3,2003-10-25
Liverpool,3,2003-10-25
Leeds,0,2003-10-25
Tottenham,1,2003-10-26
Middlesbrough,1,2003-10-26
Charlton,1,2003-10-26
Arsenal,1,2003-10-26
Everton,0,2003-11-01
Chelsea,3,2003-11-01
Leeds,0,2003-11-01
Arsenal,3,2003-11-01
Man Utd,3,2003-11-01
Portsmouth,0,2003-11-01
Middlesbrough,3,2003-11-01
Wolves,0,2003-11-01
Newcastle,1,2003-11-01
Aston Villa,1,2003-11-01
Southampton,0,2003-11-01
Man City,3,2003-11-01
Tottenham,0,2003-11-01
Bolton,3,2003-11-01
Leicester,3,2003-11-02
Blackburn,0,2003-11-02
Fulham,0,2003-11-02
Liverpool,3,2003-11-02
Birmingham,0,2003-11-03
Charlton,3,2003-11-03
Arsenal,3,2003-11-08
Tottenham,0,2003-11-08
Aston Villa,0,2003-11-08
Middlesbrough,3,2003-11-08
Bolton,1,2003-11-08
Southampton,1,2003-11-08
Charlton,3,2003-11-08
Fulham,0,2003-11-08
Portsmouth,3,2003-11-08
Leeds,0,2003-11-08
Wolves,1,2003-11-08
Birmingham,1,2003-11-08
Chelsea,3,2003-11-09
Newcastle,0,2003-11-09
Man City,0,2003-11-09
Leicester,3,2003-11-09
Liverpool,0,2003-11-09
Man Utd,3,2003-11-09
Blackburn,3,2003-11-10
Everton,0,2003-11-10
Birmingham,0,2003-11-22
Arsenal,3,2003-11-22
Everton,3,2003-11-22
Wolves,0,2003-11-22
Leeds,0,2003-11-22
Bolton,3,2003-11-22
Leicester,1,2003-11-22
Charlton,1,2003-11-22
Middlesbrough,1,2003-11-22
Liverpool,1,2003-11-22
Newcastle,3,2003-11-22
Man City,0,2003-11-22
Southampton,0,2003-11-22
Chelsea,3,2003-11-22
Man Utd,3,2003-11-22
Blackburn,0,2003-11-22
Tottenham,3,2003-11-23
Aston Villa,0,2003-11-23
Fulham,3,2003-11-24
Portsmouth,0,2003-11-24
Aston Villa,3,2003-11-29
Southampton,0,2003-11-29
Blackburn,3,2003-11-29
Tottenham,0,2003-11-29
Bolton,3,2003-11-29
Everton,0,2003-11-29
Charlton,0,2003-11-29
Leeds,3,2003-11-29
Portsmouth,0,2003-11-29
Leicester,3,2003-11-29
Wolves,1,2003-11-29
Newcastle,1,2003-11-29
Chelsea,3,2003-11-30
Man Utd,0,2003-11-30
Liverpool,3,2003-11-30
Birmingham,0,2003-11-30
