team,points,date
Blackburn,1,2002-08-17
Sunderland,1,2002-08-17
Charlton,0,2002-08-17
Chelsea,3,2002-08-17
Everton,1,2002-08-17
Tottenham,1,2002-08-17
Fulham,3,2002-08-17
Bolton,0,2002-08-17
Leeds,3,2002-08-17
Man City,0,2002-08-17
Man Utd,3,2002-08-17
West Brom,0,2002-08-17
Southampton,1,2002-08-17
Middlesbrough,1,2002-08-17
Arsenal,3,2002-08-18
Birmingham,0,2002-08-18
Aston Villa,0,2002-08-18
Liverpool,3,2002-08-18
Newcastle,3,2002-08-19
West Ham,0,2002-08-19
Chelsea,1,2002-08-23
Man Utd,1,2002-08-23
West Brom,0,2002-08-24
Leeds,3,2002-08-24
Birmingham,0,2002-08-24
Blackburn,3,2002-08-24
Bolton,0,2002-08-24
Charlton,3,2002-08-24
Liverpool,3,2002-08-24
Southampton,0,2002-08-24
Man City,3,2002-08-24
Newcastle,0,2002-08-24
Middlesbrough,1,2002-08-24
Fulham,1,2002-08-24
Sunderland,0,2002-08-24
Everton,3,2002-08-24
Tottenham,3,2002-08-24
Aston Villa,0,2002-08-24
West Ham,1,2002-08-24
Arsenal,1,2002-08-24
Arsenal,3,2002-08-27
West Brom,0,2002-08-27
Charlton,0,2002-08-27
Tottenham,3,2002-08-27
Aston Villa,3,2002-08-28
Man City,0,2002-08-28
Blackburn,1,2002-08-28
Liverpool,1,2002-08-28
Everton,1,2002-08-28
Birmingham,1,2002-08-28
Leeds,0,2002-08-28
Sunderland,3,2002-08-28
Southampton,1,2002-08-28
Chelsea,1,2002-08-28
Man City,3,2002-08-31
Everton,0,2002-08-31
Middlesbrough,3,2002-08-31
Blackburn,0,2002-08-31
Sunderland,1,2002-08-31
Man Utd,1,2002-08-31
Tottenham,3,2002-08-31
Southampton,0,2002-08-31
West Brom,3,2002-08-31
Fulham,0,2002-08-31
West Ham,0,2002-08-31
Charlton,3,2002-08-31
Birmingham,3,2002-08-31
Leeds,0,2002-08-31
Chelsea,1,2002-09-01
Arsenal,1,2002-09-01
Bolton,3,2002-09-01
Aston Villa,0,2002-09-01
Liverpool,1,2002-09-02
Newcastle,1,2002-09-02
Man Utd,3,2002-09-03
Middlesbrough,0,2002-09-03
Arsenal,3,2002-09-10
Man City,0,2002-09-10
Middlesbrough,3,2002-09-10
Sunderland,0,2002-09-10
Blackburn,0,2002-09-11
Chelsea,3,2002-09-11
Liverpool,1,2002-09-11
Birmingham,1,2002-09-11
Man Utd,0,2002-09-11
Bolton,3,2002-09-11
Newcastle,0,2002-09-11
Leeds,3,2002-09-11
Aston Villa,3,2002-09-11
Charlton,0,2002-09-11
Fulham,3,2002-09-11
Tottenham,0,2002-09-11
Southampton,3,2002-09-11
Everton,0,2002-09-11
West Ham,0,2002-09-11
West Brom,3,2002-09-11
Bolton,0,2002-09-14
Liverpool,3,2002-09-14
Charlton,0,2002-09-14
Arsenal,3,2002-09-14
Chelsea,3,2002-09-14
Newcastle,0,2002-09-14
Everton,3,2002-09-14
Middlesbrough,0,2002-09-14
Sunderland,0,2002-09-14
Fulham,3,2002-09-14
West Brom,3,2002-09-14
Southampton,0,2002-09-14
Leeds,3,2002-09-14
Man Utd,0,2002-09-14
Tottenham,3,2002-09-15
West Ham,0,2002-09-15
Man City,1,2002-09-15
Blackburn,1,2002-09-15
Birmingham,3,2002-09-16
Aston Villa,0,2002-09-16
Arsenal,3,2002-09-21
Bolton,0,2002-09-21
Liverpool,3,2002-09-21
West Brom,0,2002-09-21
Man Utd,3,2002-09-21
Tottenham,0,2002-09-21
Middlesbrough,3,2002-09-21
Birmingham,0,2002-09-21
Southampton,1,2002-09-21
Charlton,1,2002-09-21
West Ham,1,2002-09-21
Man City,1,2002-09-21
Newcastle,3,2002-09-21
Sunderland,0,2002-09-21
Blackburn,3,2002-09-22
Leeds,0,2002-09-22
Aston Villa,3,2002-09-22
Everton,0,2002-09-22
Fulham,1,2002-09-23
Chelsea,1,2002-09-23
Birmingham,0,2002-09-28
Newcastle,3,2002-09-28
Bolton,1,2002-09-28
Southampton,1,2002-09-28
Charlton,0,2002-09-28
Man Utd,3,2002-09-28
Chelsea,0,2002-09-28
West Ham,3,2002-09-28
Everton,3,2002-09-28
Fulham,0,2002-09-28
Man City,0,2002-09-28
Liverpool,3,2002-09-28
Sunderland,3,2002-09-28
Aston Villa,0,2002-09-28
Tottenham,0,2002-09-28
Middlesbrough,3,2002-09-28
Leeds,0,2002-09-28
Arsenal,3,2002-09-28
West Brom,0,2002-09-30
Blackburn,3,2002-09-30
Middlesbrough,3,2002-10-05
Bolton,0,2002-10-05
Newcastle,3,2002-10-05
West Brom,0,2002-10-05
Southampton,3,2002-10-05
Man City,0,2002-10-05
West Ham,0,2002-10-05
Birmingham,3,2002-10-05
Liverpool,3,2002-10-06
Chelsea,0,2002-10-06
Aston Villa,1,2002-10-06
Leeds,1,2002-10-06
Blackburn,0,2002-10-06
Tottenham,3,2002-10-06
Arsenal,3,2002-10-06
Sunderland,0,2002-10-06
Fulham,3,2002-10-06
Charlton,0,2002-10-06
Man Utd,3,2002-10-07
Everton,0,2002-10-07
Blackburn,3,2002-10-19
Newcastle,0,2002-10-19
Everton,3,2002-10-19
Arsenal,0,2002-10-19
Fulham,1,2002-10-19
Man Utd,1,2002-10-19
Man City,0,2002-10-19
Chelsea,3,2002-10-19
Sunderland,0,2002-10-19
West Ham,3,2002-10-19
West Brom,1,2002-10-19
Birmingham,1,2002-10-19
Leeds,0,2002-10-19
Liverpool,3,2002-10-19
