team,points,date
Wimbledon FC,0,1999-10-02
Chelsea,3,1999-10-03
Man Utd,0,1999-10-03
Newcastle,3,1999-10-03
Middlesbrough,0,1999-10-03
Tottenham,0,1999-10-03
Leicester,3,1999-10-03
Watford,0,1999-10-03
Leeds,3,1999-10-03
West Ham,3,1999-10-03
Arsenal,0,1999-10-03
Southampton,1,1999-10-04
Derby,1,1999-10-04
Arsenal,3,1999-10-16
Everton,0,1999-10-16
Coventry,3,1999-10-16
Newcastle,0,1999-10-16
Derby,0,1999-10-16
Tottenham,3,1999-10-16
Leeds,3,1999-10-16
Sheff Wed,0,1999-10-16
Leicester,3,1999-10-16
Southampton,0,1999-10-16
Liverpool,3,1999-10-16
Chelsea,0,1999-10-16
Man Utd,3,1999-10-16
Watford,0,1999-10-16
Wimbledon FC,3,1999-10-16
Bradford City,0,1999-10-16
Middlesbrough,3,1999-10-17
West Ham,0,1999-10-17
Sunderland,3,1999-10-18
Aston Villa,0,1999-10-18
Aston Villa,1,1999-10-23
Wimbledon FC,1,1999-10-23
Bradford City,3,1999-10-23
Leicester,0,1999-10-23
Chelsea,0,1999-10-23
Arsenal,3,1999-10-23
Sheff Wed,1,1999-10-23
Coventry,1,1999-10-23
Southampton,1,1999-10-23
Liverpool,1,1999-10-23
Tottenham,3,1999-10-23
Man Utd,0,1999-10-23
Everton,1,1999-10-24
Leeds,1,1999-10-24
Watford,0,1999-10-24
Middlesbrough,3,1999-10-24
West Ham,1,1999-10-24
Sunderland,1,1999-10-24
Newcastle,3,1999-10-25
Derby,0,1999-10-25
Liverpool,3,1999-10-27
West Ham,0,1999-10-27
Arsenal,1,1999-10-30
Newcastle,1,1999-10-30
Derby,3,1999-10-30
Chelsea,0,1999-10-30
Leeds,3,1999-10-30
West Ham,0,1999-10-30
Leicester,3,1999-10-30
Sheff Wed,0,1999-10-30
Man Utd,3,1999-10-30
Aston Villa,0,1999-10-30
Middlesbrough,3,1999-10-30
Everton,0,1999-10-30
Wimbledon FC,1,1999-10-30
Southampton,1,1999-10-30
Coventry,3,1999-10-31
Watford,0,1999-10-31
Sunderland,3,1999-10-31
Tottenham,0,1999-10-31
Liverpool,3,1999-11-01
Bradford City,0,1999-11-01
Aston Villa,0,1999-11-06
Southampton,3,1999-11-06
Bradford City,1,1999-11-06
Coventry,1,1999-11-06
Liverpool,3,1999-11-06
Derby,0,1999-11-06
Man Utd,3,1999-11-06
Leicester,0,1999-11-06
Middlesbrough,1,1999-11-06
Sunderland,1,1999-11-06
Sheff Wed,1,1999-11-06
Watford,1,1999-11-06
Chelsea,1,1999-11-07
West Ham,1,1999-11-07
Newcastle,1,1999-11-07
Everton,1,1999-11-07
Tottenham,3,1999-11-07
Arsenal,0,1999-11-07
Wimbledon FC,3,1999-11-07
Leeds,0,1999-11-07
Arsenal,3,1999-11-20
Middlesbrough,0,1999-11-20
Derby,0,1999-11-20
Man Utd,3,1999-11-20
Everton,1,1999-11-20
Chelsea,1,1999-11-20
Leeds,3,1999-11-20
Bradford City,0,1999-11-20
Leicester,3,1999-11-20
Wimbledon FC,0,1999-11-20
Southampton,0,1999-11-20
Tottenham,3,1999-11-20
Sunderland,0,1999-11-20
Liverpool,3,1999-11-20
Watford,1,1999-11-20
Newcastle,1,1999-11-20
West Ham,3,1999-11-21
Sheff Wed,0,1999-11-21
Coventry,3,1999-11-22
Aston Villa,0,1999-11-22
Coventry,0,1999-11-27
Leicester,3,1999-11-27
Everton,1,1999-11-27
Aston Villa,1,1999-11-27
Middlesbrough,1,1999-11-27
Wimbledon FC,1,1999-11-27
Watford,0,1999-11-27
Sunderland,3,1999-11-27
West Ham,3,1999-11-27
Liverpool,0,1999-11-27
Arsenal,3,1999-11-28
Derby,0,1999-11-28
Chelsea,3,1999-11-28
Bradford City,0,1999-11-28
Leeds,3,1999-11-28
Southampton,0,1999-11-28
Newcastle,3,1999-11-28
Tottenham,0,1999-11-28
Aston Villa,0,1999-12-04
Newcastle,3,1999-12-04
Bradford City,1,1999-12-04
Middlesbrough,1,1999-12-04
Leicester,0,1999-12-04
Arsenal,3,1999-12-04
Man Utd,3,1999-12-04
Everton,0,1999-12-04
Southampton,1,1999-12-04
Coventry,1,1999-12-04
Sunderland,3,1999-12-04
Chelsea,0,1999-12-04
Wimbledon FC,3,1999-12-04
Watford,0,1999-12-04
Derby,0,1999-12-05
Leeds,3,1999-12-05
Liverpool,3,1999-12-05
Sheff Wed,0,1999-12-05
Tottenham,1,1999-12-06
West Ham,1,1999-12-06
Arsenal,1,1999-12-18
Wimbledon FC,1,1999-12-18
Aston Villa,3,1999-12-18
Sheff Wed,0,1999-12-18
Bradford City,3,1999-12-18
Newcastle,0,1999-12-18
Leicester,0,1999-12-18
Derby,3,1999-12-18
Liverpool,3,1999-12-18
Coventry,0,1999-12-18
Middlesbrough,3,1999-12-18
Tottenham,0,1999-12-18
Sunderland,3,1999-12-18
Southampton,0,1999-12-18
Watford,0,1999-12-18
Everton,3,1999-12-18
West Ham,0,1999-12-18
Man Utd,3,1999-12-18
Chelsea,0,1999-12-19
Leeds,3,1999-12-19
Coventry,3,1999-12-26
Arsenal,0,1999-12-26
Derby,0,1999-12-26
Aston Villa,3,1999-12-26
Everton,3,1999-12-26
Sunderland,0,1999-12-26
Leeds,3,1999-12-26
Leicester,0,1999-12-26
Man Utd,3,1999-12-26
Bradford City,0,1999-12-26
Newcastle,1,1999-12-26
Liverpool,1,1999-12-26
Sheff Wed,3,1999-12-26
Middlesbrough,0,1999-12-26
Southampton,0,1999-12-26
Chelsea,3,1999-12-26
Tottenham,3,1999-12-26
Watford,0,1999-12-26
Wimbledon FC,1,1999-12-26
West Ham,1,1999-12-26
Arsenal,3,1999-12-28
Leeds,0,1999-12-28
Bradford City,1,1999-12-28
Everton,1,1999-12-28
Leicester,0,1999-12-28
Newcastle,3,1999-12-28
Liverpool,3,1999-12-28
Wimbledon FC,0,1999-12-28
Sunderland,1,1999-12-28
Man Utd,1,1999-12-28
Watford,3,1999-12-28
Southampton,0,1999-12-28
West Ham,1,1999-12-28
Derby,1,1999-12-28
Aston Villa,1,1999-12-29
Tottenham,1,1999-12-29
Chelsea,3,1999-12-29
Sheff Wed,0,1999-12-29
Derby,3,2000-01-03
Watford,0,2000-01-03
Everton,1,2000-01-03
Leicester,1,2000-01-03
Leeds,0,2000-01-03
Aston Villa,3,2000-01-03
Newcastle,1,2000-01-03
West Ham,1,2000-01-03
Sheff Wed,1,2000-01-03
Arsenal,1,2000-01-03
Southampton,3,2000-01-03
Bradford City,0,2000-01-03
Tottenham,3,2000-01-03
Liverpool,0,2000-01-03
Wimbledon FC,3,2000-01-03
Sunderland,0,2000-01-03
Coventry,1,2000-01-04
Chelsea,1,2000-01-04
Bradford City,1,2000-01-08
Chelsea,1,2000-01-08
Chelsea,3,2000-01-12
Tottenham,0,2000-01-12
Arsenal,3,2000-01-15
Sunderland,0,2000-01-15
Chelsea,1,2000-01-15
Leicester,1,2000-01-15
Coventry,3,2000-01-15
Wimbledon FC,0,2000-01-15
Everton,1,2000-01-15
Tottenham,1,2000-01-15
Middlesbrough,0,2000-01-15
Derby,3,2000-01-15
Sheff Wed,3,2000-01-15
Bradford City,0,2000-01-15
Watford,0,2000-01-15
Liverpool,3,2000-01-15
West Ham,1,2000-01-15
Aston Villa,1,2000-01-15
Newcastle,3,2000-01-16
Southampton,0,2000-01-16
Aston Villa,1,2000-01-22
Chelsea,1,2000-01-22
Bradford City,3,2000-01-22
Watford,0,2000-01-22
Derby,1,2000-01-22
Coventry,1,2000-01-22
Leicester,0,2000-01-22
West Ham,3,2000-01-22
Liverpool,1,2000-01-22
Middlesbrough,1,2000-01-22
Southampton,3,2000-01-22
Everton,0,2000-01-22
Tottenham,0,2000-01-22
Sheff Wed,3,2000-01-22
Wimbledon FC,3,2000-01-22
Newcastle,0,2000-01-22
Sunderland,0,2000-01-23
Leeds,3,2000-01-23
Man Utd,1,2000-01-24
Arsenal,1,2000-01-24
Man Utd,3,2000-01-29
Middlesbrough,0,2000-01-29
Sheff Wed,0,2000-02-02
Man Utd,3,2000-02-02
Aston Villa,3,2000-02-05
Watford,0,2000-02-05
Bradford City,3,2000-02-05
Arsenal,0,2000-02-05
Derby,1,2000-02-05
Sheff Wed,1,2000-02-05
Leicester,3,2000-02-05
Middlesbrough,0,2000-02-05
Liverpool,3,2000-02-05
Leeds,0,2000-02-05
Man Utd,3,2000-02-05
Coventry,0,2000-02-05
Southampton,3,2000-02-05
West Ham,0,2000-02-05
Sunderland,1,2000-02-05
Newcastle,1,2000-02-05
Tottenham,0,2000-02-05
Chelsea,3,2000-02-05
Wimbledon FC,0,2000-02-06
Everton,3,2000-02-06
Chelsea,3,2000-02-12
Wimbledon FC,0,2000-02-12
Coventry,3,2000-02-12
Sunderland,0,2000-02-12
Everton,3,2000-02-12
Derby,0,2000-02-12
Leeds,3,2000-02-12
Tottenham,0,2000-02-12
Newcastle,3,2000-02-12
Man Utd,0,2000-02-12
Sheff Wed,0,2000-02-12
Southampton,3,2000-02-12
Watford,1,2000-02-12
Leicester,1,2000-02-12
West Ham,3,2000-02-12
Bradford City,0,2000-02-12
Arsenal,0,2000-02-13
Liverpool,3,2000-02-13
Middlesbrough,0,2000-02-14
Aston Villa,3,2000-02-14
Middlesbrough,3,2000-02-19
Coventry,0,2000-02-19
Leeds,0,2000-02-20
Man Utd,3,2000-02-20
Arsenal,3,2000-02-26
Southampton,0,2000-02-26
Bradford City,1,2000-02-26
Aston Villa,1,2000-02-26
Chelsea,3,2000-02-26
Watford,0,2000-02-26
Coventry,0,2000-02-26
Tottenham,3,2000-02-26
Middlesbrough,1,2000-02-26
Leeds,1,2000-02-26
Sheff Wed,0,2000-02-26
Newcastle,3,2000-02-26
Sunderland,1,2000-02-26
Derby,1,2000-02-26
West Ham,0,2000-02-26
Everton,3,2000-02-26
Wimbledon FC,1,2000-02-26
Man Utd,1,2000-02-26
Derby,3,2000-03-04
Wimbledon FC,0,2000-03-04
Everton,1,2000-03-04
Sheff Wed,1,2000-03-04
Man Utd,1,2000-03-04
Liverpool,1,2000-03-04
Newcastle,0,2000-03-04
Chelsea,3,2000-03-04
Southampton,1,2000-03-04
Middlesbrough,1,2000-03-04
Tottenham,1,2000-03-04
Bradford City,1,2000-03-04
Watford,0,2000-03-04
West Ham,3,2000-03-04
Aston Villa,1,2000-03-05
Arsenal,1,2000-03-05
Leeds,3,2000-03-05
Coventry,0,2000-03-05
Leicester,3,2000-03-05
Sunderland,0,2000-03-05
West Ham,3,2000-03-08
Southampton,0,2000-03-08
Aston Villa,3,2000-03-11
Coventry,0,2000-03-11
Chelsea,1,2000-03-11
Everton,1,2000-03-11
Liverpool,1,2000-03-11
Sunderland,1,2000-03-11
Man Utd,3,2000-03-11
Derby,0,2000-03-11
Newcastle,3,2000-03-11
Watford,0,2000-03-11
Sheff Wed,3,2000-03-11
West Ham,0,2000-03-11
Tottenham,3,2000-03-11
Southampton,0,2000-03-11
Wimbledon FC,3,2000-03-11
Leicester,0,2000-03-11
Bradford City,0,2000-03-12
Leeds,3,2000-03-12
Middlesbrough,3,2000-03-12
Arsenal,0,2000-03-12
Coventry,3,2000-03-15
Everton,0,2000-03-15
Liverpool,1,2000-03-15
Aston Villa,1,2000-03-15
Coventry,3,2000-03-18
Bradford City,0,2000-03-18
Derby,0,2000-03-18
Liverpool,3,2000-03-18
Leicester,0,2000-03-18
Man Utd,3,2000-03-18
Southampton,3,2000-03-18
Aston Villa,0,2000-03-18
Sunderland,1,2000-03-18
Middlesbrough,1,2000-03-18
Watford,3,2000-03-18
Sheff Wed,0,2000-03-18
West Ham,1,2000-03-18
Chelsea,1,2000-03-18
Arsenal,3,2000-03-19
Tottenham,0,2000-03-19
Everton,0,2000-03-19
Newcastle,3,2000-03-19
Leeds,3,2000-03-19
Wimbledon FC,0,2000-03-19
Aston Villa,3,2000-03-25
Derby,0,2000-03-25
Bradford City,0,2000-03-25
Man Utd,3,2000-03-25
Chelsea,1,2000-03-25
Southampton,1,2000-03-25
Liverpool,3,2000-03-25
Newcastle,0,2000-03-25
Middlesbrough,3,2000-03-25
Sheff Wed,0,2000-03-25
Sunderland,3,2000-03-25
Everton,0,2000-03-25
Watford,1,2000-03-25
Tottenham,1,2000-03-25
Arsenal,3,2000-03-26
Coventry,0,2000-03-26
Leicester,3,2000-03-26
Leeds,0,2000-03-26
West Ham,3,2000-03-26
Wimbledon FC,0,2000-03-26
Coventry,0,2000-04-01
Liverpool,3,2000-04-01
Everton,3,2000-04-01
Watford,0,2000-04-01
Leeds,0,2000-04-01
Chelsea,3,2000-04-01
Man Utd,3,2000-04-01
West Ham,0,2000-04-01
Newcastle,3,2000-04-01
Bradford City,0,2000-04-01
Southampton,0,2000-04-01
Sunderland,3,2000-04-01
Wimbledon FC,0,2000-04-01
Arsenal,3,2000-04-01
Derby,3,2000-04-02
Leicester,0,2000-04-02
Tottenham,0,2000-04-03
Middlesbrough,3,2000-04-03
Sheff Wed,0,2000-04-05
Aston Villa,3,2000-04-05
Bradford City,0,2000-04-08
Southampton,3,2000-04-08
Leicester,1,2000-04-08
Everton,1,2000-04-08
Sunderland,3,2000-04-08
Wimbledon FC,0,2000-04-08
Watford,1,2000-04-08
Derby,1,2000-04-08
Aston Villa,3,2000-04-09
Leeds,0,2000-04-09
Liverpool,3,2000-04-09
Tottenham,0,2000-04-09
Middlesbrough,0,2000-04-10
Man Utd,3,2000-04-10
Chelsea,3,2000-04-12
Coventry,0,2000-04-12
West Ham,3,2000-04-12
Newcastle,0,2000-04-12
Wimbledon FC,0,2000-04-12
Sheff Wed,3,2000-04-12
Coventry,3,2000-04-15
Middlesbrough,0,2000-04-15
Derby,0,2000-04-15
West Ham,3,2000-04-15
Everton,3,2000-04-15
Bradford City,0,2000-04-15
Man Utd,3,2000-04-15
Sunderland,0,2000-04-15
Newcastle,0,2000-04-15
Leicester,3,2000-04-15
Sheff Wed,3,2000-04-15
Chelsea,0,2000-04-15
Southampton,3,2000-04-15
Watford,0,2000-04-15
Tottenham,0,2000-04-15
Aston Villa,3,2000-04-15
Leeds,0,2000-04-16
Arsenal,3,2000-04-16
Wimbledon FC,0,2000-04-16
Liverpool,3,2000-04-16
Leicester,0,2000-04-19
Tottenham,3,2000-04-19
Bradford City,1,2000-04-21
Derby,1,2000-04-21
Everton,1,2000-04-21
Liverpool,1,2000-04-21
Aston Villa,1,2000-04-22
Leicester,1,2000-04-22
Chelsea,1,2000-04-22
Middlesbrough,1,2000-04-22
Sheff Wed,0,2000-04-22
Sunderland,3,2000-04-22
Southampton,0,2000-04-22
Man Utd,3,2000-04-22
Tottenham,3,2000-04-22
Wimbledon FC,0,2000-04-22
West Ham,3,2000-04-22
Coventry,0,2000-04-22
Newcastle,1,2000-04-23
Leeds,1,2000-04-23
Watford,0,2000-04-23
Arsenal,3,2000-04-23
Derby,3,2000-04-24
Southampton,0,2000-04-24
Man Utd,3,2000-04-24
Chelsea,0,2000-04-24
Sunderland,0,2000-04-24
Bradford City,3,2000-04-24
Aston Villa,1,2000-04-29
Sunderland,1,2000-04-29
Chelsea,3,2000-04-29
Liverpool,0,2000-04-29
Everton,0,2000-04-29
Arsenal,3,2000-04-29
Newcastle,3,2000-04-29
Coventry,0,2000-04-29
Southampton,0,2000-04-29
Leicester,3,2000-04-29
Tottenham,1,2000-04-29
Derby,1,2000-04-29
Watford,0,2000-04-29
Man Utd,3,2000-04-29
West Ham,0,2000-04-29
Middlesbrough,3,2000-04-29
Bradford City,3,2000-04-30
Wimbledon FC,0,2000-04-30
Sheff Wed,0,2000-04-30
Leeds,3,2000-04-30
Arsenal,3,2000-05-02
West Ham,0,2000-05-02
Middlesbrough,1,2000-05-02
Newcastle,1,2000-05-02
Leeds,3,2000-05-03
Watford,0,2000-05-03
Liverpool,0,2000-05-03
Leicester,3,2000-05-03
Arsenal,3,2000-05-06
Chelsea,0,2000-05-06
Coventry,3,2000-05-06
Sheff Wed,0,2000-05-06
Derby,1,2000-05-06
Newcastle,1,2000-05-06
Leicester,3,2000-05-06
Bradford City,0,2000-05-06
Man Utd,3,2000-05-06
Tottenham,0,2000-05-06
Middlesbrough,1,2000-05-06
Watford,1,2000-05-06
Sunderland,3,2000-05-06
West Ham,0,2000-05-06
Wimbledon FC,1,2000-05-06
Aston Villa,1,2000-05-06
Liverpool,1,2000-05-07
Southampton,1,2000-05-07
Leeds,1,2000-05-08
Everton,1,2000-05-08
Arsenal,1,2000-05-09
Sheff Wed,1,2000-05-09
Aston Villa,0,2000-05-14
Man Utd,3,2000-05-14
Bradford City,3,2000-05-14
Liverpool,0,2000-05-14
Chelsea,3,2000-05-14
Derby,0,2000-05-14
Everton,0,2000-05-14
Middlesbrough,3,2000-05-14
Newcastle,3,2000-05-14
Arsenal,0,2000-05-14
Sheff Wed,3,2000-05-14
Leicester,0,2000-05-14
Southampton,3,2000-05-14
Wimbledon FC,0,2000-05-14
Tottenham,3,2000-05-14
Sunderland,0,2000-05-14
Watford,3,2000-05-14
Coventry,0,2000-05-14
West Ham,1,2000-05-14
Leeds,1,2000-05-14
