web-scraper-order,web-scraper-start-url,selector1
"1657196981-531","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-320","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-262","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-156","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Arsenal"
"1657196981-209","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-691","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-408","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Liverpool"
"1657196981-326","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-553","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","05.04. 15:00"
"1657196981-317","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Arsenal"
"1657196981-344","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Chelsea"
"1657196981-798","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","01.03. 15:00"
"1657196981-782","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-154","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","11.05. 15:00"
"1657196981-434","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","19.04. 15:00"
"1657196981-766","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-195","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-445","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-194","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-545","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-659","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Birmingham"
"1657196981-392","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","19.04. 15:00"
"1657196981-139","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-666","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","West Brom"
"1657196981-220","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-486","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-202","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-744","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Leeds"
"1657196981-355","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-703","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-296","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Blackburn"
"1657196981-674","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Liverpool"
"1657196981-464","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Sunderland"
"1657196981-276","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-286","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-684","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-364","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","21.04. 15:00"
"1657196981-279","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-830","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-632","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Blackburn"
"1657196981-601","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-609","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","23.03. 14:00"
"1657196981-338","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Bolton"
"1657196981-783","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-189","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","03.05. 17:30"
"1657196981-185","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-502","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-105","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","11.05. 15:00"
"1657196981-480","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-561","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Southampton"
"1657196981-618","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man City"
"1657196981-680","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man City"
"1657196981-147","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","11.05. 15:00"
"1657196981-419","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-477","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Chelsea"
"1657196981-492","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Fulham"
"1657196981-350","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","21.04. 15:00"
"1657196981-157","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-569","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Chelsea"
"1657196981-349","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-462","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","12.04. 15:00"
"1657196981-711","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-430","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-610","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Liverpool"
"1657196981-448","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","18.04. 15:00"
"1657196981-198","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Sunderland"
"1657196981-413","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","19.04. 15:00"
"1657196981-237","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-752","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-148","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man City"
"1657196981-126","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","11.05. 15:00"
"1657196981-685","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-607","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-384","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-373","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Tottenham"
"1657196981-404","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-629","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-456","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Arsenal"
"1657196981-671","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-566","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-615","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-793","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","West Brom"
"1657196981-309","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","West Brom"
"1657196981-435","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Southampton"
"1657196981-356","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-654","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","3"
"1657196981-695","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Newcastle"
"1657196981-264","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-316","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Bolton"
"1657196981-600","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-295","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Leeds"
"1657196981-743","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man Utd"
"1657196981-735","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","08.03. 15:00"
"1657196981-183","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Arsenal"
"1657196981-440","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-214","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-828","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","West Ham"
"1657196981-745","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-723","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Bolton"
"1657196981-459","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-109","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-465","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-110","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-159","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-770","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","01.03. 15:00"
"1657196981-574","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","05.04. 15:00"
"1657196981-193","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-330","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Birmingham"
"1657196981-727","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-655","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-555","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","West Brom"
"1657196981-416","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-636","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-562","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","West Ham"
"1657196981-795","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-300","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-500","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-756","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","03.03. 20:00"
