web-scraper-order,web-scraper-start-url,selector1
"1657196981-638","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Southampton"
"1657196981-739","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-589","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Bolton"
"1657196981-564","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-736","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Liverpool"
"1657196981-353","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-285","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-324","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Fulham"
"1657196981-670","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-260","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man City"
"1657196981-816","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-824","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-757","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Aston Villa"
"1657196981-751","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Newcastle"
"1657196981-800","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Tottenham"
"1657196981-441","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","19.04. 15:00"
"1657196981-527","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Blackburn"
"1657196981-327","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-345","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Everton"
"1657196981-302","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Sunderland"
"1657196981-489","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-617","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Chelsea"
"1657196981-506","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Everton"
"1657196981-402","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-734","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-271","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-168","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","11.05. 15:00"
"1657196981-748","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-537","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-359","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Sunderland"
"1657196981-550","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","6"
"1657196981-664","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-499","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Middlesbrough"
"1657196981-687","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Blackburn"
"1657196981-307","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-170","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Newcastle"
"1657196981-822","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-523","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-411","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-779","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Sunderland"
"1657196981-482","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-321","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-143","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","3"
"1657196981-323","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Leeds"
"1657196981-235","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-442","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Sunderland"
"1657196981-142","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Aston Villa"
"1657196981-365","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Newcastle"
"1657196981-767","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-357","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","21.04. 15:00"
"1657196981-150","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-474","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-421","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man Utd"
"1657196981-625","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Charlton"
"1657196981-686","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","15.03. 15:00"
"1657196981-186","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","3"
"1657196981-761","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-544","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-790","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-728","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","15.03. 12:30"
"1657196981-369","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-162","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Tottenham"
"1657196981-584","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","4"
"1657196981-238","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","03.05. 15:00"
"1657196981-467","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-281","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Chelsea"
"1657196981-406","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","19.04. 15:00"
"1657196981-518","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","12.04. 12:30"
"1657196981-475","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-447","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-290","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-265","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-149","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Southampton"
"1657196981-152","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-696","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-303","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Newcastle"
"1657196981-415","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Newcastle"
"1657196981-204","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Blackburn"
"1657196981-165","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","4"
"1657196981-153","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-731","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-119","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","11.05. 15:00"
"1657196981-593","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-650","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-240","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Chelsea"
"1657196981-196","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","03.05. 15:00"
"1657196981-619","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","5"
"1657196981-573","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-581","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","05.04. 12:30"
"1657196981-552","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(3)"
"1657196981-106","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Birmingham"
"1657196981-606","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-775","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-817","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-174","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-135","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man Utd"
"1657196981-458","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-814","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Fulham"
"1657196981-642","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-592","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-218","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Liverpool"
"1657196981-478","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Bolton"
"1657196981-742","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","05.03. 20:00"
"1657196981-693","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","15.03. 15:00"
"1657196981-334","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-802","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-821","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Liverpool"
"1657196981-576","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Birmingham"
"1657196981-540","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Aston Villa"
"1657196981-750","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Middlesbrough"
"1657196981-443","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","West Brom"
"1657196981-755","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-121","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Fulham"
"1657196981-805","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","01.03. 12:30"
"1657196981-171","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-145","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-707","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","15.03. 15:00"
"1657196981-665","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","16.03. 16:05"
"1657196981-656","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-694","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Charlton"
"1657196981-291","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-578","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-491","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Liverpool"
"1657196981-132","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-244","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-501","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-541","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Arsenal"
"1657196981-191","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Bolton"
"1657196981-496","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-612","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","3"
"1657196981-493","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-778","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Fulham"
"1657196981-127","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Chelsea"
"1657196981-200","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-777","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","01.03. 15:00"
"1657196981-568","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Sunderland"
"1657196981-760","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-621","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-241","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-129","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-737","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Bolton"
"1657196981-554","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Middlesbrough"
"1657196981-256","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-266","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","26.04. 15:00"
"1657196981-789","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-640","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-120","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Charlton"
"1657196981-631","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Newcastle"
"1657196981-807","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Chelsea"
"1657196981-792","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Southampton"
"1657196981-669","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-772","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man City"
"1657196981-724","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-173","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-738","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-283","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-164","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-386","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Aston Villa"
"1657196981-278","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-304","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-469","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","12.04. 15:00"
"1657196981-426","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-662","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-720","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-768","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-123","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-414","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Fulham"
"1657196981-251","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-460","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-801","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-774","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-620","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-269","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","3"
"1657196981-542","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-130","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-614","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-167","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-340","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-699","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-366","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Aston Villa"
"1657196981-780","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-763","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","02.03. 12:00"
"1657196981-397","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-466","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-108","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-741","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-811","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-333","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-363","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-294","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","26.04. 15:00"
"1657196981-639","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Aston Villa"
"1657196981-280","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","26.04. 15:00"
"1657196981-113","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Bolton"
"1657196981-627","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-652","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man Utd"
"1657196981-602","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","23.03. 16:05"
"1657196981-525","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","07.04. 20:00"
"1657196981-530","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-806","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Newcastle"
"1657196981-818","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-508","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-184","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Leeds"
"1657196981-605","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-520","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man Utd"
"1657196981-233","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Birmingham"
"1657196981-166","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-211","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Fulham"
"1657196981-155","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Sunderland"
"1657196981-325","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-221","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-826","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","23.02. 14:00"
"1657196981-117","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-267","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Birmingham"
"1657196981-311","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-461","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-313","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-473","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-258","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-715","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Leeds"
"1657196981-604","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Everton"
"1657196981-649","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-705","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-476","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","12.04. 15:00"
"1657196981-517","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-769","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-428","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Middlesbrough"
"1657196981-175","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","07.05. 19:45"
"1657196981-626","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-257","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-661","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-381","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-453","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-771","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Blackburn"
"1657196981-672","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","16.03. 15:00"
"1657196981-348","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-729","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Aston Villa"
"1657196981-151","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-634","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-424","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-692","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-270","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-673","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Tottenham"
"1657196981-753","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-585","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-511","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","12.04. 15:00"
"1657196981-611","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Leeds"
"1657196981-425","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(2)"
"1657196981-714","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","15.03. 15:00"
"1657196981-788","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-781","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-526","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Fulham"
"1657196981-234","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-222","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-485","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Tottenham"
"1657196981-472","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-433","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-596","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Bolton"
"1657196981-713","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-648","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-230","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-509","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-217","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","03.05. 15:00"
"1657196981-284","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-831","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-310","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Liverpool"
"1657196981-591","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-301","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","26.04. 15:00"
"1657196981-223","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-427","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","19.04. 15:00"
"1657196981-354","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-382","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","0"
"1657196981-243","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-360","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","3"
"1657196981-377","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-226","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Tottenham"
"1657196981-676","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","3"
"1657196981-521","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-582","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man Utd"
"1657196981-187","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-358","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man City"
"1657196981-178","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","6"
"1657196981-579","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-395","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-420","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","19.04. 15:00"
"1657196981-457","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Man Utd"
"1657196981-515","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-825","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-112","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","11.05. 15:00"
"1657196981-398","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-239","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","West Ham"
"1657196981-706","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(0)"
"1657196981-412","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-719","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-368","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-134","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Everton"
"1657196981-376","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-212","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Everton"
"1657196981-487","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-815","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-452","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-141","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","Leeds"
"1657196981-613","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-388","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-710","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","2"
"1657196981-586","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","(1)"
"1657196981-598","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
"1657196981-794","https://www.flashscore.co.uk/football/england/premier-league-2002-2003/results/","1"
