team,points,date
Crystal Palace,1,1992-03-07
QPR,3,1992-03-07
Man City,0,1992-03-07
Sheff Wed,1,1992-03-07
Coventry,1,1992-03-07
Tottenham,0,1992-03-07
Leeds,3,1992-03-07
Wimbledon FC,3,1992-03-07
Notts Co,0,1992-03-07
Arsenal,3,1992-03-10
Oldham,0,1992-03-10
Notts Co,1,1992-03-10
Aston Villa,1,1992-03-10
Wimbledon FC,1,1992-03-10
Everton,1,1992-03-10
Coventry,0,1992-03-11
Nottm Forest,3,1992-03-11
Liverpool,3,1992-03-11
West Ham,0,1992-03-11
Luton,1,1992-03-11
Tottenham,1,1992-03-11
Norwich,0,1992-03-11
Chelsea,3,1992-03-11
QPR,3,1992-03-11
Leeds,0,1992-03-11
Sheff Wed,0,1992-03-11
Sheff Utd,3,1992-03-11
Southampton,3,1992-03-11
Crystal Palace,0,1992-03-11
Aston Villa,0,1992-03-14
QPR,3,1992-03-14
Chelsea,0,1992-03-14
Coventry,3,1992-03-14
Crystal Palace,3,1992-03-14
Liverpool,0,1992-03-14
Everton,1,1992-03-14
Luton,1,1992-03-14
Leeds,3,1992-03-14
Wimbledon FC,0,1992-03-14
Nottm Forest,3,1992-03-14
Norwich,0,1992-03-14
Oldham,3,1992-03-14
Notts Co,0,1992-03-14
Sheff Utd,0,1992-03-14
Man Utd,3,1992-03-14
Tottenham,0,1992-03-14
Sheff Wed,3,1992-03-14
West Ham,0,1992-03-14
Arsenal,3,1992-03-14
Man City,0,1992-03-15
Southampton,3,1992-03-15
Notts Co,1,1992-03-17
Everton,1,1992-03-17
Nottm Forest,3,1992-03-18
Man Utd,0,1992-03-18
Chelsea,0,1992-03-21
Sheff Utd,3,1992-03-21
Coventry,1,1992-03-21
Oldham,1,1992-03-21
Crystal Palace,1,1992-03-21
Aston Villa,1,1992-03-21
Liverpool,3,1992-03-21
Tottenham,0,1992-03-21
Man Utd,1,1992-03-21
Wimbledon FC,1,1992-03-21
Norwich,3,1992-03-21
Everton,0,1992-03-21
Nottm Forest,3,1992-03-21
Man City,0,1992-03-21
Sheff Wed,3,1992-03-21
Notts Co,0,1992-03-21
Southampton,3,1992-03-21
Luton,0,1992-03-21
West Ham,1,1992-03-21
QPR,1,1992-03-21
Arsenal,1,1992-03-22
Leeds,1,1992-03-22
Aston Villa,3,1992-03-28
Norwich,0,1992-03-28
Leeds,1,1992-03-28
West Ham,1,1992-03-28
Man City,1,1992-03-28
Chelsea,1,1992-03-28
Notts Co,0,1992-03-28
Crystal Palace,3,1992-03-28
Oldham,3,1992-03-28
Sheff Wed,0,1992-03-28
QPR,1,1992-03-28
Man Utd,1,1992-03-28
Sheff Utd,3,1992-03-28
Liverpool,0,1992-03-28
Tottenham,3,1992-03-28
Coventry,0,1992-03-28
Wimbledon FC,0,1992-03-28
Arsenal,3,1992-03-28
Arsenal,1,1992-03-31
Nottm Forest,1,1992-03-31
Aston Villa,1,1992-03-31
Sheff Utd,1,1992-03-31
Liverpool,3,1992-03-31
Notts Co,0,1992-03-31
Norwich,0,1992-03-31
Man Utd,3,1992-03-31
Everton,0,1992-04-01
Southampton,3,1992-04-01
Tottenham,3,1992-04-01
West Ham,0,1992-04-01
Wimbledon FC,3,1992-04-02
Nottm Forest,0,1992-04-02
Chelsea,3,1992-04-04
West Ham,0,1992-04-04
Coventry,0,1992-04-04
Arsenal,3,1992-04-04
Crystal Palace,3,1992-04-04
Everton,0,1992-04-04
Luton,3,1992-04-04
Wimbledon FC,0,1992-04-04
Man City,3,1992-04-04
Leeds,0,1992-04-04
Nottm Forest,0,1992-04-04
Sheff Wed,3,1992-04-04
Sheff Utd,3,1992-04-04
Oldham,0,1992-04-04
Southampton,3,1992-04-04
QPR,0,1992-04-04
Tottenham,0,1992-04-04
Aston Villa,3,1992-04-04
Man Utd,1,1992-04-07
Man City,1,1992-04-07
Notts Co,0,1992-04-07
Tottenham,3,1992-04-07
Coventry,1,1992-04-08
Sheff Wed,1,1992-04-08
Liverpool,0,1992-04-08
Wimbledon FC,3,1992-04-08
Norwich,0,1992-04-08
Arsenal,3,1992-04-08
Southampton,0,1992-04-08
Nottm Forest,3,1992-04-08
Arsenal,3,1992-04-11
Crystal Palace,0,1992-04-11
Aston Villa,3,1992-04-11
Liverpool,0,1992-04-11
Everton,0,1992-04-11
Sheff Utd,3,1992-04-11
Leeds,3,1992-04-11
Chelsea,0,1992-04-11
Notts Co,3,1992-04-11
Coventry,0,1992-04-11
Oldham,3,1992-04-11
Luton,0,1992-04-11
QPR,0,1992-04-11
Tottenham,3,1992-04-11
Sheff Wed,3,1992-04-11
Man City,0,1992-04-11
West Ham,3,1992-04-11
Norwich,0,1992-04-11
Luton,3,1992-04-14
Nottm Forest,0,1992-04-14
Sheff Utd,3,1992-04-14
Tottenham,0,1992-04-14
West Ham,0,1992-04-14
Southampton,3,1992-04-14
Man Utd,3,1992-04-16
Southampton,0,1992-04-16
Chelsea,3,1992-04-18
QPR,0,1992-04-18
Coventry,0,1992-04-18
Everton,3,1992-04-18
Crystal Palace,1,1992-04-18
Oldham,1,1992-04-18
Liverpool,1,1992-04-18
Leeds,1,1992-04-18
Luton,1,1992-04-18
Man Utd,1,1992-04-18
Man City,3,1992-04-18
West Ham,0,1992-04-18
Norwich,0,1992-04-18
Notts Co,3,1992-04-18
Nottm Forest,3,1992-04-18
Aston Villa,0,1992-04-18
Sheff Utd,1,1992-04-18
Arsenal,1,1992-04-18
Southampton,0,1992-04-18
Sheff Wed,3,1992-04-18
Tottenham,3,1992-04-18
Wimbledon FC,0,1992-04-18
Arsenal,3,1992-04-20
Liverpool,0,1992-04-20
Aston Villa,3,1992-04-20
Chelsea,0,1992-04-20
Everton,0,1992-04-20
Man City,3,1992-04-20
Leeds,3,1992-04-20
Coventry,0,1992-04-20
Man Utd,0,1992-04-20
Nottm Forest,3,1992-04-20
Notts Co,0,1992-04-20
Sheff Utd,3,1992-04-20
Oldham,3,1992-04-20
Tottenham,0,1992-04-20
QPR,3,1992-04-20
Luton,0,1992-04-20
Sheff Wed,3,1992-04-20
Norwich,0,1992-04-20
West Ham,0,1992-04-20
Crystal Palace,3,1992-04-20
Wimbledon FC,0,1992-04-20
Southampton,3,1992-04-20
Nottm Forest,1,1992-04-22
Liverpool,1,1992-04-22
West Ham,3,1992-04-22
Man Utd,0,1992-04-22
Chelsea,1,1992-04-25
Arsenal,1,1992-04-25
Coventry,3,1992-04-25
West Ham,0,1992-04-25
Crystal Palace,1,1992-04-25
Sheff Wed,1,1992-04-25
Luton,3,1992-04-25
Aston Villa,0,1992-04-25
Man City,3,1992-04-25
Notts Co,0,1992-04-25
Norwich,1,1992-04-25
Wimbledon FC,1,1992-04-25
Nottm Forest,1,1992-04-25
QPR,1,1992-04-25
Southampton,3,1992-04-25
Oldham,0,1992-04-25
Tottenham,1,1992-04-25
Everton,1,1992-04-25
Liverpool,3,1992-04-26
Man Utd,0,1992-04-26
Sheff Utd,0,1992-04-26
Leeds,3,1992-04-26
Arsenal,3,1992-05-02
Southampton,0,1992-05-02
Aston Villa,3,1992-05-02
Coventry,0,1992-05-02
Everton,3,1992-05-02
Chelsea,0,1992-05-02
Leeds,3,1992-05-02
Norwich,0,1992-05-02
Man Utd,3,1992-05-02
Tottenham,0,1992-05-02
Notts Co,3,1992-05-02
Luton,0,1992-05-02
Oldham,0,1992-05-02
Man City,3,1992-05-02
QPR,3,1992-05-02
Crystal Palace,0,1992-05-02
Sheff Wed,1,1992-05-02
Liverpool,1,1992-05-02
West Ham,3,1992-05-02
Nottm Forest,0,1992-05-02
Wimbledon FC,3,1992-05-02
Sheff Utd,0,1992-05-02
