team,points,date
Arsenal,3,1992-08-26
Oldham,0,1992-08-26
Chelsea,1,1992-08-26
Blackburn,1,1992-08-26
Coventry,0,1992-08-26
QPR,3,1992-08-26
Man City,3,1992-08-26
Norwich,0,1992-08-26
Arsenal,3,1992-08-29
Sheff Wed,0,1992-08-29
Chelsea,3,1992-08-29
QPR,0,1992-08-29
Coventry,0,1992-08-29
Blackburn,3,1992-08-29
Crystal Palace,0,1992-08-29
Norwich,3,1992-08-29
Everton,1,1992-08-29
Wimbledon FC,1,1992-08-29
Leeds,1,1992-08-29
Liverpool,1,1992-08-29
Man City,1,1992-08-29
Oldham,1,1992-08-29
Nottm Forest,0,1992-08-29
Man Utd,3,1992-08-29
Sheff Utd,0,1992-08-29
Aston Villa,3,1992-08-29
Southampton,3,1992-08-29
Middlesbrough,0,1992-08-29
Ipswich,1,1992-08-30
Tottenham,1,1992-08-30
Norwich,3,1992-08-31
Nottm Forest,0,1992-08-31
Liverpool,1,1992-09-01
Southampton,1,1992-09-01
Middlesbrough,1,1992-09-01
Ipswich,1,1992-09-01
Oldham,1,1992-09-01
Leeds,1,1992-09-01
Wimbledon FC,0,1992-09-01
Man City,3,1992-09-01
Aston Villa,0,1992-09-02
Chelsea,3,1992-09-02
Man Utd,3,1992-09-02
Crystal Palace,0,1992-09-02
QPR,1,1992-09-02
Arsenal,1,1992-09-02
Sheff Wed,0,1992-09-02
Coventry,3,1992-09-02
Tottenham,3,1992-09-02
Sheff Utd,0,1992-09-02
Aston Villa,3,1992-09-05
Crystal Palace,0,1992-09-05
Blackburn,3,1992-09-05
Nottm Forest,0,1992-09-05
Liverpool,3,1992-09-05
Chelsea,0,1992-09-05
Middlesbrough,3,1992-09-05
Sheff Utd,0,1992-09-05
Norwich,3,1992-09-05
Southampton,0,1992-09-05
Oldham,0,1992-09-05
Coventry,3,1992-09-05
QPR,1,1992-09-05
Ipswich,1,1992-09-05
Sheff Wed,0,1992-09-05
Man City,3,1992-09-05
Tottenham,3,1992-09-05
Everton,0,1992-09-05
Wimbledon FC,3,1992-09-05
Arsenal,0,1992-09-05
Man Utd,3,1992-09-06
Leeds,0,1992-09-06
Arsenal,0,1992-09-12
Blackburn,3,1992-09-12
Chelsea,0,1992-09-12
Norwich,3,1992-09-12
Crystal Palace,1,1992-09-12
Oldham,1,1992-09-12
Everton,0,1992-09-12
Man Utd,3,1992-09-12
Ipswich,3,1992-09-12
Wimbledon FC,0,1992-09-12
Man City,0,1992-09-12
Middlesbrough,3,1992-09-12
Nottm Forest,0,1992-09-12
Sheff Wed,3,1992-09-12
Sheff Utd,3,1992-09-12
Liverpool,0,1992-09-12
Southampton,0,1992-09-12
QPR,3,1992-09-12
Leeds,1,1992-09-13
Aston Villa,1,1992-09-13
Coventry,3,1992-09-14
Tottenham,0,1992-09-14
Blackburn,0,1992-09-15
Everton,3,1992-09-15
Aston Villa,3,1992-09-19
Liverpool,0,1992-09-19
Everton,0,1992-09-19
Crystal Palace,3,1992-09-19
Norwich,3,1992-09-19
Sheff Wed,0,1992-09-19
Oldham,3,1992-09-19
Ipswich,0,1992-09-19
QPR,1,1992-09-19
Middlesbrough,1,1992-09-19
Sheff Utd,1,1992-09-19
Arsenal,1,1992-09-19
Southampton,1,1992-09-19
Leeds,1,1992-09-19
Tottenham,1,1992-09-19
Man Utd,1,1992-09-19
Wimbledon FC,1,1992-09-19
Blackburn,1,1992-09-19
Man City,0,1992-09-20
Chelsea,3,1992-09-20
Nottm Forest,1,1992-09-21
Coventry,1,1992-09-21
Blackburn,3,1992-09-26
Oldham,0,1992-09-26
Chelsea,1,1992-09-26
Nottm Forest,1,1992-09-26
Coventry,1,1992-09-26
Norwich,1,1992-09-26
Crystal Palace,0,1992-09-26
Southampton,3,1992-09-26
Ipswich,1,1992-09-26
Sheff Utd,1,1992-09-26
Leeds,3,1992-09-26
Everton,0,1992-09-26
Liverpool,0,1992-09-26
Wimbledon FC,3,1992-09-26
Man Utd,1,1992-09-26
QPR,1,1992-09-26
Middlesbrough,0,1992-09-26
Aston Villa,3,1992-09-26
Sheff Wed,3,1992-09-27
Tottenham,0,1992-09-27
Arsenal,3,1992-09-28
Man City,0,1992-09-28
Arsenal,3,1992-10-03
Chelsea,0,1992-10-03
Blackburn,3,1992-10-03
Norwich,0,1992-10-03
Coventry,1,1992-10-03
Crystal Palace,1,1992-10-03
Ipswich,3,1992-10-03
Leeds,0,1992-10-03
Liverpool,3,1992-10-03
Sheff Wed,0,1992-10-03
Man City,1,1992-10-03
Nottm Forest,1,1992-10-03
Middlesbrough,1,1992-10-03
Man Utd,1,1992-10-03
QPR,3,1992-10-03
Tottenham,0,1992-10-03
Sheff Utd,3,1992-10-03
Southampton,0,1992-10-03
Wimbledon FC,0,1992-10-03
Aston Villa,3,1992-10-03
Oldham,3,1992-10-04
Everton,0,1992-10-04
Chelsea,3,1992-10-17
Ipswich,0,1992-10-17
Crystal Palace,1,1992-10-17
Man City,1,1992-10-17
Everton,1,1992-10-17
Coventry,1,1992-10-17
Leeds,3,1992-10-17
Sheff Utd,0,1992-10-17
Norwich,3,1992-10-17
QPR,0,1992-10-17
Nottm Forest,0,1992-10-17
Arsenal,3,1992-10-17
Sheff Wed,3,1992-10-17
Oldham,0,1992-10-17
Southampton,1,1992-10-17
Wimbledon FC,1,1992-10-17
Tottenham,1,1992-10-17
Middlesbrough,1,1992-10-17
Man Utd,1,1992-10-18
Liverpool,1,1992-10-18
Aston Villa,1,1992-10-19
Blackburn,1,1992-10-19
Nottm Forest,3,1992-10-21
Middlesbrough,0,1992-10-21
Arsenal,3,1992-10-24
Everton,0,1992-10-24
Blackburn,1,1992-10-24
Man Utd,1,1992-10-24
Coventry,0,1992-10-24
Chelsea,3,1992-10-24
Ipswich,1,1992-10-24
Crystal Palace,1,1992-10-24
Man City,3,1992-10-24
Southampton,0,1992-10-24
Middlesbrough,1,1992-10-24
Sheff Wed,1,1992-10-24
Oldham,1,1992-10-24
Aston Villa,1,1992-10-24
QPR,3,1992-10-24
Leeds,0,1992-10-24
Sheff Utd,1,1992-10-24
Nottm Forest,1,1992-10-24
Liverpool,3,1992-10-25
Norwich,0,1992-10-25
Wimbledon FC,1,1992-10-25
Tottenham,1,1992-10-25
Chelsea,0,1992-10-31
Sheff Utd,3,1992-10-31
Everton,0,1992-10-31
Man City,3,1992-10-31
Leeds,1,1992-10-31
Coventry,1,1992-10-31
Man Utd,0,1992-10-31
Wimbledon FC,3,1992-10-31
Norwich,1,1992-10-31
Middlesbrough,1,1992-10-31
Nottm Forest,0,1992-10-31
Ipswich,3,1992-10-31
Sheff Wed,1,1992-10-31
Blackburn,1,1992-10-31
Southampton,3,1992-10-31
Oldham,0,1992-10-31
Tottenham,3,1992-10-31
Liverpool,0,1992-10-31
Aston Villa,3,1992-11-01
QPR,0,1992-11-01
Crystal Palace,0,1992-11-02
Arsenal,3,1992-11-02
Arsenal,3,1992-11-07
Coventry,0,1992-11-07
Aston Villa,3,1992-11-07
Man Utd,0,1992-11-07
Blackburn,0,1992-11-07
Tottenham,3,1992-11-07
Chelsea,3,1992-11-07
Crystal Palace,0,1992-11-07
Ipswich,1,1992-11-07
Southampton,1,1992-11-07
Liverpool,3,1992-11-07
Middlesbrough,0,1992-11-07
Man City,3,1992-11-07
Leeds,0,1992-11-07
Nottm Forest,0,1992-11-07
Everton,3,1992-11-07
Wimbledon FC,0,1992-11-07
QPR,3,1992-11-07
Sheff Utd,1,1992-11-08
Sheff Wed,1,1992-11-08
Oldham,0,1992-11-09
Norwich,3,1992-11-09
Coventry,0,1992-11-21
Man City,3,1992-11-21
Crystal Palace,1,1992-11-21
Nottm Forest,1,1992-11-21
Everton,0,1992-11-21
Chelsea,3,1992-11-21
Leeds,3,1992-11-21
Arsenal,0,1992-11-21
Man Utd,3,1992-11-21
Oldham,0,1992-11-21
Middlesbrough,3,1992-11-21
Wimbledon FC,0,1992-11-21
Norwich,3,1992-11-21
Sheff Utd,0,1992-11-21
Sheff Wed,1,1992-11-21
Ipswich,1,1992-11-21
Tottenham,1,1992-11-21
Aston Villa,1,1992-11-21
Southampton,1,1992-11-22
Blackburn,1,1992-11-22
QPR,0,1992-11-23
Liverpool,3,1992-11-23
Arsenal,0,1992-11-28
Man Utd,3,1992-11-28
Aston Villa,0,1992-11-28
Norwich,3,1992-11-28
Blackburn,3,1992-11-28
QPR,0,1992-11-28
Ipswich,3,1992-11-28
Everton,0,1992-11-28
Liverpool,3,1992-11-28
Crystal Palace,0,1992-11-28
Man City,0,1992-11-28
Tottenham,3,1992-11-28
Nottm Forest,0,1992-11-28
Southampton,3,1992-11-28
Oldham,3,1992-11-28
Middlesbrough,0,1992-11-28
Sheff Utd,1,1992-11-28
Coventry,1,1992-11-28
Wimbledon FC,1,1992-11-28
Sheff Wed,1,1992-11-28
Chelsea,3,1992-11-29
Leeds,0,1992-11-29
Coventry,1,1992-12-05
Ipswich,1,1992-12-05
Crystal Palace,3,1992-12-05
Sheff Utd,0,1992-12-05
Leeds,0,1992-12-05
Nottm Forest,3,1992-12-05
Middlesbrough,3,1992-12-05
Blackburn,0,1992-12-05
Norwich,3,1992-12-05
Wimbledon FC,0,1992-12-05
QPR,3,1992-12-05
Oldham,0,1992-12-05
Sheff Wed,0,1992-12-05
Aston Villa,3,1992-12-05
Southampton,3,1992-12-05
Arsenal,0,1992-12-05
Tottenham,0,1992-12-05
Chelsea,3,1992-12-05
Man Utd,3,1992-12-06
Man City,0,1992-12-06
Everton,3,1992-12-07
Liverpool,0,1992-12-07
Middlesbrough,1,1992-12-11
Chelsea,1,1992-12-11
Aston Villa,3,1992-12-12
Nottm Forest,0,1992-12-12
Ipswich,3,1992-12-12
Man City,0,1992-12-12
Leeds,3,1992-12-12
Sheff Wed,0,1992-12-12
Man Utd,3,1992-12-12
Norwich,0,1992-12-12
QPR,0,1992-12-12
Crystal Palace,3,1992-12-12
Sheff Utd,3,1992-12-12
Everton,0,1992-12-12
Southampton,1,1992-12-12
Coventry,1,1992-12-12
Tottenham,3,1992-12-12
Arsenal,0,1992-12-12
Wimbledon FC,3,1992-12-12
Oldham,0,1992-12-12
Liverpool,3,1992-12-13
Blackburn,0,1992-12-13
Arsenal,1,1992-12-19
Middlesbrough,1,1992-12-19
Blackburn,3,1992-12-19
Sheff Utd,0,1992-12-19
Chelsea,1,1992-12-19
Man Utd,1,1992-12-19
Coventry,3,1992-12-19
Liverpool,0,1992-12-19
Everton,3,1992-12-19
Southampton,0,1992-12-19
Man City,1,1992-12-19
Aston Villa,1,1992-12-19
Oldham,3,1992-12-19
Tottenham,0,1992-12-19
Sheff Wed,3,1992-12-19
QPR,0,1992-12-19
Crystal Palace,3,1992-12-20
Leeds,0,1992-12-20
Nottm Forest,1,1992-12-20
Wimbledon FC,1,1992-12-20
Norwich,0,1992-12-21
Ipswich,3,1992-12-21
Arsenal,1,1992-12-26
Ipswich,1,1992-12-26
Blackburn,3,1992-12-26
Leeds,0,1992-12-26
Chelsea,1,1992-12-26
Southampton,1,1992-12-26
Coventry,3,1992-12-26
Aston Villa,0,1992-12-26
Crystal Palace,3,1992-12-26
Wimbledon FC,0,1992-12-26
Everton,1,1992-12-26
Middlesbrough,1,1992-12-26
Man City,3,1992-12-26
Sheff Utd,0,1992-12-26
Norwich,1,1992-12-26
Tottenham,1,1992-12-26
Sheff Wed,1,1992-12-26
Man Utd,1,1992-12-26
Aston Villa,3,1992-12-28
Arsenal,0,1992-12-28
Ipswich,3,1992-12-28
Blackburn,0,1992-12-28
Leeds,1,1992-12-28
Norwich,1,1992-12-28
Liverpool,1,1992-12-28
Man City,1,1992-12-28
Man Utd,3,1992-12-28
Coventry,0,1992-12-28
Middlesbrough,0,1992-12-28
Crystal Palace,3,1992-12-28
QPR,3,1992-12-28
Everton,0,1992-12-28
Southampton,0,1992-12-28
Sheff Wed,3,1992-12-28
Tottenham,3,1992-12-28
Nottm Forest,0,1992-12-28
Wimbledon FC,1,1992-12-28
Chelsea,1,1992-12-28
Arsenal,1,1993-01-09
Sheff Utd,1,1993-01-09
Blackburn,1,1993-01-09
Wimbledon FC,1,1993-01-09
Chelsea,0,1993-01-09
Man City,3,1993-01-09
Coventry,0,1993-01-09
Nottm Forest,3,1993-01-09
Crystal Palace,0,1993-01-09
Everton,3,1993-01-09
Ipswich,0,1993-01-09
Oldham,3,1993-01-09
Leeds,3,1993-01-09
Southampton,0,1993-01-09
Liverpool,0,1993-01-09
Aston Villa,3,1993-01-09
Man Utd,3,1993-01-09
Tottenham,0,1993-01-09
Middlesbrough,0,1993-01-09
QPR,3,1993-01-09
Sheff Wed,3,1993-01-10
Norwich,0,1993-01-10
Everton,3,1993-01-16
Leeds,0,1993-01-16
Man City,0,1993-01-16
Arsenal,3,1993-01-16
Norwich,1,1993-01-16
Coventry,1,1993-01-16
Nottm Forest,3,1993-01-16
Chelsea,0,1993-01-16
Oldham,0,1993-01-16
Blackburn,3,1993-01-16
Sheff Utd,3,1993-01-16
Ipswich,0,1993-01-16
Southampton,3,1993-01-16
Crystal Palace,0,1993-01-16
Tottenham,0,1993-01-16
Sheff Wed,3,1993-01-16
Wimbledon FC,3,1993-01-16
Liverpool,0,1993-01-16
Aston Villa,3,1993-01-17
Middlesbrough,0,1993-01-17
QPR,0,1993-01-18
Man Utd,3,1993-01-18
Coventry,3,1993-01-23
Oldham,0,1993-01-23
Blackburn,0,1993-01-26
Coventry,3,1993-01-26
Middlesbrough,3,1993-01-26
Southampton,0,1993-01-26
Oldham,0,1993-01-26
Man City,3,1993-01-26
Wimbledon FC,0,1993-01-26
Everton,3,1993-01-26
Aston Villa,3,1993-01-27
Sheff Utd,0,1993-01-27
Man Utd,3,1993-01-27
Nottm Forest,0,1993-01-27
Norwich,3,1993-01-27
Crystal Palace,0,1993-01-27
QPR,1,1993-01-27
Chelsea,1,1993-01-27
Tottenham,0,1993-01-27
Ipswich,3,1993-01-27
Arsenal,0,1993-01-30
Liverpool,3,1993-01-30
Chelsea,0,1993-01-30
Sheff Wed,3,1993-01-30
Coventry,0,1993-01-30
Wimbledon FC,3,1993-01-30
Crystal Palace,0,1993-01-30
Tottenham,3,1993-01-30
Everton,0,1993-01-30
Norwich,3,1993-01-30
Ipswich,3,1993-01-30
Man Utd,0,1993-01-30
Leeds,3,1993-01-30
Middlesbrough,0,1993-01-30
Man City,3,1993-01-30
Blackburn,0,1993-01-30
Nottm Forest,3,1993-01-30
Oldham,0,1993-01-30
Sheff Utd,0,1993-01-30
QPR,3,1993-01-30
Southampton,3,1993-01-30
Aston Villa,0,1993-01-30
Blackburn,0,1993-02-02
Crystal Palace,3,1993-02-02
Aston Villa,3,1993-02-06
Ipswich,0,1993-02-06
Liverpool,1,1993-02-06
Nottm Forest,1,1993-02-06
Man Utd,3,1993-02-06
Sheff Utd,0,1993-02-06
Middlesbrough,0,1993-02-06
Coventry,3,1993-02-06
Oldham,3,1993-02-06
Chelsea,0,1993-02-06
QPR,1,1993-02-06
Man City,1,1993-02-06
Sheff Wed,3,1993-02-06
Everton,0,1993-02-06
Wimbledon FC,3,1993-02-06
Leeds,0,1993-02-06
Tottenham,3,1993-02-07
Southampton,0,1993-02-07
Leeds,1,1993-02-08
Man Utd,1,1993-02-08
Ipswich,1,1993-02-09
QPR,1,1993-02-09
Sheff Utd,3,1993-02-09
Middlesbrough,0,1993-02-09
Arsenal,0,1993-02-10
Wimbledon FC,3,1993-02-10
Chelsea,1,1993-02-10
Liverpool,1,1993-02-10
Crystal Palace,3,1993-02-10
Aston Villa,0,1993-02-10
Everton,0,1993-02-10
Tottenham,3,1993-02-10
Southampton,3,1993-02-10
Norwich,0,1993-02-10
Chelsea,0,1993-02-13
Aston Villa,3,1993-02-13
Leeds,3,1993-02-13
Oldham,0,1993-02-13
Southampton,3,1993-02-13
Liverpool,0,1993-02-13
Aston Villa,3,1993-02-20
Everton,0,1993-02-20
Liverpool,1,1993-02-20
Ipswich,1,1993-02-20
Man Utd,3,1993-02-20
Southampton,0,1993-02-20
Middlesbrough,0,1993-02-20
Nottm Forest,3,1993-02-20
Norwich,3,1993-02-20
Man City,0,1993-02-20
Oldham,0,1993-02-20
Arsenal,3,1993-02-20
QPR,3,1993-02-20
Coventry,0,1993-02-20
Sheff Wed,3,1993-02-20
Crystal Palace,0,1993-02-20
Tottenham,3,1993-02-20
Leeds,0,1993-02-20
Wimbledon FC,3,1993-02-20
Sheff Utd,0,1993-02-20
Blackburn,3,1993-02-21
Chelsea,0,1993-02-21
Sheff Utd,3,1993-02-22
Oldham,0,1993-02-22
Man City,0,1993-02-23
Sheff Wed,3,1993-02-23
Arsenal,1,1993-02-24
Leeds,1,1993-02-24
Nottm Forest,3,1993-02-24
QPR,0,1993-02-24
Aston Villa,3,1993-02-27
Wimbledon FC,0,1993-02-27
Crystal Palace,1,1993-02-27
Coventry,1,1993-02-27
Everton,1,1993-02-27
Oldham,1,1993-02-27
Leeds,3,1993-02-27
Ipswich,0,1993-02-27
Man Utd,3,1993-02-27
Middlesbrough,0,1993-02-27
Nottm Forest,0,1993-02-27
Man City,3,1993-02-27
Sheff Wed,1,1993-02-27
Liverpool,1,1993-02-27
Southampton,3,1993-02-27
Sheff Utd,0,1993-02-27
Tottenham,3,1993-02-27
QPR,0,1993-02-27
Norwich,1,1993-02-28
Blackburn,1,1993-02-28
Chelsea,3,1993-03-01
Arsenal,0,1993-03-01
Ipswich,0,1993-03-02
Middlesbrough,3,1993-03-02
Sheff Utd,3,1993-03-02
Tottenham,0,1993-03-02
Coventry,3,1993-03-03
Sheff Wed,0,1993-03-03
Everton,3,1993-03-03
Blackburn,0,1993-03-03
Norwich,1,1993-03-03
Arsenal,1,1993-03-03
Nottm Forest,1,1993-03-03
Crystal Palace,1,1993-03-03
Liverpool,0,1993-03-06
Man Utd,3,1993-03-06
QPR,3,1993-03-06
Norwich,0,1993-03-06
Wimbledon FC,0,1993-03-06
Southampton,3,1993-03-06
Coventry,0,1993-03-07
Everton,3,1993-03-07
Blackburn,1,1993-03-09
Southampton,1,1993-03-09
Oldham,3,1993-03-09
Man Utd,0,1993-03-09
Wimbledon FC,3,1993-03-09
Middlesbrough,0,1993-03-09
Aston Villa,1,1993-03-10
Tottenham,1,1993-03-10
Chelsea,3,1993-03-10
Everton,0,1993-03-10
Ipswich,0,1993-03-10
Sheff Wed,3,1993-03-10
Liverpool,3,1993-03-10
QPR,0,1993-03-10
Man City,3,1993-03-10
Coventry,0,1993-03-10
Sheff Utd,0,1993-03-10
Norwich,3,1993-03-10
Coventry,0,1993-03-13
Arsenal,3,1993-03-13
Everton,3,1993-03-13
Nottm Forest,0,1993-03-13
Leeds,3,1993-03-13
Man City,0,1993-03-13
Middlesbrough,0,1993-03-13
Liverpool,3,1993-03-13
Norwich,3,1993-03-13
Oldham,0,1993-03-13
QPR,0,1993-03-13
Wimbledon FC,3,1993-03-13
Southampton,3,1993-03-13
Ipswich,0,1993-03-13
Man Utd,1,1993-03-14
Aston Villa,1,1993-03-14
Crystal Palace,1,1993-03-15
Chelsea,1,1993-03-15
Nottm Forest,0,1993-03-17
Norwich,3,1993-03-17
Arsenal,3,1993-03-20
Southampton,0,1993-03-20
Aston Villa,3,1993-03-20
Sheff Wed,0,1993-03-20
Blackburn,1,1993-03-20
Middlesbrough,1,1993-03-20
Chelsea,1,1993-03-20
Tottenham,1,1993-03-20
Ipswich,1,1993-03-20
Coventry,1,1993-03-20
Liverpool,3,1993-03-20
Everton,0,1993-03-20
Man City,1,1993-03-20
Man Utd,1,1993-03-20
Oldham,1,1993-03-20
QPR,1,1993-03-20
Sheff Utd,0,1993-03-20
Crystal Palace,3,1993-03-20
Wimbledon FC,3,1993-03-20
Norwich,0,1993-03-20
Nottm Forest,1,1993-03-21
Leeds,1,1993-03-21
Middlesbrough,0,1993-03-22
Oldham,3,1993-03-22
Crystal Palace,1,1993-03-23
Liverpool,1,1993-03-23
Coventry,0,1993-03-24
Sheff Utd,3,1993-03-24
Everton,3,1993-03-24
Ipswich,0,1993-03-24
Leeds,1,1993-03-24
Chelsea,1,1993-03-24
Man Utd,1,1993-03-24
Arsenal,1,1993-03-24
Norwich,3,1993-03-24
Aston Villa,0,1993-03-24
QPR,0,1993-03-24
Blackburn,3,1993-03-24
Sheff Wed,1,1993-03-24
Wimbledon FC,1,1993-03-24
Southampton,0,1993-03-24
Nottm Forest,3,1993-03-24
Tottenham,3,1993-03-24
Man City,0,1993-03-24
Blackburn,3,1993-04-03
Liverpool,0,1993-04-03
Chelsea,3,1993-04-03
Middlesbrough,0,1993-04-03
Coventry,3,1993-04-03
Southampton,0,1993-04-03
Crystal Palace,1,1993-04-03
QPR,1,1993-04-03
Man City,3,1993-04-03
Ipswich,0,1993-04-03
Oldham,3,1993-04-03
Wimbledon FC,0,1993-04-03
Nottm Forest,0,1993-04-04
Aston Villa,3,1993-04-04
Norwich,0,1993-04-05
Man Utd,3,1993-04-05
Ipswich,1,1993-04-06
Chelsea,1,1993-04-06
Middlesbrough,3,1993-04-06
Arsenal,0,1993-04-06
Sheff Utd,3,1993-04-06
Leeds,0,1993-04-06
Nottm Forest,0,1993-04-07
Blackburn,3,1993-04-07
Oldham,1,1993-04-07
Sheff Wed,1,1993-04-07
Sheff Utd,1,1993-04-09
Man City,1,1993-04-09
Tottenham,3,1993-04-09
Norwich,0,1993-04-09
Wimbledon FC,3,1993-04-09
Crystal Palace,0,1993-04-09
Aston Villa,1,1993-04-10
Coventry,1,1993-04-10
Ipswich,0,1993-04-10
Arsenal,3,1993-04-10
Leeds,3,1993-04-10
Blackburn,0,1993-04-10
Liverpool,3,1993-04-10
Oldham,0,1993-04-10
Man Utd,3,1993-04-10
Sheff Wed,0,1993-04-10
Middlesbrough,0,1993-04-10
Everton,3,1993-04-10
QPR,3,1993-04-10
Nottm Forest,0,1993-04-10
Southampton,3,1993-04-10
Chelsea,0,1993-04-10
Arsenal,0,1993-04-12
Aston Villa,3,1993-04-12
Blackburn,3,1993-04-12
Ipswich,0,1993-04-12
Chelsea,3,1993-04-12
Wimbledon FC,0,1993-04-12
Coventry,0,1993-04-12
Man Utd,3,1993-04-12
Crystal Palace,3,1993-04-12
Middlesbrough,0,1993-04-12
Everton,0,1993-04-12
QPR,3,1993-04-12
Man City,1,1993-04-12
Liverpool,1,1993-04-12
Nottm Forest,3,1993-04-12
Tottenham,0,1993-04-12
Sheff Wed,3,1993-04-12
Southampton,0,1993-04-12
Oldham,1,1993-04-13
Sheff Utd,1,1993-04-13
Norwich,3,1993-04-14
Leeds,0,1993-04-14
Leeds,1,1993-04-17
Crystal Palace,1,1993-04-17
Liverpool,3,1993-04-17
Coventry,0,1993-04-17
Man Utd,3,1993-04-17
Chelsea,0,1993-04-17
Sheff Utd,0,1993-04-17
Blackburn,3,1993-04-17
Southampton,1,1993-04-17
Everton,1,1993-04-17
Tottenham,3,1993-04-17
Oldham,0,1993-04-17
Wimbledon FC,3,1993-04-17
Nottm Forest,0,1993-04-17
Aston Villa,3,1993-04-18
Man City,0,1993-04-18
Ipswich,3,1993-04-19
Norwich,0,1993-04-19
Middlesbrough,3,1993-04-20
Tottenham,0,1993-04-20
Arsenal,1,1993-04-21
Nottm Forest,1,1993-04-21
Blackburn,3,1993-04-21
Aston Villa,0,1993-04-21
Crystal Palace,0,1993-04-21
Man Utd,3,1993-04-21
Liverpool,3,1993-04-21
Leeds,0,1993-04-21
Man City,1,1993-04-21
Wimbledon FC,1,1993-04-21
Sheff Wed,1,1993-04-21
Sheff Utd,1,1993-04-21
Chelsea,3,1993-05-01
Coventry,0,1993-05-01
Crystal Palace,3,1993-05-01
Ipswich,0,1993-05-01
Everton,1,1993-05-01
Arsenal,1,1993-05-01
Leeds,1,1993-05-01
QPR,1,1993-05-01
Norwich,3,1993-05-01
Liverpool,0,1993-05-01
Nottm Forest,0,1993-05-01
Sheff Utd,3,1993-05-01
Sheff Wed,0,1993-05-01
Middlesbrough,3,1993-05-01
Southampton,0,1993-05-01
Man City,3,1993-05-01
Tottenham,1,1993-05-01
Wimbledon FC,1,1993-05-01
Aston Villa,0,1993-05-02
Oldham,3,1993-05-02
Man Utd,3,1993-05-03
Blackburn,0,1993-05-03
Arsenal,1,1993-05-04
QPR,1,1993-05-04
Everton,0,1993-05-04
Sheff Utd,3,1993-05-04
Sheff Wed,1,1993-05-04
Leeds,1,1993-05-04
Man City,1,1993-05-05
Crystal Palace,1,1993-05-05
Oldham,3,1993-05-05
Liverpool,0,1993-05-05
Tottenham,0,1993-05-05
Blackburn,3,1993-05-05
Sheff Wed,3,1993-05-06
Arsenal,0,1993-05-06
Arsenal,3,1993-05-08
Crystal Palace,0,1993-05-08
Blackburn,3,1993-05-08
Sheff Wed,0,1993-05-08
Coventry,1,1993-05-08
Leeds,1,1993-05-08
Ipswich,3,1993-05-08
Nottm Forest,0,1993-05-08
Liverpool,3,1993-05-08
Tottenham,0,1993-05-08
Man City,0,1993-05-08
Everton,3,1993-05-08
Middlesbrough,1,1993-05-08
Norwich,1,1993-05-08
Oldham,3,1993-05-08
Southampton,0,1993-05-08
Sheff Utd,3,1993-05-08
Chelsea,0,1993-05-08
QPR,3,1993-05-09
Aston Villa,0,1993-05-09
Wimbledon FC,0,1993-05-09
Man Utd,3,1993-05-09
Arsenal,0,1993-05-11
Tottenham,3,1993-05-11
QPR,3,1993-05-11
Sheff Wed,0,1993-05-11
