team,points,date
West Ham,1,1998-09-19
Southampton,1,1998-09-19
Tottenham,1,1998-09-19
Wimbledon FC,3,1998-09-19
Sheff Wed,0,1998-09-19
Arsenal,3,1998-09-20
Man Utd,0,1998-09-20
Blackburn,0,1998-09-21
Chelsea,3,1998-09-21
Man Utd,3,1998-09-24
Liverpool,0,1998-09-24
Aston Villa,3,1998-09-26
Derby,0,1998-09-26
Charlton,1,1998-09-26
Coventry,1,1998-09-26
Chelsea,3,1998-09-26
Middlesbrough,0,1998-09-26
Everton,1,1998-09-26
Blackburn,1,1998-09-26
Newcastle,3,1998-09-26
Nottm Forest,0,1998-09-26
Sheff Wed,3,1998-09-26
Arsenal,0,1998-09-26
Tottenham,1,1998-09-26
Leeds,1,1998-09-26
Leicester,1,1998-09-27
Wimbledon FC,1,1998-09-27
West Ham,3,1998-09-28
Southampton,0,1998-09-28
Blackburn,3,1998-10-03
West Ham,0,1998-10-03
Coventry,0,1998-10-03
Aston Villa,3,1998-10-03
Derby,0,1998-10-03
Tottenham,3,1998-10-03
Leeds,0,1998-10-03
Leicester,3,1998-10-03
Middlesbrough,3,1998-10-03
Sheff Wed,0,1998-10-03
Nottm Forest,0,1998-10-03
Charlton,3,1998-10-03
Southampton,0,1998-10-03
Man Utd,3,1998-10-03
Wimbledon FC,0,1998-10-03
Everton,3,1998-10-03
Arsenal,3,1998-10-04
Newcastle,0,1998-10-04
Liverpool,1,1998-10-04
Chelsea,1,1998-10-04
Arsenal,1,1998-10-17
Southampton,1,1998-10-17
Chelsea,3,1998-10-17
Charlton,0,1998-10-17
Everton,1,1998-10-17
Liverpool,1,1998-10-17
Man Utd,3,1998-10-17
Wimbledon FC,0,1998-10-17
Middlesbrough,3,1998-10-17
Blackburn,0,1998-10-17
Newcastle,3,1998-10-17
Derby,0,1998-10-17
Nottm Forest,1,1998-10-17
Leeds,1,1998-10-17
West Ham,1,1998-10-17
Aston Villa,1,1998-10-17
Coventry,3,1998-10-18
Sheff Wed,0,1998-10-18
Leicester,3,1998-10-19
Tottenham,0,1998-10-19
Aston Villa,1,1998-10-24
Leicester,1,1998-10-24
Charlton,3,1998-10-24
West Ham,0,1998-10-24
Derby,1,1998-10-24
Man Utd,1,1998-10-24
Liverpool,3,1998-10-24
Nottm Forest,0,1998-10-24
Sheff Wed,1,1998-10-24
Everton,1,1998-10-24
Southampton,3,1998-10-24
Coventry,0,1998-10-24
Tottenham,3,1998-10-24
Newcastle,0,1998-10-24
Wimbledon FC,1,1998-10-24
Middlesbrough,1,1998-10-24
Blackburn,0,1998-10-25
Arsenal,3,1998-10-25
Leeds,1,1998-10-25
Chelsea,1,1998-10-25
Coventry,0,1998-10-31
Arsenal,3,1998-10-31
Derby,1,1998-10-31
Leeds,1,1998-10-31
Everton,0,1998-10-31
Man Utd,3,1998-10-31
Leicester,3,1998-10-31
Liverpool,0,1998-10-31
Newcastle,0,1998-10-31
West Ham,3,1998-10-31
Sheff Wed,1,1998-10-31
Southampton,1,1998-10-31
Wimbledon FC,1,1998-10-31
Blackburn,1,1998-10-31
Middlesbrough,1,1998-11-01
Nottm Forest,1,1998-11-01
Tottenham,1,1998-11-02
Charlton,1,1998-11-02
Aston Villa,3,1998-11-07
Tottenham,0,1998-11-07
Blackburn,0,1998-11-07
Coventry,3,1998-11-07
Charlton,1,1998-11-07
Leicester,1,1998-11-07
Liverpool,0,1998-11-07
Derby,3,1998-11-07
Nottm Forest,0,1998-11-07
Wimbledon FC,3,1998-11-07
Southampton,1,1998-11-07
Middlesbrough,1,1998-11-07
Arsenal,3,1998-11-08
Everton,0,1998-11-08
Leeds,3,1998-11-08
Sheff Wed,0,1998-11-08
Man Utd,1,1998-11-08
Newcastle,1,1998-11-08
West Ham,1,1998-11-08
Chelsea,1,1998-11-08
Arsenal,1,1998-11-14
Tottenham,1,1998-11-14
Charlton,1,1998-11-14
Middlesbrough,1,1998-11-14
Chelsea,3,1998-11-14
Wimbledon FC,0,1998-11-14
Liverpool,0,1998-11-14
Leeds,3,1998-11-14
Man Utd,3,1998-11-14
Blackburn,0,1998-11-14
Newcastle,1,1998-11-14
Sheff Wed,1,1998-11-14
Southampton,0,1998-11-14
Aston Villa,3,1998-11-14
West Ham,3,1998-11-14
Leicester,0,1998-11-14
Coventry,3,1998-11-15
Everton,0,1998-11-15
Nottm Forest,1,1998-11-16
Derby,1,1998-11-16
Aston Villa,0,1998-11-21
Liverpool,3,1998-11-21
Blackburn,0,1998-11-21
Southampton,3,1998-11-21
Leeds,3,1998-11-21
Charlton,0,1998-11-21
Leicester,0,1998-11-21
Chelsea,3,1998-11-21
Middlesbrough,3,1998-11-21
Coventry,0,1998-11-21
Sheff Wed,3,1998-11-21
Man Utd,0,1998-11-21
Tottenham,3,1998-11-21
Nottm Forest,0,1998-11-21
Wimbledon FC,3,1998-11-21
Arsenal,0,1998-11-21
Derby,0,1998-11-22
West Ham,3,1998-11-22
Everton,3,1998-11-23
Newcastle,0,1998-11-23
Charlton,0,1998-11-28
Everton,3,1998-11-28
Chelsea,1,1998-11-28
Sheff Wed,1,1998-11-28
Coventry,1,1998-11-28
Leicester,1,1998-11-28
Newcastle,3,1998-11-28
Wimbledon FC,0,1998-11-28
Nottm Forest,1,1998-11-28
Aston Villa,1,1998-11-28
Southampton,0,1998-11-28
Derby,3,1998-11-28
West Ham,3,1998-11-28
Tottenham,0,1998-11-28
Arsenal,1,1998-11-29
Middlesbrough,1,1998-11-29
Liverpool,3,1998-11-29
Blackburn,0,1998-11-29
Man Utd,3,1998-11-29
Leeds,0,1998-11-29
Aston Villa,1,1998-12-05
Man Utd,1,1998-12-05
Blackburn,3,1998-12-05
Charlton,0,1998-12-05
Derby,1,1998-12-05
Arsenal,1,1998-12-05
Everton,1,1998-12-05
Chelsea,1,1998-12-05
Leeds,3,1998-12-05
West Ham,0,1998-12-05
Leicester,3,1998-12-05
Southampton,0,1998-12-05
Tottenham,3,1998-12-05
Liverpool,0,1998-12-05
Wimbledon FC,3,1998-12-05
Coventry,0,1998-12-05
Middlesbrough,1,1998-12-06
Newcastle,1,1998-12-06
Sheff Wed,3,1998-12-07
Nottm Forest,0,1998-12-07
Chelsea,3,1998-12-09
Aston Villa,0,1998-12-09
Blackburn,1,1998-12-12
Newcastle,1,1998-12-12
Derby,1,1998-12-12
Chelsea,1,1998-12-12
Everton,3,1998-12-12
Southampton,0,1998-12-12
Leicester,3,1998-12-12
Nottm Forest,0,1998-12-12
Middlesbrough,3,1998-12-12
West Ham,0,1998-12-12
Sheff Wed,3,1998-12-12
Charlton,0,1998-12-12
Tottenham,1,1998-12-12
Man Utd,1,1998-12-12
Aston Villa,3,1998-12-13
Arsenal,0,1998-12-13
Wimbledon FC,3,1998-12-13
Liverpool,0,1998-12-13
Leeds,3,1998-12-14
Coventry,0,1998-12-14
Man Utd,1,1998-12-16
Chelsea,1,1998-12-16
Chelsea,3,1998-12-19
Tottenham,0,1998-12-19
Coventry,1,1998-12-19
Derby,1,1998-12-19
Liverpool,3,1998-12-19
Sheff Wed,0,1998-12-19
Man Utd,0,1998-12-19
Middlesbrough,3,1998-12-19
Newcastle,3,1998-12-19
Leicester,0,1998-12-19
Nottm Forest,1,1998-12-19
Blackburn,1,1998-12-19
Southampton,3,1998-12-19
Wimbledon FC,0,1998-12-19
West Ham,3,1998-12-19
Everton,0,1998-12-19
Arsenal,3,1998-12-20
Leeds,0,1998-12-20
Charlton,0,1998-12-21
Aston Villa,3,1998-12-21
Arsenal,3,1998-12-26
West Ham,0,1998-12-26
Blackburn,3,1998-12-26
Aston Villa,0,1998-12-26
Coventry,1,1998-12-26
Tottenham,1,1998-12-26
Everton,1,1998-12-26
Derby,1,1998-12-26
Man Utd,3,1998-12-26
Nottm Forest,0,1998-12-26
Middlesbrough,0,1998-12-26
Liverpool,3,1998-12-26
Newcastle,0,1998-12-26
Leeds,3,1998-12-26
Sheff Wed,0,1998-12-26
Leicester,3,1998-12-26
Southampton,0,1998-12-26
Chelsea,3,1998-12-26
Wimbledon FC,3,1998-12-26
Charlton,0,1998-12-26
Aston Villa,3,1998-12-28
Sheff Wed,0,1998-12-28
Charlton,0,1998-12-28
Arsenal,3,1998-12-28
Derby,3,1998-12-28
Middlesbrough,0,1998-12-28
Leicester,1,1998-12-28
Blackburn,1,1998-12-28
Liverpool,3,1998-12-28
Newcastle,0,1998-12-28
Nottm Forest,1,1998-12-28
Southampton,1,1998-12-28
Tottenham,3,1998-12-28
Everton,0,1998-12-28
West Ham,3,1998-12-28
Coventry,0,1998-12-28
Chelsea,1,1998-12-29
Man Utd,1,1998-12-29
Leeds,1,1998-12-29
Wimbledon FC,1,1998-12-29
Arsenal,1,1999-01-09
Liverpool,1,1999-01-09
Blackburn,3,1999-01-09
Leeds,0,1999-01-09
Coventry,3,1999-01-09
Nottm Forest,0,1999-01-09
Everton,1,1999-01-09
Leicester,1,1999-01-09
Middlesbrough,1,1999-01-09
Aston Villa,1,1999-01-09
Newcastle,0,1999-01-09
Chelsea,3,1999-01-09
Sheff Wed,1,1999-01-09
Tottenham,1,1999-01-09
Southampton,3,1999-01-09
Charlton,0,1999-01-09
Wimbledon FC,3,1999-01-09
Derby,0,1999-01-09
Man Utd,3,1999-01-10
West Ham,0,1999-01-10
Chelsea,3,1999-01-16
Coventry,0,1999-01-16
Derby,3,1999-01-16
Blackburn,0,1999-01-16
Leeds,3,1999-01-16
Middlesbrough,0,1999-01-16
Leicester,0,1999-01-16
Man Utd,3,1999-01-16
Liverpool,3,1999-01-16
Southampton,0,1999-01-16
Nottm Forest,0,1999-01-16
Arsenal,3,1999-01-16
Tottenham,1,1999-01-16
Wimbledon FC,1,1999-01-16
West Ham,0,1999-01-16
Sheff Wed,3,1999-01-16
Charlton,1,1999-01-17
Newcastle,1,1999-01-17
Aston Villa,3,1999-01-18
Everton,0,1999-01-18
Blackburn,1,1999-01-30
Tottenham,1,1999-01-30
Coventry,3,1999-01-30
Liverpool,0,1999-01-30
Everton,0,1999-01-30
Nottm Forest,3,1999-01-30
Middlesbrough,1,1999-01-30
Leicester,1,1999-01-30
Newcastle,3,1999-01-30
Aston Villa,0,1999-01-30
Sheff Wed,0,1999-01-30
Derby,3,1999-01-30
Southampton,3,1999-01-30
Leeds,0,1999-01-30
Wimbledon FC,1,1999-01-30
West Ham,1,1999-01-30
Arsenal,3,1999-01-31
Chelsea,0,1999-01-31
Charlton,0,1999-01-31
Man Utd,3,1999-01-31
Man Utd,3,1999-02-03
Derby,0,1999-02-03
Aston Villa,0,1999-02-06
Blackburn,3,1999-02-06
Chelsea,3,1999-02-06
Southampton,0,1999-02-06
Leeds,0,1999-02-06
Newcastle,3,1999-02-06
Leicester,0,1999-02-06
Sheff Wed,3,1999-02-06
Liverpool,3,1999-02-06
Middlesbrough,0,1999-02-06
Nottm Forest,0,1999-02-06
Man Utd,3,1999-02-06
Tottenham,1,1999-02-06
Coventry,1,1999-02-06
West Ham,0,1999-02-06
Arsenal,3,1999-02-06
Derby,3,1999-02-07
Everton,0,1999-02-07
Charlton,3,1999-02-08
Wimbledon FC,0,1999-02-08
Charlton,3,1999-02-13
Liverpool,0,1999-02-13
West Ham,3,1999-02-13
Nottm Forest,0,1999-02-13
Aston Villa,0,1999-02-17
Leeds,3,1999-02-17
Chelsea,1,1999-02-17
Blackburn,1,1999-02-17
Everton,3,1999-02-17
Middlesbrough,0,1999-02-17
Man Utd,1,1999-02-17
Arsenal,1,1999-02-17
Newcastle,3,1999-02-17
Coventry,0,1999-02-17
Arsenal,3,1999-02-20
Leicester,0,1999-02-20
Blackburn,0,1999-02-20
Sheff Wed,3,1999-02-20
Coventry,0,1999-02-20
Man Utd,3,1999-02-20
Derby,0,1999-02-20
Charlton,3,1999-02-20
Leeds,3,1999-02-20
Everton,0,1999-02-20
Liverpool,1,1999-02-20
West Ham,1,1999-02-20
Middlesbrough,1,1999-02-20
Tottenham,1,1999-02-20
Nottm Forest,0,1999-02-20
Chelsea,3,1999-02-20
Southampton,3,1999-02-20
Newcastle,0,1999-02-20
Wimbledon FC,1,1999-02-21
Aston Villa,1,1999-02-21
Aston Villa,0,1999-02-27
Coventry,3,1999-02-27
Charlton,1,1999-02-27
Nottm Forest,1,1999-02-27
Chelsea,3,1999-02-27
Liverpool,0,1999-02-27
Everton,1,1999-02-27
Wimbledon FC,1,1999-02-27
Man Utd,3,1999-02-27
Southampton,0,1999-02-27
Sheff Wed,3,1999-02-27
Middlesbrough,0,1999-02-27
Tottenham,1,1999-02-27
Derby,1,1999-02-27
West Ham,3,1999-02-27
Blackburn,0,1999-02-27
Newcastle,1,1999-02-28
Arsenal,1,1999-02-28
Leicester,0,1999-03-01
Leeds,3,1999-03-01
Tottenham,3,1999-03-02
Southampton,0,1999-03-02
Sheff Wed,0,1999-03-03
Wimbledon FC,3,1999-03-03
Coventry,3,1999-03-06
Charlton,0,1999-03-06
Southampton,3,1999-03-06
West Ham,0,1999-03-06
Wimbledon FC,0,1999-03-06
Leicester,3,1999-03-06
Arsenal,3,1999-03-09
Sheff Wed,0,1999-03-09
Blackburn,0,1999-03-10
Everton,3,1999-03-10
Derby,3,1999-03-10
Aston Villa,0,1999-03-10
Leeds,3,1999-03-10
Tottenham,0,1999-03-10
Nottm Forest,0,1999-03-10
Newcastle,3,1999-03-10
Chelsea,0,1999-03-13
West Ham,3,1999-03-13
Coventry,1,1999-03-13
Blackburn,1,1999-03-13
Derby,3,1999-03-13
Liverpool,0,1999-03-13
Everton,0,1999-03-13
Arsenal,3,1999-03-13
Leicester,1,1999-03-13
Charlton,1,1999-03-13
Newcastle,0,1999-03-13
Man Utd,3,1999-03-13
Sheff Wed,0,1999-03-13
Leeds,3,1999-03-13
Tottenham,3,1999-03-13
Aston Villa,0,1999-03-13
Wimbledon FC,0,1999-03-13
Nottm Forest,3,1999-03-13
Middlesbrough,3,1999-03-14
Southampton,0,1999-03-14
Arsenal,3,1999-03-20
Coventry,0,1999-03-20
Blackburn,3,1999-03-20
Wimbledon FC,0,1999-03-20
Leeds,3,1999-03-20
Derby,0,1999-03-20
Nottm Forest,0,1999-03-20
Middlesbrough,3,1999-03-20
Southampton,3,1999-03-20
Sheff Wed,0,1999-03-20
West Ham,3,1999-03-20
Newcastle,0,1999-03-20
Aston Villa,0,1999-03-21
Chelsea,3,1999-03-21
Man Utd,3,1999-03-21
Everton,0,1999-03-21
Aston Villa,1,1999-04-02
West Ham,1,1999-04-02
Blackburn,1,1999-04-03
Middlesbrough,1,1999-04-03
Charlton,0,1999-04-03
Chelsea,3,1999-04-03
Derby,0,1999-04-03
Newcastle,3,1999-04-03
Leeds,3,1999-04-03
Nottm Forest,0,1999-04-03
Liverpool,3,1999-04-03
Everton,0,1999-04-03
Sheff Wed,0,1999-04-03
Coventry,3,1999-04-03
Southampton,1,1999-04-03
Arsenal,1,1999-04-03
Tottenham,0,1999-04-03
Leicester,3,1999-04-03
Wimbledon FC,1,1999-04-03
Man Utd,1,1999-04-03
Coventry,3,1999-04-05
Southampton,0,1999-04-05
Everton,0,1999-04-05
Sheff Wed,3,1999-04-05
Middlesbrough,3,1999-04-05
Wimbledon FC,0,1999-04-05
Newcastle,1,1999-04-05
Tottenham,1,1999-04-05
Nottm Forest,1,1999-04-05
Liverpool,1,1999-04-05
West Ham,0,1999-04-05
Charlton,3,1999-04-05
Arsenal,3,1999-04-06
Blackburn,0,1999-04-06
Leicester,1,1999-04-06
Aston Villa,1,1999-04-06
Aston Villa,3,1999-04-10
Southampton,0,1999-04-10
Derby,3,1999-04-10
Nottm Forest,0,1999-04-10
Leicester,1,1999-04-10
West Ham,1,1999-04-10
Middlesbrough,3,1999-04-10
Charlton,0,1999-04-10
Everton,3,1999-04-11
Coventry,0,1999-04-11
Wimbledon FC,0,1999-04-11
Chelsea,3,1999-04-11
Leeds,1,1999-04-12
Liverpool,1,1999-04-12
Middlesbrough,1,1999-04-14
Chelsea,1,1999-04-14
Charlton,1,1999-04-17
Leeds,1,1999-04-17
Coventry,0,1999-04-17
Middlesbrough,3,1999-04-17
Liverpool,0,1999-04-17
Aston Villa,3,1999-04-17
Man Utd,3,1999-04-17
Sheff Wed,0,1999-04-17
Newcastle,0,1999-04-17
Everton,3,1999-04-17
Nottm Forest,0,1999-04-17
Tottenham,3,1999-04-17
Southampton,1,1999-04-17
Blackburn,1,1999-04-17
West Ham,3,1999-04-17
Derby,0,1999-04-17
Chelsea,1,1999-04-18
Leicester,1,1999-04-18
Arsenal,3,1999-04-19
Wimbledon FC,0,1999-04-19
Charlton,0,1999-04-20
Tottenham,3,1999-04-20
Liverpool,0,1999-04-21
Leicester,3,1999-04-21
Sheff Wed,1,1999-04-21
Newcastle,1,1999-04-21
Aston Villa,3,1999-04-24
Nottm Forest,0,1999-04-24
Blackburn,0,1999-04-24
Liverpool,3,1999-04-24
Derby,1,1999-04-24
Southampton,1,1999-04-24
Everton,3,1999-04-24
Charlton,0,1999-04-24
Leicester,3,1999-04-24
Coventry,0,1999-04-24
Middlesbrough,0,1999-04-24
Arsenal,3,1999-04-24
Tottenham,0,1999-04-24
West Ham,3,1999-04-24
Wimbledon FC,1,1999-04-24
Newcastle,1,1999-04-24
Leeds,1,1999-04-25
Man Utd,1,1999-04-25
Sheff Wed,1,1999-04-25
Chelsea,1,1999-04-25
Charlton,1,1999-05-01
Blackburn,1,1999-05-01
Chelsea,3,1999-05-01
Everton,0,1999-05-01
Coventry,3,1999-05-01
Wimbledon FC,0,1999-05-01
Liverpool,3,1999-05-01
Tottenham,0,1999-05-01
Man Utd,3,1999-05-01
Aston Villa,0,1999-05-01
Newcastle,1,1999-05-01
Middlesbrough,1,1999-05-01
Nottm Forest,3,1999-05-01
Sheff Wed,0,1999-05-01
Southampton,3,1999-05-01
Leicester,0,1999-05-01
West Ham,0,1999-05-01
Leeds,3,1999-05-01
Arsenal,3,1999-05-02
Derby,0,1999-05-02
Chelsea,3,1999-05-05
Leeds,0,1999-05-05
Leicester,0,1999-05-05
Derby,3,1999-05-05
Liverpool,1,1999-05-05
Man Utd,1,1999-05-05
Tottenham,0,1999-05-05
Arsenal,3,1999-05-05
Aston Villa,0,1999-05-08
Charlton,3,1999-05-08
Blackburn,0,1999-05-08
Nottm Forest,3,1999-05-08
Derby,1,1999-05-08
Coventry,1,1999-05-08
Everton,3,1999-05-08
West Ham,0,1999-05-08
Leicester,3,1999-05-08
Newcastle,0,1999-05-08
Sheff Wed,3,1999-05-08
Liverpool,0,1999-05-08
Wimbledon FC,0,1999-05-08
Southampton,3,1999-05-08
Middlesbrough,0,1999-05-09
Man Utd,3,1999-05-09
Tottenham,1,1999-05-10
Chelsea,1,1999-05-10
Leeds,3,1999-05-11
Arsenal,0,1999-05-11
Blackburn,1,1999-05-12
Man Utd,1,1999-05-12
Arsenal,3,1999-05-16
Aston Villa,0,1999-05-16
Charlton,0,1999-05-16
Sheff Wed,3,1999-05-16
Chelsea,3,1999-05-16
Derby,0,1999-05-16
Coventry,1,1999-05-16
Leeds,1,1999-05-16
Liverpool,3,1999-05-16
Wimbledon FC,0,1999-05-16
Man Utd,3,1999-05-16
Tottenham,0,1999-05-16
Newcastle,1,1999-05-16
Blackburn,1,1999-05-16
Nottm Forest,3,1999-05-16
Leicester,0,1999-05-16
Southampton,3,1999-05-16
Everton,0,1999-05-16
West Ham,3,1999-05-16
Middlesbrough,0,1999-05-16
