team,points,date
Reading,0,2013-03-09
Aston Villa,3,2013-03-09
West Brom,3,2013-03-09
Swansea,0,2013-03-09
Liverpool,3,2013-03-10
Tottenham,0,2013-03-10
Newcastle,3,2013-03-10
Stoke,0,2013-03-10
Man Utd,3,2013-03-16
Reading,0,2013-03-16
Aston Villa,3,2013-03-16
QPR,0,2013-03-16
Southampton,3,2013-03-16
Liverpool,0,2013-03-16
Stoke,1,2013-03-16
West Brom,1,2013-03-16
Swansea,0,2013-03-16
Arsenal,3,2013-03-16
Everton,3,2013-03-16
Man City,0,2013-03-16
Chelsea,3,2013-03-17
West Ham,0,2013-03-17
Wigan,3,2013-03-17
Newcastle,0,2013-03-17
Tottenham,0,2013-03-17
Fulham,3,2013-03-17
Sunderland,1,2013-03-17
Norwich,1,2013-03-17
Everton,3,2013-03-30
Stoke,0,2013-03-30
Arsenal,3,2013-03-30
Reading,0,2013-03-30
Man City,3,2013-03-30
Newcastle,0,2013-03-30
Southampton,3,2013-03-30
Chelsea,0,2013-03-30
Swansea,0,2013-03-30
Tottenham,3,2013-03-30
West Ham,3,2013-03-30
West Brom,0,2013-03-30
Wigan,3,2013-03-30
Norwich,0,2013-03-30
Sunderland,0,2013-03-30
Man Utd,3,2013-03-30
Aston Villa,0,2013-03-31
Liverpool,3,2013-03-31
Fulham,3,2013-04-01
QPR,0,2013-04-01
Norwich,1,2013-04-06
Swansea,1,2013-04-06
Stoke,0,2013-04-06
Aston Villa,3,2013-04-06
West Brom,0,2013-04-06
Arsenal,3,2013-04-06
Reading,0,2013-04-06
Southampton,3,2013-04-06
QPR,1,2013-04-07
Wigan,1,2013-04-07
Chelsea,3,2013-04-07
Sunderland,0,2013-04-07
Newcastle,3,2013-04-07
Fulham,0,2013-04-07
Tottenham,1,2013-04-07
Everton,1,2013-04-07
Liverpool,1,2013-04-07
West Ham,1,2013-04-07
Man Utd,0,2013-04-08
Man City,3,2013-04-08
Arsenal,3,2013-04-13
Norwich,0,2013-04-13
Aston Villa,1,2013-04-13
Fulham,1,2013-04-13
Everton,3,2013-04-13
QPR,0,2013-04-13
Reading,1,2013-04-13
Liverpool,1,2013-04-13
Southampton,1,2013-04-13
West Ham,1,2013-04-13
Stoke,0,2013-04-14
Man Utd,3,2013-04-14
Newcastle,0,2013-04-14
Sunderland,3,2013-04-14
Arsenal,1,2013-04-16
Everton,1,2013-04-16
Fulham,0,2013-04-17
Chelsea,3,2013-04-17
Man City,3,2013-04-17
Wigan,0,2013-04-17
West Ham,1,2013-04-17
Man Utd,1,2013-04-17
Fulham,0,2013-04-20
Arsenal,3,2013-04-20
Norwich,3,2013-04-20
Reading,0,2013-04-20
QPR,0,2013-04-20
Stoke,3,2013-04-20
Sunderland,3,2013-04-20
Everton,0,2013-04-20
Swansea,1,2013-04-20
Southampton,1,2013-04-20
West Brom,1,2013-04-20
Newcastle,1,2013-04-20
West Ham,3,2013-04-20
Wigan,0,2013-04-20
Liverpool,1,2013-04-21
Chelsea,1,2013-04-21
Tottenham,3,2013-04-21
Man City,0,2013-04-21
Man Utd,3,2013-04-22
Aston Villa,0,2013-04-22
Newcastle,0,2013-04-27
Liverpool,3,2013-04-27
Everton,3,2013-04-27
Fulham,0,2013-04-27
Southampton,0,2013-04-27
West Brom,3,2013-04-27
Stoke,3,2013-04-27
Norwich,0,2013-04-27
Wigan,1,2013-04-27
Tottenham,1,2013-04-27
Man City,3,2013-04-27
West Ham,0,2013-04-27
Arsenal,1,2013-04-28
Man Utd,1,2013-04-28
Chelsea,3,2013-04-28
Swansea,0,2013-04-28
Reading,1,2013-04-28
QPR,1,2013-04-28
Aston Villa,3,2013-04-29
Sunderland,0,2013-04-29
QPR,0,2013-05-04
Arsenal,3,2013-05-04
Fulham,0,2013-05-04
Reading,3,2013-05-04
Norwich,0,2013-05-04
Aston Villa,3,2013-05-04
Swansea,1,2013-05-04
Man City,1,2013-05-04
Tottenham,3,2013-05-04
Southampton,0,2013-05-04
West Brom,0,2013-05-04
Wigan,3,2013-05-04
West Ham,1,2013-05-04
Newcastle,1,2013-05-04
Man Utd,0,2013-05-05
Chelsea,3,2013-05-05
Liverpool,1,2013-05-05
Everton,1,2013-05-05
Sunderland,1,2013-05-06
Stoke,1,2013-05-06
Man City,3,2013-05-07
West Brom,0,2013-05-07
Wigan,0,2013-05-07
Swansea,3,2013-05-07
Chelsea,1,2013-05-08
Tottenham,1,2013-05-08
Aston Villa,0,2013-05-11
Chelsea,3,2013-05-11
Man Utd,3,2013-05-12
Swansea,0,2013-05-12
Everton,3,2013-05-12
West Ham,0,2013-05-12
Fulham,0,2013-05-12
Liverpool,3,2013-05-12
Norwich,3,2013-05-12
West Brom,0,2013-05-12
QPR,0,2013-05-12
Newcastle,3,2013-05-12
Sunderland,1,2013-05-12
Southampton,1,2013-05-12
Stoke,0,2013-05-12
Tottenham,3,2013-05-12
Reading,0,2013-05-14
Man City,3,2013-05-14
Arsenal,3,2013-05-14
Wigan,0,2013-05-14
Chelsea,3,2013-05-19
Everton,0,2013-05-19
Liverpool,3,2013-05-19
QPR,0,2013-05-19
Man City,0,2013-05-19
Norwich,3,2013-05-19
Newcastle,0,2013-05-19
Arsenal,3,2013-05-19
Southampton,1,2013-05-19
Stoke,1,2013-05-19
Swansea,0,2013-05-19
Fulham,3,2013-05-19
Tottenham,3,2013-05-19
Sunderland,0,2013-05-19
West Brom,1,2013-05-19
Man Utd,1,2013-05-19
West Ham,3,2013-05-19
Reading,0,2013-05-19
Wigan,1,2013-05-19
Aston Villa,1,2013-05-19
