team,points,date
Monchengladbach,3,2011-01-20
Bayern,0,2011-01-20
Kaiserslautern,1,2011-01-21
Bremen,1,2011-01-21
Freiburg,3,2011-01-21
Augsburg,0,2011-01-21
Hoffenheim,1,2011-01-21
Hannover,1,2011-01-21
Nurnberg,3,2011-01-21
Hertha,0,2011-01-21
Schalke,3,2011-01-21
Stuttgart,0,2011-01-21
Wolfsburg,3,2011-01-21
FC Koln,0,2011-01-21
Leverkusen,3,2011-01-22
Mainz,0,2011-01-22
Hamburger SV,0,2011-01-22
Dortmund,3,2011-01-22
Hannover,3,2011-01-27
Nurnberg,0,2011-01-27
FC Koln,0,2011-01-28
Schalke,3,2011-01-28
Augsburg,1,2011-01-28
Kaiserslautern,1,2011-01-28
Bayern,3,2011-01-28
Wolfsburg,0,2011-01-28
Bremen,1,2011-01-28
Leverkusen,1,2011-01-28
Dortmund,3,2011-01-28
Hoffenheim,0,2011-01-28
Hertha,0,2011-01-28
Hamburger SV,3,2011-01-28
Stuttgart,0,2011-01-29
Monchengladbach,3,2011-01-29
Mainz,3,2011-01-29
Freiburg,0,2011-01-29
Nurnberg,0,2011-02-03
Dortmund,3,2011-02-03
Hamburger SV,1,2011-02-04
Bayern,1,2011-02-04
Hertha,0,2011-02-04
Hannover,3,2011-02-04
Hoffenheim,1,2011-02-04
Augsburg,1,2011-02-04
Leverkusen,1,2011-02-04
Stuttgart,1,2011-02-04
Schalke,1,2011-02-04
Mainz,1,2011-02-04
Wolfsburg,1,2011-02-04
Monchengladbach,1,2011-02-04
Kaiserslautern,0,2011-02-05
FC Koln,3,2011-02-05
Freiburg,1,2011-02-05
Bremen,1,2011-02-05
Wolfsburg,3,2011-02-10
Freiburg,0,2011-02-10
Monchengladbach,3,2011-02-11
Schalke,0,2011-02-11
Bayern,3,2011-02-11
Kaiserslautern,0,2011-02-11
Bremen,1,2011-02-11
Hoffenheim,1,2011-02-11
Dortmund,3,2011-02-11
Leverkusen,0,2011-02-11
Mainz,1,2011-02-11
Hannover,1,2011-02-11
