team,points,date
Rostock,0,2007-02-01
Bayern,3,2007-02-01
Bielefeld,0,2007-02-02
Wolfsburg,3,2007-02-02
Cottbus,0,2007-02-02
Leverkusen,3,2007-02-02
Duisburg,1,2007-02-02
Dortmund,1,2007-02-02
Hamburger SV,1,2007-02-02
Hannover,1,2007-02-02
Hertha,0,2007-02-02
Frankfurt,3,2007-02-02
Karlsruher,3,2007-02-02
Nurnberg,0,2007-02-02
Bremen,0,2007-02-03
Bochum,3,2007-02-03
Schalke,3,2007-02-03
Stuttgart,0,2007-02-03
Frankfurt,3,2007-02-08
Bielefeld,0,2007-02-08
Bochum,1,2007-02-09
Cottbus,1,2007-02-09
Hannover,1,2007-02-09
Karlsruher,1,2007-02-09
Leverkusen,1,2007-02-09
Hamburger SV,1,2007-02-09
Nurnberg,1,2007-02-09
Rostock,1,2007-02-09
Stuttgart,0,2007-02-09
Hertha,3,2007-02-09
Wolfsburg,3,2007-02-09
Duisburg,0,2007-02-09
Bayern,1,2007-02-10
Bremen,1,2007-02-10
Dortmund,0,2007-02-10
Schalke,3,2007-02-10
Schalke,0,2007-02-15
Wolfsburg,3,2007-02-15
Bremen,3,2007-02-16
Nurnberg,0,2007-02-16
Cottbus,0,2007-02-16
Dortmund,3,2007-02-16
Duisburg,0,2007-02-16
Stuttgart,3,2007-02-16
Hertha,3,2007-02-16
Bielefeld,0,2007-02-16
Karlsruher,1,2007-02-16
Leverkusen,1,2007-02-16
Rostock,3,2007-02-16
Frankfurt,0,2007-02-16
Hamburger SV,3,2007-02-17
Bochum,0,2007-02-17
Hannover,0,2007-02-17
Bayern,3,2007-02-17
Bochum,3,2007-02-22
Hannover,0,2007-02-22
Bielefeld,0,2007-02-23
Duisburg,3,2007-02-23
Dortmund,3,2007-02-23
Rostock,0,2007-02-23
Frankfurt,3,2007-02-23
Bremen,0,2007-02-23
Leverkusen,3,2007-02-23
Schalke,0,2007-02-23
Stuttgart,3,2007-02-23
Karlsruher,0,2007-02-23
Wolfsburg,1,2007-02-23
Hertha,1,2007-02-23
Bayern,1,2007-02-24
Hamburger SV,1,2007-02-24
Nurnberg,1,2007-02-24
Cottbus,1,2007-02-24
Hertha,3,2007-02-29
Duisburg,0,2007-02-29
Bremen,3,2007-03-01
Dortmund,0,2007-03-01
Hannover,3,2007-03-01
Nurnberg,0,2007-03-01
Karlsruher,3,2007-03-01
Wolfsburg,0,2007-03-01
Rostock,1,2007-03-01
Bielefeld,1,2007-03-01
Schalke,0,2007-03-01
Bayern,3,2007-03-01
Bochum,3,2007-03-02
Leverkusen,0,2007-03-02
Hamburger SV,3,2007-03-02
Frankfurt,0,2007-03-02
Dortmund,1,2007-03-07
Hertha,1,2007-03-07
Bayern,3,2007-03-08
Karlsruher,0,2007-03-08
Bielefeld,0,2007-03-08
Schalke,3,2007-03-08
Duisburg,1,2007-03-08
Rostock,1,2007-03-08
Frankfurt,1,2007-03-08
Bochum,1,2007-03-08
Stuttgart,3,2007-03-08
Bremen,0,2007-03-08
Wolfsburg,3,2007-03-08
Cottbus,0,2007-03-08
Leverkusen,3,2007-03-09
Hannover,0,2007-03-09
Nurnberg,1,2007-03-09
Hamburger SV,1,2007-03-09
Cottbus,0,2007-03-11
Stuttgart,3,2007-03-11
Schalke,3,2007-03-14
Duisburg,0,2007-03-14
Bochum,1,2007-03-15
Stuttgart,1,2007-03-15
Cottbus,3,2007-03-15
Bayern,0,2007-03-15
Hamburger SV,3,2007-03-15
Dortmund,0,2007-03-15
Hannover,1,2007-03-15
Bielefeld,1,2007-03-15
Karlsruher,0,2007-03-15
Frankfurt,3,2007-03-15
Rostock,1,2007-03-15
Hertha,1,2007-03-15
Bremen,0,2007-03-16
Wolfsburg,3,2007-03-16
Leverkusen,3,2007-03-16
Nurnberg,0,2007-03-16
Frankfurt,3,2007-03-20
Cottbus,0,2007-03-20
Bayern,3,2007-03-22
Leverkusen,0,2007-03-22
Dortmund,1,2007-03-22
Karlsruher,1,2007-03-22
Duisburg,1,2007-03-22
Hannover,1,2007-03-22
Nurnberg,1,2007-03-22
Bochum,1,2007-03-22
Stuttgart,3,2007-03-22
Rostock,0,2007-03-22
Wolfsburg,1,2007-03-22
Hamburger SV,1,2007-03-22
Bielefeld,1,2007-03-23
Bremen,1,2007-03-23
Hertha,0,2007-03-23
Schalke,3,2007-03-23
Rostock,0,2007-03-28
Wolfsburg,3,2007-03-28
Bochum,1,2007-03-29
Dortmund,1,2007-03-29
Bremen,0,2007-03-29
Duisburg,3,2007-03-29
Hamburger SV,1,2007-03-29
Bielefeld,1,2007-03-29
Karlsruher,1,2007-03-29
Schalke,1,2007-03-29
Leverkusen,0,2007-03-29
Frankfurt,3,2007-03-29
Nurnberg,1,2007-03-29
Bayern,1,2007-03-29
Cottbus,3,2007-03-30
Hertha,0,2007-03-30
Hannover,1,2007-03-30
Stuttgart,1,2007-03-30
Duisburg,0,2007-04-04
Cottbus,3,2007-04-04
Bielefeld,3,2007-04-05
Karlsruher,0,2007-04-05
Frankfurt,0,2007-04-05
Nurnberg,3,2007-04-05
Hertha,0,2007-04-05
Bremen,3,2007-04-05
Schalke,3,2007-04-05
Rostock,0,2007-04-05
Stuttgart,3,2007-04-05
Hamburger SV,0,2007-04-05
Wolfsburg,3,2007-04-05
Hannover,0,2007-04-05
Bayern,3,2007-04-06
Bochum,0,2007-04-06
Dortmund,3,2007-04-06
Leverkusen,0,2007-04-06
Bochum,1,2007-04-12
Hertha,1,2007-04-12
Bremen,3,2007-04-12
Schalke,0,2007-04-12
Cottbus,3,2007-04-12
Bielefeld,0,2007-04-12
Hamburger SV,0,2007-04-12
Duisburg,3,2007-04-12
Hannover,3,2007-04-12
Frankfurt,0,2007-04-12
Karlsruher,0,2007-04-12
Rostock,3,2007-04-12
Bayern,3,2007-04-13
Dortmund,0,2007-04-13
Leverkusen,3,2007-04-13
Stuttgart,0,2007-04-13
Hertha,1,2007-04-15
Hamburger SV,1,2007-04-15
Rostock,0,2007-04-15
Bremen,3,2007-04-15
Schalke,3,2007-04-15
Cottbus,0,2007-04-15
Wolfsburg,0,2007-04-15
Bochum,3,2007-04-15
Bielefeld,3,2007-04-16
Leverkusen,0,2007-04-16
Dortmund,0,2007-04-16
Hannover,3,2007-04-16
Duisburg,0,2007-04-16
Karlsruher,3,2007-04-16
Frankfurt,0,2007-04-16
Bayern,3,2007-04-16
Stuttgart,3,2007-04-16
Nurnberg,0,2007-04-16
Nurnberg,3,2007-04-20
Wolfsburg,0,2007-04-20
Frankfurt,1,2007-04-25
Dortmund,1,2007-04-25
Bochum,1,2007-04-26
Duisburg,1,2007-04-26
Cottbus,3,2007-04-26
Rostock,0,2007-04-26
Hamburger SV,0,2007-04-26
Schalke,3,2007-04-26
Hannover,1,2007-04-26
Hertha,1,2007-04-26
Karlsruher,1,2007-04-26
Bremen,1,2007-04-26
Nurnberg,1,2007-04-26
Bielefeld,1,2007-04-26
Bayern,3,2007-04-27
Stuttgart,0,2007-04-27
Leverkusen,1,2007-04-27
Wolfsburg,1,2007-04-27
Dortmund,1,2007-05-02
Nurnberg,1,2007-05-02
Bielefeld,3,2007-05-03
Bochum,0,2007-05-03
Bremen,3,2007-05-03
Cottbus,0,2007-05-03
Hertha,3,2007-05-03
Karlsruher,0,2007-05-03
Rostock,0,2007-05-03
Hamburger SV,3,2007-05-03
Schalke,1,2007-05-03
Hannover,1,2007-05-03
Stuttgart,3,2007-05-03
Frankfurt,0,2007-05-03
Duisburg,3,2007-05-04
Leverkusen,0,2007-05-04
Wolfsburg,1,2007-05-04
Bayern,1,2007-05-04
Bochum,0,2007-05-06
Schalke,3,2007-05-06
Dortmund,3,2007-05-06
Stuttgart,0,2007-05-06
Hannover,3,2007-05-06
Rostock,0,2007-05-06
Karlsruher,1,2007-05-06
Cottbus,1,2007-05-06
Bayern,3,2007-05-07
Bielefeld,0,2007-05-07
Frankfurt,0,2007-05-07
Wolfsburg,3,2007-05-07
Hamburger SV,0,2007-05-07
Bremen,3,2007-05-07
Leverkusen,0,2007-05-07
Hertha,3,2007-05-07
Nurnberg,3,2007-05-07
Duisburg,0,2007-05-07
Bielefeld,1,2007-05-10
Dortmund,1,2007-05-10
Bremen,3,2007-05-10
Hannover,0,2007-05-10
Cottbus,3,2007-05-10
Hamburger SV,0,2007-05-10
Duisburg,0,2007-05-10
Bayern,3,2007-05-10
Hertha,3,2007-05-10
Nurnberg,0,2007-05-10
Karlsruher,0,2007-05-10
Bochum,3,2007-05-10
Rostock,0,2007-05-10
Leverkusen,3,2007-05-10
Schalke,3,2007-05-10
Frankfurt,0,2007-05-10
Wolfsburg,3,2007-05-10
Stuttgart,0,2007-05-10
Bayern,3,2007-05-17
Hertha,0,2007-05-17
Bochum,0,2007-05-17
Rostock,3,2007-05-17
Dortmund,0,2007-05-17
Wolfsburg,3,2007-05-17
Frankfurt,3,2007-05-17
Duisburg,0,2007-05-17
Hamburger SV,3,2007-05-17
Karlsruher,0,2007-05-17
Hannover,3,2007-05-17
Cottbus,0,2007-05-17
Leverkusen,0,2007-05-17
Bremen,3,2007-05-17
Nurnberg,0,2007-05-17
Schalke,3,2007-05-17
Stuttgart,1,2007-05-17
Bielefeld,1,2007-05-17
Stuttgart,1,2008-08-10
Schalke,1,2008-08-10
Bayern,3,2008-08-11
Rostock,0,2008-08-11
Bochum,1,2008-08-11
Bremen,1,2008-08-11
Frankfurt,3,2008-08-11
Hertha,0,2008-08-11
Hannover,0,2008-08-11
Hamburger SV,3,2008-08-11
Leverkusen,1,2008-08-11
Cottbus,1,2008-08-11
Wolfsburg,0,2008-08-11
Bielefeld,3,2008-08-11
Dortmund,0,2008-08-12
Duisburg,3,2008-08-12
Nurnberg,0,2008-08-12
Karlsruher,3,2008-08-12
Karlsruher,0,2008-08-17
Hannover,3,2008-08-17
Bielefeld,1,2008-08-18
Frankfurt,1,2008-08-18
Bremen,0,2008-08-18
Bayern,3,2008-08-18
Duisburg,0,2008-08-18
Wolfsburg,3,2008-08-18
Hertha,3,2008-08-18
Stuttgart,0,2008-08-18
Rostock,0,2008-08-18
Nurnberg,3,2008-08-18
Schalke,3,2008-08-18
Dortmund,0,2008-08-18
Cottbus,0,2008-08-19
Bochum,3,2008-08-19
Hamburger SV,3,2008-08-19
Leverkusen,0,2008-08-19
Bochum,3,2008-08-24
Hamburger SV,0,2008-08-24
Bayern,3,2008-08-25
Hannover,0,2008-08-25
Bielefeld,3,2008-08-25
Hertha,0,2008-08-25
Dortmund,3,2008-08-25
Cottbus,0,2008-08-25
Leverkusen,3,2008-08-25
Karlsruher,0,2008-08-25
Nurnberg,0,2008-08-25
Bremen,3,2008-08-25
Stuttgart,3,2008-08-25
Duisburg,0,2008-08-25
Frankfurt,3,2008-08-26
Rostock,0,2008-08-26
Wolfsburg,1,2008-08-26
Schalke,1,2008-08-26
Schalke,1,2008-08-31
