team,points,date
Monchengladbach,0,2005-01-27
Bayern,3,2005-01-27
Dortmund,3,2005-01-28
Wolfsburg,0,2005-01-28
Hertha,1,2005-01-28
Hannover,1,2005-01-28
Leverkusen,3,2005-01-28
Frankfurt,0,2005-01-28
Mainz,3,2005-01-28
FC Koln,0,2005-01-28
Nurnberg,3,2005-01-28
Hamburger SV,0,2005-01-28
Stuttgart,0,2005-01-28
Duisburg,3,2005-01-28
Bielefeld,0,2005-01-29
Bremen,3,2005-01-29
Kaiserslautern,0,2005-01-29
Schalke,3,2005-01-29
Bayern,3,2005-02-04
Leverkusen,0,2005-02-04
Bremen,3,2005-02-04
Mainz,0,2005-02-04
Duisburg,1,2005-02-04
Kaiserslautern,1,2005-02-04
FC Koln,1,2005-02-04
Stuttgart,1,2005-02-04
Frankfurt,1,2005-02-04
Hertha,1,2005-02-04
Hamburger SV,3,2005-02-04
Bielefeld,0,2005-02-04
Schalke,1,2005-02-04
Dortmund,1,2005-02-04
Hannover,1,2005-02-05
Nurnberg,1,2005-02-05
Wolfsburg,3,2005-02-05
Monchengladbach,0,2005-02-05
Dortmund,3,2005-02-07
Duisburg,0,2005-02-07
Hertha,1,2005-02-07
Bayern,1,2005-02-07
Kaiserslautern,1,2005-02-07
FC Koln,1,2005-02-07
Mainz,1,2005-02-07
Bielefeld,1,2005-02-07
Hannover,3,2005-02-08
Hamburger SV,0,2005-02-08
Leverkusen,3,2005-02-08
Wolfsburg,0,2005-02-08
Monchengladbach,1,2005-02-08
Schalke,1,2005-02-08
Nurnberg,0,2005-02-08
Frankfurt,3,2005-02-08
Stuttgart,1,2005-02-08
Bremen,1,2005-02-08
Bielefeld,3,2005-02-11
Stuttgart,0,2005-02-11
Bremen,0,2005-02-11
Kaiserslautern,3,2005-02-11
Duisburg,1,2005-02-11
Monchengladbach,1,2005-02-11
Frankfurt,0,2005-02-11
Hannover,3,2005-02-11
Hamburger SV,3,2005-02-11
Mainz,0,2005-02-11
Schalke,3,2005-02-11
Leverkusen,0,2005-02-11
Wolfsburg,1,2005-02-11
Hertha,1,2005-02-11
Bayern,3,2005-02-12
Nurnberg,0,2005-02-12
FC Koln,1,2005-02-12
Dortmund,1,2005-02-12
Dortmund,0,2005-02-18
Bremen,3,2005-02-18
Hannover,1,2005-02-18
Bayern,1,2005-02-18
Hertha,0,2005-02-18
Schalke,3,2005-02-18
Kaiserslautern,3,2005-02-18
Bielefeld,0,2005-02-18
Leverkusen,3,2005-02-18
Duisburg,0,2005-02-18
Monchengladbach,3,2005-02-18
FC Koln,0,2005-02-18
Nurnberg,3,2005-02-18
Wolfsburg,0,2005-02-18
Frankfurt,0,2005-02-19
Hamburger SV,3,2005-02-19
Stuttgart,3,2005-02-19
Mainz,0,2005-02-19
Bayern,3,2005-02-25
Frankfurt,0,2005-02-25
Bielefeld,3,2005-02-25
Dortmund,0,2005-02-25
Bremen,3,2005-02-25
Monchengladbach,0,2005-02-25
FC Koln,0,2005-02-25
Leverkusen,3,2005-02-25
Mainz,0,2005-02-25
Kaiserslautern,3,2005-02-25
Schalke,3,2005-02-25
Nurnberg,0,2005-02-25
Wolfsburg,3,2005-02-25
Hannover,0,2005-02-25
Duisburg,3,2005-02-26
Hertha,0,2005-02-26
Hamburger SV,0,2005-02-26
Stuttgart,3,2005-02-26
Bayern,0,2005-03-04
Hamburger SV,3,2005-03-04
Dortmund,1,2005-03-04
Mainz,1,2005-03-04
Hannover,0,2005-03-04
Schalke,3,2005-03-04
Hertha,0,2005-03-04
FC Koln,3,2005-03-04
Leverkusen,1,2005-03-04
Bremen,1,2005-03-04
Nurnberg,3,2005-03-04
Duisburg,0,2005-03-04
Frankfurt,1,2005-03-05
Wolfsburg,1,2005-03-05
Monchengladbach,3,2005-03-05
Bielefeld,0,2005-03-05
Kaiserslautern,1,2005-03-07
Stuttgart,1,2005-03-07
Bielefeld,3,2005-03-11
Leverkusen,0,2005-03-11
Bremen,0,2005-03-11
Hertha,3,2005-03-11
Duisburg,1,2005-03-11
Hannover,1,2005-03-11
FC Koln,0,2005-03-11
Nurnberg,3,2005-03-11
Mainz,3,2005-03-11
Monchengladbach,0,2005-03-11
Stuttgart,1,2005-03-11
Dortmund,1,2005-03-11
Wolfsburg,1,2005-03-11
Bayern,1,2005-03-11
Hamburger SV,3,2005-03-12
Kaiserslautern,0,2005-03-12
Schalke,3,2005-03-12
Frankfurt,0,2005-03-12
Dortmund,3,2005-03-18
Kaiserslautern,0,2005-03-18
Frankfurt,3,2005-03-18
Duisburg,0,2005-03-18
Hannover,3,2005-03-18
FC Koln,0,2005-03-18
Leverkusen,0,2005-03-18
Mainz,3,2005-03-18
Monchengladbach,1,2005-03-18
Stuttgart,1,2005-03-18
Nurnberg,3,2005-03-18
Bremen,0,2005-03-18
Wolfsburg,0,2005-03-18
Hamburger SV,3,2005-03-18
Bayern,3,2005-03-19
Schalke,0,2005-03-19
Hertha,3,2005-03-19
Bielefeld,0,2005-03-19
Bremen,3,2005-03-25
Hannover,0,2005-03-25
Duisburg,0,2005-03-25
Bayern,3,2005-03-25
