team,points,date
FC Koln,3,1997-08-21
Munich 1860,0,1997-08-21
Rostock,0,1997-08-23
Hamburger SV,3,1997-08-23
St. Pauli,1,1997-08-23
Schalke,1,1997-08-23
Bochum,1,1997-08-24
Bielefeld,1,1997-08-24
Freiburg,0,1997-08-24
FC Koln,3,1997-08-24
Leverkusen,0,1997-08-24
Dusseldorf,3,1997-08-24
Monchengladbach,0,1997-08-24
Karlsruher,3,1997-08-24
Munich 1860,0,1997-08-24
Dortmund,3,1997-08-24
Stuttgart,3,1997-08-24
Bremen,0,1997-08-24
Duisburg,0,1997-08-25
Bayern,3,1997-08-25
Bremen,3,1997-08-27
Monchengladbach,0,1997-08-27
Dortmund,3,1997-08-27
Freiburg,0,1997-08-27
Hamburger SV,0,1997-08-27
Stuttgart,3,1997-08-27
Schalke,1,1997-08-27
Bochum,1,1997-08-27
Bayern,3,1997-08-28
Leverkusen,0,1997-08-28
Bielefeld,1,1997-08-28
Duisburg,1,1997-08-28
Dusseldorf,1,1997-08-28
Munich 1860,1,1997-08-28
FC Koln,0,1997-08-28
Rostock,3,1997-08-28
Karlsruher,3,1997-08-28
St. Pauli,0,1997-08-28
Freiburg,0,1997-09-06
Dusseldorf,3,1997-09-06
Monchengladbach,3,1997-09-06
Hamburger SV,0,1997-09-06
Bayern,3,1997-09-07
Bielefeld,0,1997-09-07
Bochum,3,1997-09-07
Karlsruher,0,1997-09-07
Duisburg,0,1997-09-07
Schalke,3,1997-09-07
Leverkusen,3,1997-09-07
Munich 1860,0,1997-09-07
Rostock,0,1997-09-07
Dortmund,3,1997-09-07
St. Pauli,0,1997-09-07
Bremen,3,1997-09-07
Stuttgart,3,1997-09-08
FC Koln,0,1997-09-08
Bremen,3,1997-09-13
Bochum,0,1997-09-13
Dusseldorf,0,1997-09-13
Rostock,3,1997-09-13
Bielefeld,0,1997-09-14
Leverkusen,3,1997-09-14
Dortmund,1,1997-09-14
Stuttgart,1,1997-09-14
FC Koln,3,1997-09-14
Monchengladbach,0,1997-09-14
Karlsruher,3,1997-09-14
Duisburg,0,1997-09-14
Munich 1860,3,1997-09-14
Freiburg,0,1997-09-14
Schalke,1,1997-09-14
Bayern,1,1997-09-14
Hamburger SV,3,1997-09-15
St. Pauli,0,1997-09-15
Karlsruher,0,1997-09-17
Stuttgart,3,1997-09-17
Duisburg,3,1997-09-20
Bremen,0,1997-09-20
Rostock,0,1997-09-20
Munich 1860,3,1997-09-20
Bayern,3,1997-09-21
Karlsruher,0,1997-09-21
Bielefeld,0,1997-09-21
Schalke,3,1997-09-21
Bochum,3,1997-09-21
Hamburger SV,0,1997-09-21
Monchengladbach,3,1997-09-21
Dortmund,0,1997-09-21
St. Pauli,1,1997-09-21
FC Koln,1,1997-09-21
Stuttgart,0,1997-09-21
Dusseldorf,3,1997-09-21
Leverkusen,3,1997-09-22
Freiburg,0,1997-09-22
FC Koln,3,1997-09-27
Bochum,0,1997-09-27
Karlsruher,3,1997-09-27
Bielefeld,0,1997-09-27
Bremen,3,1997-09-28
Bayern,0,1997-09-28
Dusseldorf,3,1997-09-28
Monchengladbach,0,1997-09-28
Freiburg,3,1997-09-28
Rostock,0,1997-09-28
Hamburger SV,1,1997-09-28
Duisburg,1,1997-09-28
Munich 1860,0,1997-09-28
Stuttgart,3,1997-09-28
Schalke,0,1997-09-28
Leverkusen,3,1997-09-28
Dortmund,3,1997-09-29
St. Pauli,0,1997-09-29
Bochum,3,1997-10-04
Dortmund,0,1997-10-04
Leverkusen,3,1997-10-04
Rostock,0,1997-10-04
Stuttgart,3,1997-10-04
Freiburg,0,1997-10-04
Bayern,3,1997-10-05
Hamburger SV,0,1997-10-05
Bielefeld,3,1997-10-05
Bremen,0,1997-10-05
Duisburg,3,1997-10-05
FC Koln,0,1997-10-05
Monchengladbach,3,1997-10-05
Munich 1860,0,1997-10-05
Schalke,0,1997-10-05
Karlsruher,3,1997-10-05
St. Pauli,3,1997-10-05
Dusseldorf,0,1997-10-05
Freiburg,3,1997-10-11
Monchengladbach,0,1997-10-11
Munich 1860,3,1997-10-11
St. Pauli,0,1997-10-11
Bremen,3,1997-10-12
Schalke,0,1997-10-12
Dortmund,3,1997-10-12
Duisburg,0,1997-10-12
FC Koln,0,1997-10-12
Bayern,3,1997-10-12
Hamburger SV,1,1997-10-12
Bielefeld,1,1997-10-12
Karlsruher,1,1997-10-12
Leverkusen,1,1997-10-12
Rostock,1,1997-10-12
Stuttgart,1,1997-10-12
Dusseldorf,1,1997-10-13
Bochum,1,1997-10-13
Bochum,1,1997-10-18
Munich 1860,1,1997-10-18
Leverkusen,1,1997-10-18
Stuttgart,1,1997-10-18
Bielefeld,0,1997-10-19
FC Koln,3,1997-10-19
Duisburg,1,1997-10-19
Dusseldorf,1,1997-10-19
Karlsruher,0,1997-10-19
Bremen,3,1997-10-19
Monchengladbach,3,1997-10-19
Rostock,0,1997-10-19
Schalke,3,1997-10-19
Hamburger SV,0,1997-10-19
St. Pauli,3,1997-10-19
Freiburg,0,1997-10-19
Bayern,1,1997-10-20
Dortmund,1,1997-10-20
Bremen,1,1997-10-25
Leverkusen,1,1997-10-25
Rostock,3,1997-10-25
St. Pauli,0,1997-10-25
Dortmund,3,1997-10-26
Bielefeld,0,1997-10-26
Dusseldorf,0,1997-10-26
Bayern,3,1997-10-26
FC Koln,3,1997-10-26
Schalke,0,1997-10-26
Hamburger SV,3,1997-10-26
Karlsruher,0,1997-10-26
Munich 1860,1,1997-10-26
Duisburg,1,1997-10-26
Stuttgart,3,1997-10-26
Monchengladbach,0,1997-10-26
Freiburg,0,1997-10-27
Bochum,3,1997-10-27
Bayern,1,1997-11-01
Munich 1860,1,1997-11-01
Bochum,3,1997-11-01
Rostock,0,1997-11-01
Bielefeld,3,1997-11-02
Dusseldorf,0,1997-11-02
Bremen,1,1997-11-02
Hamburger SV,1,1997-11-02
Duisburg,0,1997-11-02
Freiburg,3,1997-11-02
Leverkusen,3,1997-11-02
Monchengladbach,0,1997-11-02
Schalke,0,1997-11-02
Dortmund,3,1997-11-02
St. Pauli,3,1997-11-02
Stuttgart,0,1997-11-02
Karlsruher,3,1997-11-03
FC Koln,0,1997-11-03
FC Koln,3,1997-11-15
Bremen,0,1997-11-15
Monchengladbach,1,1997-11-15
St. Pauli,1,1997-11-15
Dortmund,1,1997-11-16
Karlsruher,1,1997-11-16
Dusseldorf,0,1997-11-16
Schalke,3,1997-11-16
Freiburg,1,1997-11-16
Bayern,1,1997-11-16
Hamburger SV,0,1997-11-16
Leverkusen,3,1997-11-16
Munich 1860,0,1997-11-16
Bielefeld,3,1997-11-16
Stuttgart,3,1997-11-16
Bochum,0,1997-11-16
Rostock,0,1997-11-17
Duisburg,3,1997-11-17
Bochum,3,1997-11-22
Monchengladbach,0,1997-11-22
Karlsruher,3,1997-11-22
Dusseldorf,0,1997-11-22
Bayern,3,1997-11-23
Rostock,0,1997-11-23
Bielefeld,3,1997-11-23
Freiburg,0,1997-11-23
Bremen,0,1997-11-23
Dortmund,3,1997-11-23
FC Koln,1,1997-11-23
Hamburger SV,1,1997-11-23
Schalke,3,1997-11-23
Munich 1860,0,1997-11-23
St. Pauli,3,1997-11-23
Leverkusen,0,1997-11-23
Duisburg,3,1997-11-24
Stuttgart,0,1997-11-24
Dortmund,1,1997-11-29
Hamburger SV,1,1997-11-29
Dusseldorf,3,1997-11-30
Bremen,0,1997-11-30
Freiburg,0,1997-11-30
Schalke,3,1997-11-30
Leverkusen,3,1997-11-30
FC Koln,0,1997-11-30
Monchengladbach,0,1997-11-30
Duisburg,3,1997-11-30
Munich 1860,1,1997-11-30
Karlsruher,1,1997-11-30
Rostock,3,1997-11-30
Bielefeld,0,1997-11-30
Stuttgart,1,1997-12-01
Bayern,1,1997-12-01
Bochum,1,1997-12-06
Leverkusen,1,1997-12-06
Bremen,1,1997-12-06
Munich 1860,1,1997-12-06
Karlsruher,3,1997-12-06
Freiburg,0,1997-12-06
Schalke,3,1997-12-06
Rostock,0,1997-12-06
Bayern,3,1997-12-07
Monchengladbach,0,1997-12-07
Bielefeld,3,1997-12-07
Stuttgart,0,1997-12-07
Duisburg,3,1997-12-07
St. Pauli,0,1997-12-07
FC Koln,0,1997-12-07
Dortmund,3,1997-12-07
Hamburger SV,3,1997-12-07
Dusseldorf,0,1997-12-07
