team,points,date
Darmstadt,3,2016-09-22
Bremen,0,2016-09-22
Hertha,3,2016-09-22
FC Koln,0,2016-09-22
Ingolstadt,0,2016-09-22
Hamburger SV,3,2016-09-22
Hannover,0,2016-09-23
Stuttgart,3,2016-09-23
Hoffenheim,1,2016-09-23
Dortmund,1,2016-09-23
Leverkusen,3,2016-09-23
Mainz,0,2016-09-23
Monchengladbach,3,2016-09-23
Augsburg,0,2016-09-23
Schalke,3,2016-09-23
Frankfurt,0,2016-09-23
FC Koln,1,2016-09-25
Ingolstadt,1,2016-09-25
Hamburger SV,0,2016-09-26
Schalke,3,2016-09-26
Augsburg,0,2016-09-26
Hoffenheim,3,2016-09-26
Bremen,0,2016-09-26
Leverkusen,3,2016-09-26
Mainz,0,2016-09-26
Bayern,3,2016-09-26
Stuttgart,0,2016-09-26
Monchengladbach,3,2016-09-26
Wolfsburg,1,2016-09-26
Hannover,1,2016-09-26
Dortmund,1,2016-09-27
Darmstadt,1,2016-09-27
Frankfurt,1,2016-09-27
Hertha,1,2016-09-27
Darmstadt,0,2016-10-02
Mainz,3,2016-10-02
Hannover,3,2016-10-03
Bremen,0,2016-10-03
Hertha,3,2016-10-03
Hamburger SV,0,2016-10-03
Hoffenheim,1,2016-10-03
Stuttgart,1,2016-10-03
Ingolstadt,3,2016-10-03
Frankfurt,0,2016-10-03
Monchengladbach,3,2016-10-03
Wolfsburg,0,2016-10-03
Bayern,3,2016-10-04
Dortmund,0,2016-10-04
Leverkusen,1,2016-10-04
Augsburg,1,2016-10-04
Schalke,0,2016-10-04
FC Koln,3,2016-10-04
Mainz,0,2016-10-16
Dortmund,3,2016-10-16
Frankfurt,0,2016-10-17
Monchengladbach,3,2016-10-17
Augsburg,0,2016-10-17
Darmstadt,3,2016-10-17
Bremen,0,2016-10-17
Bayern,3,2016-10-17
Hamburger SV,1,2016-10-17
Leverkusen,1,2016-10-17
Schalke,3,2016-10-17
Hertha,0,2016-10-17
Wolfsburg,3,2016-10-17
Hoffenheim,0,2016-10-17
Stuttgart,3,2016-10-18
Ingolstadt,0,2016-10-18
FC Koln,0,2016-10-18
Hannover,3,2016-10-18
Hoffenheim,0,2016-10-23
Hamburger SV,3,2016-10-23
Ingolstadt,0,2016-10-24
Hertha,3,2016-10-24
Bayern,3,2016-10-24
FC Koln,0,2016-10-24
Darmstadt,0,2016-10-24
Wolfsburg,3,2016-10-24
Hannover,0,2016-10-24
Frankfurt,3,2016-10-24
Leverkusen,3,2016-10-24
Stuttgart,0,2016-10-24
Mainz,0,2016-10-24
Bremen,3,2016-10-24
Monchengladbach,3,2016-10-25
Schalke,0,2016-10-25
Dortmund,3,2016-10-25
Augsburg,0,2016-10-25
Frankfurt,1,2016-10-30
Bayern,1,2016-10-30
Wolfsburg,3,2016-10-31
Leverkusen,0,2016-10-31
Augsburg,1,2016-10-31
Mainz,1,2016-10-31
Bremen,0,2016-10-31
Dortmund,3,2016-10-31
FC Koln,1,2016-10-31
Hoffenheim,1,2016-10-31
Hertha,0,2016-10-31
Monchengladbach,3,2016-10-31
Schalke,1,2016-10-31
Ingolstadt,1,2016-10-31
Hamburger SV,0,2016-11-01
Hannover,3,2016-11-01
Stuttgart,3,2016-11-01
Darmstadt,0,2016-11-01
Hannover,0,2016-11-06
Hertha,3,2016-11-06
Darmstadt,1,2016-11-07
Hamburger SV,1,2016-11-07
Bayern,3,2016-11-07
Stuttgart,0,2016-11-07
Hoffenheim,1,2016-11-07
Frankfurt,1,2016-11-07
Leverkusen,0,2016-11-07
FC Koln,3,2016-11-07
Mainz,3,2016-11-07
Wolfsburg,0,2016-11-07
Monchengladbach,1,2016-11-07
Ingolstadt,1,2016-11-07
Augsburg,0,2016-11-08
Bremen,3,2016-11-08
Dortmund,3,2016-11-08
Schalke,0,2016-11-08
Hamburger SV,3,2016-11-20
Dortmund,0,2016-11-20
Schalke,0,2016-11-21
Bayern,3,2016-11-21
FC Koln,1,2016-11-21
Mainz,1,2016-11-21
Frankfurt,0,2016-11-21
Leverkusen,3,2016-11-21
Monchengladbach,3,2016-11-21
Hannover,0,2016-11-21
Stuttgart,0,2016-11-21
Augsburg,3,2016-11-21
Wolfsburg,3,2016-11-21
Bremen,0,2016-11-21
Ingolstadt,3,2016-11-22
Darmstadt,0,2016-11-22
Hertha,3,2016-11-22
Hoffenheim,0,2016-11-22
Darmstadt,1,2016-11-27
FC Koln,1,2016-11-27
Mainz,3,2016-11-28
Frankfurt,0,2016-11-28
Bayern,3,2016-11-28
Hertha,0,2016-11-28
Bremen,0,2016-11-28
Hamburger SV,3,2016-11-28
Hannover,3,2016-11-28
Ingolstadt,0,2016-11-28
Hoffenheim,1,2016-11-28
Monchengladbach,1,2016-11-28
Augsburg,1,2016-11-29
Wolfsburg,1,2016-11-29
Leverkusen,1,2016-11-29
Schalke,1,2016-11-29
Dortmund,3,2016-11-29
Stuttgart,0,2016-11-29
Schalke,3,2016-12-04
Hannover,0,2016-12-04
Wolfsburg,0,2016-12-05
Dortmund,3,2016-12-05
FC Koln,0,2016-12-05
Augsburg,3,2016-12-05
Hamburger SV,0,2016-12-05
Mainz,3,2016-12-05
Hertha,3,2016-12-05
Leverkusen,0,2016-12-05
Ingolstadt,1,2016-12-05
Hoffenheim,1,2016-12-05
Monchengladbach,3,2016-12-05
Bayern,0,2016-12-05
Frankfurt,0,2016-12-06
Darmstadt,3,2016-12-06
Stuttgart,1,2016-12-06
Bremen,1,2016-12-06
Mainz,1,2016-12-11
Stuttgart,1,2016-12-11
Leverkusen,3,2016-12-12
Monchengladbach,0,2016-12-12
Bayern,3,2016-12-12
Ingolstadt,0,2016-12-12
Bremen,1,2016-12-12
FC Koln,1,2016-12-12
Darmstadt,0,2016-12-12
Hertha,3,2016-12-12
Hoffenheim,3,2016-12-12
Hannover,0,2016-12-12
Wolfsburg,1,2016-12-12
Hamburger SV,1,2016-12-12
Dortmund,3,2016-12-13
Frankfurt,0,2016-12-13
Augsburg,3,2016-12-13
Schalke,0,2016-12-13
Schalke,3,2016-12-18
Hoffenheim,0,2016-12-18
Stuttgart,3,2016-12-19
Wolfsburg,0,2016-12-19
FC Koln,3,2016-12-19
Dortmund,0,2016-12-19
Frankfurt,3,2016-12-19
Bremen,0,2016-12-19
Hamburger SV,0,2016-12-19
Augsburg,3,2016-12-19
Hannover,0,2016-12-19
Bayern,3,2016-12-19
Ingolstadt,0,2016-12-19
Leverkusen,3,2016-12-19
Monchengladbach,3,2016-12-20
Darmstadt,0,2016-12-20
Hertha,3,2016-12-20
Mainz,0,2016-12-20
