team,points,date
Hamburger SV,3,2008-01-30
Bayern,0,2008-01-30
Dortmund,1,2008-01-31
Leverkusen,1,2008-01-31
FC Koln,1,2008-01-31
Wolfsburg,1,2008-01-31
Hannover,3,2008-01-31
Schalke,0,2008-01-31
Hertha,3,2008-01-31
Frankfurt,0,2008-01-31
Hoffenheim,3,2008-01-31
Cottbus,0,2008-01-31
Stuttgart,3,2008-01-31
Monchengladbach,0,2008-01-31
Bochum,3,2008-02-01
Karlsruher,0,2008-02-01
Bremen,0,2008-02-01
Bielefeld,3,2008-02-01
Bielefeld,1,2008-02-06
Hertha,1,2008-02-06
Frankfurt,1,2008-02-07
FC Koln,1,2008-02-07
Karlsruher,3,2008-02-07
Hamburger SV,0,2008-02-07
Leverkusen,0,2008-02-07
Stuttgart,3,2008-02-07
Monchengladbach,1,2008-02-07
Hoffenheim,1,2008-02-07
Schalke,3,2008-02-07
Bremen,0,2008-02-07
Wolfsburg,3,2008-02-07
Bochum,0,2008-02-07
Bayern,3,2008-02-08
Dortmund,0,2008-02-08
Cottbus,3,2008-02-08
Hannover,0,2008-02-08
Hoffenheim,0,2008-02-13
Leverkusen,3,2008-02-13
Bochum,3,2008-02-14
Schalke,0,2008-02-14
Bremen,1,2008-02-14
Monchengladbach,1,2008-02-14
FC Koln,1,2008-02-14
Karlsruher,1,2008-02-14
Frankfurt,0,2008-02-14
Wolfsburg,3,2008-02-14
Hannover,1,2008-02-14
Stuttgart,1,2008-02-14
Hertha,3,2008-02-14
Bayern,0,2008-02-14
Dortmund,1,2008-02-15
Cottbus,1,2008-02-15
Hamburger SV,3,2008-02-15
Bielefeld,0,2008-02-15
Schalke,1,2008-02-20
Dortmund,1,2008-02-20
Bayern,0,2008-02-21
FC Koln,3,2008-02-21
Bielefeld,1,2008-02-21
Bochum,1,2008-02-21
Cottbus,3,2008-02-21
Bremen,0,2008-02-21
Karlsruher,0,2008-02-21
Frankfurt,3,2008-02-21
Monchengladbach,3,2008-02-21
Hannover,0,2008-02-21
Stuttgart,1,2008-02-21
Hoffenheim,1,2008-02-21
Wolfsburg,3,2008-02-21
Hertha,0,2008-02-21
Leverkusen,0,2008-02-22
Hamburger SV,3,2008-02-22
FC Koln,1,2008-02-27
Bielefeld,1,2008-02-27
Bochum,3,2008-02-28
Cottbus,0,2008-02-28
Dortmund,1,2008-02-28
Hoffenheim,1,2008-02-28
Frankfurt,0,2008-02-28
Schalke,3,2008-02-28
Hannover,3,2008-02-28
Leverkusen,0,2008-02-28
Hertha,3,2008-02-28
Monchengladbach,0,2008-02-28
Bremen,1,2008-03-01
Bayern,1,2008-03-01
Hamburger SV,0,2008-03-01
Wolfsburg,3,2008-03-01
Karlsruher,0,2008-03-01
Stuttgart,3,2008-03-01
Schalke,3,2008-03-06
FC Koln,0,2008-03-06
Bayern,3,2008-03-07
Hannover,0,2008-03-07
Cottbus,0,2008-03-07
Hertha,3,2008-03-07
Hoffenheim,1,2008-03-07
Bremen,1,2008-03-07
Monchengladbach,3,2008-03-07
Hamburger SV,0,2008-03-07
Stuttgart,3,2008-03-07
Dortmund,0,2008-03-07
Wolfsburg,3,2008-03-07
Karlsruher,0,2008-03-07
Bielefeld,1,2008-03-08
Frankfurt,1,2008-03-08
Leverkusen,1,2008-03-08
Bochum,1,2008-03-08
Wolfsburg,3,2008-03-13
Schalke,0,2008-03-13
Bochum,0,2008-03-14
Bayern,3,2008-03-14
FC Koln,0,2008-03-14
Monchengladbach,3,2008-03-14
Frankfurt,1,2008-03-14
Hoffenheim,1,2008-03-14
Hannover,1,2008-03-14
Dortmund,1,2008-03-14
Hertha,3,2008-03-14
Leverkusen,0,2008-03-14
Karlsruher,0,2008-03-14
Bielefeld,3,2008-03-14
Bremen,3,2008-03-15
Stuttgart,0,2008-03-15
Hamburger SV,3,2008-03-15
Cottbus,0,2008-03-15
Monchengladbach,0,2008-03-20
Bochum,3,2008-03-20
Bayern,3,2008-03-21
Karlsruher,0,2008-03-21
Bielefeld,0,2008-03-21
Wolfsburg,3,2008-03-21
Cottbus,0,2008-03-21
FC Koln,3,2008-03-21
Dortmund,3,2008-03-21
Bremen,0,2008-03-21
Hoffenheim,1,2008-03-21
Hannover,1,2008-03-21
Leverkusen,1,2008-03-21
Frankfurt,1,2008-03-21
Stuttgart,3,2008-03-21
Hertha,0,2008-03-21
Schalke,0,2008-03-22
Hamburger SV,3,2008-03-22
Bielefeld,0,2008-04-03
Schalke,3,2008-04-03
Bochum,0,2008-04-04
Stuttgart,3,2008-04-04
Frankfurt,3,2008-04-04
Cottbus,0,2008-04-04
Hamburger SV,3,2008-04-04
Hoffenheim,0,2008-04-04
Hertha,0,2008-04-04
Dortmund,3,2008-04-04
Wolfsburg,3,2008-04-04
Bayern,0,2008-04-04
Bremen,3,2008-04-05
Hannover,0,2008-04-05
FC Koln,0,2008-04-05
Leverkusen,3,2008-04-05
Karlsruher,1,2008-04-05
Monchengladbach,1,2008-04-05
Bayern,3,2008-04-11
Frankfurt,0,2008-04-11
Cottbus,3,2008-04-11
Bielefeld,0,2008-04-11
Dortmund,3,2008-04-11
FC Koln,0,2008-04-11
Hannover,3,2008-04-11
Hertha,0,2008-04-11
Hoffenheim,0,2008-04-11
Bochum,3,2008-04-11
Monchengladbach,0,2008-04-11
Wolfsburg,3,2008-04-11
Schalke,3,2008-04-11
Karlsruher,0,2008-04-11
Leverkusen,1,2008-04-12
Bremen,1,2008-04-12
Stuttgart,3,2008-04-12
Hamburger SV,0,2008-04-12
Schalke,3,2008-04-17
Cottbus,0,2008-04-17
Bielefeld,0,2008-04-18
Bayern,3,2008-04-18
Bochum,0,2008-04-18
Dortmund,3,2008-04-18
FC Koln,0,2008-04-18
Stuttgart,3,2008-04-18
Frankfurt,3,2008-04-18
Monchengladbach,0,2008-04-18
Karlsruher,1,2008-04-18
Hoffenheim,1,2008-04-18
Wolfsburg,3,2008-04-18
Leverkusen,0,2008-04-18
Hamburger SV,3,2008-04-19
Hannover,0,2008-04-19
Hertha,3,2008-04-19
Bremen,0,2008-04-19
Hoffenheim,0,2008-04-24
Hertha,3,2008-04-24
Bayern,0,2008-04-25
Schalke,3,2008-04-25
Bremen,3,2008-04-25
Bochum,0,2008-04-25
Dortmund,3,2008-04-25
Hamburger SV,0,2008-04-25
Hannover,3,2008-04-25
FC Koln,0,2008-04-25
Leverkusen,0,2008-04-25
Karlsruher,3,2008-04-25
Stuttgart,3,2008-04-25
Frankfurt,0,2008-04-25
Cottbus,3,2008-04-26
Wolfsburg,0,2008-04-26
Monchengladbach,1,2008-04-26
Bielefeld,1,2008-04-26
Bochum,0,2008-05-01
Hannover,3,2008-05-01
Bayern,3,2008-05-02
Monchengladbach,0,2008-05-02
Bielefeld,1,2008-05-02
Stuttgart,1,2008-05-02
Frankfurt,0,2008-05-02
Dortmund,3,2008-05-02
Karlsruher,1,2008-05-02
Cottbus,1,2008-05-02
Schalke,0,2008-05-02
Leverkusen,3,2008-05-02
Wolfsburg,3,2008-05-02
Hoffenheim,0,2008-05-02
FC Koln,3,2008-05-03
Bremen,0,2008-05-03
Hamburger SV,1,2008-05-03
Hertha,1,2008-05-03
Leverkusen,1,2008-05-08
Bielefeld,1,2008-05-08
Cottbus,0,2008-05-09
Bayern,3,2008-05-09
Dortmund,3,2008-05-09
Karlsruher,0,2008-05-09
Hannover,1,2008-05-09
Frankfurt,1,2008-05-09
Hertha,3,2008-05-09
Bochum,0,2008-05-09
Hoffenheim,3,2008-05-09
FC Koln,0,2008-05-09
Stuttgart,3,2008-05-09
Wolfsburg,0,2008-05-09
Bremen,3,2008-05-10
Hamburger SV,0,2008-05-10
Monchengladbach,3,2008-05-10
Schalke,0,2008-05-10
Bayern,3,2008-05-12
Leverkusen,0,2008-05-12
FC Koln,0,2008-05-12
Hertha,3,2008-05-12
Karlsruher,0,2008-05-12
Hannover,3,2008-05-12
Wolfsburg,3,2008-05-12
Dortmund,0,2008-05-12
Bielefeld,0,2008-05-13
Hoffenheim,3,2008-05-13
Cottbus,0,2008-05-13
Monchengladbach,3,2008-05-13
Frankfurt,0,2008-05-13
Bremen,3,2008-05-13
Hamburger SV,3,2008-05-13
Bochum,0,2008-05-13
Schalke,0,2008-05-13
Stuttgart,3,2008-05-13
Bochum,3,2008-05-16
Frankfurt,0,2008-05-16
Bremen,0,2008-05-16
Karlsruher,3,2008-05-16
Dortmund,3,2008-05-16
Bielefeld,0,2008-05-16
Hamburger SV,0,2008-05-16
FC Koln,3,2008-05-16
Hannover,0,2008-05-16
Wolfsburg,3,2008-05-16
Hertha,1,2008-05-16
Schalke,1,2008-05-16
Hoffenheim,1,2008-05-16
Bayern,1,2008-05-16
Leverkusen,3,2008-05-16
