team,points,date
Wolfsburg,3,2014-01-30
Bayern,0,2014-01-30
Leverkusen,1,2014-01-31
Dortmund,1,2014-01-31
Freiburg,3,2014-01-31
Frankfurt,0,2014-01-31
Hamburger SV,0,2014-01-31
FC Koln,3,2014-01-31
Mainz,3,2014-01-31
Paderborn,0,2014-01-31
Schalke,3,2014-01-31
Hannover,0,2014-01-31
Stuttgart,0,2014-01-31
Monchengladbach,3,2014-01-31
Augsburg,3,2014-02-01
Hoffenheim,0,2014-02-01
Bremen,3,2014-02-01
Hertha,0,2014-02-01
Bayern,1,2014-02-03
Schalke,1,2014-02-03
Frankfurt,1,2014-02-03
Wolfsburg,1,2014-02-03
Hannover,1,2014-02-03
Mainz,1,2014-02-03
Monchengladbach,3,2014-02-03
Freiburg,0,2014-02-03
Dortmund,0,2014-02-04
Augsburg,3,2014-02-04
FC Koln,1,2014-02-04
Stuttgart,1,2014-02-04
Hertha,0,2014-02-04
Leverkusen,3,2014-02-04
Hoffenheim,0,2014-02-04
Bremen,3,2014-02-04
Paderborn,0,2014-02-04
Hamburger SV,3,2014-02-04
Schalke,3,2014-02-06
Monchengladbach,0,2014-02-06
Hamburger SV,3,2014-02-07
Hannover,0,2014-02-07
FC Koln,1,2014-02-07
Paderborn,1,2014-02-07
Freiburg,0,2014-02-07
Dortmund,3,2014-02-07
Mainz,0,2014-02-07
Hertha,3,2014-02-07
Stuttgart,0,2014-02-07
Bayern,3,2014-02-07
Wolfsburg,3,2014-02-07
Hoffenheim,0,2014-02-07
Augsburg,1,2014-02-08
Frankfurt,1,2014-02-08
Bremen,3,2014-02-08
Leverkusen,0,2014-02-08
Dortmund,3,2014-02-13
Mainz,0,2014-02-13
Frankfurt,3,2014-02-14
Schalke,0,2014-02-14
Bayern,3,2014-02-14
Hamburger SV,0,2014-02-14
Bremen,3,2014-02-14
Augsburg,0,2014-02-14
Hoffenheim,3,2014-02-14
Stuttgart,0,2014-02-14
Leverkusen,0,2014-02-14
Wolfsburg,3,2014-02-14
Monchengladbach,3,2014-02-14
FC Koln,0,2014-02-14
Hannover,0,2014-02-15
Paderborn,3,2014-02-15
Hertha,0,2014-02-15
Freiburg,3,2014-02-15
Stuttgart,0,2014-02-20
Dortmund,3,2014-02-20
FC Koln,1,2014-02-21
Hannover,1,2014-02-21
Augsburg,1,2014-02-21
Leverkusen,1,2014-02-21
Freiburg,1,2014-02-21
Hoffenheim,1,2014-02-21
Mainz,3,2014-02-21
Frankfurt,0,2014-02-21
Paderborn,0,2014-02-21
Bayern,3,2014-02-21
Schalke,1,2014-02-21
Bremen,1,2014-02-21
Wolfsburg,3,2014-02-22
Hertha,0,2014-02-22
Hamburger SV,1,2014-02-22
Monchengladbach,1,2014-02-22
Bayern,3,2014-02-27
FC Koln,0,2014-02-27
Frankfurt,3,2014-02-28
Hamburger SV,0,2014-02-28
Dortmund,3,2014-02-28
Schalke,0,2014-02-28
Hannover,1,2014-02-28
Stuttgart,1,2014-02-28
Hertha,3,2014-02-28
Augsburg,0,2014-02-28
Hoffenheim,3,2014-02-28
Mainz,0,2014-02-28
Leverkusen,3,2014-02-28
Freiburg,0,2014-02-28
Bremen,0,2014-03-01
Wolfsburg,3,2014-03-01
Monchengladbach,3,2014-03-01
Paderborn,0,2014-03-01
Stuttgart,1,2014-03-06
Hertha,1,2014-03-06
Mainz,1,2014-03-07
Monchengladbach,1,2014-03-07
Augsburg,3,2014-03-07
Wolfsburg,0,2014-03-07
Freiburg,0,2014-03-07
Bremen,3,2014-03-07
Hamburger SV,1,2014-03-07
Dortmund,1,2014-03-07
Hannover,0,2014-03-07
Bayern,3,2014-03-07
Schalke,3,2014-03-07
Hoffenheim,0,2014-03-07
Paderborn,0,2014-03-08
Leverkusen,3,2014-03-08
FC Koln,3,2014-03-08
Frankfurt,0,2014-03-08
Leverkusen,3,2014-03-13
Stuttgart,0,2014-03-13
Dortmund,1,2014-03-14
FC Koln,1,2014-03-14
Augsburg,0,2014-03-14
Mainz,3,2014-03-14
Bremen,0,2014-03-14
Bayern,3,2014-03-14
Frankfurt,3,2014-03-14
Paderborn,0,2014-03-14
Hertha,1,2014-03-14
Schalke,1,2014-03-14
Hoffenheim,3,2014-03-14
Hamburger SV,0,2014-03-14
Monchengladbach,3,2014-03-15
Hannover,0,2014-03-15
Wolfsburg,3,2014-03-15
Freiburg,0,2014-03-15
Hamburger SV,0,2014-03-20
Hertha,3,2014-03-20
Schalke,0,2014-03-21
Leverkusen,3,2014-03-21
FC Koln,1,2014-03-21
Bremen,1,2014-03-21
Freiburg,3,2014-03-21
Augsburg,0,2014-03-21
Hannover,0,2014-03-21
Dortmund,3,2014-03-21
Paderborn,1,2014-03-21
Hoffenheim,1,2014-03-21
Stuttgart,3,2014-03-21
Frankfurt,0,2014-03-21
Bayern,0,2014-03-22
Monchengladbach,3,2014-03-22
Mainz,1,2014-03-22
Wolfsburg,1,2014-03-22
Dortmund,0,2014-04-04
Bayern,3,2014-04-04
Bremen,1,2014-04-04
Mainz,1,2014-04-04
Frankfurt,1,2014-04-04
Hannover,1,2014-04-04
Freiburg,3,2014-04-04
FC Koln,0,2014-04-04
Hoffenheim,0,2014-04-04
Monchengladbach,3,2014-04-04
Leverkusen,3,2014-04-04
Hamburger SV,0,2014-04-04
Wolfsburg,3,2014-04-04
Stuttgart,0,2014-04-04
Hertha,3,2014-04-05
Paderborn,0,2014-04-05
Augsburg,1,2014-04-05
Schalke,1,2014-04-05
Hannover,1,2014-04-10
Hertha,1,2014-04-10
Hamburger SV,0,2014-04-11
Wolfsburg,3,2014-04-11
Bayern,3,2014-04-11
Frankfurt,0,2014-04-11
Mainz,0,2014-04-11
Leverkusen,3,2014-04-11
Monchengladbach,3,2014-04-11
Dortmund,0,2014-04-11
Paderborn,3,2014-04-11
Augsburg,0,2014-04-11
Schalke,1,2014-04-11
Freiburg,1,2014-04-11
Stuttgart,3,2014-04-12
Bremen,0,2014-04-12
FC Koln,3,2014-04-12
Hoffenheim,0,2014-04-12
Frankfurt,1,2014-04-17
Monchengladbach,1,2014-04-17
Augsburg,3,2014-04-18
Stuttgart,0,2014-04-18
Dortmund,3,2014-04-18
Paderborn,0,2014-04-18
Freiburg,0,2014-04-18
Mainz,3,2014-04-18
Hertha,1,2014-04-18
FC Koln,1,2014-04-18
Hoffenheim,0,2014-04-18
Bayern,3,2014-04-18
Leverkusen,3,2014-04-18
Hannover,0,2014-04-18
Wolfsburg,1,2014-04-19
Schalke,1,2014-04-19
Bremen,3,2014-04-19
