team,points,date
Schalke,3,2012-01-18
Hannover,0,2012-01-18
Bremen,0,2012-01-19
Dortmund,3,2012-01-19
Bayern,3,2012-01-19
Furth,0,2012-01-19
Hoffenheim,1,2012-01-19
Monchengladbach,1,2012-01-19
Leverkusen,3,2012-01-19
Frankfurt,0,2012-01-19
Mainz,1,2012-01-19
Freiburg,1,2012-01-19
Wolfsburg,3,2012-01-19
Stuttgart,0,2012-01-19
Dusseldorf,0,2012-01-20
Augsburg,3,2012-01-20
Nurnberg,1,2012-01-20
Hamburger SV,1,2012-01-20
Dortmund,3,2012-01-25
Nurnberg,0,2012-01-25
Freiburg,1,2012-01-26
Leverkusen,1,2012-01-26
Augsburg,1,2012-01-26
Schalke,1,2012-01-26
Frankfurt,3,2012-01-26
Hoffenheim,0,2012-01-26
Furth,0,2012-01-26
Mainz,3,2012-01-26
Hannover,3,2012-01-26
Wolfsburg,0,2012-01-26
Monchengladbach,3,2012-01-26
Dusseldorf,0,2012-01-26
Stuttgart,0,2012-01-27
Bayern,3,2012-01-27
Hamburger SV,3,2012-01-27
Bremen,0,2012-01-27
Bremen,3,2012-02-01
Hannover,0,2012-02-01
Hamburger SV,0,2012-02-02
Frankfurt,3,2012-02-02
Dusseldorf,3,2012-02-02
Stuttgart,0,2012-02-02
Hoffenheim,3,2012-02-02
Freiburg,0,2012-02-02
Mainz,0,2012-02-02
Bayern,3,2012-02-02
Schalke,0,2012-02-02
Furth,3,2012-02-02
Wolfsburg,1,2012-02-02
Augsburg,1,2012-02-02
Leverkusen,0,2012-02-03
Dortmund,3,2012-02-03
Nurnberg,3,2012-02-03
Monchengladbach,0,2012-02-03
Bayern,3,2012-02-09
Schalke,0,2012-02-09
Dortmund,0,2012-02-09
Hamburger SV,3,2012-02-09
Frankfurt,1,2012-02-09
Nurnberg,1,2012-02-09
Furth,0,2012-02-09
Wolfsburg,3,2012-02-09
Hannover,3,2012-02-09
Hoffenheim,0,2012-02-09
Monchengladbach,1,2012-02-09
Leverkusen,1,2012-02-09
Stuttgart,0,2012-02-09
Bremen,3,2012-02-09
Freiburg,3,2012-02-10
Dusseldorf,0,2012-02-10
Augsburg,1,2012-02-10
Mainz,1,2012-02-10
Wolfsburg,0,2012-02-15
Bayern,3,2012-02-15
Dortmund,3,2012-02-16
Frankfurt,0,2012-02-16
Bremen,0,2012-02-16
Freiburg,3,2012-02-16
Dusseldorf,3,2012-02-16
Furth,0,2012-02-16
Hamburger SV,3,2012-02-16
Monchengladbach,0,2012-02-16
Leverkusen,3,2012-02-16
Augsburg,0,2012-02-16
Mainz,1,2012-02-16
Schalke,1,2012-02-16
Hoffenheim,0,2012-02-17
Stuttgart,3,2012-02-17
Nurnberg,1,2012-02-17
Hannover,1,2012-02-17
Freiburg,1,2012-02-22
