team,points,date
Bochum,1,1992-05-22
FC Koln,1,1992-05-22
Leverkusen,3,1992-05-22
Wattenscheid,0,1992-05-22
Nurnberg,0,1992-05-22
Dortmund,3,1992-05-22
Stuttgart,3,1992-05-22
Monchengladbach,0,1992-05-22
Awrd,3,1992-05-22
Uerdingen,0,1992-05-22
Karlsruher,3,1992-05-23
Bayern,0,1992-05-23
Bayern,3,1992-05-29
Bochum,0,1992-05-29
Bremen,3,1992-05-29
Hamburger SV,0,1992-05-29
Dortmund,0,1992-05-29
Leverkusen,3,1992-05-29
Dresden,1,1992-05-29
Uerdingen,1,1992-05-29
FC Koln,3,1992-05-29
Schalke,0,1992-05-29
Frankfurt,3,1992-05-29
Kaiserslautern,0,1992-05-29
Monchengladbach,3,1992-05-29
Nurnberg,0,1992-05-29
Saarbrucken,0,1992-05-29
Stuttgart,3,1992-05-29
Wattenscheid,0,1992-05-29
Karlsruher,3,1992-05-29
Bochum,3,1992-06-05
Wattenscheid,0,1992-06-05
Hamburger SV,0,1992-06-05
Frankfurt,3,1992-06-05
Kaiserslautern,3,1992-06-05
Dresden,0,1992-06-05
Karlsruher,3,1992-06-05
Dortmund,0,1992-06-05
Leverkusen,3,1992-06-05
Monchengladbach,0,1992-06-05
Nurnberg,3,1992-06-05
Saarbrucken,0,1992-06-05
Schalke,1,1992-06-05
Bayern,1,1992-06-05
Stuttgart,0,1992-06-05
Bremen,3,1992-06-05
Uerdingen,1,1992-06-05
FC Koln,1,1992-06-05
Dresden,3,1992-al-Sc
2,0,1992-al-Sc
Kaiserslautern,1,1992-al-Sc
4,1,1992-al-Sc
Hamburger SV,1,1992-al-Sc
0,1,1992-al-Sc
Bochum,3,1992-al-Sc
0,0,1992-al-Sc
Leverkusen,3,1992-al-Sc
2,0,1992-al-Sc
Stuttgart,3,1992-al-Sc
1,0,1992-al-Sc
Saarbrucken,3,1992-al-Sc
2,0,1992-al-Sc
Dortmund,1,1992-al-Sc
0,1,1992-al-Sc
FC Koln,3,1992-al-Sc
1,0,1992-al-Sc
Frankfurt,1,1992-al-Sc
0,1,1992-al-Sc
Uerdingen,3,1992-al-Sc
1,0,1992-al-Sc
Karlsruher,3,1992-al-Sc
2,0,1992-al-Sc
Nurnberg,1,1992-al-Sc
0,1,1992-al-Sc
Bremen,1,1992-al-Sc
0,1,1992-al-Sc
Monchengladbach,3,1992-al-Sc
1,0,1992-al-Sc
Wattenscheid,3,1992-al-Sc
3,0,1992-al-Sc
Kaiserslautern,3,1992-bu-Ha
2,0,1992-bu-Ha
Saarbrucken,1,1992-bu-Ha
2,1,1992-bu-Ha
Monchengladbach,3,1992-bu-Ha
0,0,1992-bu-Ha
Dortmund,3,1992-bu-Ha
1,0,1992-bu-Ha
Wattenscheid,3,1992-bu-Ha
1,0,1992-bu-Ha
Bayern,3,1992-bu-Ha
3,0,1992-bu-Ha
FC Koln,3,1992-bu-Ha
3,0,1992-bu-Ha
Dresden,3,1992-bu-Ha
1,0,1992-bu-Ha
Bremen,1,1992-bu-Ha
0,1,1992-bu-Ha
Uerdingen,3,1992-bu-Ha
3,0,1992-bu-Ha
Schalke,3,1992-bu-Ha
1,0,1992-bu-Ha
Bochum,3,1992-bu-Ha
2,0,1992-bu-Ha
Karlsruher,3,1992-bu-Ha
1,0,1992-bu-Ha
Leverkusen,1,1992-bu-Ha
0,1,1992-bu-Ha
Nurnberg,3,1992-bu-Ha
0,0,1992-bu-Ha
Stuttgart,3,1992-bu-Ha
1,0,1992-bu-Ha
Bremen,3,1992-ch-Mo
3,0,1992-ch-Mo
Dortmund,3,1992-ch-Mo
0,0,1992-ch-Mo
Bayern,3,1992-ch-Mo
2,0,1992-ch-Mo
Dresden,3,1992-ch-Mo
5,0,1992-ch-Mo
Kaiserslautern,3,1992-ch-Mo
2,0,1992-ch-Mo
Schalke,3,1992-ch-Mo
2,0,1992-ch-Mo
Karlsruher,3,1992-ch-Mo
3,0,1992-ch-Mo
Leverkusen,3,1992-ch-Mo
2,0,1992-ch-Mo
Stuttgart,3,1992-ch-Mo
1,0,1992-ch-Mo
Saarbrucken,3,1992-ch-Mo
2,0,1992-ch-Mo
Hamburger SV,1,1992-ch-Mo
0,1,1992-ch-Mo
Wattenscheid,3,1992-ch-Mo
4,0,1992-ch-Mo
FC Koln,3,1992-ch-Mo
1,0,1992-ch-Mo
Frankfurt,3,1992-ch-Mo
3,0,1992-ch-Mo
Uerdingen,3,1992-ch-Mo
0,0,1992-ch-Mo
Bochum,3,1992-ch-Mo
1,0,1992-ch-Mo
Hamburger SV,3,1992-di-Ue
0,0,1992-di-Ue
Schalke,3,1992-di-Ue
4,0,1992-di-Ue
Karlsruher,3,1992-di-Ue
1,0,1992-di-Ue
Nurnberg,3,1992-di-Ue
2,0,1992-di-Ue
Bremen,3,1992-di-Ue
0,0,1992-di-Ue
Monchengladbach,3,1992-di-Ue
1,0,1992-di-Ue
Wattenscheid,3,1992-di-Ue
1,0,1992-di-Ue
Dresden,3,1992-di-Ue
1,0,1992-di-Ue
Kaiserslautern,3,1992-di-Ue
0,0,1992-di-Ue
Bochum,3,1992-di-Ue
2,0,1992-di-Ue
Leverkusen,3,1992-di-Ue
2,0,1992-di-Ue
Stuttgart,3,1992-di-Ue
3,0,1992-di-Ue
Saarbrucken,3,1992-di-Ue
1,0,1992-di-Ue
Dortmund,3,1992-di-Ue
0,0,1992-di-Ue
Bayern,3,1992-di-Ue
0,0,1992-di-Ue
Leverkusen,3,1992-er-Ba
4,0,1992-er-Ba
Stuttgart,3,1992-er-Ba
5,0,1992-er-Ba
Saarbrucken,3,1992-er-Ba
6,0,1992-er-Ba
Dortmund,1,1992-er-Ba
2,1,1992-er-Ba
FC Koln,3,1992-er-Ba
3,0,1992-er-Ba
Frankfurt,3,1992-er-Ba
1,0,1992-er-Ba
Uerdingen,3,1992-er-Ba
2,0,1992-er-Ba
Schalke,3,1992-er-Ba
1,0,1992-er-Ba
Karlsruher,3,1992-er-Ba
3,0,1992-er-Ba
Nurnberg,1,1992-er-Ba
1,1,1992-er-Ba
Bremen,3,1992-er-Ba
1,0,1992-er-Ba
Monchengladbach,3,1992-er-Ba
2,0,1992-er-Ba
Wattenscheid,3,1992-er-Ba
1,0,1992-er-Ba
Hamburger SV,1,1992-er-Ba
4,1,1992-er-Ba
Dresden,3,1992-er-Ba
3,0,1992-er-Ba
Kaiserslautern,3,1992-er-Ba
1,0,1992-er-Ba
FC Koln,3,1992-er-Le
3,0,1992-er-Le
Frankfurt,3,1992-er-Le
1,0,1992-er-Le
Uerdingen,3,1992-er-Le
1,0,1992-er-Le
Bochum,3,1992-er-Le
3,0,1992-er-Le
Hamburger SV,3,1992-er-Le
1,0,1992-er-Le
Nurnberg,3,1992-er-Le
2,0,1992-er-Le
Bremen,3,1992-er-Le
2,0,1992-er-Le
Dortmund,3,1992-er-Le
3,0,1992-er-Le
Bayern,3,1992-er-Le
2,0,1992-er-Le
Dresden,1,1992-er-Le
0,1,1992-er-Le
Kaiserslautern,3,1992-er-Le
2,0,1992-er-Le
Schalke,3,1992-er-Le
6,0,1992-er-Le
Karlsruher,3,1992-er-Le
5,0,1992-er-Le
Stuttgart,3,1992-er-Le
4,0,1992-er-Le
Saarbrucken,3,1992-er-Le
1,0,1992-er-Le
Frankfurt,1,1992-hu-Bo
1,1,1992-hu-Bo
Uerdingen,3,1992-hu-Bo
4,0,1992-hu-Bo
Hamburger SV,3,1992-hu-Bo
1,0,1992-hu-Bo
Karlsruher,3,1992-hu-Bo
2,0,1992-hu-Bo
Nurnberg,3,1992-hu-Bo
4,0,1992-hu-Bo
Bremen,3,1992-hu-Bo
2,0,1992-hu-Bo
Monchengladbach,3,1992-hu-Bo
2,0,1992-hu-Bo
Bayern,3,1992-hu-Bo
2,0,1992-hu-Bo
Dresden,3,1992-hu-Bo
2,0,1992-hu-Bo
Kaiserslautern,3,1992-hu-Bo
1,0,1992-hu-Bo
Schalke,3,1992-hu-Bo
0,0,1992-hu-Bo
Leverkusen,3,1992-hu-Bo
2,0,1992-hu-Bo
Stuttgart,1,1992-hu-Bo
0,1,1992-hu-Bo
Saarbrucken,3,1992-hu-Bo
4,0,1992-hu-Bo
Dortmund,3,1992-hu-Bo
2,0,1992-hu-Bo
Karlsruher,1,1992-Ko-FC
2,1,1992-Ko-FC
Nurnberg,1,1992-Ko-FC
2,1,1992-Ko-FC
Bremen,1,1992-Ko-FC
0,1,1992-Ko-FC
Monchengladbach,3,1992-Ko-FC
1,0,1992-Ko-FC
Wattenscheid,1,1992-Ko-FC
3,1,1992-Ko-FC
Dresden,3,1992-Ko-FC
3,0,1992-Ko-FC
Kaiserslautern,3,1992-Ko-FC
0,0,1992-Ko-FC
Uerdingen,3,1992-Ko-FC
5,0,1992-Ko-FC
Bochum,3,1992-Ko-FC
1,0,1992-Ko-FC
Leverkusen,3,1992-Ko-FC
1,0,1992-Ko-FC
Stuttgart,3,1992-Ko-FC
3,0,1992-Ko-FC
Saarbrucken,3,1992-Ko-FC
4,0,1992-Ko-FC
Dortmund,3,1992-Ko-FC
0,0,1992-Ko-FC
Bayern,3,1992-Ko-FC
1,0,1992-Ko-FC
Hamburger SV,3,1992-Ko-FC
2,0,1992-Ko-FC
Frankfurt,3,1992-Ko-FC
0,0,1992-Ko-FC
Dresden,3,1992-ls-Ka
3,0,1992-ls-Ka
Kaiserslautern,3,1992-ls-Ka
1,0,1992-ls-Ka
Schalke,1,1992-ls-Ka
0,1,1992-ls-Ka
Hamburger SV,1,1992-ls-Ka
1,1,1992-ls-Ka
Leverkusen,3,1992-ls-Ka
1,0,1992-ls-Ka
Stuttgart,3,1992-ls-Ka
1,0,1992-ls-Ka
Saarbrucken,3,1992-ls-Ka
2,0,1992-ls-Ka
Wattenscheid,3,1992-ls-Ka
2,0,1992-ls-Ka
FC Koln,3,1992-ls-Ka
3,0,1992-ls-Ka
Frankfurt,3,1992-ls-Ka
4,0,1992-ls-Ka
Uerdingen,3,1992-ls-Ka
4,0,1992-ls-Ka
Bochum,3,1992-ls-Ka
1,0,1992-ls-Ka
Nurnberg,3,1992-ls-Ka
1,0,1992-ls-Ka
Bremen,3,1992-ls-Ka
5,0,1992-ls-Ka
Monchengladbach,3,1992-ls-Ka
4,0,1992-ls-Ka
Dortmund,3,1992-me-Br
1,0,1992-me-Br
Bayern,3,1992-me-Br
4,0,1992-me-Br
Dresden,3,1992-me-Br
3,0,1992-me-Br
Kaiserslautern,3,1992-me-Br
1,0,1992-me-Br
Schalke,3,1992-me-Br
2,0,1992-me-Br
Karlsruher,3,1992-me-Br
3,0,1992-me-Br
Nurnberg,1,1992-me-Br
3,1,1992-me-Br
Stuttgart,3,1992-me-Br
1,0,1992-me-Br
Saarbrucken,1,1992-me-Br
2,1,1992-me-Br
Monchengladbach,1,1992-me-Br
2,1,1992-me-Br
Wattenscheid,3,1992-me-Br
3,0,1992-me-Br
FC Koln,3,1992-me-Br
2,0,1992-me-Br
Frankfurt,1,1992-me-Br
0,1,1992-me-Br
Uerdingen,3,1992-me-Br
2,0,1992-me-Br
Bochum,3,1992-me-Br
3,0,1992-me-Br
Leverkusen,3,1992-me-Br
1,0,1992-me-Br
Bayern,1,1992-nb-Nu
0,1,1992-nb-Nu
Dresden,1,1992-nb-Nu
0,1,1992-nb-Nu
Kaiserslautern,1,1992-nb-Nu
0,1,1992-nb-Nu
Schalke,3,1992-nb-Nu
1,0,1992-nb-Nu
Karlsruher,1,1992-nb-Nu
0,1,1992-nb-Nu
Hamburger SV,1,1992-nb-Nu
1,1,1992-nb-Nu
Stuttgart,3,1992-nb-Nu
3,0,1992-nb-Nu
Monchengladbach,3,1992-nb-Nu
0,0,1992-nb-Nu
Wattenscheid,3,1992-nb-Nu
2,0,1992-nb-Nu
FC Koln,3,1992-nb-Nu
2,0,1992-nb-Nu
