team,points,date
Bochum,3,2002-01-25
Nurnberg,0,2002-01-25
Bremen,1,2002-01-25
Bielefeld,1,2002-01-25
Hannover,1,2002-01-25
Hamburger SV,1,2002-01-25
Hertha,3,2002-01-25
Dortmund,0,2002-01-25
Kaiserslautern,0,2002-01-25
Stuttgart,3,2002-01-25
Rostock,0,2002-01-25
Munich 1860,3,2002-01-25
Wolfsburg,0,2002-01-25
Schalke,3,2002-01-25
Bayern,3,2002-01-26
Monchengladbach,0,2002-01-26
Leverkusen,0,2002-01-26
Cottbus,3,2002-01-26
Bielefeld,1,2002-02-01
Bayern,1,2002-02-01
Cottbus,3,2002-02-01
Bochum,0,2002-02-01
Munich 1860,0,2002-02-01
Hannover,3,2002-02-01
Nurnberg,0,2002-02-01
Rostock,3,2002-02-01
Schalke,1,2002-02-01
Kaiserslautern,1,2002-02-01
Stuttgart,3,2002-02-01
Hertha,0,2002-02-01
Dortmund,3,2002-02-02
Leverkusen,0,2002-02-02
Hamburger SV,3,2002-02-02
Bremen,0,2002-02-02
Bochum,3,2002-02-08
Leverkusen,0,2002-02-08
Bremen,0,2002-02-08
Munich 1860,3,2002-02-08
Hannover,3,2002-02-08
Nurnberg,0,2002-02-08
Hertha,3,2002-02-08
Schalke,0,2002-02-08
Kaiserslautern,3,2002-02-08
Monchengladbach,0,2002-02-08
Rostock,1,2002-02-08
Cottbus,1,2002-02-08
Wolfsburg,3,2002-02-08
Bielefeld,0,2002-02-08
Bayern,1,2002-02-09
Hamburger SV,1,2002-02-09
Stuttgart,3,2002-02-09
Dortmund,0,2002-02-09
Bielefeld,1,2002-02-15
Kaiserslautern,1,2002-02-15
Dortmund,3,2002-02-15
Bochum,0,2002-02-15
Hamburger SV,3,2002-02-15
Wolfsburg,0,2002-02-15
Leverkusen,0,2002-02-15
Rostock,3,2002-02-15
Munich 1860,0,2002-02-15
Bayern,3,2002-02-15
Nurnberg,3,2002-02-15
Bremen,0,2002-02-15
Schalke,3,2002-02-15
Stuttgart,0,2002-02-15
Cottbus,3,2002-02-16
Hannover,0,2002-02-16
Monchengladbach,0,2002-02-16
Hertha,3,2002-02-16
Monchengladbach,3,2002-02-19
Wolfsburg,0,2002-02-19
Bayern,3,2002-02-22
Nurnberg,0,2002-02-22
Bremen,0,2002-02-22
Cottbus,3,2002-02-22
Hannover,0,2002-02-22
Leverkusen,3,2002-02-22
Kaiserslautern,3,2002-02-22
Hamburger SV,0,2002-02-22
Rostock,1,2002-02-22
Bochum,1,2002-02-22
Schalke,1,2002-02-22
Dortmund,1,2002-02-22
Wolfsburg,1,2002-02-22
Munich 1860,1,2002-02-22
Hertha,1,2002-02-23
Bielefeld,1,2002-02-23
Stuttgart,3,2002-02-23
Monchengladbach,0,2002-02-23
