team,points,date
Bayern,0,1993-02-12
Stuttgart,3,1993-02-12
Bremen,3,1993-02-12
Kaiserslautern,0,1993-02-12
Dortmund,3,1993-02-12
Leverkusen,0,1993-02-12
Duisburg,3,1993-02-12
Lokomotive Leipzig,0,1993-02-12
FC Koln,1,1993-02-12
Schalke,1,1993-02-12
Frankfurt,1,1993-02-12
Nurnberg,1,1993-02-12
Hamburger SV,1,1993-02-12
Freiburg,1,1993-02-12
Monchengladbach,0,1993-02-12
Karlsruher,3,1993-02-12
Wattenscheid,1,1993-02-12
Dresden,1,1993-02-12
Dresden,3,1993-02-19
Dortmund,0,1993-02-19
Duisburg,3,1993-02-19
Bremen,0,1993-02-19
Freiburg,0,1993-02-19
FC Koln,3,1993-02-19
Karlsruher,3,1993-02-19
Frankfurt,0,1993-02-19
Leverkusen,0,1993-02-19
Hamburger SV,3,1993-02-19
Lokomotive Leipzig,0,1993-02-19
Bayern,3,1993-02-19
Nurnberg,0,1993-02-19
Kaiserslautern,3,1993-02-19
Schalke,3,1993-02-19
Monchengladbach,0,1993-02-19
Stuttgart,3,1993-02-19
Wattenscheid,0,1993-02-19
Bayern,3,1993-02-26
Duisburg,0,1993-02-26
Bremen,1,1993-02-26
Nurnberg,1,1993-02-26
Dortmund,0,1993-02-26
Stuttgart,3,1993-02-26
FC Koln,1,1993-02-26
Leverkusen,1,1993-02-26
Frankfurt,0,1993-02-26
Schalke,3,1993-02-26
Hamburger SV,1,1993-02-26
Dresden,1,1993-02-26
Kaiserslautern,1,1993-02-26
Karlsruher,1,1993-02-26
Monchengladbach,1,1993-02-26
Freiburg,1,1993-02-26
Wattenscheid,1,1993-02-26
Lokomotive Leipzig,1,1993-02-26
Bayern,3,1993-03-05
Bremen,0,1993-03-05
Dresden,1,1993-03-05
FC Koln,1,1993-03-05
Duisburg,3,1993-03-05
Wattenscheid,0,1993-03-05
Freiburg,0,1993-03-05
Frankfurt,3,1993-03-05
Karlsruher,3,1993-03-05
Nurnberg,0,1993-03-05
Leverkusen,0,1993-03-05
Monchengladbach,3,1993-03-05
Lokomotive Leipzig,0,1993-03-05
Dortmund,3,1993-03-05
Schalke,3,1993-03-05
Kaiserslautern,0,1993-03-05
Stuttgart,3,1993-03-05
Hamburger SV,0,1993-03-05
Bremen,0,1993-03-12
Karlsruher,3,1993-03-12
Dortmund,3,1993-03-12
Duisburg,0,1993-03-12
FC Koln,3,1993-03-12
Stuttgart,0,1993-03-12
Frankfurt,3,1993-03-12
Leverkusen,0,1993-03-12
Hamburger SV,3,1993-03-12
Lokomotive Leipzig,0,1993-03-12
Kaiserslautern,3,1993-03-12
Freiburg,0,1993-03-12
Monchengladbach,3,1993-03-12
Dresden,0,1993-03-12
Nurnberg,3,1993-03-12
Schalke,0,1993-03-12
Wattenscheid,0,1993-03-12
Bayern,3,1993-03-12
Bayern,1,1993-03-19
Dortmund,1,1993-03-19
Dresden,0,1993-03-19
Frankfurt,3,1993-03-19
Duisburg,0,1993-03-19
Hamburger SV,3,1993-03-19
Freiburg,1,1993-03-19
Nurnberg,1,1993-03-19
Leverkusen,3,1993-03-19
Kaiserslautern,0,1993-03-19
Lokomotive Leipzig,0,1993-03-19
FC Koln,3,1993-03-19
Schalke,3,1993-03-19
Karlsruher,0,1993-03-19
Stuttgart,3,1993-03-19
Monchengladbach,0,1993-03-19
Wattenscheid,1,1993-03-19
Bremen,1,1993-03-19
Bremen,0,1993-03-26
Schalke,3,1993-03-26
Dortmund,3,1993-03-26
Wattenscheid,0,1993-03-26
FC Koln,3,1993-03-26
Duisburg,0,1993-03-26
Frankfurt,1,1993-03-26
Stuttgart,1,1993-03-26
Hamburger SV,0,1993-03-26
Bayern,3,1993-03-26
Kaiserslautern,1,1993-03-26
Dresden,1,1993-03-26
Karlsruher,3,1993-03-26
Freiburg,0,1993-03-26
Monchengladbach,3,1993-03-26
Lokomotive Leipzig,0,1993-03-26
Nurnberg,0,1993-03-26
Leverkusen,3,1993-03-26
Bayern,3,1993-04-02
FC Koln,0,1993-04-02
Dortmund,3,1993-04-02
Bremen,0,1993-04-02
Dresden,1,1993-04-02
Nurnberg,1,1993-04-02
Duisburg,3,1993-04-02
Monchengladbach,0,1993-04-02
Freiburg,0,1993-04-02
Schalke,3,1993-04-02
Leverkusen,3,1993-04-02
Karlsruher,0,1993-04-02
Lokomotive Leipzig,3,1993-04-02
Frankfurt,0,1993-04-02
Stuttgart,1,1993-04-02
Kaiserslautern,1,1993-04-02
Wattenscheid,3,1993-04-02
Hamburger SV,0,1993-04-02
Bayern,3,1993-04-03
Nurnberg,0,1993-04-03
Bremen,3,1993-04-06
Freiburg,0,1993-04-06
FC Koln,3,1993-04-06
Wattenscheid,0,1993-04-06
Frankfurt,0,1993-04-06
Duisburg,3,1993-04-06
Hamburger SV,1,1993-04-06
Dortmund,1,1993-04-06
Kaiserslautern,3,1993-04-06
Lokomotive Leipzig,0,1993-04-06
Karlsruher,3,1993-04-06
Dresden,0,1993-04-06
Monchengladbach,3,1993-04-06
Bayern,0,1993-04-06
Nurnberg,3,1993-04-06
Stuttgart,0,1993-04-06
Schalke,1,1993-04-06
Leverkusen,1,1993-04-06
Bayern,3,1993-04-09
Frankfurt,0,1993-04-09
Dortmund,3,1993-04-09
FC Koln,0,1993-04-09
Dresden,3,1993-04-09
Schalke,0,1993-04-09
Duisburg,0,1993-04-09
Kaiserslautern,3,1993-04-09
Hamburger SV,1,1993-04-09
Bremen,1,1993-04-09
Leverkusen,3,1993-04-09
Freiburg,0,1993-04-09
Lokomotive Leipzig,0,1993-04-09
Nurnberg,3,1993-04-09
Stuttgart,3,1993-04-09
Karlsruher,0,1993-04-09
Wattenscheid,3,1993-04-09
Monchengladbach,0,1993-04-09
Bremen,3,1993-04-16
Leverkusen,0,1993-04-16
FC Koln,3,1993-04-16
Hamburger SV,0,1993-04-16
Frankfurt,3,1993-04-16
Wattenscheid,0,1993-04-16
Freiburg,0,1993-04-16
Dresden,3,1993-04-16
Kaiserslautern,3,1993-04-16
Bayern,0,1993-04-16
Karlsruher,3,1993-04-16
Lokomotive Leipzig,0,1993-04-16
Monchengladbach,1,1993-04-16
Dortmund,1,1993-04-16
Nurnberg,1,1993-04-16
Duisburg,1,1993-04-16
Schalke,0,1993-04-16
Stuttgart,3,1993-04-16
Bremen,3,1993-04-23
FC Koln,0,1993-04-23
Dortmund,3,1993-04-23
Frankfurt,0,1993-04-23
Duisburg,0,1993-04-23
Karlsruher,3,1993-04-23
Hamburger SV,0,1993-04-23
Monchengladbach,3,1993-04-23
Leverkusen,1,1993-04-23
Dresden,1,1993-04-23
Lokomotive Leipzig,1,1993-04-23
Schalke,1,1993-04-23
Stuttgart,0,1993-04-23
Freiburg,3,1993-04-23
Wattenscheid,0,1993-04-23
Kaiserslautern,3,1993-04-23
Dresden,3,1993-04-30
Bremen,0,1993-04-30
Frankfurt,1,1993-04-30
Hamburger SV,1,1993-04-30
Freiburg,3,1993-04-30
Lokomotive Leipzig,0,1993-04-30
