team,points,date
Stuttgart,0,1989-09-02
Kaiserslautern,3,1989-09-02
Frankfurt,0,1989-09-02
Leverkusen,3,1989-09-02
Mannheim,0,1989-09-02
Nurnberg,3,1989-09-02
Monchengladbach,0,1989-09-02
St. Pauli,1,1989-09-02
FC Koln,1,1989-09-02
Monchengladbach,3,1989-09-08
Dusseldorf,0,1989-09-08
Bochum,3,1989-09-09
Kaiserslautern,0,1989-09-09
FC Koln,3,1989-09-09
Bremen,0,1989-09-09
Frankfurt,0,1989-09-09
Bayern,3,1989-09-09
Hamburger SV,0,1989-09-09
Leverkusen,3,1989-09-09
Homburg,0,1989-09-09
Nurnberg,3,1989-09-09
Karlsruher,3,1989-09-09
Dortmund,0,1989-09-09
Mannheim,0,1989-09-09
St. Pauli,3,1989-09-09
Stuttgart,3,1989-09-09
Uerdingen,0,1989-09-09
Leverkusen,3,1989-09-15
Frankfurt,0,1989-09-15
Monchengladbach,1,1989-09-15
Homburg,1,1989-09-15
Bayern,3,1989-09-16
Bochum,0,1989-09-16
Bremen,0,1989-09-16
Mannheim,3,1989-09-16
Dortmund,1,1989-09-16
FC Koln,1,1989-09-16
Dusseldorf,3,1989-09-16
Uerdingen,0,1989-09-16
Kaiserslautern,0,1989-09-16
Stuttgart,3,1989-09-16
Nurnberg,3,1989-09-16
Karlsruher,0,1989-09-16
St. Pauli,1,1989-09-16
Hamburger SV,1,1989-09-16
Frankfurt,3,1989-09-19
St. Pauli,0,1989-09-19
Homburg,3,1989-09-19
Dusseldorf,0,1989-09-19
Karlsruher,0,1989-09-19
Monchengladbach,3,1989-09-19
Uerdingen,3,1989-09-19
Kaiserslautern,0,1989-09-19
Bochum,0,1989-09-20
Leverkusen,3,1989-09-20
FC Koln,3,1989-09-20
Nurnberg,0,1989-09-20
Hamburger SV,3,1989-09-20
Bremen,0,1989-09-20
Mannheim,3,1989-09-20
Dortmund,0,1989-09-20
Stuttgart,3,1989-09-20
Bayern,0,1989-09-20
St. Pauli,3,1989-09-29
Bochum,0,1989-09-29
Bayern,3,1989-09-30
Uerdingen,0,1989-09-30
Bremen,0,1989-09-30
Frankfurt,3,1989-09-30
Dortmund,3,1989-09-30
Hamburger SV,0,1989-09-30
Dusseldorf,1,1989-09-30
Kaiserslautern,1,1989-09-30
Homburg,3,1989-09-30
Karlsruher,0,1989-09-30
Leverkusen,1,1989-09-30
Stuttgart,1,1989-09-30
Monchengladbach,0,1989-09-30
FC Koln,3,1989-09-30
Nurnberg,3,1989-09-30
Mannheim,0,1989-09-30
Bochum,1,1989-10-07
Bremen,1,1989-10-07
FC Koln,3,1989-10-07
Homburg,0,1989-10-07
Frankfurt,0,1989-10-07
Dortmund,3,1989-10-07
Hamburger SV,3,1989-10-07
Nurnberg,0,1989-10-07
Kaiserslautern,1,1989-10-07
Bayern,1,1989-10-07
Karlsruher,1,1989-10-07
Dusseldorf,1,1989-10-07
Mannheim,3,1989-10-07
Monchengladbach,0,1989-10-07
Stuttgart,3,1989-10-07
St. Pauli,0,1989-10-07
Uerdingen,0,1989-10-07
Leverkusen,3,1989-10-07
Bremen,3,1989-10-13
Stuttgart,0,1989-10-13
Dortmund,0,1989-10-13
Bochum,3,1989-10-13
Monchengladbach,0,1989-10-13
Hamburger SV,3,1989-10-13
Dusseldorf,0,1989-10-14
Bayern,3,1989-10-14
Homburg,3,1989-10-14
Mannheim,0,1989-10-14
Karlsruher,1,1989-10-14
FC Koln,1,1989-10-14
Leverkusen,1,1989-10-14
Kaiserslautern,1,1989-10-14
Nurnberg,1,1989-10-14
Frankfurt,1,1989-10-14
St. Pauli,1,1989-10-14
Uerdingen,1,1989-10-14
Kaiserslautern,1,1989-10-20
St. Pauli,1,1989-10-20
Bayern,0,1989-10-21
Leverkusen,3,1989-10-21
Bochum,1,1989-10-21
Nurnberg,1,1989-10-21
FC Koln,0,1989-10-21
Dusseldorf,3,1989-10-21
Frankfurt,3,1989-10-21
Monchengladbach,0,1989-10-21
Hamburger SV,3,1989-10-21
Homburg,0,1989-10-21
Mannheim,0,1989-10-21
Karlsruher,3,1989-10-21
Stuttgart,3,1989-10-21
Dortmund,0,1989-10-21
Uerdingen,0,1989-10-21
Bremen,3,1989-10-21
Bremen,3,1989-10-27
Kaiserslautern,0,1989-10-27
St. Pauli,0,1989-10-27
Bayern,3,1989-10-27
Dortmund,3,1989-10-28
Uerdingen,0,1989-10-28
Homburg,0,1989-10-28
Frankfurt,3,1989-10-28
Karlsruher,3,1989-10-28
Hamburger SV,0,1989-10-28
Leverkusen,1,1989-10-28
Dusseldorf,1,1989-10-28
Mannheim,0,1989-10-28
FC Koln,3,1989-10-28
Monchengladbach,0,1989-10-28
Bochum,3,1989-10-28
Nurnberg,0,1989-10-28
Stuttgart,3,1989-10-28
Bochum,3,1989-11-03
Homburg,0,1989-11-03
Dusseldorf,1,1989-11-03
Mannheim,1,1989-11-03
Leverkusen,1,1989-11-03
St. Pauli,1,1989-11-03
Bayern,1,1989-11-04
Bremen,1,1989-11-04
Frankfurt,1,1989-11-04
Karlsruher,1,1989-11-04
Hamburger SV,0,1989-11-04
FC Koln,3,1989-11-04
Kaiserslautern,1,1989-11-04
Dortmund,1,1989-11-04
Stuttgart,3,1989-11-04
Monchengladbach,0,1989-11-04
Uerdingen,1,1989-11-04
Nurnberg,1,1989-11-04
Nurnberg,1,1989-11-17
Kaiserslautern,1,1989-11-17
St. Pauli,3,1989-11-17
Dusseldorf,0,1989-11-17
Bremen,1,1989-11-18
Leverkusen,1,1989-11-18
Dortmund,1,1989-11-18
Bayern,1,1989-11-18
FC Koln,0,1989-11-18
Frankfurt,3,1989-11-18
Homburg,3,1989-11-18
Stuttgart,0,1989-11-18
Karlsruher,3,1989-11-18
Bochum,0,1989-11-18
Mannheim,3,1989-11-18
Hamburger SV,0,1989-11-18
Monchengladbach,0,1989-11-18
Uerdingen,3,1989-11-18
Dortmund,1,1989-11-23
Leverkusen,1,1989-11-23
Bremen,3,1989-11-25
St. Pauli,0,1989-11-25
FC Koln,3,1989-11-25
Bochum,0,1989-11-25
Hamburger SV,3,1989-11-25
Dusseldorf,0,1989-11-25
Homburg,0,1989-11-25
Uerdingen,3,1989-11-25
Karlsruher,3,1989-11-25
Stuttgart,0,1989-11-25
Mannheim,1,1989-11-25
Frankfurt,1,1989-11-25
Monchengladbach,3,1989-11-25
Kaiserslautern,0,1989-11-25
Nurnberg,3,1989-11-25
Bayern,0,1989-11-25
St. Pauli,3,1989-11-30
Dortmund,0,1989-11-30
Bochum,3,1989-12-01
Mannheim,0,1989-12-01
Leverkusen,3,1989-12-01
Nurnberg,0,1989-12-01
Bayern,3,1989-12-02
Monchengladbach,0,1989-12-02
Dusseldorf,3,1989-12-02
Bremen,0,1989-12-02
Frankfurt,3,1989-12-02
Hamburger SV,0,1989-12-02
Kaiserslautern,3,1989-12-02
Homburg,0,1989-12-02
Stuttgart,3,1989-12-02
FC Koln,0,1989-12-02
Uerdingen,3,1989-12-02
Karlsruher,0,1989-12-02
Monchengladbach,1,1989-12-08
Leverkusen,1,1989-12-08
Dortmund,3,1989-12-09
Bremen,0,1989-12-09
FC Koln,0,1989-12-09
Uerdingen,3,1989-12-09
Frankfurt,3,1989-12-09
Dusseldorf,0,1989-12-09
Hamburger SV,0,1989-12-09
Bochum,3,1989-12-09
Homburg,0,1989-12-09
Bayern,3,1989-12-09
Karlsruher,1,1989-12-09
Kaiserslautern,1,1989-12-09
Mannheim,3,1989-12-09
Stuttgart,0,1989-12-09
Nurnberg,0,1989-12-09
St. Pauli,3,1989-12-09
Bochum,1,1989-12-14
Frankfurt,1,1989-12-14
Dusseldorf,1,1989-12-15
Dortmund,1,1989-12-15
Bayern,3,1989-12-16
Karlsruher,0,1989-12-16
Bremen,3,1989-12-16
Nurnberg,0,1989-12-16
Kaiserslautern,0,1989-12-16
FC Koln,3,1989-12-16
St. Pauli,3,1989-12-16
Monchengladbach,0,1989-12-16
Stuttgart,3,1989-12-16
Hamburger SV,0,1989-12-16
Uerdingen,0,1989-12-16
Mannheim,3,1989-12-16
Leverkusen,3,1990-02-17
Homburg,0,1990-02-17
FC Koln,1,1990-02-23
Bayern,1,1990-02-23
Homburg,0,1990-02-23
St. Pauli,3,1990-02-23
Bochum,0,1990-02-24
Dusseldorf,3,1990-02-24
Frankfurt,3,1990-02-24
Stuttgart,0,1990-02-24
Hamburger SV,3,1990-02-24
Uerdingen,0,1990-02-24
Karlsruher,3,1990-02-24
Leverkusen,0,1990-02-24
Mannheim,3,1990-02-24
Kaiserslautern,0,1990-02-24
Monchengladbach,3,1990-02-24
Bremen,0,1990-02-24
Bremen,1,1990-03-02
Homburg,1,1990-03-02
St. Pauli,1,1990-03-02
Karlsruher,1,1990-03-02
Bayern,3,1990-03-03
Mannheim,0,1990-03-03
Dortmund,3,1990-03-03
Monchengladbach,0,1990-03-03
Dusseldorf,1,1990-03-03
Nurnberg,1,1990-03-03
Kaiserslautern,0,1990-03-03
Hamburger SV,3,1990-03-03
Leverkusen,0,1990-03-03
FC Koln,3,1990-03-03
Stuttgart,3,1990-03-03
Bochum,0,1990-03-03
Uerdingen,1,1990-03-03
Frankfurt,1,1990-03-03
Homburg,1,1990-03-09
Dortmund,1,1990-03-09
Monchengladbach,3,1990-03-09
Nurnberg,0,1990-03-09
Bochum,3,1990-03-10
Uerdingen,0,1990-03-10
FC Koln,3,1990-03-10
St. Pauli,0,1990-03-10
Frankfurt,1,1990-03-10
Kaiserslautern,1,1990-03-10
Hamburger SV,0,1990-03-10
Bayern,3,1990-03-10
Karlsruher,3,1990-03-10
Bremen,0,1990-03-10
Mannheim,1,1990-03-10
Leverkusen,1,1990-03-10
Stuttgart,3,1990-03-10
Dusseldorf,0,1990-03-10
St. Pauli,3,1990-03-15
Mannheim,0,1990-03-15
Bremen,3,1990-03-16
FC Koln,0,1990-03-16
Bayern,3,1990-03-17
Frankfurt,0,1990-03-17
Dortmund,3,1990-03-17
Karlsruher,0,1990-03-17
Dusseldorf,0,1990-03-17
Monchengladbach,3,1990-03-17
Kaiserslautern,3,1990-03-17
Bochum,0,1990-03-17
Leverkusen,3,1990-03-17
Hamburger SV,0,1990-03-17
Nurnberg,3,1990-03-17
Homburg,0,1990-03-17
Uerdingen,3,1990-03-17
Stuttgart,0,1990-03-17
Frankfurt,0,1990-03-23
Leverkusen,3,1990-03-23
Homburg,0,1990-03-23
Monchengladbach,3,1990-03-23
Bochum,1,1990-03-24
Bayern,1,1990-03-24
FC Koln,1,1990-03-24
Dortmund,1,1990-03-24
Hamburger SV,1,1990-03-24
St. Pauli,1,1990-03-24
Karlsruher,1,1990-03-24
Nurnberg,1,1990-03-24
Mannheim,1,1990-03-24
Bremen,1,1990-03-24
Stuttgart,0,1990-03-24
Kaiserslautern,3,1990-03-24
Uerdingen,0,1990-03-24
Dusseldorf,3,1990-03-24
Dortmund,3,1990-03-30
Mannheim,0,1990-03-30
Dusseldorf,3,1990-03-30
Homburg,0,1990-03-30
Bayern,3,1990-03-31
Stuttgart,0,1990-03-31
Bremen,3,1990-03-31
Hamburger SV,0,1990-03-31
Kaiserslautern,3,1990-03-31
Uerdingen,0,1990-03-31
Leverkusen,3,1990-03-31
Bochum,0,1990-03-31
Monchengladbach,1,1990-03-31
Karlsruher,1,1990-03-31
Nurnberg,1,1990-03-31
FC Koln,1,1990-03-31
St. Pauli,1,1990-03-31
Frankfurt,1,1990-03-31
Bochum,1,1990-04-06
St. Pauli,1,1990-04-06
Kaiserslautern,3,1990-04-06
Dusseldorf,0,1990-04-06
FC Koln,3,1990-04-07
Monchengladbach,0,1990-04-07
Frankfurt,3,1990-04-07
Bremen,0,1990-04-07
Hamburger SV,1,1990-04-07
Dortmund,1,1990-04-07
Karlsruher,0,1990-04-07
Homburg,3,1990-04-07
Mannheim,1,1990-04-07
Nurnberg,1,1990-04-07
Stuttgart,1,1990-04-07
Leverkusen,1,1990-04-07
Uerdingen,1,1990-04-07
Bayern,1,1990-04-07
Dortmund,1,1990-04-11
Frankfurt,1,1990-04-11
Bayern,3,1990-04-12
Kaiserslautern,0,1990-04-12
Bremen,1,1990-04-12
Bochum,1,1990-04-12
Dusseldorf,1,1990-04-12
Karlsruher,1,1990-04-12
Homburg,0,1990-04-12
FC Koln,3,1990-04-12
Leverkusen,1,1990-04-12
Uerdingen,1,1990-04-12
Monchengladbach,3,1990-04-12
Mannheim,0,1990-04-12
Nurnberg,3,1990-04-12
Hamburger SV,0,1990-04-12
St. Pauli,1,1990-04-12
Stuttgart,1,1990-04-12
Nurnberg,0,1990-04-16
Dortmund,3,1990-04-16
Kaiserslautern,3,1990-04-20
Leverkusen,0,1990-04-20
Uerdingen,3,1990-04-20
St. Pauli,0,1990-04-20
Bayern,1,1990-04-21
Dusseldorf,1,1990-04-21
Bochum,0,1990-04-21
Dortmund,3,1990-04-21
FC Koln,0,1990-04-21
Karlsruher,3,1990-04-21
Frankfurt,3,1990-04-21
Nurnberg,0,1990-04-21
Hamburger SV,3,1990-04-21
Monchengladbach,0,1990-04-21
Mannheim,0,1990-04-21
Homburg,3,1990-04-21
Stuttgart,3,1990-04-21
Bremen,0,1990-04-21
Homburg,0,1990-04-27
Hamburger SV,3,1990-04-27
St. Pauli,0,1990-04-27
Kaiserslautern,3,1990-04-27
Bremen,1,1990-04-28
Uerdingen,1,1990-04-28
Dortmund,3,1990-04-28
Stuttgart,0,1990-04-28
Dusseldorf,1,1990-04-28
FC Koln,1,1990-04-28
Karlsruher,3,1990-04-28
Mannheim,0,1990-04-28
Leverkusen,1,1990-04-28
Bayern,1,1990-04-28
Monchengladbach,3,1990-04-28
Frankfurt,0,1990-04-28
Nurnberg,3,1990-04-28
Bochum,0,1990-04-28
Bochum,3,1990-05-01
Monchengladbach,0,1990-05-01
FC Koln,3,1990-05-01
Mannheim,0,1990-05-01
Frankfurt,1,1990-05-01
Homburg,1,1990-05-01
Kaiserslautern,1,1990-05-01
Bremen,1,1990-05-01
Stuttgart,3,1990-05-01
Nurnberg,0,1990-05-01
Bayern,3,1990-05-02
St. Pauli,0,1990-05-02
Dusseldorf,3,1990-05-02
Leverkusen,0,1990-05-02
Hamburger SV,3,1990-05-02
Karlsruher,0,1990-05-02
Uerdingen,0,1990-05-02
Dortmund,3,1990-05-02
Bremen,1,1990-05-05
Bayern,1,1990-05-05
Dortmund,1,1990-05-05
Kaiserslautern,1,1990-05-05
FC Koln,3,1990-05-05
Hamburger SV,0,1990-05-05
Homburg,3,1990-05-05
Bochum,0,1990-05-05
Karlsruher,3,1990-05-05
Frankfurt,0,1990-05-05
Mannheim,0,1990-05-05
Dusseldorf,3,1990-05-05
Monchengladbach,3,1990-05-05
Stuttgart,0,1990-05-05
Nurnberg,1,1990-05-05
Uerdingen,1,1990-05-05
St. Pauli,3,1990-05-05
Leverkusen,0,1990-05-05
Bayern,3,1990-05-12
Dortmund,0,1990-05-12
Bochum,3,1990-05-12
Karlsruher,0,1990-05-12
Dusseldorf,3,1990-05-12
St. Pauli,0,1990-05-12
Frankfurt,3,1990-05-12
FC Koln,0,1990-05-12
Hamburger SV,3,1990-05-12
Mannheim,0,1990-05-12
Kaiserslautern,0,1990-05-12
Nurnberg,3,1990-05-12
Leverkusen,0,1990-05-12
Bremen,3,1990-05-12
Stuttgart,1,1990-05-12
Homburg,1,1990-05-12
Uerdingen,1,1990-05-12
Monchengladbach,1,1990-05-12
