team,points,date
Dortmund,0,2003-01-30
Schalke,3,2003-01-30
Bochum,3,2003-01-31
Wolfsburg,0,2003-01-31
Bremen,3,2003-01-31
Hertha,0,2003-01-31
FC Koln,3,2003-01-31
Monchengladbach,0,2003-01-31
Frankfurt,1,2003-01-31
Bayern,1,2003-01-31
Munich 1860,3,2003-01-31
Kaiserslautern,0,2003-01-31
Stuttgart,3,2003-01-31
Rostock,0,2003-01-31
Freiburg,3,2003-02-01
Leverkusen,0,2003-02-01
Hannover,3,2003-02-01
Hamburger SV,0,2003-02-01
Hamburger SV,1,2003-02-07
Bochum,1,2003-02-07
Kaiserslautern,3,2003-02-07
FC Koln,0,2003-02-07
Leverkusen,0,2003-02-07
Frankfurt,3,2003-02-07
Monchengladbach,0,2003-02-07
Bremen,3,2003-02-07
Rostock,3,2003-02-07
Freiburg,0,2003-02-07
Schalke,1,2003-02-07
Munich 1860,1,2003-02-07
Wolfsburg,0,2003-02-07
Dortmund,3,2003-02-07
Bayern,3,2003-02-08
Hannover,0,2003-02-08
Hertha,3,2003-02-08
Stuttgart,0,2003-02-08
Bochum,3,2003-02-14
Bayern,0,2003-02-14
FC Koln,0,2003-02-14
Schalke,3,2003-02-14
Frankfurt,1,2003-02-14
Rostock,1,2003-02-14
Freiburg,0,2003-02-14
Hertha,3,2003-02-14
Hamburger SV,3,2003-02-14
Wolfsburg,0,2003-02-14
Hannover,1,2003-02-14
Leverkusen,1,2003-02-14
Stuttgart,1,2003-02-14
Monchengladbach,1,2003-02-14
Bremen,3,2003-02-15
Kaiserslautern,0,2003-02-15
Munich 1860,0,2003-02-15
Dortmund,3,2003-02-15
Bayern,3,2003-02-21
Hamburger SV,0,2003-02-21
Kaiserslautern,3,2003-02-21
Stuttgart,0,2003-02-21
Leverkusen,0,2003-02-21
Bochum,3,2003-02-21
Monchengladbach,1,2003-02-21
Freiburg,1,2003-02-21
Rostock,3,2003-02-21
Hannover,0,2003-02-21
Schalke,1,2003-02-21
Bremen,1,2003-02-21
Wolfsburg,3,2003-02-21
Munich 1860,0,2003-02-21
Dortmund,3,2003-02-22
FC Koln,0,2003-02-22
Hertha,0,2003-02-22
Frankfurt,3,2003-02-22
Bayern,3,2003-02-28
Wolfsburg,0,2003-02-28
Bochum,1,2003-02-28
Rostock,1,2003-02-28
Bremen,3,2003-02-28
Dortmund,0,2003-02-28
FC Koln,0,2003-02-28
Munich 1860,3,2003-02-28
Frankfurt,3,2003-02-28
Monchengladbach,0,2003-02-28
Hamburger SV,3,2003-02-28
Leverkusen,0,2003-02-28
Stuttgart,1,2003-02-28
Schalke,1,2003-02-28
Freiburg,3,2003-02-29
Kaiserslautern,0,2003-02-29
Hannover,0,2003-02-29
Hertha,3,2003-02-29
Dortmund,0,2003-03-06
Stuttgart,3,2003-03-06
Hertha,1,2003-03-06
Bochum,1,2003-03-06
Kaiserslautern,3,2003-03-06
Frankfurt,0,2003-03-06
Leverkusen,0,2003-03-06
Bayern,3,2003-03-06
Monchengladbach,3,2003-03-06
Hannover,0,2003-03-06
Rostock,3,2003-03-06
Hamburger SV,0,2003-03-06
Schalke,3,2003-03-06
Freiburg,0,2003-03-06
Munich 1860,0,2003-03-07
Bremen,3,2003-03-07
Wolfsburg,3,2003-03-07
FC Koln,0,2003-03-07
Bayern,1,2003-03-13
Rostock,1,2003-03-13
Bremen,3,2003-03-13
FC Koln,0,2003-03-13
Frankfurt,3,2003-03-13
Schalke,0,2003-03-13
Freiburg,1,2003-03-13
Dortmund,1,2003-03-13
Hamburger SV,3,2003-03-13
Hertha,0,2003-03-13
Hannover,0,2003-03-13
Kaiserslautern,3,2003-03-13
Leverkusen,3,2003-03-13
Wolfsburg,0,2003-03-13
Bochum,3,2003-03-14
Monchengladbach,0,2003-03-14
Stuttgart,3,2003-03-14
Munich 1860,0,2003-03-14
Dortmund,3,2003-03-20
Frankfurt,0,2003-03-20
FC Koln,1,2003-03-20
Stuttgart,1,2003-03-20
Hertha,1,2003-03-20
Bayern,1,2003-03-20
Kaiserslautern,1,2003-03-20
Bochum,1,2003-03-20
