team,points,date
Duisburg,0,1994-04-15
Monchengladbach,3,1994-04-15
FC Koln,1,1994-04-15
Bremen,1,1994-04-15
Awrd,3,1994-04-15
Frankfurt,0,1994-04-15
Munich 1860,3,1994-04-16
Bochum,0,1994-04-16
Bochum,3,1994-04-21
FC Koln,0,1994-04-21
Karlsruher,3,1994-04-21
Stuttgart,0,1994-04-21
Monchengladbach,3,1994-04-21
Hamburger SV,0,1994-04-21
Bayern,3,1994-04-22
Dortmund,0,1994-04-22
Bremen,1,1994-04-22
Kaiserslautern,1,1994-04-22
Dresden,0,1994-04-22
Frankfurt,3,1994-04-22
Freiburg,1,1994-04-22
Munich 1860,1,1994-04-22
Leverkusen,3,1994-04-22
Duisburg,0,1994-04-22
Schalke,3,1994-04-22
Uerdingen,0,1994-04-22
FC Koln,3,1994-04-28
Freiburg,0,1994-04-28
Hamburger SV,3,1994-04-28
Duisburg,0,1994-04-28
Dortmund,3,1994-04-29
Dresden,0,1994-04-29
Kaiserslautern,3,1994-04-29
Bochum,0,1994-04-29
Munich 1860,3,1994-04-29
Monchengladbach,0,1994-04-29
Schalke,3,1994-04-29
Leverkusen,0,1994-04-29
Stuttgart,0,1994-04-29
Bayern,3,1994-04-29
Uerdingen,1,1994-04-29
Karlsruher,1,1994-04-29
Frankfurt,1,1994-04-30
Bremen,1,1994-04-30
Duisburg,1,1994-05-05
Munich 1860,1,1994-05-05
Freiburg,3,1994-05-05
Kaiserslautern,0,1994-05-05
Bayern,3,1994-05-06
Uerdingen,0,1994-05-06
Bochum,0,1994-05-06
Frankfurt,3,1994-05-06
Dresden,1,1994-05-06
Stuttgart,1,1994-05-06
Karlsruher,1,1994-05-06
Schalke,1,1994-05-06
Leverkusen,3,1994-05-06
Hamburger SV,0,1994-05-06
Monchengladbach,1,1994-05-06
FC Koln,1,1994-05-06
Bremen,3,1994-05-07
Dortmund,0,1994-05-07
Karlsruher,0,1994-05-12
Leverkusen,3,1994-05-12
Uerdingen,3,1994-05-12
Dresden,0,1994-05-12
Dortmund,3,1994-05-13
Bochum,0,1994-05-13
FC Koln,0,1994-05-13
Duisburg,3,1994-05-13
Frankfurt,0,1994-05-13
Freiburg,3,1994-05-13
Kaiserslautern,1,1994-05-13
Monchengladbach,1,1994-05-13
Munich 1860,1,1994-05-13
Hamburger SV,1,1994-05-13
Stuttgart,0,1994-05-13
Bremen,3,1994-05-13
Schalke,0,1994-05-14
Bayern,3,1994-05-14
Hamburger SV,0,1994-05-19
FC Koln,3,1994-05-19
Leverkusen,0,1994-05-19
Munich 1860,3,1994-05-19
Bayern,0,1994-05-20
Karlsruher,3,1994-05-20
Bochum,3,1994-05-20
Stuttgart,0,1994-05-20
Bremen,3,1994-05-20
Uerdingen,0,1994-05-20
Dresden,3,1994-05-20
Schalke,0,1994-05-20
Duisburg,3,1994-05-20
Kaiserslautern,0,1994-05-20
Freiburg,1,1994-05-20
Dortmund,1,1994-05-20
Monchengladbach,3,1994-05-21
Frankfurt,0,1994-05-21
Kaiserslautern,3,1994-05-26
Hamburger SV,0,1994-05-26
Munich 1860,3,1994-05-26
FC Koln,0,1994-05-26
Frankfurt,3,1994-05-27
Duisburg,0,1994-05-27
Karlsruher,3,1994-05-27
Dresden,0,1994-05-27
