team,points,date
Freiburg,3,2001-01-26
Nurnberg,0,2001-01-26
Leverkusen,3,2001-01-26
Rostock,0,2001-01-26
Monchengladbach,0,2001-01-26
Kaiserslautern,3,2001-01-26
Munich 1860,3,2001-01-26
FC Koln,0,2001-01-26
Schalke,3,2001-01-26
Bayern,0,2001-01-26
St. Pauli,3,2001-01-26
Wolfsburg,0,2001-01-26
Stuttgart,3,2001-01-26
Hamburger SV,0,2001-01-26
Cottbus,3,2001-01-27
Bremen,0,2001-01-27
Dortmund,3,2001-01-27
Hertha,0,2001-01-27
Bremen,0,2001-02-02
Stuttgart,3,2001-02-02
FC Koln,0,2001-02-02
Kaiserslautern,3,2001-02-02
Hamburger SV,3,2001-02-02
Munich 1860,0,2001-02-02
Hertha,1,2001-02-02
Freiburg,1,2001-02-02
Nurnberg,3,2001-02-02
Cottbus,0,2001-02-02
Schalke,3,2001-02-02
Monchengladbach,0,2001-02-02
Wolfsburg,1,2001-02-02
Dortmund,1,2001-02-02
Bayern,3,2001-02-03
Leverkusen,0,2001-02-03
Rostock,3,2001-02-03
St. Pauli,0,2001-02-03
Cottbus,3,2001-02-05
Hertha,0,2001-02-05
Freiburg,1,2001-02-05
Wolfsburg,1,2001-02-05
Monchengladbach,3,2001-02-05
FC Koln,0,2001-02-05
Munich 1860,3,2001-02-05
Bremen,0,2001-02-05
Stuttgart,0,2001-02-05
Nurnberg,3,2001-02-05
Dortmund,3,2001-02-06
Rostock,0,2001-02-06
Kaiserslautern,1,2001-02-06
Hamburger SV,1,2001-02-06
Leverkusen,0,2001-02-06
Schalke,3,2001-02-06
St. Pauli,3,2001-02-06
Bayern,0,2001-02-06
Bayern,1,2001-02-09
Dortmund,1,2001-02-09
Bremen,3,2001-02-09
Kaiserslautern,0,2001-02-09
Hertha,3,2001-02-09
Stuttgart,0,2001-02-09
Leverkusen,3,2001-02-09
Monchengladbach,0,2001-02-09
Rostock,3,2001-02-09
Freiburg,0,2001-02-09
Schalke,3,2001-02-09
St. Pauli,0,2001-02-09
Wolfsburg,3,2001-02-09
Cottbus,0,2001-02-09
Hamburger SV,3,2001-02-10
FC Koln,0,2001-02-10
Nurnberg,3,2001-02-10
Munich 1860,0,2001-02-10
Dortmund,1,2001-02-16
Schalke,1,2001-02-16
Freiburg,0,2001-02-16
Bayern,3,2001-02-16
Kaiserslautern,3,2001-02-16
Nurnberg,0,2001-02-16
Monchengladbach,3,2001-02-16
Hamburger SV,0,2001-02-16
Munich 1860,0,2001-02-16
Hertha,3,2001-02-16
St. Pauli,1,2001-02-16
Leverkusen,1,2001-02-16
Stuttgart,3,2001-02-16
Wolfsburg,0,2001-02-16
Cottbus,3,2001-02-17
Rostock,0,2001-02-17
FC Koln,1,2001-02-17
Bremen,1,2001-02-17
Bayern,3,2001-02-23
Cottbus,0,2001-02-23
Hertha,3,2001-02-23
Kaiserslautern,0,2001-02-23
Nurnberg,3,2001-02-23
FC Koln,0,2001-02-23
Rostock,1,2001-02-23
Stuttgart,1,2001-02-23
Schalke,3,2001-02-23
Freiburg,0,2001-02-23
St. Pauli,1,2001-02-23
