team,points,date
Monchengladbach,0,2013-01-24
Bayern,3,2013-01-24
Frankfurt,3,2013-01-25
Hertha,0,2013-01-25
Dortmund,1,2013-01-25
Augsburg,1,2013-01-25
Freiburg,3,2013-01-25
Leverkusen,0,2013-01-25
Nurnberg,3,2013-01-25
Hoffenheim,0,2013-01-25
Stuttgart,0,2013-01-25
Mainz,3,2013-01-25
Wolfsburg,0,2013-01-25
Hannover,3,2013-01-25
Hamburger SV,0,2013-01-26
Schalke,3,2013-01-26
Bremen,1,2013-01-26
Braunschweig,1,2013-01-26
Stuttgart,0,2013-01-29
Bayern,3,2013-01-29
Braunschweig,0,2013-01-31
Dortmund,3,2013-01-31
Hannover,3,2013-02-01
Monchengladbach,0,2013-02-01
Augsburg,3,2013-02-01
Bremen,0,2013-02-01
Hoffenheim,3,2013-02-01
Hamburger SV,0,2013-02-01
Leverkusen,3,2013-02-01
Stuttgart,0,2013-02-01
Mainz,3,2013-02-01
Freiburg,0,2013-02-01
Schalke,3,2013-02-01
Wolfsburg,0,2013-02-01
Bayern,3,2013-02-02
Frankfurt,0,2013-02-02
Hertha,0,2013-02-02
Nurnberg,3,2013-02-02
Monchengladbach,0,2013-02-07
Leverkusen,3,2013-02-07
Hamburger SV,0,2013-02-08
Hertha,3,2013-02-08
Bremen,0,2013-02-08
Dortmund,3,2013-02-08
Frankfurt,3,2013-02-08
Braunschweig,0,2013-02-08
Freiburg,1,2013-02-08
Hoffenheim,1,2013-02-08
Nurnberg,0,2013-02-08
Bayern,3,2013-02-08
Wolfsburg,3,2013-02-08
Mainz,0,2013-02-08
Schalke,3,2013-02-09
Hannover,0,2013-02-09
Stuttgart,0,2013-02-09
Augsburg,3,2013-02-09
Mainz,3,2013-02-14
Hannover,0,2013-02-14
Leverkusen,0,2013-02-15
Schalke,3,2013-02-15
Bayern,3,2013-02-15
Freiburg,0,2013-02-15
Braunschweig,3,2013-02-15
Hamburger SV,0,2013-02-15
Bremen,1,2013-02-15
Monchengladbach,1,2013-02-15
Dortmund,3,2013-02-15
Frankfurt,0,2013-02-15
Hoffenheim,3,2013-02-15
Stuttgart,0,2013-02-15
Hertha,0,2013-02-16
Wolfsburg,3,2013-02-16
Augsburg,0,2013-02-16
Nurnberg,3,2013-02-16
Schalke,1,2013-02-21
Mainz,1,2013-02-21
Wolfsburg,3,2013-02-22
Leverkusen,0,2013-02-22
Freiburg,0,2013-02-22
Augsburg,3,2013-02-22
Hamburger SV,3,2013-02-22
Dortmund,0,2013-02-22
Monchengladbach,1,2013-02-22
Hoffenheim,1,2013-02-22
Nurnberg,3,2013-02-22
Braunschweig,0,2013-02-22
Stuttgart,0,2013-02-22
Hertha,3,2013-02-22
Hannover,0,2013-02-23
Bayern,3,2013-02-23
Frankfurt,1,2013-02-23
Bremen,1,2013-02-23
Hertha,1,2013-02-28
Freiburg,1,2013-02-28
Bayern,3,2013-03-01
Schalke,0,2013-03-01
Augsburg,1,2013-03-01
Hannover,1,2013-03-01
Braunschweig,1,2013-03-01
Monchengladbach,1,2013-03-01
Bremen,3,2013-03-01
Hamburger SV,0,2013-03-01
Dortmund,3,2013-03-01
Nurnberg,0,2013-03-01
Leverkusen,0,2013-03-01
Mainz,3,2013-03-01
Frankfurt,3,2013-03-02
Stuttgart,0,2013-03-02
Hoffenheim,3,2013-03-02
Wolfsburg,0,2013-03-02
Nurnberg,0,2013-03-08
Bremen,3,2013-03-08
Hamburger SV,1,2013-03-08
Frankfurt,1,2013-03-08
Hannover,1,2013-03-08
Leverkusen,1,2013-03-08
Monchengladbach,0,2013-03-08
Augsburg,3,2013-03-08
Schalke,3,2013-03-08
Hoffenheim,0,2013-03-08
Stuttgart,1,2013-03-08
Braunschweig,1,2013-03-08
Wolfsburg,0,2013-03-08
Bayern,3,2013-03-08
Mainz,1,2013-03-09
Hertha,1,2013-03-09
Freiburg,0,2013-03-09
Dortmund,3,2013-03-09
Augsburg,0,2013-03-14
Schalke,3,2013-03-14
Bayern,3,2013-03-15
Leverkusen,0,2013-03-15
Braunschweig,1,2013-03-15
Wolfsburg,1,2013-03-15
Bremen,1,2013-03-15
Stuttgart,1,2013-03-15
Dortmund,0,2013-03-15
Monchengladbach,3,2013-03-15
Hertha,0,2013-03-15
Hannover,3,2013-03-15
Hoffenheim,0,2013-03-15
Mainz,3,2013-03-15
Frankfurt,0,2013-03-16
Freiburg,3,2013-03-16
Hamburger SV,3,2013-03-16
Nurnberg,0,2013-03-16
Freiburg,3,2013-03-21
Bremen,0,2013-03-21
Monchengladbach,3,2013-03-22
Hertha,0,2013-03-22
Hannover,0,2013-03-22
Dortmund,3,2013-03-22
Mainz,0,2013-03-22
Bayern,3,2013-03-22
Schalke,3,2013-03-22
Braunschweig,0,2013-03-22
Stuttgart,3,2013-03-22
Hamburger SV,0,2013-03-22
Wolfsburg,1,2013-03-22
Augsburg,1,2013-03-22
Leverkusen,0,2013-03-23
Hoffenheim,3,2013-03-23
Nurnberg,0,2013-03-23
Frankfurt,3,2013-03-23
Braunschweig,3,2013-03-25
Mainz,0,2013-03-25
Bremen,0,2013-03-25
