team,points,date
Bayern,3,2004-01-21
Hamburger SV,0,2004-01-21
Mainz,0,2004-01-22
Stuttgart,3,2004-01-22
Monchengladbach,3,2004-01-22
Bielefeld,0,2004-01-22
Nurnberg,0,2004-01-22
Kaiserslautern,3,2004-01-22
Rostock,1,2004-01-22
Freiburg,1,2004-01-22
Schalke,3,2004-01-22
Bremen,0,2004-01-22
Wolfsburg,0,2004-01-22
Dortmund,3,2004-01-22
Bochum,1,2004-01-23
Hertha,1,2004-01-23
Hannover,0,2004-01-23
Leverkusen,3,2004-01-23
Bielefeld,0,2004-01-29
Hannover,3,2004-01-29
Dortmund,1,2004-01-29
Monchengladbach,1,2004-01-29
Freiburg,3,2004-01-29
Wolfsburg,0,2004-01-29
Hamburger SV,3,2004-01-29
Mainz,0,2004-01-29
Kaiserslautern,3,2004-01-29
Schalke,0,2004-01-29
Leverkusen,3,2004-01-29
Bochum,0,2004-01-29
Stuttgart,0,2004-01-29
Nurnberg,3,2004-01-29
Bremen,3,2004-01-30
Rostock,0,2004-01-30
Hertha,1,2004-01-30
Bayern,1,2004-01-30
Bayern,3,2004-02-05
Leverkusen,0,2004-02-05
Bochum,1,2004-02-05
Bielefeld,1,2004-02-05
Hannover,0,2004-02-05
Dortmund,3,2004-02-05
Mainz,0,2004-02-05
Hertha,3,2004-02-05
Nurnberg,0,2004-02-05
Hamburger SV,3,2004-02-05
Rostock,1,2004-02-05
Schalke,1,2004-02-05
Stuttgart,1,2004-02-05
Kaiserslautern,1,2004-02-05
Monchengladbach,3,2004-02-06
Freiburg,0,2004-02-06
Wolfsburg,0,2004-02-06
Bremen,3,2004-02-06
Bremen,3,2004-02-12
Monchengladbach,0,2004-02-12
Dortmund,3,2004-02-12
Bochum,0,2004-02-12
Freiburg,1,2004-02-12
Hannover,1,2004-02-12
Hamburger SV,3,2004-02-12
Stuttgart,0,2004-02-12
Hertha,3,2004-02-12
Nurnberg,0,2004-02-12
Kaiserslautern,3,2004-02-12
Rostock,0,2004-02-12
Schalke,3,2004-02-12
Wolfsburg,0,2004-02-12
Bielefeld,3,2004-02-13
Bayern,0,2004-02-13
Leverkusen,3,2004-02-13
Mainz,0,2004-02-13
Bayern,3,2004-02-19
Dortmund,0,2004-02-19
Bochum,3,2004-02-19
Freiburg,0,2004-02-19
Hamburger SV,3,2004-02-19
Kaiserslautern,0,2004-02-19
Hannover,0,2004-02-19
Bremen,3,2004-02-19
Mainz,1,2004-02-19
Bielefeld,1,2004-02-19
Nurnberg,0,2004-02-19
Leverkusen,3,2004-02-19
Wolfsburg,3,2004-02-19
Rostock,0,2004-02-19
Monchengladbach,0,2004-02-20
Schalke,3,2004-02-20
Stuttgart,3,2004-02-20
Hertha,0,2004-02-20
Bielefeld,3,2004-02-26
Nurnberg,0,2004-02-26
Bremen,3,2004-02-26
Bochum,0,2004-02-26
Dortmund,3,2004-02-26
Mainz,0,2004-02-26
Freiburg,0,2004-02-26
Bayern,3,2004-02-26
Hertha,3,2004-02-26
Hamburger SV,0,2004-02-26
Kaiserslautern,1,2004-02-26
Wolfsburg,1,2004-02-26
Rostock,1,2004-02-26
Monchengladbach,1,2004-02-26
Leverkusen,1,2004-02-27
Stuttgart,1,2004-02-27
Schalke,3,2004-02-27
Hannover,0,2004-02-27
Bayern,3,2004-03-05
Bremen,0,2004-03-05
Bochum,0,2004-03-05
Schalke,3,2004-03-05
Hamburger SV,3,2004-03-05
Leverkusen,0,2004-03-05
Hannover,0,2004-03-05
Rostock,3,2004-03-05
Mainz,3,2004-03-05
Freiburg,0,2004-03-05
Monchengladbach,3,2004-03-05
Wolfsburg,0,2004-03-05
Stuttgart,3,2004-03-05
Bielefeld,0,2004-03-05
Hertha,1,2004-03-06
Kaiserslautern,1,2004-03-06
Nurnberg,1,2004-03-06
Dortmund,1,2004-03-06
Bielefeld,0,2004-03-12
Hamburger SV,3,2004-03-12
Bremen,1,2004-03-12
Mainz,1,2004-03-12
Freiburg,0,2004-03-12
Nurnberg,3,2004-03-12
Kaiserslautern,3,2004-03-12
Monchengladbach,0,2004-03-12
Leverkusen,1,2004-03-12
Hertha,1,2004-03-12
Rostock,3,2004-03-12
Bochum,0,2004-03-12
Wolfsburg,3,2004-03-12
Hannover,0,2004-03-12
Dortmund,0,2004-03-13
Stuttgart,3,2004-03-13
Schalke,3,2004-03-13
Bayern,0,2004-03-13
Bayern,3,2004-03-19
Rostock,0,2004-03-19
Bochum,3,2004-03-19
Wolfsburg,0,2004-03-19
Hamburger SV,0,2004-03-19
Dortmund,3,2004-03-19
Hannover,3,2004-03-19
Monchengladbach,0,2004-03-19
Hertha,3,2004-03-19
Bielefeld,0,2004-03-19
Leverkusen,3,2004-03-19
Kaiserslautern,0,2004-03-19
Nurnberg,0,2004-03-19
Bremen,3,2004-03-19
Mainz,3,2004-03-20
Schalke,0,2004-03-20
Stuttgart,3,2004-03-20
Freiburg,0,2004-03-20
Bielefeld,3,2004-04-02
Leverkusen,0,2004-04-02
Bremen,0,2004-04-02
Stuttgart,3,2004-04-02
Freiburg,1,2004-04-02
Hamburger SV,1,2004-04-02
Kaiserslautern,0,2004-04-02
Hannover,3,2004-04-02
Rostock,3,2004-04-02
Mainz,0,2004-04-02
Schalke,3,2004-04-02
Nurnberg,0,2004-04-02
Wolfsburg,0,2004-04-02
Bayern,3,2004-04-02
Dortmund,3,2004-04-03
Hertha,0,2004-04-03
Monchengladbach,1,2004-04-03
Bochum,1,2004-04-03
Bayern,3,2004-04-09
Monchengladbach,0,2004-04-09
Bochum,3,2004-04-09
Hannover,0,2004-04-09
Hamburger SV,0,2004-04-09
Bremen,3,2004-04-09
Hertha,3,2004-04-09
Freiburg,0,2004-04-09
Leverkusen,0,2004-04-09
Dortmund,3,2004-04-09
Mainz,0,2004-04-09
Wolfsburg,3,2004-04-09
Stuttgart,3,2004-04-09
Schalke,0,2004-04-09
Bielefeld,0,2004-04-10
Kaiserslautern,3,2004-04-10
Nurnberg,3,2004-04-10
Rostock,0,2004-04-10
Bremen,0,2004-04-16
Hertha,3,2004-04-16
Dortmund,1,2004-04-16
Bielefeld,1,2004-04-16
Freiburg,0,2004-04-16
Leverkusen,3,2004-04-16
Hannover,0,2004-04-16
Bayern,3,2004-04-16
Monchengladbach,1,2004-04-16
Mainz,1,2004-04-16
Rostock,3,2004-04-16
Stuttgart,0,2004-04-16
Schalke,0,2004-04-16
Hamburger SV,3,2004-04-16
Kaiserslautern,0,2004-04-17
Bochum,3,2004-04-17
Wolfsburg,0,2004-04-17
Nurnberg,3,2004-04-17
Bayern,3,2004-04-23
Bochum,0,2004-04-23
Bielefeld,3,2004-04-23
Freiburg,0,2004-04-23
Dortmund,3,2004-04-23
Kaiserslautern,0,2004-04-23
Hamburger SV,3,2004-04-23
Rostock,0,2004-04-23
Hertha,3,2004-04-23
Schalke,0,2004-04-23
Mainz,3,2004-04-23
Hannover,0,2004-04-23
Stuttgart,1,2004-04-23
Wolfsburg,1,2004-04-23
Leverkusen,3,2004-04-24
Bremen,0,2004-04-24
Nurnberg,1,2004-04-24
Monchengladbach,1,2004-04-24
Bochum,0,2004-04-30
Mainz,3,2004-04-30
Bremen,3,2004-04-30
Bielefeld,0,2004-04-30
Freiburg,1,2004-04-30
Dortmund,1,2004-04-30
Kaiserslautern,0,2004-04-30
Bayern,3,2004-04-30
Monchengladbach,3,2004-04-30
Stuttgart,0,2004-04-30
Rostock,3,2004-04-30
Hertha,0,2004-04-30
Schalke,1,2004-04-30
Leverkusen,1,2004-04-30
Hannover,3,2004-05-01
Nurnberg,0,2004-05-01
Wolfsburg,3,2004-05-01
Hamburger SV,0,2004-05-01
Bielefeld,0,2004-05-07
