team,points,date
Leverkusen,0,2017-01-12
Bayern,3,2017-01-12
RB Leipzig,3,2017-01-13
Schalke,0,2017-01-13
Augsburg,3,2017-01-13
Hamburger SV,0,2017-01-13
Bremen,1,2017-01-13
Hoffenheim,1,2017-01-13
Frankfurt,1,2017-01-13
Freiburg,1,2017-01-13
Hannover,3,2017-01-13
Mainz,0,2017-01-13
Stuttgart,3,2017-01-13
Hertha,0,2017-01-13
Dortmund,1,2017-01-14
Wolfsburg,1,2017-01-14
FC Koln,3,2017-01-14
Monchengladbach,0,2017-01-14
Hertha,1,2017-01-19
Dortmund,1,2017-01-19
Hamburger SV,0,2017-01-20
FC Koln,3,2017-01-20
Freiburg,3,2017-01-20
RB Leipzig,0,2017-01-20
Hoffenheim,0,2017-01-20
Leverkusen,3,2017-01-20
Mainz,3,2017-01-20
Stuttgart,0,2017-01-20
Monchengladbach,3,2017-01-20
Augsburg,0,2017-01-20
Wolfsburg,0,2017-01-20
Frankfurt,3,2017-01-20
Schalke,1,2017-01-21
Hannover,1,2017-01-21
Bayern,3,2017-01-21
Bremen,0,2017-01-21
Frankfurt,3,2017-01-26
Monchengladbach,0,2017-01-26
Bremen,1,2017-01-27
Hertha,1,2017-01-27
Bayern,3,2017-01-27
Hoffenheim,0,2017-01-27
Dortmund,1,2017-01-27
Freiburg,1,2017-01-27
FC Koln,1,2017-01-27
Augsburg,1,2017-01-27
RB Leipzig,1,2017-01-27
Hamburger SV,1,2017-01-27
Stuttgart,0,2017-01-27
Schalke,3,2017-01-27
Hannover,0,2017-01-28
Wolfsburg,3,2017-01-28
Leverkusen,3,2017-01-28
Mainz,0,2017-01-28
FC Koln,0,2017-02-02
Dortmund,3,2017-02-02
Monchengladbach,0,2017-02-03
RB Leipzig,3,2017-02-03
Freiburg,1,2017-02-03
Leverkusen,1,2017-02-03
Hertha,1,2017-02-03
Hoffenheim,1,2017-02-03
Mainz,0,2017-02-03
Bayern,3,2017-02-03
Schalke,0,2017-02-03
Bremen,3,2017-02-03
Wolfsburg,1,2017-02-03
Stuttgart,1,2017-02-03
Hamburger SV,1,2017-02-04
Hannover,1,2017-02-04
Augsburg,3,2017-02-04
Frankfurt,0,2017-02-04
RB Leipzig,3,2017-02-09
Augsburg,0,2017-02-09
Bayern,3,2017-02-10
Schalke,0,2017-02-10
Dortmund,3,2017-02-10
Hamburger SV,0,2017-02-10
Frankfurt,3,2017-02-10
FC Koln,0,2017-02-10
Hannover,3,2017-02-10
Freiburg,0,2017-02-10
Hoffenheim,3,2017-02-10
Mainz,0,2017-02-10
Leverkusen,0,2017-02-10
Hertha,3,2017-02-10
Bremen,3,2017-02-11
Wolfsburg,0,2017-02-11
Stuttgart,3,2017-02-11
Monchengladbach,0,2017-02-11
Hertha,0,2017-02-16
Mainz,3,2017-02-16
Schalke,3,2017-02-17
Hoffenheim,0,2017-02-17
FC Koln,1,2017-02-17
Hannover,1,2017-02-17
Freiburg,3,2017-02-17
Bremen,0,2017-02-17
Hamburger SV,0,2017-02-17
Leverkusen,3,2017-02-17
Wolfsburg,0,2017-02-17
Bayern,3,2017-02-17
Monchengladbach,0,2017-02-18
Dortmund,3,2017-02-18
Augsburg,0,2017-02-18
Stuttgart,3,2017-02-18
Frankfurt,3,2017-02-19
RB Leipzig,0,2017-02-19
Mainz,1,2017-02-23
Wolfsburg,1,2017-02-23
Bremen,3,2017-02-24
Hamburger SV,0,2017-02-24
Bayern,1,2017-02-24
Hertha,1,2017-02-24
Hannover,0,2017-02-24
Monchengladbach,3,2017-02-24
Hoffenheim,1,2017-02-24
Freiburg,1,2017-02-24
Stuttgart,3,2017-02-24
Frankfurt,0,2017-02-24
RB Leipzig,0,2017-02-25
FC Koln,3,2017-02-25
Leverkusen,0,2017-02-25
Schalke,3,2017-02-25
Dortmund,1,2017-02-26
Augsburg,1,2017-02-26
Monchengladbach,1,2017-03-02
Bremen,1,2017-03-02
RB Leipzig,1,2017-03-03
Dortmund,1,2017-03-03
Augsburg,0,2017-03-03
Hoffenheim,3,2017-03-03
Frankfurt,3,2017-03-03
Hannover,0,2017-03-03
Hamburger SV,1,2017-03-03
Mainz,1,2017-03-03
Schalke,3,2017-03-03
Hertha,0,2017-03-03
Wolfsburg,0,2017-03-03
Leverkusen,3,2017-03-03
Freiburg,0,2017-03-04
Bayern,3,2017-03-04
FC Koln,0,2017-03-04
Stuttgart,3,2017-03-04
Mainz,0,2017-03-09
Schalke,3,2017-03-09
Leverkusen,3,2017-03-10
Monchengladbach,0,2017-03-10
Bayern,3,2017-03-10
Hamburger SV,0,2017-03-10
Hannover,0,2017-03-10
Augsburg,3,2017-03-10
Hertha,1,2017-03-10
Freiburg,1,2017-03-10
Hoffenheim,3,2017-03-10
Wolfsburg,0,2017-03-10
Dortmund,3,2017-03-11
Frankfurt,0,2017-03-11
Stuttgart,1,2017-03-11
RB Leipzig,1,2017-03-11
Bremen,3,2017-03-12
FC Koln,0,2017-03-12
Freiburg,0,2017-03-16
Stuttgart,3,2017-03-16
Wolfsburg,0,2017-03-17
Schalke,3,2017-03-17
Augsburg,0,2017-03-17
Bremen,3,2017-03-17
Frankfurt,3,2017-03-17
Mainz,0,2017-03-17
Hamburger SV,0,2017-03-17
Hertha,3,2017-03-17
Monchengladbach,1,2017-03-17
Hoffenheim,1,2017-03-17
RB Leipzig,3,2017-03-18
Bayern,0,2017-03-18
FC Koln,3,2017-03-18
Leverkusen,0,2017-03-18
Dortmund,3,2017-03-18
Hannover,0,2017-03-18
Hertha,1,2017-03-31
Wolfsburg,1,2017-03-31
Bayern,3,2017-03-31
Dortmund,0,2017-03-31
Hannover,0,2017-03-31
RB Leipzig,3,2017-03-31
