team,points,date
Freiburg,1,1995-02-09
Monchengladbach,1,1995-02-09
Kaiserslautern,1,1995-02-10
Dortmund,1,1995-02-10
Karlsruher,1,1995-02-10
Frankfurt,1,1995-02-10
Munich 1860,3,1995-02-10
St. Pauli,0,1995-02-10
Hamburger SV,3,1995-02-11
Bayern,0,1995-02-11
FC Koln,1,1995-02-14
Dusseldorf,1,1995-02-14
Frankfurt,3,1995-02-16
Uerdingen,0,1995-02-16
Bayern,0,1995-02-17
Karlsruher,3,1995-02-17
Stuttgart,0,1995-02-17
Munich 1860,3,1995-02-17
Kaiserslautern,1,1995-02-23
St. Pauli,1,1995-02-23
Leverkusen,1,1995-02-23
Monchengladbach,1,1995-02-23
Dortmund,0,1995-02-24
Rostock,3,1995-02-24
Dusseldorf,3,1995-02-24
Schalke,0,1995-02-24
Freiburg,3,1995-02-24
Stuttgart,0,1995-02-24
Karlsruher,1,1995-02-24
Bremen,1,1995-02-24
Munich 1860,3,1995-02-24
Frankfurt,0,1995-02-24
Uerdingen,0,1995-02-25
Bayern,3,1995-02-25
Bremen,3,1995-03-01
Uerdingen,0,1995-03-01
Bayern,3,1995-03-02
Munich 1860,0,1995-03-02
FC Koln,0,1995-03-02
Karlsruher,3,1995-03-02
Frankfurt,0,1995-03-02
Freiburg,3,1995-03-02
Monchengladbach,1,1995-03-02
Dortmund,1,1995-03-02
Schalke,3,1995-03-02
Hamburger SV,0,1995-03-02
Stuttgart,3,1995-03-02
Kaiserslautern,0,1995-03-02
Rostock,1,1995-03-03
Dusseldorf,1,1995-03-03
Bremen,3,1995-03-05
Hamburger SV,0,1995-03-05
Schalke,1,1995-03-05
FC Koln,1,1995-03-05
St. Pauli,1,1995-03-05
Freiburg,1,1995-03-05
Hamburger SV,3,1995-03-08
Dusseldorf,0,1995-03-08
Leverkusen,1,1995-03-08
Stuttgart,1,1995-03-08
Dortmund,3,1995-03-09
St. Pauli,0,1995-03-09
Freiburg,3,1995-03-09
Bayern,0,1995-03-09
Kaiserslautern,1,1995-03-09
Frankfurt,1,1995-03-09
Karlsruher,0,1995-03-09
Schalke,3,1995-03-09
Munich 1860,1,1995-03-09
Bremen,1,1995-03-09
Uerdingen,1,1995-03-09
FC Koln,1,1995-03-09
Monchengladbach,3,1995-03-10
Rostock,0,1995-03-10
Dusseldorf,1,1995-03-12
Bremen,1,1995-03-12
Bremen,0,1995-03-15
Freiburg,3,1995-03-15
FC Koln,3,1995-03-15
Munich 1860,0,1995-03-15
Bayern,3,1995-03-16
Kaiserslautern,0,1995-03-16
Frankfurt,1,1995-03-16
Leverkusen,1,1995-03-16
Schalke,1,1995-03-16
Uerdingen,1,1995-03-16
St. Pauli,0,1995-03-16
Monchengladbach,3,1995-03-16
Stuttgart,0,1995-03-16
Dortmund,3,1995-03-16
Dusseldorf,3,1995-03-17
Karlsruher,0,1995-03-17
Hamburger SV,1,1995-03-19
FC Koln,1,1995-03-19
Leverkusen,3,1995-03-19
Rostock,0,1995-03-19
Uerdingen,0,1995-03-19
Stuttgart,3,1995-03-19
Karlsruher,3,1995-03-22
Hamburger SV,0,1995-03-22
Munich 1860,1,1995-03-22
Schalke,1,1995-03-22
Dortmund,3,1995-03-23
Frankfurt,0,1995-03-23
Freiburg,3,1995-03-23
FC Koln,0,1995-03-23
Kaiserslautern,1,1995-03-23
Bremen,1,1995-03-23
Leverkusen,0,1995-03-23
Bayern,3,1995-03-23
Uerdingen,0,1995-03-23
Dusseldorf,3,1995-03-23
Monchengladbach,1,1995-03-24
Stuttgart,1,1995-03-24
St. Pauli,3,1995-03-24
Rostock,0,1995-03-24
FC Koln,0,1995-03-29
Kaiserslautern,3,1995-03-29
Hamburger SV,1,1995-03-29
Uerdingen,1,1995-03-29
Bayern,3,1995-03-30
Dortmund,0,1995-03-30
Bremen,3,1995-03-30
Leverkusen,0,1995-03-30
Frankfurt,0,1995-03-30
Monchengladbach,3,1995-03-30
Rostock,1,1995-03-30
Karlsruher,1,1995-03-30
Schalke,3,1995-03-30
Freiburg,0,1995-03-30
Stuttgart,1,1995-03-30
St. Pauli,1,1995-03-30
Dusseldorf,1,1995-03-31
Munich 1860,1,1995-03-31
St. Pauli,3,1995-04-02
Leverkusen,0,1995-04-02
Kaiserslautern,1,1995-04-04
Schalke,1,1995-04-04
Stuttgart,1,1995-04-04
Rostock,1,1995-04-04
Uerdingen,0,1995-04-04
Karlsruher,3,1995-04-04
Dortmund,1,1995-04-06
Bremen,1,1995-04-06
Freiburg,1,1995-04-06
Dusseldorf,1,1995-04-06
Leverkusen,0,1995-04-06
FC Koln,3,1995-04-06
Munich 1860,3,1995-04-06
Hamburger SV,0,1995-04-06
St. Pauli,3,1995-04-06
Frankfurt,0,1995-04-06
Monchengladbach,3,1995-04-07
Bayern,0,1995-04-07
FC Koln,1,1995-04-09
Dortmund,1,1995-04-09
Frankfurt,1,1995-04-09
Stuttgart,1,1995-04-09
Karlsruher,1,1995-04-09
Munich 1860,1,1995-04-09
Rostock,3,1995-04-09
Uerdingen,0,1995-04-09
Schalke,1,1995-04-09
Leverkusen,1,1995-04-09
Bayern,1,1995-04-10
St. Pauli,1,1995-04-10
Bremen,3,1995-04-10
Monchengladbach,0,1995-04-10
Dusseldorf,3,1995-04-10
Kaiserslautern,0,1995-04-10
Hamburger SV,1,1995-04-10
Freiburg,1,1995-04-10
Frankfurt,0,1995-04-12
Rostock,3,1995-04-12
Munich 1860,3,1995-04-12
Uerdingen,0,1995-04-12
Dortmund,1,1995-04-13
Schalke,1,1995-04-13
Freiburg,0,1995-04-13
Karlsruher,3,1995-04-13
Kaiserslautern,0,1995-04-13
Hamburger SV,3,1995-04-13
Monchengladbach,3,1995-04-13
FC Koln,0,1995-04-13
St. Pauli,0,1995-04-13
Bremen,3,1995-04-13
Stuttgart,0,1995-04-13
Bayern,3,1995-04-13
Leverkusen,1,1995-04-14
Dusseldorf,1,1995-04-14
Monchengladbach,1,1995-04-16
Kaiserslautern,1,1995-04-16
Rostock,3,1995-04-17
Hamburger SV,0,1995-04-17
Karlsruher,1,1995-04-19
Kaiserslautern,1,1995-04-19
Uerdingen,3,1995-04-19
Freiburg,0,1995-04-19
Bayern,1,1995-04-20
Frankfurt,1,1995-04-20
Bremen,1,1995-04-20
Stuttgart,1,1995-04-20
Dusseldorf,0,1995-04-20
Dortmund,3,1995-04-20
FC Koln,3,1995-04-20
St. Pauli,0,1995-04-20
Rostock,0,1995-04-20
Munich 1860,3,1995-04-20
Schalke,1,1995-04-21
Monchengladbach,1,1995-04-21
Hamburger SV,1,1995-04-24
Leverkusen,1,1995-04-24
Kaiserslautern,3,1995-04-26
Uerdingen,0,1995-04-26
St. Pauli,3,1995-04-26
Schalke,0,1995-04-26
Bayern,0,1995-04-27
Rostock,3,1995-04-27
Dortmund,1,1995-04-27
Hamburger SV,1,1995-04-27
Frankfurt,3,1995-04-27
Bremen,0,1995-04-27
Freiburg,3,1995-04-27
Munich 1860,0,1995-04-27
Leverkusen,0,1995-04-27
Karlsruher,3,1995-04-27
Stuttgart,0,1995-04-27
FC Koln,3,1995-04-27
Monchengladbach,1,1995-04-28
Dusseldorf,1,1995-04-28
Karlsruher,3,1995-04-30
Dortmund,0,1995-04-30
Rostock,3,1995-04-30
Freiburg,0,1995-04-30
Schalke,3,1995-04-30
Stuttgart,0,1995-04-30
Uerdingen,3,1995-04-30
Leverkusen,0,1995-04-30
Dusseldorf,3,1995-05-01
St. Pauli,0,1995-05-01
FC Koln,3,1995-05-01
Frankfurt,0,1995-05-01
Hamburger SV,3,1995-05-01
Monchengladbach,0,1995-05-01
Dortmund,3,1995-05-03
Uerdingen,0,1995-05-03
Freiburg,1,1995-05-03
Kaiserslautern,1,1995-05-03
Bayern,3,1995-05-04
FC Koln,0,1995-05-04
Frankfurt,0,1995-05-04
Schalke,3,1995-05-04
Leverkusen,3,1995-05-04
