team,points,date
Dortmund,3,2006-01-26
Bayern,0,2006-01-26
Bielefeld,1,2006-01-27
Hamburger SV,1,2006-01-27
Bochum,0,2006-01-27
Mainz,3,2006-01-27
Cottbus,3,2006-01-27
Monchengladbach,0,2006-01-27
Frankfurt,0,2006-01-27
Schalke,3,2006-01-27
Hertha,3,2006-01-27
Wolfsburg,0,2006-01-27
Nurnberg,3,2006-01-27
Stuttgart,0,2006-01-27
Aachen,0,2006-01-28
Leverkusen,3,2006-01-28
Bremen,3,2006-01-28
Hannover,0,2006-01-28
Bayern,1,2006-01-30
Bochum,1,2006-01-30
Monchengladbach,1,2006-01-30
Nurnberg,1,2006-01-30
Stuttgart,3,2006-01-30
Bielefeld,0,2006-01-30
Wolfsburg,1,2006-01-30
Frankfurt,1,2006-01-30
Hamburger SV,1,2006-01-31
Cottbus,1,2006-01-31
Hannover,3,2006-01-31
Hertha,0,2006-01-31
Leverkusen,0,2006-01-31
Bremen,3,2006-01-31
Mainz,3,2006-01-31
Dortmund,0,2006-01-31
Schalke,3,2006-01-31
Aachen,0,2006-01-31
Nurnberg,3,2006-02-02
Bayern,0,2006-02-02
Aachen,0,2006-02-03
Hannover,3,2006-02-03
Bielefeld,0,2006-02-03
Monchengladbach,3,2006-02-03
Cottbus,1,2006-02-03
Bochum,1,2006-02-03
Frankfurt,1,2006-02-03
Mainz,1,2006-02-03
Hertha,3,2006-02-03
Hamburger SV,0,2006-02-03
Wolfsburg,3,2006-02-03
Leverkusen,0,2006-02-03
Bremen,0,2006-02-04
Schalke,3,2006-02-04
Dortmund,0,2006-02-04
Stuttgart,3,2006-02-04
Hannover,1,2006-02-09
Wolfsburg,1,2006-02-09
Hamburger SV,3,2006-02-10
Dortmund,0,2006-02-10
Leverkusen,1,2006-02-10
Frankfurt,1,2006-02-10
Mainz,3,2006-02-10
Cottbus,0,2006-02-10
Monchengladbach,1,2006-02-10
Aachen,1,2006-02-10
Schalke,3,2006-02-10
Hertha,0,2006-02-10
Stuttgart,3,2006-02-10
Bremen,0,2006-02-10
Bayern,3,2006-02-11
Bielefeld,0,2006-02-11
Bochum,0,2006-02-11
