team,points,date
Bayern,0,2021-01-07
Monchengladbach,3,2021-01-07
Frankfurt,0,2021-01-08
Dortmund,3,2021-01-08
Freiburg,1,2021-01-08
Bielefeld,1,2021-01-08
Furth,1,2021-01-08
Stuttgart,1,2021-01-08
Hoffenheim,3,2021-01-08
Augsburg,0,2021-01-08
Leverkusen,1,2021-01-08
Union Berlin,1,2021-01-08
RB Leipzig,3,2021-01-08
Mainz,0,2021-01-08
Bochum,3,2021-01-09
Wolfsburg,0,2021-01-09
Hertha,0,2021-01-09
FC Koln,3,2021-01-09
Dortmund,3,2021-01-14
Freiburg,0,2021-01-14
Monchengladbach,0,2021-01-15
Leverkusen,3,2021-01-15
FC Koln,0,2021-01-15
Bayern,3,2021-01-15
Mainz,3,2021-01-15
Bochum,0,2021-01-15
Stuttgart,0,2021-01-15
RB Leipzig,3,2021-01-15
Union Berlin,3,2021-01-15
Hoffenheim,0,2021-01-15
Wolfsburg,1,2021-01-15
Hertha,1,2021-01-15
Bielefeld,1,2021-01-16
Furth,1,2021-01-16
Augsburg,1,2021-01-16
Frankfurt,1,2021-01-16
Frankfurt,0,2021-01-21
Bielefeld,3,2021-01-21
Bochum,1,2021-01-22
FC Koln,1,2021-01-22
Freiburg,3,2021-01-22
Stuttgart,0,2021-01-22
Furth,3,2021-01-22
Mainz,0,2021-01-22
Hoffenheim,0,2021-01-22
Dortmund,3,2021-01-22
Leverkusen,3,2021-01-22
Augsburg,0,2021-01-22
Monchengladbach,0,2021-01-22
Union Berlin,3,2021-01-22
Hertha,0,2021-01-23
Bayern,3,2021-01-23
RB Leipzig,3,2021-01-23
Wolfsburg,0,2021-01-23
Hertha,1,2021-02-04
Bochum,1,2021-02-04
Bayern,3,2021-02-05
RB Leipzig,0,2021-02-05
Augsburg,3,2021-02-05
Union Berlin,0,2021-02-05
Bielefeld,1,2021-02-05
Monchengladbach,1,2021-02-05
FC Koln,3,2021-02-05
Freiburg,0,2021-02-05
Mainz,3,2021-02-05
Hoffenheim,0,2021-02-05
Stuttgart,0,2021-02-05
Frankfurt,3,2021-02-05
Wolfsburg,3,2021-02-06
Furth,0,2021-02-06
Dortmund,0,2021-02-06
Leverkusen,3,2021-02-06
RB Leipzig,3,2021-02-11
FC Koln,0,2021-02-11
Leverkusen,3,2021-02-12
Stuttgart,0,2021-02-12
Bochum,3,2021-02-12
Bayern,0,2021-02-12
Frankfurt,0,2021-02-12
Wolfsburg,3,2021-02-12
Freiburg,1,2021-02-12
Mainz,1,2021-02-12
Furth,3,2021-02-12
Hertha,0,2021-02-12
Monchengladbach,3,2021-02-12
Augsburg,0,2021-02-12
Hoffenheim,3,2021-02-13
Bielefeld,0,2021-02-13
Union Berlin,0,2021-02-13
Dortmund,3,2021-02-13
Mainz,3,2021-02-18
Leverkusen,0,2021-02-18
FC Koln,3,2021-02-19
Frankfurt,0,2021-02-19
Augsburg,0,2021-02-19
Freiburg,3,2021-02-19
Bielefeld,3,2021-02-19
Union Berlin,0,2021-02-19
Stuttgart,1,2021-02-19
Bochum,1,2021-02-19
Wolfsburg,0,2021-02-19
Hoffenheim,3,2021-02-19
Hertha,0,2021-02-20
RB Leipzig,3,2021-02-20
Dortmund,3,2021-02-20
Monchengladbach,0,2021-02-20
Bayern,3,2021-02-20
Furth,0,2021-02-20
Hoffenheim,3,2021-02-25
Stuttgart,0,2021-02-25
Frankfurt,0,2021-02-26
Bayern,3,2021-02-26
Freiburg,3,2021-02-26
Hertha,0,2021-02-26
Furth,1,2021-02-26
FC Koln,1,2021-02-26
Leverkusen,3,2021-02-26
Bielefeld,0,2021-02-26
Monchengladbach,1,2021-02-26
Wolfsburg,1,2021-02-26
Union Berlin,3,2021-02-26
Mainz,0,2021-02-26
Augsburg,1,2021-02-27
Dortmund,1,2021-02-27
Bochum,0,2021-02-27
RB Leipzig,3,2021-02-27
Bielefeld,0,2021-03-04
Augsburg,3,2021-03-04
Stuttgart,3,2021-03-05
Monchengladbach,0,2021-03-05
Bayern,1,2021-03-05
Leverkusen,1,2021-03-05
Bochum,3,2021-03-05
Furth,0,2021-03-05
Hertha,0,2021-03-05
Frankfurt,3,2021-03-05
RB Leipzig,1,2021-03-05
Freiburg,1,2021-03-05
Wolfsburg,3,2021-03-05
Union Berlin,0,2021-03-05
FC Koln,0,2021-03-06
Hoffenheim,3,2021-03-06
Monchengladbach,3,2021-03-12
Hertha,0,2021-03-12
Freiburg,3,2021-03-12
Wolfsburg,0,2021-03-12
