team,points,date
Schalke,3,2000-01-26
Rostock,0,2000-01-26
Bayern,3,2000-01-27
Bochum,0,2000-01-27
Bremen,3,2000-01-27
Munich 1860,0,2000-01-27
Dortmund,3,2000-01-27
Cottbus,0,2000-01-27
Frankfurt,0,2000-01-27
FC Koln,3,2000-01-27
Freiburg,3,2000-01-27
Unterhaching,0,2000-01-27
Kaiserslautern,1,2000-01-27
Wolfsburg,1,2000-01-27
Hamburger SV,0,2000-01-28
Hertha,3,2000-01-28
Leverkusen,3,2000-01-28
Stuttgart,0,2000-01-28
Munich 1860,3,2000-02-02
Dortmund,0,2000-02-02
Bochum,0,2000-02-03
Hertha,3,2000-02-03
Bremen,3,2000-02-03
Hamburger SV,0,2000-02-03
Cottbus,3,2000-02-03
Schalke,0,2000-02-03
FC Koln,0,2000-02-03
Freiburg,3,2000-02-03
Stuttgart,3,2000-02-03
Kaiserslautern,0,2000-02-03
Wolfsburg,0,2000-02-03
Bayern,3,2000-02-03
Rostock,0,2000-02-04
Frankfurt,3,2000-02-04
Unterhaching,0,2000-02-04
Leverkusen,3,2000-02-04
Frankfurt,3,2000-02-09
Cottbus,0,2000-02-09
Bayern,3,2000-02-10
Stuttgart,0,2000-02-10
Hamburger SV,3,2000-02-10
Bochum,0,2000-02-10
Hertha,0,2000-02-10
Wolfsburg,3,2000-02-10
Kaiserslautern,3,2000-02-10
Unterhaching,0,2000-02-10
Leverkusen,3,2000-02-10
FC Koln,0,2000-02-10
Schalke,3,2000-02-10
Munich 1860,0,2000-02-10
Dortmund,1,2000-02-11
Bremen,1,2000-02-11
Freiburg,1,2000-02-11
Rostock,1,2000-02-11
Munich 1860,1,2000-02-16
Frankfurt,1,2000-02-16
Bremen,3,2000-02-17
Schalke,0,2000-02-17
Cottbus,0,2000-02-17
Freiburg,3,2000-02-17
Dortmund,3,2000-02-17
Hamburger SV,0,2000-02-17
Rostock,3,2000-02-17
Leverkusen,0,2000-02-17
Unterhaching,3,2000-02-17
Bayern,0,2000-02-17
Wolfsburg,1,2000-02-17
Bochum,1,2000-02-17
FC Koln,0,2000-02-18
Kaiserslautern,3,2000-02-18
Stuttgart,0,2000-02-18
Hertha,3,2000-02-18
Leverkusen,0,2000-02-23
Cottbus,3,2000-02-23
Bayern,1,2000-02-24
FC Koln,1,2000-02-24
Frankfurt,0,2000-02-24
Bremen,3,2000-02-24
Freiburg,0,2000-02-24
Munich 1860,3,2000-02-24
Hamburger SV,3,2000-02-24
Wolfsburg,0,2000-02-24
Schalke,1,2000-02-24
Dortmund,1,2000-02-24
Bochum,1,2000-02-25
Stuttgart,1,2000-02-25
Kaiserslautern,0,2000-02-25
Rostock,3,2000-02-25
Dortmund,3,2000-03-02
Frankfurt,0,2000-03-02
FC Koln,3,2000-03-03
Hertha,0,2000-03-03
Bremen,3,2000-03-03
Freiburg,0,2000-03-03
Cottbus,0,2000-03-03
Kaiserslautern,3,2000-03-03
Rostock,3,2000-03-03
Bayern,0,2000-03-03
Stuttgart,3,2000-03-03
Wolfsburg,0,2000-03-03
Unterhaching,3,2000-03-03
Bochum,0,2000-03-03
Munich 1860,3,2000-03-04
Leverkusen,0,2000-03-04
Schalke,0,2000-03-04
Hamburger SV,3,2000-03-04
Hertha,3,2000-03-07
Unterhaching,0,2000-03-07
Leverkusen,3,2000-03-09
Bremen,0,2000-03-09
Frankfurt,1,2000-03-10
Schalke,1,2000-03-10
Bayern,3,2000-03-10
Cottbus,0,2000-03-10
Bochum,0,2000-03-10
FC Koln,3,2000-03-10
Freiburg,1,2000-03-10
Dortmund,1,2000-03-10
Hertha,3,2000-03-10
Rostock,0,2000-03-10
Wolfsburg,3,2000-03-10
Unterhaching,0,2000-03-10
Hamburger SV,1,2000-03-11
Stuttgart,1,2000-03-11
Kaiserslautern,3,2000-03-11
Munich 1860,0,2000-03-11
FC Koln,1,2000-03-16
Wolfsburg,1,2000-03-16
Munich 1860,0,2000-03-17
Bayern,3,2000-03-17
Cottbus,3,2000-03-17
Hertha,0,2000-03-17
Dortmund,0,2000-03-17
Leverkusen,3,2000-03-17
Frankfurt,1,2000-03-17
Hamburger SV,1,2000-03-17
Rostock,3,2000-03-17
Bochum,0,2000-03-17
Schalke,1,2000-03-17
Freiburg,1,2000-03-17
Bremen,0,2000-03-18
Kaiserslautern,3,2000-03-18
Unterhaching,1,2000-03-18
Stuttgart,1,2000-03-18
Wolfsburg,3,2000-03-30
Rostock,0,2000-03-30
Bayern,0,2000-03-31
Bremen,3,2000-03-31
Freiburg,3,2000-03-31
Frankfurt,0,2000-03-31
Hamburger SV,1,2000-03-31
Unterhaching,1,2000-03-31
Hertha,3,2000-03-31
Munich 1860,0,2000-03-31
Leverkusen,0,2000-03-31
Schalke,3,2000-03-31
Stuttgart,0,2000-03-31
FC Koln,3,2000-03-31
Bochum,3,2000-04-01
Cottbus,0,2000-04-01
Kaiserslautern,0,2000-04-01
Dortmund,3,2000-04-01
Cottbus,1,2000-04-06
Wolfsburg,1,2000-04-06
Bremen,3,2000-04-07
Hertha,0,2000-04-07
Dortmund,1,2000-04-07
Bayern,1,2000-04-07
FC Koln,1,2000-04-07
Unterhaching,1,2000-04-07
Frankfurt,0,2000-04-07
Leverkusen,3,2000-04-07
Freiburg,1,2000-04-07
Hamburger SV,1,2000-04-07
Munich 1860,0,2000-04-07
Bochum,3,2000-04-07
Rostock,1,2000-04-08
