,Australia,England,South Africa,New Zealand,West Indies,India,Pakistan,Sri Lanka,Zimbabwe,Bangladesh,Ireland,Afghanistan,ICC World XI
1986-02-23,208,233,38,23,89,40,36,1,0,0,0,0,0
1986-02-28,208,233,38,23,89,40,36,1,0,0,0,0,0
1986-03-07,208,233,38,23,90,40,36,1,0,0,0,0,0
1986-03-13,208,233,38,24,90,40,36,1,0,0,0,0,0
1986-03-14,208,233,38,24,90,40,36,2,0,0,0,0,0
1986-03-21,208,233,38,24,91,40,36,2,0,0,0,0,0
1986-03-22,208,233,38,24,91,40,36,2,0,0,0,0,0
1986-04-03,208,233,38,24,92,40,36,2,0,0,0,0,0
1986-04-11,208,233,38,24,93,40,36,2,0,0,0,0,0
1986-06-05,208,233,38,24,93,41,36,2,0,0,0,0,0
1986-06-19,208,233,38,24,93,42,36,2,0,0,0,0,0
1986-07-03,208,233,38,24,93,42,36,2,0,0,0,0,0
1986-07-24,208,233,38,24,93,42,36,2,0,0,0,0,0
1986-08-07,208,233,38,25,93,42,36,2,0,0,0,0,0
1986-08-21,208,233,38,25,93,42,36,2,0,0,0,0,0
1986-09-18,208,233,38,25,93,42,36,2,0,0,0,0,0
1986-09-26,208,233,38,25,93,42,36,2,0,0,0,0,0
1986-10-15,208,233,38,25,93,42,36,2,0,0,0,0,0
1986-10-24,208,233,38,25,93,42,37,2,0,0,0,0,0
1986-11-07,208,233,38,25,94,42,37,2,0,0,0,0,0
1986-11-14,208,234,38,25,94,42,37,2,0,0,0,0,0
1986-11-20,208,234,38,25,94,42,37,2,0,0,0,0,0
1986-11-28,208,234,38,25,94,42,37,2,0,0,0,0,0
1986-12-12,208,234,38,25,94,42,37,2,0,0,0,0,0
1986-12-17,208,234,38,25,94,42,37,2,0,0,0,0,0
1986-12-26,208,235,38,25,94,42,37,2,0,0,0,0,0
1986-12-27,208,235,38,25,94,43,37,2,0,0,0,0,0
1987-01-04,208,235,38,25,94,44,37,2,0,0,0,0,0
1987-01-10,209,235,38,25,94,44,37,2,0,0,0,0,0
1987-02-03,209,235,38,25,94,44,37,2,0,0,0,0,0
1987-02-11,209,235,38,25,94,44,37,2,0,0,0,0,0
1987-02-20,209,235,38,25,94,44,37,2,0,0,0,0,0
1987-02-21,209,235,38,25,94,44,37,2,0,0,0,0,0
1987-02-27,209,235,38,25,95,44,37,2,0,0,0,0,0
1987-03-04,209,235,38,25,95,44,37,2,0,0,0,0,0
1987-03-12,209,235,38,26,95,44,37,2,0,0,0,0,0
1987-03-13,209,235,38,26,95,44,38,2,0,0,0,0,0
1987-04-16,209,235,38,26,95,44,38,2,0,0,0,0,0
1987-06-04,209,235,38,26,95,44,38,2,0,0,0,0,0
1987-06-18,209,235,38,26,95,44,38,2,0,0,0,0,0
1987-07-02,209,235,38,26,95,44,39,2,0,0,0,0,0
1987-07-23,209,235,38,26,95,44,39,2,0,0,0,0,0
1987-08-06,209,235,38,26,95,44,39,2,0,0,0,0,0
1987-11-25,209,235,38,26,96,44,40,2,0,0,0,0,0
1987-12-04,210,235,38,26,96,44,40,2,0,0,0,0,0
1987-12-07,210,235,38,26,96,44,40,2,0,0,0,0,0
1987-12-11,210,235,38,26,96,44,40,2,0,0,0,0,0
1987-12-16,210,235,38,26,96,44,40,2,0,0,0,0,0
1987-12-26,210,235,38,26,96,44,40,2,0,0,0,0,0
1988-01-11,210,235,38,26,96,45,40,2,0,0,0,0,0
1988-01-29,210,235,38,26,96,45,40,2,0,0,0,0,0
1988-02-12,211,235,38,26,96,45,40,2,0,0,0,0,0
1988-02-25,211,235,38,26,96,45,40,2,0,0,0,0,0
1988-03-03,211,235,38,26,96,45,40,2,0,0,0,0,0
1988-04-02,211,235,38,26,96,45,41,2,0,0,0,0,0
1988-04-14,211,235,38,26,96,45,41,2,0,0,0,0,0
1988-04-22,211,235,38,26,97,45,41,2,0,0,0,0,0
1988-06-02,211,235,38,26,97,45,41,2,0,0,0,0,0
1988-06-16,211,235,38,26,98,45,41,2,0,0,0,0,0
1988-06-30,211,235,38,26,99,45,41,2,0,0,0,0,0
1988-07-21,211,235,38,26,100,45,41,2,0,0,0,0,0
1988-08-04,211,235,38,26,101,45,41,2,0,0,0,0,0
1988-08-25,211,236,38,26,101,45,41,2,0,0,0,0,0
1988-09-15,211,236,38,26,101,45,42,2,0,0,0,0,0
1988-09-23,211,236,38,26,101,45,42,2,0,0,0,0,0
1988-10-07,211,236,38,26,101,45,42,2,0,0,0,0,0
1988-11-12,211,236,38,26,101,46,42,2,0,0,0,0,0
1988-11-18,211,236,38,26,102,46,42,2,0,0,0,0,0
1988-11-24,211,236,38,27,102,46,42,2,0,0,0,0,0
1988-12-02,211,236,38,27,103,47,42,2,0,0,0,0,0
1988-12-24,211,236,38,27,104,47,42,2,0,0,0,0,0
1989-01-26,212,236,38,27,104,47,42,2,0,0,0,0,0
1989-02-03,212,236,38,27,104,47,42,2,0,0,0,0,0
1989-02-10,212,236,38,27,104,47,42,2,0,0,0,0,0
1989-02-24,212,236,38,27,104,47,42,2,0,0,0,0,0
1989-03-25,212,236,38,27,104,47,42,2,0,0,0,0,0
1989-04-07,212,236,38,27,105,47,42,2,0,0,0,0,0
1989-04-15,212,236,38,27,106,47,42,2,0,0,0,0,0
1989-04-28,212,236,38,27,107,47,42,2,0,0,0,0,0
1989-06-08,213,236,38,27,107,47,42,2,0,0,0,0,0
1989-06-22,214,236,38,27,107,47,42,2,0,0,0,0,0
1989-07-06,214,236,38,27,107,47,42,2,0,0,0,0,0
1989-07-27,215,236,38,27,107,47,42,2,0,0,0,0,0
1989-08-10,216,236,38,27,107,47,42,2,0,0,0,0,0
1989-08-24,216,236,38,27,107,47,42,2,0,0,0,0,0
1989-11-15,216,236,38,27,107,47,42,2,0,0,0,0,0
1989-11-23,216,236,38,27,107,47,42,2,0,0,0,0,0
1989-11-24,216,236,38,27,107,47,42,2,0,0,0,0,0
1989-12-01,216,236,38,27,107,47,42,2,0,0,0,0,0
1989-12-08,216,236,38,27,107,47,42,2,0,0,0,0,0
1989-12-09,216,236,38,27,107,47,42,2,0,0,0,0,0
1989-12-16,217,236,38,27,107,47,42,2,0,0,0,0,0
1990-01-12,218,236,38,27,107,47,42,2,0,0,0,0,0
1990-01-19,218,236,38,27,107,47,42,2,0,0,0,0,0
1990-02-02,218,236,38,28,107,47,42,2,0,0,0,0,0
1990-02-03,218,236,38,28,107,47,42,2,0,0,0,0,0
1990-02-09,218,236,38,28,107,47,42,2,0,0,0,0,0
1990-02-22,218,236,38,28,107,47,42,2,0,0,0,0,0
1990-02-24,218,237,38,28,107,47,42,2,0,0,0,0,0
1990-03-15,218,237,38,29,107,47,42,2,0,0,0,0,0
1990-03-23,218,237,38,29,107,47,42,2,0,0,0,0,0
1990-04-05,218,237,38,29,108,47,42,2,0,0,0,0,0
1990-04-12,218,237,38,29,109,47,42,2,0,0,0,0,0
1990-06-07,218,237,38,29,109,47,42,2,0,0,0,0,0
1990-06-21,218,237,38,29,109,47,42,2,0,0,0,0,0
1990-07-05,218,238,38,29,109,47,42,2,0,0,0,0,0
1990-07-26,218,239,38,29,109,47,42,2,0,0,0,0,0
1990-08-09,218,239,38,29,109,47,42,2,0,0,0,0,0
1990-08-23,218,239,38,29,109,47,42,2,0,0,0,0,0
1990-10-10,218,239,38,29,109,47,43,2,0,0,0,0,0
1990-10-18,218,239,38,29,109,47,44,2,0,0,0,0,0
1990-10-26,218,239,38,29,109,47,45,2,0,0,0,0,0
1990-11-15,218,239,38,29,109,47,46,2,0,0,0,0,0
1990-11-23,219,239,38,29,110,48,46,2,0,0,0,0,0
1990-12-06,219,239,38,29,110,48,46,2,0,0,0,0,0
1990-12-26,220,239,38,29,110,48,46,2,0,0,0,0,0
1991-01-04,220,239,38,29,110,48,46,2,0,0,0,0,0
1991-01-25,220,239,38,29,110,48,46,2,0,0,0,0,0
1991-01-31,220,239,38,29,110,48,46,2,0,0,0,0,0
1991-02-01,221,239,38,29,110,48,46,2,0,0,0,0,0
1991-02-22,221,239,38,29,110,48,46,2,0,0,0,0,0
1991-03-01,221,239,38,29,110,48,46,2,0,0,0,0,0
1991-03-23,221,239,38,29,111,48,46,2,0,0,0,0,0
1991-04-05,221,239,38,29,111,48,46,2,0,0,0,0,0
1991-04-19,221,239,38,29,112,48,46,2,0,0,0,0,0
1991-04-27,222,239,38,29,112,48,46,2,0,0,0,0,0
1991-06-06,222,240,38,29,112,48,46,2,0,0,0,0,0
1991-06-20,222,240,38,29,112,48,46,2,0,0,0,0,0
1991-07-04,222,240,38,29,113,48,46,2,0,0,0,0,0
1991-07-25,222,240,38,29,114,48,46,2,0,0,0,0,0
1991-08-08,222,241,38,29,114,48,46,2,0,0,0,0,0
1991-08-22,222,242,38,29,114,48,46,2,0,0,0,0,0
1991-11-29,223,242,38,29,114,48,46,2,0,0,0,0,0
1991-12-12,223,242,38,29,114,48,46,2,0,0,0,0,0
1991-12-20,223,242,38,29,114,48,46,2,0,0,0,0,0
1991-12-26,224,242,38,29,114,48,46,2,0,0,0,0,0
1992-01-02,224,242,38,29,114,48,47,2,0,0,0,0,0
1992-01-18,224,243,38,29,114,48,47,2,0,0,0,0,0
1992-01-25,225,243,38,29,114,48,47,2,0,0,0,0,0
1992-01-30,225,244,38,29,114,48,47,2,0,0,0,0,0
1992-02-01,226,244,38,29,114,48,47,2,0,0,0,0,0
1992-02-06,226,244,38,29,114,48,47,2,0,0,0,0,0
1992-04-18,226,244,38,29,115,48,47,2,0,0,0,0,0
1992-06-04,226,244,38,29,115,48,47,2,0,0,0,0,0
1992-06-18,226,244,38,29,115,48,48,2,0,0,0,0,0
1992-07-02,226,244,38,29,115,48,48,2,0,0,0,0,0
1992-07-23,226,245,38,29,115,48,48,2,0,0,0,0,0
1992-08-06,226,245,38,29,115,48,49,2,0,0,0,0,0
1992-08-17,227,245,38,29,115,48,49,2,0,0,0,0,0
1992-08-28,227,245,38,29,115,48,49,2,0,0,0,0,0
1992-09-08,227,245,38,29,115,48,49,2,0,0,0,0,0
1992-10-18,227,245,38,29,115,48,49,2,0,0,0,0,0
1992-11-01,227,245,38,29,115,48,49,2,0,0,0,0,0
1992-11-07,227,245,38,30,115,48,49,2,0,0,0,0,0
1992-11-13,227,245,38,30,115,48,49,2,0,0,0,0,0
1992-11-26,227,245,38,30,115,48,49,2,0,0,0,0,0
1992-11-27,227,245,38,30,115,48,49,2,0,0,0,0,0
1992-12-06,227,245,38,30,115,48,49,3,0,0,0,0,0
1992-12-26,228,245,39,30,115,48,49,3,0,0,0,0,0
1993-01-02,228,245,39,30,115,48,50,3,0,0,0,0,0
1993-01-23,228,245,39,30,116,48,50,3,0,0,0,0,0
1993-01-29,228,245,39,30,116,49,50,3,0,0,0,0,0
1993-01-30,228,245,39,30,117,49,50,3,0,0,0,0,0
1993-02-11,228,245,39,30,117,50,50,3,0,0,0,0,0
1993-02-19,228,245,39,30,117,51,50,3,0,0,0,0,0
1993-02-25,229,245,39,30,117,51,50,3,0,0,0,0,0
1993-03-04,229,245,39,30,117,51,50,3,0,0,0,0,0
1993-03-12,229,245,39,31,117,51,50,3,0,0,0,0,0
1993-03-13,229,245,39,31,117,52,50,4,0,0,0,0,0
1993-04-16,229,245,39,31,118,52,50,4,0,0,0,0,0
1993-04-23,229,245,39,31,119,52,50,4,0,0,0,0,0
1993-05-01,229,245,39,31,119,52,50,4,0,0,0,0,0
1993-06-03,230,245,39,31,119,52,50,4,0,0,0,0,0
1993-06-17,231,245,39,31,119,52,50,4,0,0,0,0,0
1993-07-01,231,245,39,31,119,52,50,4,0,0,0,0,0
1993-07-17,231,245,39,31,119,52,50,4,0,0,0,0,0
1993-07-22,232,245,39,31,119,52,50,4,0,0,0,0,0
1993-07-27,232,245,39,31,119,53,50,4,0,0,0,0,0
1993-08-04,232,245,39,31,119,53,50,4,0,0,0,0,0
1993-08-05,233,245,39,31,119,53,50,4,0,0,0,0,0
1993-08-19,233,246,39,31,119,53,50,4,0,0,0,0,0
1993-08-25,233,246,39,31,119,53,50,4,0,0,0,0,0
1993-09-06,233,246,40,31,119,53,50,4,0,0,0,0,0
1993-09-14,233,246,40,31,119,53,50,4,0,0,0,0,0
1993-11-12,233,246,40,31,119,53,50,4,0,0,0,0,0
1993-11-26,234,246,40,31,119,53,50,4,0,0,0,0,0
1993-12-01,234,246,40,31,119,53,51,4,0,0,0,0,0
1993-12-03,235,246,40,31,119,53,51,4,0,0,0,0,0
1993-12-08,235,246,40,31,119,53,51,4,0,0,0,0,0
1993-12-09,235,246,40,31,119,53,52,4,0,0,0,0,0
1993-12-16,235,246,40,31,119,53,52,4,0,0,0,0,0
1993-12-26,235,246,40,31,119,53,52,4,0,0,0,0,0
1994-01-02,235,246,41,31,119,53,52,4,0,0,0,0,0
1994-01-18,235,246,41,31,119,54,52,4,0,0,0,0,0
1994-01-26,235,246,41,31,119,55,52,4,0,0,0,0,0
1994-01-28,236,246,41,31,119,55,52,4,0,0,0,0,0
1994-02-08,236,246,41,31,119,56,52,4,0,0,0,0,0
1994-02-10,236,246,41,31,119,56,53,4,0,0,0,0,0
1994-02-17,236,246,41,31,119,56,54,4,0,0,0,0,0
1994-02-19,236,246,41,31,120,56,54,4,0,0,0,0,0
1994-02-24,236,246,41,32,120,56,54,4,0,0,0,0,0
1994-03-04,236,246,42,32,120,56,54,4,0,0,0,0,0
1994-03-17,237,246,42,32,121,56,54,4,0,0,0,0,0
1994-03-19,237,246,42,32,121,56,54,4,0,0,0,0,0
1994-03-25,237,246,42,32,122,56,54,4,0,0,0,0,0
1994-04-08,237,247,42,32,122,56,54,4,0,0,0,0,0
1994-04-16,237,247,42,32,122,56,54,4,0,0,0,0,0
1994-06-02,237,248,42,32,122,56,54,4,0,0,0,0,0
1994-06-16,237,248,42,32,122,56,54,4,0,0,0,0,0
1994-06-30,237,248,42,32,122,56,54,4,0,0,0,0,0
1994-07-21,237,248,43,32,122,56,54,4,0,0,0,0,0
1994-08-04,237,248,43,32,122,56,54,4,0,0,0,0,0
1994-08-09,237,248,43,32,122,56,55,4,0,0,0,0,0
1994-08-18,237,249,43,32,122,56,55,4,0,0,0,0,0
1994-08-26,237,249,43,32,122,56,56,4,0,0,0,0,0
1994-09-28,237,249,43,32,122,56,57,4,0,0,0,0,0
1994-10-05,237,249,43,32,122,56,57,4,0,0,0,0,0
1994-10-11,237,249,43,32,122,56,57,4,0,0,0,0,0
1994-10-20,237,249,43,32,122,56,57,4,0,0,0,0,0
1994-10-26,237,249,43,32,122,56,57,4,0,0,0,0,0
1994-11-01,237,249,43,32,122,56,57,4,0,0,0,0,0
1994-11-18,237,249,43,32,122,57,57,4,0,0,0,0,0
1994-11-25,238,249,43,33,122,57,57,4,0,0,0,0,0
1994-12-01,238,249,43,33,122,57,57,4,0,0,0,0,0
1994-12-10,238,249,43,33,123,57,57,4,0,0,0,0,0
1994-12-24,239,249,43,33,123,57,57,4,0,0,0,0,0
1994-12-26,239,249,44,33,123,57,57,4,0,0,0,0,0
1995-01-01,239,249,44,33,123,57,57,4,0,0,0,0,0
1995-01-02,239,249,45,33,123,57,57,4,0,0,0,0,0
1995-01-19,239,249,46,33,123,57,57,4,0,0,0,0,0
1995-01-26,239,250,46,33,123,57,57,4,0,0,0,0,0
1995-01-31,239,250,46,33,123,57,57,4,1,0,0,0,0
1995-02-03,240,250,46,33,123,57,57,4,1,0,0,0,0
1995-02-07,240,250,46,33,123,57,58,4,1,0,0,0,0
1995-02-10,240,250,46,33,124,57,58,4,1,0,0,0,0
1995-02-15,240,250,46,33,124,57,59,4,1,0,0,0,0
1995-03-04,240,250,47,33,124,57,59,4,1,0,0,0,0
1995-03-11,240,250,47,33,124,57,59,5,1,0,0,0,0
1995-03-18,240,250,47,33,124,57,59,5,1,0,0,0,0
1995-03-31,241,250,47,33,124,57,59,5,1,0,0,0,0
1995-04-08,241,250,47,33,124,57,59,5,1,0,0,0,0
1995-04-21,241,250,47,33,125,57,59,5,1,0,0,0,0
1995-04-29,242,250,47,33,125,57,59,5,1,0,0,0,0
1995-06-08,242,250,47,33,126,57,59,5,1,0,0,0,0
1995-06-22,242,251,47,33,126,57,59,5,1,0,0,0,0
1995-07-06,242,251,47,33,127,57,59,5,1,0,0,0,0
1995-07-27,242,252,47,33,127,57,59,5,1,0,0,0,0
1995-08-10,242,252,47,33,127,57,59,5,1,0,0,0,0
1995-08-24,242,252,47,33,127,57,59,5,1,0,0,0,0
1995-09-08,242,252,47,33,127,57,60,5,1,0,0,0,0
1995-09-15,242,252,47,33,127,57,60,6,1,0,0,0,0
1995-09-22,242,252,47,33,127,57,60,7,1,0,0,0,0
1995-10-13,242,252,48,33,127,57,60,7,1,0,0,0,0
1995-10-18,242,252,48,33,127,58,60,7,1,0,0,0,0
1995-10-25,242,252,48,33,127,58,60,7,1,0,0,0,0
1995-11-08,242,252,48,33,127,58,60,7,1,0,0,0,0
1995-11-09,243,252,48,33,127,58,60,7,1,0,0,0,0
1995-11-16,243,252,48,33,127,58,60,7,1,0,0,0,0
1995-11-17,244,252,48,33,127,58,60,7,1,0,0,0,0
1995-11-30,244,252,48,33,127,58,61,7,1,0,0,0,0
1995-12-08,245,252,48,33,127,58,62,7,1,0,0,0,0
1995-12-14,245,252,48,33,127,58,62,7,1,0,0,0,0
1995-12-26,246,252,48,33,127,58,62,7,1,0,0,0,0
1996-01-02,246,252,49,33,127,58,62,7,1,0,0,0,0
1996-01-13,246,252,49,33,127,58,62,7,1,0,0,0,0
1996-01-20,246,252,49,33,127,58,62,7,1,0,0,0,0
1996-01-25,247,252,49,33,127,58,62,7,1,0,0,0,0
1996-04-19,247,252,49,33,128,58,62,7,1,0,0,0,0
1996-04-27,247,252,49,33,128,58,62,7,1,0,0,0,0
1996-06-06,247,253,49,33,128,58,62,7,1,0,0,0,0
1996-06-20,247,253,49,33,128,58,62,7,1,0,0,0,0
1996-07-04,247,253,49,33,128,58,62,7,1,0,0,0,0
1996-07-25,247,253,49,33,128,58,63,7,1,0,0,0,0
1996-08-08,247,253,49,33,128,58,63,7,1,0,0,0,0
1996-08-22,247,253,49,33,128,58,64,7,1,0,0,0,0
1996-09-11,247,253,49,33,128,58,64,8,1,0,0,0,0
1996-09-18,247,253,49,33,128,58,64,9,1,0,0,0,0
1996-10-10,247,253,49,33,128,59,64,9,1,0,0,0,0
1996-10-17,247,253,49,33,128,59,64,9,1,0,0,0,0
1996-10-24,247,253,49,33,128,59,65,9,1,0,0,0,0
1996-11-20,247,253,49,33,128,60,65,9,1,0,0,0,0
1996-11-21,247,253,49,34,128,60,65,9,1,0,0,0,0
1996-11-22,248,253,49,34,128,60,65,9,1,0,0,0,0
1996-11-27,248,253,50,34,128,60,65,9,1,0,0,0,0
1996-11-28,248,253,50,34,128,60,66,9,1,0,0,0,0
1996-11-29,249,253,50,34,128,60,66,9,1,0,0,0,0
1996-12-08,249,253,50,34,128,61,66,9,1,0,0,0,0
1996-12-18,249,253,50,34,128,61,66,9,1,0,0,0,0
1996-12-26,249,253,51,34,129,61,66,9,1,0,0,0,0
1997-01-02,249,253,52,34,129,61,66,9,1,0,0,0,0
1997-01-16,249,253,52,34,129,61,66,9,1,0,0,0,0
1997-01-24,249,253,52,34,129,61,66,9,1,0,0,0,0
1997-01-25,250,253,52,34,129,61,66,9,1,0,0,0,0
1997-02-01,250,253,52,34,130,61,66,9,1,0,0,0,0
1997-02-06,250,254,52,34,130,61,66,9,1,0,0,0,0
1997-02-14,250,255,52,34,130,61,66,9,1,0,0,0,0
1997-02-28,251,255,52,34,130,61,66,9,1,0,0,0,0
1997-03-06,251,255,52,34,130,61,66,9,1,0,0,0,0
1997-03-07,251,255,52,35,130,61,66,9,1,0,0,0,0
1997-03-14,252,255,52,36,130,61,66,9,1,0,0,0,0
1997-03-21,252,255,53,36,130,61,66,9,1,0,0,0,0
1997-03-27,252,255,53,36,131,61,66,9,1,0,0,0,0
1997-04-04,252,255,53,36,131,61,66,9,1,0,0,0,0
1997-04-17,252,255,53,36,131,61,66,9,1,0,0,0,0
1997-04-19,252,255,53,36,131,61,66,9,1,0,0,0,0
1997-04-26,252,255,53,36,131,61,66,9,1,0,0,0,0
1997-06-05,252,256,53,36,131,61,66,9,1,0,0,0,0
1997-06-13,252,256,53,36,132,61,66,9,1,0,0,0,0
1997-06-19,252,256,53,36,132,61,66,9,1,0,0,0,0
1997-06-20,252,256,53,36,132,61,66,9,1,0,0,0,0
1997-07-03,253,256,53,36,132,61,66,9,1,0,0,0,0
1997-07-24,254,256,53,36,132,61,66,9,1,0,0,0,0
1997-08-02,254,256,53,36,132,61,66,9,1,0,0,0,0
1997-08-07,255,256,53,36,132,61,66,9,1,0,0,0,0
1997-08-09,255,256,53,36,132,61,66,9,1,0,0,0,0
1997-08-21,255,257,53,36,132,61,66,9,1,0,0,0,0
1997-09-18,255,257,53,36,132,61,66,9,1,0,0,0,0
1997-09-25,255,257,53,36,132,61,66,9,1,0,0,0,0
1997-10-06,255,257,53,36,132,61,66,9,1,0,0,0,0
1997-10-17,255,257,53,36,132,61,66,9,1,0,0,0,0
1997-10-24,255,257,54,36,132,61,66,9,1,0,0,0,0
1997-11-07,256,257,54,36,132,61,66,9,1,0,0,0,0
1997-11-17,256,257,54,36,132,61,67,9,1,0,0,0,0
1997-11-19,256,257,54,36,132,61,67,9,1,0,0,0,0
1997-11-20,257,257,54,36,132,61,67,9,1,0,0,0,0
1997-11-26,257,257,54,36,132,61,67,9,1,0,0,0,0
1997-11-27,257,257,54,36,132,61,67,9,1,0,0,0,0
1997-11-29,257,257,54,36,132,61,68,9,1,0,0,0,0
1997-12-03,257,257,54,36,132,61,68,9,1,0,0,0,0
1997-12-06,257,257,54,36,132,61,69,9,1,0,0,0,0
1997-12-26,257,257,54,36,132,61,69,9,1,0,0,0,0
1998-01-02,258,257,54,36,132,61,69,9,1,0,0,0,0
1998-01-07,258,257,54,36,132,61,69,10,1,0,0,0,0
1998-01-14,258,257,54,36,132,61,69,11,1,0,0,0,0
1998-01-29,258,257,54,36,132,61,69,11,1,0,0,0,0
1998-01-30,258,257,54,36,132,61,69,11,1,0,0,0,0
1998-02-05,258,257,54,36,133,61,69,11,1,0,0,0,0
1998-02-13,258,258,54,36,133,61,69,11,1,0,0,0,0
1998-02-14,258,258,54,36,133,61,69,11,1,0,0,0,0
1998-02-19,258,258,54,37,133,61,69,11,1,0,0,0,0
1998-02-26,258,258,54,38,133,61,70,11,1,0,0,0,0
1998-02-27,258,258,54,38,134,61,70,11,1,0,0,0,0
1998-03-06,258,258,55,38,134,62,70,11,1,0,0,0,0
1998-03-12,258,258,55,38,134,62,70,11,1,0,0,0,0
1998-03-14,258,258,55,38,134,62,70,11,1,0,0,0,0
1998-03-18,258,258,55,38,134,63,70,11,1,0,0,0,0
1998-03-19,258,258,56,38,134,63,70,11,1,0,0,0,0
1998-03-20,258,258,56,38,135,63,70,11,1,0,0,0,0
1998-03-21,258,258,56,38,135,63,71,11,1,0,0,0,0
1998-03-25,259,258,56,38,135,63,71,11,1,0,0,0,0
1998-03-27,259,258,57,38,135,63,71,11,1,0,0,0,0
1998-05-27,259,258,57,39,135,63,71,11,1,0,0,0,0
1998-06-03,259,258,57,39,135,63,71,12,1,0,0,0,0
1998-06-04,259,258,57,39,135,63,71,12,1,0,0,0,0
1998-06-10,259,258,57,39,135,63,71,13,1,0,0,0,0
1998-06-18,259,258,58,39,135,63,71,13,1,0,0,0,0
1998-07-02,259,258,58,39,135,63,71,13,1,0,0,0,0
1998-07-23,259,259,58,39,135,63,71,13,1,0,0,0,0
1998-08-06,259,260,58,39,135,63,71,13,1,0,0,0,0
1998-08-27,259,260,58,39,135,63,71,14,1,0,0,0,0
1998-10-01,260,260,58,39,135,63,71,14,1,0,0,0,0
1998-10-07,260,260,58,39,135,63,71,14,2,0,0,0,0
1998-10-15,260,260,58,39,135,63,71,14,2,0,0,0,0
1998-10-22,260,260,58,39,135,63,71,14,2,0,0,0,0
1998-11-20,260,260,58,39,135,63,71,14,2,0,0,0,0
1998-11-26,260,260,59,39,135,63,71,14,2,0,0,0,0
1998-11-27,260,260,59,39,135,63,71,14,3,0,0,0,0
1998-11-28,261,260,59,39,135,63,71,14,3,0,0,0,0
1998-12-10,261,260,60,39,135,63,71,14,3,0,0,0,0
1998-12-11,262,260,60,39,135,63,71,14,3,0,0,0,0
1998-12-26,262,261,61,40,135,63,71,14,3,0,0,0,0
1999-01-02,263,261,62,40,135,63,71,14,3,0,0,0,0
1999-01-15,263,261,63,40,135,63,71,14,3,0,0,0,0
1999-01-28,263,261,63,40,135,63,72,14,3,0,0,0,0
1999-02-04,263,261,63,40,135,64,72,14,3,0,0,0,0
1999-02-16,263,261,63,40,135,64,73,14,3,0,0,0,0
1999-02-24,263,261,63,40,135,64,73,14,3,0,0,0,0
1999-02-27,263,261,63,40,135,64,73,14,3,0,0,0,0
1999-03-04,263,261,63,40,135,64,73,14,3,0,0,0,0
1999-03-05,264,261,63,40,135,64,73,14,3,0,0,0,0
1999-03-11,264,261,63,40,135,64,73,14,3,0,0,0,0
1999-03-12,264,261,63,40,135,64,74,14,3,0,0,0,0
1999-03-13,264,261,63,40,136,64,74,14,3,0,0,0,0
1999-03-18,264,261,64,40,136,64,74,14,3,0,0,0,0
1999-03-26,264,261,64,40,137,64,74,14,3,0,0,0,0
1999-04-03,265,261,64,40,137,64,74,14,3,0,0,0,0
1999-07-01,265,262,64,40,137,64,74,14,3,0,0,0,0
1999-07-22,265,262,64,41,137,64,74,14,3,0,0,0,0
1999-08-05,265,262,64,41,137,64,74,14,3,0,0,0,0
1999-08-19,265,262,64,42,137,64,74,14,3,0,0,0,0
1999-09-09,265,262,64,42,137,64,74,15,3,0,0,0,0
1999-09-22,265,262,64,42,137,64,74,15,3,0,0,0,0
1999-09-30,265,262,64,42,137,64,74,15,3,0,0,0,0
1999-10-10,265,262,64,42,137,64,74,15,3,0,0,0,0
1999-10-14,266,262,64,42,137,64,74,15,3,0,0,0,0
1999-10-22,266,262,64,42,137,65,74,15,3,0,0,0,0
1999-10-29,266,262,65,42,137,65,74,15,3,0,0,0,0
1999-11-05,267,262,65,42,137,65,74,15,3,0,0,0,0
1999-11-11,267,262,66,42,137,65,74,15,3,0,0,0,0
1999-11-18,268,262,66,42,137,65,74,15,3,0,0,0,0
1999-11-25,268,262,67,42,137,65,74,15,3,0,0,0,0
1999-11-26,269,262,67,42,137,65,74,16,3,0,0,0,0
1999-12-04,269,262,67,42,137,65,74,16,3,0,0,0,0
1999-12-09,269,262,67,42,137,65,74,16,3,0,0,0,0
1999-12-10,270,262,67,42,137,65,74,16,3,0,0,0,0
1999-12-16,270,262,67,43,137,65,74,16,3,0,0,0,0
1999-12-26,271,262,67,44,137,65,74,16,3,0,0,0,0
2000-01-02,272,262,68,44,137,65,74,16,3,0,0,0,0
2000-01-14,272,263,68,44,137,65,74,16,3,0,0,0,0
2000-02-24,272,263,69,44,137,65,74,16,3,0,0,0,0
2000-02-26,272,263,69,44,137,65,74,17,3,0,0,0,0
2000-03-02,272,263,70,44,137,65,74,17,3,0,0,0,0
2000-03-05,272,263,70,44,137,65,74,18,3,0,0,0,0
2000-03-11,273,263,70,44,137,65,74,18,3,0,0,0,0
2000-03-12,273,263,70,44,137,65,75,18,3,0,0,0,0
2000-03-16,273,263,70,44,138,65,75,18,3,0,0,0,0
2000-03-24,274,263,70,44,139,65,75,18,3,0,0,0,0
2000-03-31,275,263,70,44,139,65,75,18,3,0,0,0,0
2000-05-05,275,263,70,44,139,65,75,18,3,0,0,0,0
2000-05-18,275,264,70,44,139,65,75,18,3,0,0,0,0
2000-05-25,275,264,70,44,140,65,75,18,3,0,0,0,0
2000-06-01,275,264,70,44,140,65,75,18,3,0,0,0,0
