web-scraper-order,web-scraper-start-url,espn2,espn2-href,espn3,espn3-href,BATSMEN,Runs,Balls,Minutes,Fours,Sixes,StrikeRate
"1603230981-5094","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2235","https://stats.espncricinfo.com/ci/engine/match/1034811.html","Mohammed Shami","7","2","6","0","1","350.00"
"1603231121-5867","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2199","https://stats.espncricinfo.com/ci/engine/match/800465.html","","null","null","null","null","null","null"
"1603231158-6020","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2191","https://stats.espncricinfo.com/ci/engine/match/903609.html","R Ashwin","56","140","186","6","1","40.00"
"1603231295-6766","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2157","https://stats.espncricinfo.com/ci/engine/match/766929.html","JC Buttler †","0","22","30","0","0","0.00"
"1603230533-2317","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2360","https://stats.espncricinfo.com/ci/engine/match/1152849.html","","null","null","null","null","null","null"
"1603231083-5632","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2209","https://stats.espncricinfo.com/ci/engine/match/995451.html","LD Chandimal †","15","54","82","2","0","27.77"
"1603230839-4269","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2271","https://stats.espncricinfo.com/ci/engine/match/1031661.html","","null","null","null","null","null","null"
"1603231235-6437","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2172","https://stats.espncricinfo.com/ci/engine/match/817213.html","SR Harmer","9","37","32","0","0","24.32"
"1603230430-1747","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2386","https://stats.espncricinfo.com/ci/engine/match/1214666.html","","null","null","null","null","null","null"
"1603231282-6680","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2161","https://stats.espncricinfo.com/ci/engine/match/858495.html","Yasir Shah","0","1","4","0","0","0.00"
"1603231319-6873","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2152","https://stats.espncricinfo.com/ci/engine/match/754741.html","RJ Harris","74","88","93","8","1","84.09"
"1603231348-7031","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2144","https://stats.espncricinfo.com/ci/engine/match/742611.html","Ahmed Shehzad","176","371","473","17","1","47.43"
"1603231319-6861","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2152","https://stats.espncricinfo.com/ci/engine/match/754741.html","SR Watson","52","89","153","4","0","58.42"
"1603230721-3629","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2300","https://stats.espncricinfo.com/ci/engine/match/1075984.html","AK Markram","0","11","17","0","0","0.00"
"1603230789-4010","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2283","https://stats.espncricinfo.com/ci/engine/match/1122724.html","S Samarawickrama","13","15","25","1","0","86.66"
"1603231466-7685","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2114","https://stats.espncricinfo.com/ci/engine/match/657649.html","Younis Khan","13","29","44","1","0","44.82"
"1603231011-5279","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2227","https://stats.espncricinfo.com/ci/engine/match/1029827.html","","null","null","null","null","null","null"
"1603231190-6178","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2183","https://stats.espncricinfo.com/ci/engine/match/902637.html","Shan Masood","54","87","120","7","1","62.06"
"1603230616-3011","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2329","https://stats.espncricinfo.com/ci/engine/match/1140387.html","Extras","11","","null","null","null","null"
"1603230661-3314","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2315","https://stats.espncricinfo.com/ci/engine/match/1119550.html","","null","null","null","null","null","null"
"1603230706-3555","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2304","https://stats.espncricinfo.com/ci/engine/match/1119535.html","JM Anderson","0","1","5","0","0","0.00"
"1603230889-4563","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2258","https://stats.espncricinfo.com/ci/engine/match/1062576.html","SPD Smith (c)","111","173","224","14","0","64.16"
"1603231450-7596","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2118","https://stats.espncricinfo.com/ci/engine/match/667651.html","","null","null","null","null","null","null"
"1603230967-4999","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2239","https://stats.espncricinfo.com/ci/engine/match/1034815.html","","null","null","null","null","null","null"
"1603230492-1973","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2376","https://stats.espncricinfo.com/ci/engine/match/1183533.html","","null","null","null","null","null","null"
"1603231395-7289","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2132","https://stats.espncricinfo.com/ci/engine/match/667715.html","IR Bell","167","256","357","19","3","65.23"
"1603231551-8157","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2094","https://stats.espncricinfo.com/ci/engine/match/566936.html","NM Lyon","0","0","1","0","0","-"
"1603231207-6283","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2179","https://stats.espncricinfo.com/ci/engine/match/895777.html","","null","null","null","null","null","null"
"1603231125-5874","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2198","https://stats.espncricinfo.com/ci/engine/match/892519.html","","null","null","null","null","null","null"
"1603230424-1697","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2388","https://stats.espncricinfo.com/ci/engine/match/1225247.html","","null","null","null","null","null","null"
"1603230411-1593","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2393","https://stats.espncricinfo.com/ci/engine/match/1198243.html","JC Buttler †","152","311","447","13","2","48.87"
"1603231560-8184","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2092","https://stats.espncricinfo.com/ci/engine/match/566934.html","","null","null","null","null","null","null"
"1603230994-5178","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2231","https://stats.espncricinfo.com/ci/engine/match/1059703.html","DAS Gunaratne","116","193","269","15","1","60.10"
"1603230889-4580","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2258","https://stats.espncricinfo.com/ci/engine/match/1062576.html","","null","null","null","null","null","null"
"1603230416-1644","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2391","https://stats.espncricinfo.com/ci/engine/match/1198241.html","","null","null","null","null","null","null"
"1603230568-2628","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2346","https://stats.espncricinfo.com/ci/engine/match/1158064.html","KK Jennings","8","43","77","1","0","18.60"
"1603230943-4882","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2244","https://stats.espncricinfo.com/ci/engine/match/936149.html","","null","null","null","null","null","null"
"1603230981-5095","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2235","https://stats.espncricinfo.com/ci/engine/match/1034811.html","","null","null","null","null","null","null"
"1603230430-1755","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2386","https://stats.espncricinfo.com/ci/engine/match/1214666.html","","null","null","null","null","null","null"
"1603231086-5661","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2208","https://stats.espncricinfo.com/ci/engine/match/913643.html","BA Stokes","34","51","67","5","0","66.66"
"1603231353-7062","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2143","https://stats.espncricinfo.com/ci/engine/match/760783.html","Extras","17","","null","null","null","null"
"1603230892-4582","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2257","https://stats.espncricinfo.com/ci/engine/match/1020045.html","D Elgar","5","12","13","0","0","41.66"
"1603230543-2405","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2356","https://stats.espncricinfo.com/ci/engine/match/1192874.html","","null","null","null","null","null","null"
"1603230646-3211","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2320","https://stats.espncricinfo.com/ci/engine/match/1157370.html","","null","null","null","null","null","null"
"1603230616-3002","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2329","https://stats.espncricinfo.com/ci/engine/match/1140387.html","","null","null","null","null","null","null"
"1603231015-5289","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2226","https://stats.espncricinfo.com/ci/engine/match/1050231.html","Misbah-ul-Haq (c)","96","162","220","4","2","59.25"
"1603230918-4731","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2251","https://stats.espncricinfo.com/ci/engine/match/1062574.html","","null","null","null","null","null","null"
"1603230566-2605","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2347","https://stats.espncricinfo.com/ci/engine/match/1144164.html","D Elgar","0","4","7","0","0","0.00"
"1603230535-2334","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2359","https://stats.espncricinfo.com/ci/engine/match/1188629.html","","null","null","null","null","null","null"
"1603230430-1750","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2386","https://stats.espncricinfo.com/ci/engine/match/1214666.html","T Maruma","7","35","-","1","0","20.00"
"1603230931-4821","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2247","https://stats.espncricinfo.com/ci/engine/match/936151.html","","null","null","null","null","null","null"
"1603230609-2934","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2332","https://stats.espncricinfo.com/ci/engine/match/1157383.html","LRPL Taylor","0","1","-","0","0","0.00"
"1603231373-7160","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2138","https://stats.espncricinfo.com/ci/engine/match/730295.html","","null","null","null","null","null","null"
"1603230921-4751","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2250","https://stats.espncricinfo.com/ci/engine/match/1062573.html","PSP Handscomb","22","45","55","3","0","48.88"
"1603231373-7155","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2138","https://stats.espncricinfo.com/ci/engine/match/730295.html","DM Bravo","62","126","156","6","1","49.20"
"1603230525-2255","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2363","https://stats.espncricinfo.com/ci/engine/match/1187007.html","WP Saha †","21","16","-","4","0","131.25"
"1603231457-7655","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2116","https://stats.espncricinfo.com/ci/engine/match/690347.html","Extras","9","","null","null","null","null"
"1603231083-5628","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2209","https://stats.espncricinfo.com/ci/engine/match/995451.html","JK Silva","4","25","49","0","0","16.00"
"1603231534-8063","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2098","https://stats.espncricinfo.com/ci/engine/match/649087.html","DW Steyn","15","32","47","1","1","46.87"
"1603230710-3580","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2303","https://stats.espncricinfo.com/ci/engine/match/1127284.html","Extras","17","","null","null","null","null"
"1603230680-3380","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2311","https://stats.espncricinfo.com/ci/engine/match/1142581.html","DM de Silva","11","36","46","1","0","30.55"
"1603230901-4641","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2255","https://stats.espncricinfo.com/ci/engine/match/1020043.html","","null","null","null","null","null","null"
"1603231292-6743","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2158","https://stats.espncricinfo.com/ci/engine/match/766931.html","JO Holder","22","28","34","1","2","78.57"
"1603231445-7582","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2119","https://stats.espncricinfo.com/ci/engine/match/648673.html","PM Siddle","2","11","14","0","0","18.18"
"1603230785-4007","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2284","https://stats.espncricinfo.com/ci/engine/match/1115793.html","ST Gabriel","10","35","41","2","0","28.57"
"1603231173-6107","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2187","https://stats.espncricinfo.com/ci/engine/match/892511.html","","null","null","null","null","null","null"
"1603230430-1749","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2386","https://stats.espncricinfo.com/ci/engine/match/1214666.html","","null","null","null","null","null","null"
"1603231583-8328","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2086","https://stats.espncricinfo.com/ci/engine/match/623576.html","","null","null","null","null","null","null"
"1603231399-7318","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2131","https://stats.espncricinfo.com/ci/engine/match/730091.html","BAW Mendis","2","11","14","0","0","18.18"
"1603230768-3900","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2289","https://stats.espncricinfo.com/ci/engine/match/1072308.html","Extras","2","","null","null","null","null"
"1603230622-3048","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2327","https://stats.espncricinfo.com/ci/engine/match/1157381.html","","null","null","null","null","null","null"
"1603230687-3424","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2309","https://stats.espncricinfo.com/ci/engine/match/1135151.html","DS Smith","2","5","-","0","0","40.00"
"1603230814-4154","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2277","https://stats.espncricinfo.com/ci/engine/match/1075503.html","T Bavuma","7","12","14","1","0","58.33"
"1603230676-3374","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2312","https://stats.espncricinfo.com/ci/engine/match/1146718.html","","null","null","null","null","null","null"
"1603231278-6648","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2162","https://stats.espncricinfo.com/ci/engine/match/743939.html","","null","null","null","null","null","null"
"1603231298-6785","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2156","https://stats.espncricinfo.com/ci/engine/match/754743.html","JA Burns","58","114","144","10","0","50.87"
"1603230727-3683","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2298","https://stats.espncricinfo.com/ci/engine/match/1075983.html","TD Paine †","36","68","99","5","0","52.94"
"1603231292-6729","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2158","https://stats.espncricinfo.com/ci/engine/match/766931.html","KC Brathwaite","1","11","8","0","0","9.09"
"1603231721-9049","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2052","https://stats.espncricinfo.com/ci/engine/match/560930.html","","null","null","null","null","null","null"
"1603231295-6752","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2157","https://stats.espncricinfo.com/ci/engine/match/766929.html","AN Cook (c)","11","28","40","1","0","39.28"
"1603230798-4062","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2281","https://stats.espncricinfo.com/ci/engine/match/1122723.html","V Kohli (c)","0","11","18","0","0","0.00"
"1603231696-8923","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2058","https://stats.espncricinfo.com/ci/engine/match/565806.html","","null","null","null","null","null","null"
"1603231216-6323","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2177","https://stats.espncricinfo.com/ci/engine/match/895775.html","","null","null","null","null","null","null"
"1603230866-4441","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2264","https://stats.espncricinfo.com/ci/engine/match/1031439.html","D Olivier","0","1","6","0","0","0.00"
"1603231033-5386","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2221","https://stats.espncricinfo.com/ci/engine/match/1030213.html","RG Sharma","35","67","96","3","1","52.23"
"1603231348-7039","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2144","https://stats.espncricinfo.com/ci/engine/match/742611.html","Extras","5","","null","null","null","null"
"1603230998-5206","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2230","https://stats.espncricinfo.com/ci/engine/match/1000851.html","","null","null","null","null","null","null"
"1603231733-9131","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2049","https://stats.espncricinfo.com/ci/engine/match/534225.html","SCJ Broad","16","28","39","2","0","57.14"
"1603230755-3850","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2291","https://stats.espncricinfo.com/ci/engine/match/1072309.html","SCJ Broad","31","32","45","1","2","96.87"
"1603230600-2878","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2335","https://stats.espncricinfo.com/ci/engine/match/1153838.html","","null","null","null","null","null","null"
"1603231470-7708","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2113","https://stats.espncricinfo.com/ci/engine/match/592401.html","MJ Clarke (c)","10","29","32","1","0","34.48"
"1603230859-4386","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2266","https://stats.espncricinfo.com/ci/engine/match/1031441.html","","null","null","null","null","null","null"
"1603231185-6170","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2184","https://stats.espncricinfo.com/ci/engine/match/902639.html","","null","null","null","null","null","null"
"1603231392-7281","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2133","https://stats.espncricinfo.com/ci/engine/match/745153.html","","null","null","null","null","null","null"
"1603230540-2390","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2357","https://stats.espncricinfo.com/ci/engine/match/1152848.html","","null","null","null","null","null","null"
"1603230866-4438","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2264","https://stats.espncricinfo.com/ci/engine/match/1031439.html","","null","null","null","null","null","null"
"1603230433-1771","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2385","https://stats.espncricinfo.com/ci/engine/match/1187685.html","AM Rahane","46","138","199","5","0","33.33"
"1603231369-7144","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2139","https://stats.espncricinfo.com/ci/engine/match/730297.html","SJ Benn","25","19","54","3","1","131.57"
"1603230459-1851","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2382","https://stats.espncricinfo.com/ci/engine/match/1185307.html","","null","null","null","null","null","null"
"1603231199-6237","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2181","https://stats.espncricinfo.com/ci/engine/match/915773.html","","null","null","null","null","null","null"
"1603231516-7934","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2103","https://stats.espncricinfo.com/ci/engine/match/592397.html","SR Watson","22","71","99","2","0","30.98"
"1603231118-5843","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2200","https://stats.espncricinfo.com/ci/engine/match/800467.html","DL Piedt","19","104","114","1","0","18.26"
"1603231086-5652","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2208","https://stats.espncricinfo.com/ci/engine/match/913643.html","","null","null","null","null","null","null"
