web-scraper-order,web-scraper-start-url,espn2,espn2-href,espn3,espn3-href,BATSMEN,Runs,Balls,Minutes,Fours,Sixes,StrikeRate
"1603230836-4250","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2272","https://stats.espncricinfo.com/ci/engine/match/1104284.html","","null","null","null","null","null","null"
"1603231106-5770","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2203","https://stats.espncricinfo.com/ci/engine/match/913613.html","MM Ali","0","8","14","0","0","0.00"
"1603230595-2820","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2337","https://stats.espncricinfo.com/ci/engine/match/1144995.html","","null","null","null","null","null","null"
"1603230851-4344","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2268","https://stats.espncricinfo.com/ci/engine/match/1031443.html","","null","null","null","null","null","null"
"1603230517-2186","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2366","https://stats.espncricinfo.com/ci/engine/match/1187016.html","Mominul Haque (c)","37","80","-","6","0","46.25"
"1603231745-9188","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2046","https://stats.espncricinfo.com/ci/engine/match/562444.html","AD Mathews","0","1","2","0","0","0.00"
"1603231487-7781","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2110","https://stats.espncricinfo.com/ci/engine/match/592400.html","BA Stokes","14","23","37","1","1","60.86"
"1603230974-5041","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2237","https://stats.espncricinfo.com/ci/engine/match/1019995.html","","null","null","null","null","null","null"
"1603231018-5305","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2225","https://stats.espncricinfo.com/ci/engine/match/1029825.html","","null","null","null","null","null","null"
"1603230811-4126","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2278","https://stats.espncricinfo.com/ci/engine/match/1120285.html","","null","null","null","null","null","null"
"1603231288-6720","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2159","https://stats.espncricinfo.com/ci/engine/match/858493.html","Shuvagata Hom","12","11","41","0","0","109.09"
"1603231604-8454","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2081","https://stats.espncricinfo.com/ci/engine/match/598814.html","Extras","23","","null","null","null","null"
"1603231392-7276","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2133","https://stats.espncricinfo.com/ci/engine/match/745153.html","Saeed Ajmal","12","23","34","1","0","52.17"
"1603230846-4324","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2269","https://stats.espncricinfo.com/ci/engine/match/1109604.html","Mohammed Shami","8","13","11","1","0","61.53"
"1603230676-3371","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2312","https://stats.espncricinfo.com/ci/engine/match/1146718.html","ML Cummins","0","1","-","0","0","0.00"
"1603230905-4653","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2254","https://stats.espncricinfo.com/ci/engine/match/1083445.html","WU Tharanga","11","40","77","1","0","27.50"
"1603230727-3695","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2298","https://stats.espncricinfo.com/ci/engine/match/1075983.html","Extras","14","","null","null","null","null"
"1603231612-8485","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2079","https://stats.espncricinfo.com/ci/engine/match/593988.html","","null","null","null","null","null","null"
"1603230988-5125","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2233","https://stats.espncricinfo.com/ci/engine/match/1000853.html","","null","null","null","null","null","null"
"1603230747-3797","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2293","https://stats.espncricinfo.com/ci/engine/match/1122277.html","","null","null","null","null","null","null"
"1603230836-4255","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2272","https://stats.espncricinfo.com/ci/engine/match/1104284.html","Mehidy Hasan Miraz","18","38","41","2","0","47.36"
"1603230649-3237","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2319","https://stats.espncricinfo.com/ci/engine/match/1157752.html","Extras","14","","null","null","null","null"
"1603231049-5474","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2217","https://stats.espncricinfo.com/ci/engine/match/995455.html","Extras","11","","null","null","null","null"
"1603230889-4566","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2258","https://stats.espncricinfo.com/ci/engine/match/1062576.html","","null","null","null","null","null","null"
"1603230632-3114","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2324","https://stats.espncricinfo.com/ci/engine/match/1140385.html","SM Curran","48","104","-","1","3","46.15"
"1603231409-7372","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2128","https://stats.espncricinfo.com/ci/engine/match/667711.html","","null","null","null","null","null","null"
"1603231692-8908","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2059","https://stats.espncricinfo.com/ci/engine/match/582192.html","","null","null","null","null","null","null"
"1603230781-3973","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2285","https://stats.espncricinfo.com/ci/engine/match/1072306.html","","null","null","null","null","null","null"
"1603230475-1855","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2381","https://stats.espncricinfo.com/ci/engine/match/1212541.html","PS Masvaure","55","149","-","7","0","36.91"
"1603230747-3809","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2293","https://stats.espncricinfo.com/ci/engine/match/1122277.html","","null","null","null","null","null","null"
"1603230595-2825","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2337","https://stats.espncricinfo.com/ci/engine/match/1144995.html","V Kohli (c)","82","204","305","9","0","40.19"
"1603230558-2542","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2350","https://stats.espncricinfo.com/ci/engine/match/1153848.html","Soumya Sarkar","20","24","29","2","1","83.33"
"1603230988-5128","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2233","https://stats.espncricinfo.com/ci/engine/match/1000853.html","AC Voges","0","1","1","0","0","0.00"
"1603230910-4674","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2253","https://stats.espncricinfo.com/ci/engine/match/1020041.html","SC Cook","3","29","34","0","0","10.34"
"1603231177-6141","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2186","https://stats.espncricinfo.com/ci/engine/match/903603.html","Extras","10","","null","null","null","null"
"1603230649-3217","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2319","https://stats.espncricinfo.com/ci/engine/match/1157752.html","KL Rahul","0","4","6","0","0","0.00"
"1603231361-7093","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2141","https://stats.espncricinfo.com/ci/engine/match/760781.html","","null","null","null","null","null","null"
"1603231457-7638","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2116","https://stats.espncricinfo.com/ci/engine/match/690347.html","","null","null","null","null","null","null"
"1603231571-8258","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2089","https://stats.espncricinfo.com/ci/engine/match/566922.html","JM Bairstow","64","99","137","8","0","64.64"
"1603231288-6708","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2159","https://stats.espncricinfo.com/ci/engine/match/858493.html","Imrul Kayes","51","130","164","6","0","39.23"
"1603230842-4288","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2270","https://stats.espncricinfo.com/ci/engine/match/1031659.html","","null","null","null","null","null","null"
"1603231503-7878","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2106","https://stats.espncricinfo.com/ci/engine/match/661681.html","","null","null","null","null","null","null"
"1603231712-9016","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2054","https://stats.espncricinfo.com/ci/engine/match/565817.html","Z Khan","0","8","16","0","0","0.00"
"1603230873-4474","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2262","https://stats.espncricinfo.com/ci/engine/match/1031437.html","","null","null","null","null","null","null"
"1603230928-4783","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2248","https://stats.espncricinfo.com/ci/engine/match/1019987.html","Tamim Iqbal (c)","5","17","13","1","0","29.41"
"1603230475-1866","https://stats.espncricinfo.com/ci/content/records/307847.html","2020","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2020;type=year","Test # 2381","https://stats.espncricinfo.com/ci/engine/match/1212541.html","","null","null","null","null","null","null"
"1603231454-7627","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2117","https://stats.espncricinfo.com/ci/engine/match/690349.html","","null","null","null","null","null","null"
"1603231340-6988","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2146","https://stats.espncricinfo.com/ci/engine/match/742613.html","","null","null","null","null","null","null"
"1603230573-2680","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2344","https://stats.espncricinfo.com/ci/engine/match/1158063.html","SM Curran","6","8","23","1","0","75.00"
"1603231426-7463","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2124","https://stats.espncricinfo.com/ci/engine/match/667899.html","GS Ballance","23","40","73","4","0","57.50"
"1603230994-5188","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2231","https://stats.espncricinfo.com/ci/engine/match/1059703.html","Extras","21","","null","null","null","null"
"1603230998-5209","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2230","https://stats.espncricinfo.com/ci/engine/match/1000851.html","DW Steyn","4","4","12","1","0","100.00"
"1603231327-6904","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2150","https://stats.espncricinfo.com/ci/engine/match/722329.html","","null","null","null","null","null","null"
"1603230643-3175","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2321","https://stats.espncricinfo.com/ci/engine/match/1157753.html","SO Hetmyer","12","34","45","2","0","35.29"
"1603230687-3437","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2309","https://stats.espncricinfo.com/ci/engine/match/1135151.html","","null","null","null","null","null","null"
"1603230635-3125","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2323","https://stats.espncricinfo.com/ci/engine/match/1153639.html","BB Chari","13","31","-","2","0","41.93"
"1603231591-8373","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2084","https://stats.espncricinfo.com/ci/engine/match/569245.html","BB McCullum (c)","38","62","83","6","0","61.29"
"1603231612-8499","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2079","https://stats.espncricinfo.com/ci/engine/match/593988.html","","null","null","null","null","null","null"
"1603231262-6571","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2166","https://stats.espncricinfo.com/ci/engine/match/810425.html","MA Starc","6","28","29","0","0","21.42"
"1603231150-5975","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2193","https://stats.espncricinfo.com/ci/engine/match/892515.html","","null","null","null","null","null","null"
"1603230595-2827","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2337","https://stats.espncricinfo.com/ci/engine/match/1144995.html","AM Rahane","34","76","113","2","0","44.73"
"1603230622-3039","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2327","https://stats.espncricinfo.com/ci/engine/match/1157381.html","KS Williamson (c)","63","112","-","5","0","56.25"
"1603231121-5851","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2199","https://stats.espncricinfo.com/ci/engine/match/800465.html","","null","null","null","null","null","null"
"1603230859-4393","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2266","https://stats.espncricinfo.com/ci/engine/match/1031441.html","SCJ Broad","3","13","16","0","0","23.07"
"1603230520-2216","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2365","https://stats.espncricinfo.com/ci/engine/match/1187009.html","","null","null","null","null","null","null"
"1603231042-5432","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2219","https://stats.espncricinfo.com/ci/engine/match/936127.html","Q de Kock †","33","33","41","7","0","100.00"
"1603230994-5187","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2231","https://stats.espncricinfo.com/ci/engine/match/1059703.html","","null","null","null","null","null","null"
"1603231086-5649","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2208","https://stats.espncricinfo.com/ci/engine/match/913643.html","AN Cook (c)","105","172","241","15","0","61.04"
"1603230652-3253","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2318","https://stats.espncricinfo.com/ci/engine/match/1119553.html","","null","null","null","null","null","null"
"1603230918-4725","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2251","https://stats.espncricinfo.com/ci/engine/match/1062574.html","","null","null","null","null","null","null"
"1603231503-7864","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2106","https://stats.espncricinfo.com/ci/engine/match/661681.html","","null","null","null","null","null","null"
"1603230774-3941","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2287","https://stats.espncricinfo.com/ci/engine/match/1115794.html","","null","null","null","null","null","null"
"1603231115-5805","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2201","https://stats.espncricinfo.com/ci/engine/match/914237.html","","null","null","null","null","null","null"
"1603231470-7717","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2113","https://stats.espncricinfo.com/ci/engine/match/592401.html","","null","null","null","null","null","null"
"1603231061-5533","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2214","https://stats.espncricinfo.com/ci/engine/match/1024043.html","Extras","24","","null","null","null","null"
"1603231015-5293","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2226","https://stats.espncricinfo.com/ci/engine/match/1050231.html","Sarfaraz Ahmed †","56","59","91","6","0","94.91"
"1603230959-4939","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2241","https://stats.espncricinfo.com/ci/engine/match/1034817.html","","null","null","null","null","null","null"
"1603231115-5812","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2201","https://stats.espncricinfo.com/ci/engine/match/914237.html","CJ Anderson","38","87","144","6","0","43.67"
"1603230793-4036","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2282","https://stats.espncricinfo.com/ci/engine/match/1072305.html","","null","null","null","null","null","null"
"1603230985-5098","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2234","https://stats.espncricinfo.com/ci/engine/match/1019993.html","","null","null","null","null","null","null"
"1603231315-6844","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2153","https://stats.espncricinfo.com/ci/engine/match/722331.html","HM Amla (c)","33","63","105","3","0","52.38"
"1603230540-2392","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2357","https://stats.espncricinfo.com/ci/engine/match/1152848.html","","null","null","null","null","null","null"
"1603231656-8707","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2068","https://stats.espncricinfo.com/ci/engine/match/573012.html","","null","null","null","null","null","null"
"1603231534-8055","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2098","https://stats.espncricinfo.com/ci/engine/match/649087.html","JP Duminy","57","94","122","6","1","60.63"
"1603230744-3776","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2294","https://stats.espncricinfo.com/ci/engine/match/1122278.html","","null","null","null","null","null","null"
"1603230628-3082","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2325","https://stats.espncricinfo.com/ci/engine/match/1153640.html","","null","null","null","null","null","null"
"1603231633-8628","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2073","https://stats.espncricinfo.com/ci/engine/match/567364.html","Extras","8","","null","null","null","null"
"1603231357-7063","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2142","https://stats.espncricinfo.com/ci/engine/match/727929.html","Ahmed Shehzad","35","64","85","3","0","54.68"
"1603231042-5440","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2219","https://stats.espncricinfo.com/ci/engine/match/936127.html","DL Piedt","9","28","37","1","0","32.14"
"1603230581-2749","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2341","https://stats.espncricinfo.com/ci/engine/match/1144155.html","K Rabada","0","5","9","0","0","0.00"
"1603230581-2743","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2341","https://stats.espncricinfo.com/ci/engine/match/1144155.html","T Bavuma","8","9","9","2","0","88.88"
"1603230649-3230","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2319","https://stats.espncricinfo.com/ci/engine/match/1157752.html","","null","null","null","null","null","null"
"1603230851-4331","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2268","https://stats.espncricinfo.com/ci/engine/match/1031443.html","KK Jennings","17","37","50","3","0","45.94"
"1603230595-2819","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2337","https://stats.espncricinfo.com/ci/engine/match/1144995.html","GH Vihari","8","66","80","0","0","12.12"
"1603230702-3522","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2305","https://stats.espncricinfo.com/ci/engine/match/1119536.html","Sarfaraz Ahmed (c) †","14","13","19","2","0","107.69"
"1603231530-8036","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2099","https://stats.espncricinfo.com/ci/engine/match/668951.html","Sohag Gazi","14","21","24","1","1","66.66"
"1603231011-5260","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2227","https://stats.espncricinfo.com/ci/engine/match/1029827.html","Imrul Kayes","1","3","9","0","0","33.33"
"1603231677-8805","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2063","https://stats.espncricinfo.com/ci/engine/match/582193.html","MJ Guptill","4","6","3","1","0","66.66"
"1603231190-6182","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2183","https://stats.espncricinfo.com/ci/engine/match/902637.html","Younis Khan","56","115","166","4","0","48.69"
"1603231037-5406","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2220","https://stats.espncricinfo.com/ci/engine/match/936129.html","","null","null","null","null","null","null"
"1603231078-5607","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2210","https://stats.espncricinfo.com/ci/engine/match/1024041.html","H Masakadza","15","52","77","2","0","28.84"
"1603230905-4671","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2254","https://stats.espncricinfo.com/ci/engine/match/1083445.html","PADLR Sandakan","5","19","31","0","0","26.31"
"1603231507-7905","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2105","https://stats.espncricinfo.com/ci/engine/match/592398.html","","null","null","null","null","null","null"
