team,points,date
Blackburn,3,2006-09-17
Man City,0,2006-09-17
Tottenham,1,2006-09-17
Fulham,1,2006-09-17
West Ham,0,2006-09-17
Newcastle,3,2006-09-17
Chelsea,3,2006-09-17
Liverpool,0,2006-09-17
Liverpool,3,2006-09-20
Newcastle,0,2006-09-20
Reading,1,2006-09-23
Man Utd,1,2006-09-23
Arsenal,3,2006-09-23
Sheff Utd,0,2006-09-23
Aston Villa,3,2006-09-23
Charlton,0,2006-09-23
Fulham,0,2006-09-23
Chelsea,3,2006-09-23
Man City,3,2006-09-23
West Ham,0,2006-09-23
Middlesbrough,0,2006-09-23
Blackburn,3,2006-09-23
Wigan,1,2006-09-23
Watford,1,2006-09-23
Liverpool,3,2006-09-23
Tottenham,0,2006-09-23
Newcastle,1,2006-09-24
Everton,1,2006-09-24
Portsmouth,0,2006-09-25
Bolton,3,2006-09-25
Sheff Utd,3,2006-09-30
Middlesbrough,0,2006-09-30
Charlton,0,2006-09-30
Arsenal,3,2006-09-30
Chelsea,1,2006-09-30
Aston Villa,1,2006-09-30
Everton,1,2006-09-30
Man City,1,2006-09-30
Bolton,3,2006-09-30
Liverpool,0,2006-09-30
Tottenham,3,2006-10-01
Portsmouth,0,2006-10-01
Blackburn,3,2006-10-01
Wigan,0,2006-10-01
Man Utd,3,2006-10-01
Newcastle,0,2006-10-01
West Ham,0,2006-10-01
Reading,3,2006-10-01
Watford,1,2006-10-02
Fulham,1,2006-10-02
Reading,0,2006-10-14
Chelsea,3,2006-10-14
Arsenal,3,2006-10-14
Watford,0,2006-10-14
Aston Villa,1,2006-10-14
Tottenham,1,2006-10-14
Liverpool,1,2006-10-14
Blackburn,1,2006-10-14
Man City,1,2006-10-14
Sheff Utd,1,2006-10-14
Middlesbrough,3,2006-10-14
Everton,0,2006-10-14
Portsmouth,3,2006-10-14
West Ham,0,2006-10-14
Wigan,0,2006-10-14
Man Utd,3,2006-10-14
Newcastle,0,2006-10-15
Bolton,3,2006-10-15
Fulham,3,2006-10-16
Charlton,0,2006-10-16
Aston Villa,1,2006-10-21
Fulham,1,2006-10-21
Charlton,1,2006-10-21
Watford,1,2006-10-21
Chelsea,3,2006-10-21
Portsmouth,0,2006-10-21
Everton,3,2006-10-21
Sheff Utd,0,2006-10-21
Wigan,3,2006-10-21
Man City,0,2006-10-21
Reading,0,2006-10-22
Arsenal,3,2006-10-22
Blackburn,0,2006-10-22
Bolton,3,2006-10-22
Middlesbrough,3,2006-10-22
Newcastle,0,2006-10-22
Tottenham,3,2006-10-22
West Ham,0,2006-10-22
Man Utd,3,2006-10-22
Liverpool,0,2006-10-22
Newcastle,1,2006-10-28
Charlton,1,2006-10-28
Arsenal,1,2006-10-28
Everton,1,2006-10-28
Bolton,0,2006-10-28
Man Utd,3,2006-10-28
Fulham,0,2006-10-28
Wigan,3,2006-10-28
Liverpool,3,2006-10-28
Aston Villa,0,2006-10-28
Portsmouth,3,2006-10-28
Reading,0,2006-10-28
Watford,1,2006-10-28
Tottenham,1,2006-10-28
Sheff Utd,0,2006-10-28
Chelsea,3,2006-10-28
West Ham,3,2006-10-29
Blackburn,0,2006-10-29
Man City,3,2006-10-30
Middlesbrough,0,2006-10-30
Newcastle,0,2006-11-04
Sheff Utd,3,2006-11-04
Bolton,0,2006-11-04
Wigan,3,2006-11-04
Charlton,3,2006-11-04
Man City,0,2006-11-04
Liverpool,3,2006-11-04
Reading,0,2006-11-04
Man Utd,3,2006-11-04
Portsmouth,0,2006-11-04
Watford,3,2006-11-04
Middlesbrough,0,2006-11-04
Fulham,3,2006-11-04
Everton,0,2006-11-04
Tottenham,3,2006-11-05
Chelsea,0,2006-11-05
Aston Villa,3,2006-11-05
Blackburn,0,2006-11-05
West Ham,3,2006-11-05
Arsenal,0,2006-11-05
Blackburn,0,2006-11-11
Man Utd,3,2006-11-11
Chelsea,3,2006-11-11
Watford,0,2006-11-11
Everton,0,2006-11-11
Aston Villa,3,2006-11-11
Middlesbrough,3,2006-11-11
West Ham,0,2006-11-11
Portsmouth,1,2006-11-11
Fulham,1,2006-11-11
Sheff Utd,1,2006-11-11
Bolton,1,2006-11-11
Wigan,3,2006-11-11
Charlton,0,2006-11-11
Man City,1,2006-11-11
Newcastle,1,2006-11-11
Arsenal,3,2006-11-12
Liverpool,0,2006-11-12
Reading,3,2006-11-12
Tottenham,0,2006-11-12
Middlesbrough,1,2006-11-18
Liverpool,1,2006-11-18
Arsenal,1,2006-11-18
Newcastle,1,2006-11-18
Chelsea,3,2006-11-18
West Ham,0,2006-11-18
Everton,3,2006-11-18
Bolton,0,2006-11-18
Portsmouth,3,2006-11-18
Watford,0,2006-11-18
Reading,3,2006-11-18
Charlton,0,2006-11-18
Sheff Utd,0,2006-11-18
Man Utd,3,2006-11-18
Man City,3,2006-11-18
Fulham,0,2006-11-18
Blackburn,1,2006-11-19
Tottenham,1,2006-11-19
Wigan,1,2006-11-19
Aston Villa,1,2006-11-19
Bolton,3,2006-11-25
Arsenal,0,2006-11-25
Aston Villa,1,2006-11-25
Middlesbrough,1,2006-11-25
Fulham,0,2006-11-25
Reading,3,2006-11-25
Liverpool,3,2006-11-25
Man City,0,2006-11-25
West Ham,3,2006-11-25
Sheff Utd,0,2006-11-25
Charlton,1,2006-11-25
Everton,1,2006-11-25
Man Utd,1,2006-11-26
Chelsea,1,2006-11-26
Tottenham,3,2006-11-26
Wigan,0,2006-11-26
Newcastle,3,2006-11-26
Portsmouth,0,2006-11-26
Watford,0,2006-11-28
Sheff Utd,3,2006-11-28
Bolton,0,2006-11-29
Chelsea,3,2006-11-29
Liverpool,1,2006-11-29
Portsmouth,1,2006-11-29
Man Utd,3,2006-11-29
Everton,0,2006-11-29
Aston Villa,0,2006-11-29
Man City,3,2006-11-29
Fulham,3,2006-11-29
Arsenal,0,2006-11-29
Middlesbrough,0,2006-12-02
Man Utd,3,2006-12-02
Blackburn,3,2006-12-02
Fulham,0,2006-12-02
Portsmouth,1,2006-12-02
Aston Villa,1,2006-12-02
Reading,3,2006-12-02
Bolton,0,2006-12-02
Sheff Utd,3,2006-12-02
Charlton,0,2006-12-02
Wigan,0,2006-12-02
Liverpool,3,2006-12-02
Arsenal,3,2006-12-02
Tottenham,0,2006-12-02
Everton,3,2006-12-03
West Ham,0,2006-12-03
Man City,1,2006-12-04
Watford,1,2006-12-04
Charlton,3,2006-12-05
Blackburn,0,2006-12-05
Tottenham,3,2006-12-05
Middlesbrough,0,2006-12-05
Newcastle,3,2006-12-06
Reading,0,2006-12-06
West Ham,0,2006-12-06
Wigan,3,2006-12-06
Bolton,3,2006-12-09
West Ham,0,2006-12-09
Blackburn,0,2006-12-09
Newcastle,3,2006-12-09
Liverpool,3,2006-12-09
Fulham,0,2006-12-09
Middlesbrough,1,2006-12-09
Wigan,1,2006-12-09
Portsmouth,3,2006-12-09
Everton,0,2006-12-09
Tottenham,3,2006-12-09
Charlton,0,2006-12-09
Watford,1,2006-12-09
Reading,1,2006-12-09
Man Utd,3,2006-12-09
Man City,0,2006-12-09
Chelsea,1,2006-12-10
Arsenal,1,2006-12-10
Sheff Utd,1,2006-12-11
Aston Villa,1,2006-12-11
Chelsea,3,2006-12-13
Newcastle,0,2006-12-13
Wigan,0,2006-12-13
Arsenal,3,2006-12-13
Aston Villa,0,2006-12-16
Bolton,3,2006-12-16
Arsenal,1,2006-12-16
Portsmouth,1,2006-12-16
Newcastle,3,2006-12-16
Watford,0,2006-12-16
Reading,0,2006-12-16
Blackburn,3,2006-12-16
Wigan,0,2006-12-16
Sheff Utd,3,2006-12-16
Charlton,0,2006-12-16
Liverpool,3,2006-12-16
West Ham,3,2006-12-17
Man Utd,0,2006-12-17
Man City,0,2006-12-17
Tottenham,3,2006-12-17
Everton,0,2006-12-17
Chelsea,3,2006-12-17
Fulham,3,2006-12-18
Middlesbrough,0,2006-12-18
Wigan,0,2006-12-23
Chelsea,3,2006-12-23
Arsenal,3,2006-12-23
Blackburn,0,2006-12-23
Aston Villa,0,2006-12-23
Man Utd,3,2006-12-23
Liverpool,3,2006-12-23
Watford,0,2006-12-23
Man City,0,2006-12-23
Bolton,3,2006-12-23
Middlesbrough,3,2006-12-23
Charlton,0,2006-12-23
Newcastle,3,2006-12-23
Tottenham,0,2006-12-23
Portsmouth,3,2006-12-23
Sheff Utd,0,2006-12-23
Reading,0,2006-12-23
Everton,3,2006-12-23
Fulham,1,2006-12-23
West Ham,1,2006-12-23
Watford,0,2006-12-26
Arsenal,3,2006-12-26
Blackburn,3,2006-12-26
Liverpool,0,2006-12-26
Bolton,3,2006-12-26
Newcastle,0,2006-12-26
Everton,1,2006-12-26
Middlesbrough,1,2006-12-26
Man Utd,3,2006-12-26
Wigan,0,2006-12-26
Sheff Utd,0,2006-12-26
Man City,3,2006-12-26
Chelsea,1,2006-12-26
Reading,1,2006-12-26
Tottenham,3,2006-12-26
Aston Villa,0,2006-12-26
West Ham,0,2006-12-26
Portsmouth,3,2006-12-26
Charlton,1,2006-12-27
Fulham,1,2006-12-27
Sheff Utd,3,2006-12-30
Arsenal,0,2006-12-30
Blackburn,3,2006-12-30
Middlesbrough,0,2006-12-30
Bolton,3,2006-12-30
Portsmouth,0,2006-12-30
Chelsea,1,2006-12-30
Fulham,1,2006-12-30
Everton,3,2006-12-30
Newcastle,0,2006-12-30
Man Utd,3,2006-12-30
Reading,0,2006-12-30
Tottenham,0,2006-12-30
Liverpool,3,2006-12-30
West Ham,0,2006-12-30
Man City,3,2006-12-30
Charlton,3,2006-12-30
Aston Villa,0,2006-12-30
Newcastle,1,2007-01-01
Man Utd,1,2007-01-01
Fulham,1,2007-01-01
Watford,1,2007-01-01
Man City,3,2007-01-01
Everton,0,2007-01-01
Middlesbrough,3,2007-01-01
Sheff Utd,0,2007-01-01
Portsmouth,1,2007-01-01
Tottenham,1,2007-01-01
Reading,3,2007-01-01
West Ham,0,2007-01-01
Wigan,0,2007-01-01
Blackburn,3,2007-01-01
Liverpool,3,2007-01-01
Bolton,0,2007-01-01
Aston Villa,1,2007-01-02
Chelsea,1,2007-01-02
Arsenal,3,2007-01-02
Charlton,0,2007-01-02
Blackburn,0,2007-01-13
Arsenal,3,2007-01-13
Bolton,1,2007-01-13
Man City,1,2007-01-13
Charlton,0,2007-01-13
Middlesbrough,3,2007-01-13
Chelsea,3,2007-01-13
Wigan,0,2007-01-13
Man Utd,3,2007-01-13
Aston Villa,0,2007-01-13
Sheff Utd,1,2007-01-13
Portsmouth,1,2007-01-13
West Ham,1,2007-01-13
Fulham,1,2007-01-13
Watford,0,2007-01-13
Liverpool,3,2007-01-13
Tottenham,0,2007-01-14
Newcastle,3,2007-01-14
Everton,1,2007-01-14
Reading,1,2007-01-14
Man City,0,2007-01-20
Blackburn,3,2007-01-20
Aston Villa,3,2007-01-20
Watford,0,2007-01-20
Fulham,1,2007-01-20
Tottenham,1,2007-01-20
Middlesbrough,3,2007-01-20
Bolton,0,2007-01-20
Newcastle,1,2007-01-20
West Ham,1,2007-01-20
Portsmouth,0,2007-01-20
Charlton,3,2007-01-20
Reading,3,2007-01-20
Sheff Utd,0,2007-01-20
Liverpool,3,2007-01-20
Chelsea,0,2007-01-20
Arsenal,3,2007-01-21
Man Utd,0,2007-01-21
Wigan,0,2007-01-21
Everton,3,2007-01-21
Watford,3,2007-01-23
Blackburn,0,2007-01-23
Reading,3,2007-01-30
Wigan,0,2007-01-30
Portsmouth,1,2007-01-30
Middlesbrough,1,2007-01-30
Sheff Utd,3,2007-01-30
Fulham,0,2007-01-30
West Ham,0,2007-01-30
Liverpool,3,2007-01-30
Bolton,1,2007-01-31
Charlton,1,2007-01-31
Man Utd,3,2007-01-31
Watford,0,2007-01-31
Newcastle,3,2007-01-31
Aston Villa,0,2007-01-31
Chelsea,3,2007-01-31
Blackburn,0,2007-01-31
Middlesbrough,1,2007-02-03
Arsenal,1,2007-02-03
Aston Villa,3,2007-02-03
West Ham,0,2007-02-03
Blackburn,3,2007-02-03
Sheff Utd,0,2007-02-03
Charlton,0,2007-02-03
Chelsea,3,2007-02-03
Fulham,3,2007-02-03
Newcastle,0,2007-02-03
Man City,0,2007-02-03
Reading,3,2007-02-03
Watford,0,2007-02-03
Bolton,3,2007-02-03
Wigan,3,2007-02-03
Portsmouth,0,2007-02-03
Liverpool,1,2007-02-03
Everton,1,2007-02-03
Tottenham,0,2007-02-04
Man Utd,3,2007-02-04
Portsmouth,3,2007-02-10
Man City,0,2007-02-10
Chelsea,3,2007-02-10
Middlesbrough,0,2007-02-10
Everton,3,2007-02-10
Blackburn,0,2007-02-10
Man Utd,3,2007-02-10
Charlton,0,2007-02-10
Newcastle,3,2007-02-10
Liverpool,0,2007-02-10
Sheff Utd,3,2007-02-10
Tottenham,0,2007-02-10
West Ham,0,2007-02-10
Watford,3,2007-02-10
Reading,3,2007-02-10
Aston Villa,0,2007-02-10
Arsenal,3,2007-02-11
Wigan,0,2007-02-11
Bolton,3,2007-02-11
Fulham,0,2007-02-11
Everton,0,2007-02-21
Tottenham,3,2007-02-21
Watford,1,2007-02-21
Wigan,1,2007-02-21
Watford,0,2007-02-24
Everton,3,2007-02-24
Charlton,3,2007-02-24
West Ham,0,2007-02-24
Liverpool,3,2007-02-24
Sheff Utd,0,2007-02-24
Middlesbrough,3,2007-02-24
Reading,0,2007-02-24
Fulham,0,2007-02-24
Man Utd,3,2007-02-24
Blackburn,3,2007-02-25
Portsmouth,0,2007-02-25
Tottenham,3,2007-02-25
Bolton,0,2007-02-25
Wigan,3,2007-02-25
Newcastle,0,2007-02-25
Portsmouth,0,2007-03-03
Chelsea,3,2007-03-03
Arsenal,3,2007-03-03
Reading,0,2007-03-03
Fulham,1,2007-03-03
Aston Villa,1,2007-03-03
Man City,0,2007-03-03
Wigan,3,2007-03-03
Newcastle,1,2007-03-03
Middlesbrough,1,2007-03-03
Sheff Utd,1,2007-03-03
Everton,1,2007-03-03
Watford,1,2007-03-03
Charlton,1,2007-03-03
Liverpool,0,2007-03-03
Man Utd,3,2007-03-03
West Ham,0,2007-03-04
Tottenham,3,2007-03-04
Bolton,0,2007-03-04
Blackburn,3,2007-03-04
Man City,0,2007-03-14
Chelsea,3,2007-03-14
Aston Villa,0,2007-03-14
Arsenal,3,2007-03-14
Blackburn,0,2007-03-17
West Ham,3,2007-03-17
Chelsea,3,2007-03-17
Sheff Utd,0,2007-03-17
Middlesbrough,0,2007-03-17
Man City,3,2007-03-17
Reading,1,2007-03-17
Portsmouth,1,2007-03-17
Tottenham,3,2007-03-17
Watford,0,2007-03-17
Wigan,1,2007-03-17
Fulham,1,2007-03-17
Man Utd,3,2007-03-17
Bolton,0,2007-03-17
Everton,3,2007-03-18
Arsenal,0,2007-03-18
Aston Villa,1,2007-03-18
Liverpool,1,2007-03-18
Charlton,3,2007-03-18
Newcastle,0,2007-03-18
Watford,0,2007-03-31
Chelsea,3,2007-03-31
Bolton,3,2007-03-31
Sheff Utd,0,2007-03-31
Charlton,3,2007-03-31
Wigan,0,2007-03-31
Fulham,1,2007-03-31
Portsmouth,1,2007-03-31
Man Utd,3,2007-03-31
Blackburn,0,2007-03-31
Newcastle,0,2007-03-31
Man City,3,2007-03-31
West Ham,3,2007-03-31
Middlesbrough,0,2007-03-31
Liverpool,3,2007-03-31
Arsenal,0,2007-03-31
Tottenham,3,2007-04-01
Reading,0,2007-04-01
Aston Villa,1,2007-04-02
Everton,1,2007-04-02
Everton,3,2007-04-06
Fulham,0,2007-04-06
Man City,1,2007-04-06
Charlton,1,2007-04-06
Portsmouth,3,2007-04-07
Man Utd,0,2007-04-07
Arsenal,0,2007-04-07
West Ham,3,2007-04-07
Blackburn,0,2007-04-07
Aston Villa,3,2007-04-07
Middlesbrough,3,2007-04-07
Watford,0,2007-04-07
Reading,0,2007-04-07
Liverpool,3,2007-04-07
Sheff Utd,0,2007-04-07
Newcastle,3,2007-04-07
Wigan,0,2007-04-07
Bolton,3,2007-04-07
Chelsea,3,2007-04-07
Tottenham,0,2007-04-07
Charlton,1,2007-04-09
Reading,1,2007-04-09
Aston Villa,1,2007-04-09
Wigan,1,2007-04-09
Bolton,1,2007-04-09
Everton,1,2007-04-09
Fulham,0,2007-04-09
Man City,3,2007-04-09
Newcastle,1,2007-04-09
Arsenal,1,2007-04-09
Watford,3,2007-04-09
Portsmouth,0,2007-04-09
Arsenal,3,2007-04-14
Bolton,0,2007-04-14
Man City,1,2007-04-14
Liverpool,1,2007-04-14
Middlesbrough,0,2007-04-14
Aston Villa,3,2007-04-14
Portsmouth,3,2007-04-14
Newcastle,0,2007-04-14
Reading,3,2007-04-14
Fulham,0,2007-04-14
Sheff Utd,3,2007-04-14
West Ham,0,2007-04-14
Everton,3,2007-04-15
Charlton,0,2007-04-15
Wigan,1,2007-04-15
Tottenham,1,2007-04-15
Man Utd,3,2007-04-17
Sheff Utd,0,2007-04-17
Arsenal,3,2007-04-17
Man City,0,2007-04-17
Blackburn,3,2007-04-18
Watford,0,2007-04-18
Liverpool,3,2007-04-18
Middlesbrough,0,2007-04-18
West Ham,0,2007-04-18
Chelsea,3,2007-04-18
Man Utd,1,2007-04-21
Middlesbrough,1,2007-04-21
Bolton,0,2007-04-21
Reading,3,2007-04-21
Charlton,1,2007-04-21
Sheff Utd,1,2007-04-21
Fulham,1,2007-04-21
Blackburn,1,2007-04-21
Liverpool,3,2007-04-21
Wigan,0,2007-04-21
Watford,1,2007-04-21
Man City,1,2007-04-21
West Ham,3,2007-04-21
Everton,0,2007-04-21
Tottenham,1,2007-04-21
Arsenal,1,2007-04-21
Aston Villa,1,2007-04-22
Portsmouth,1,2007-04-22
Newcastle,1,2007-04-22
Chelsea,1,2007-04-22
Blackburn,3,2007-04-28
Charlton,0,2007-04-28
Man City,0,2007-04-28
Aston Villa,3,2007-04-28
Middlesbrough,0,2007-04-28
Tottenham,3,2007-04-28
Portsmouth,3,2007-04-28
Liverpool,0,2007-04-28
Sheff Utd,3,2007-04-28
Watford,0,2007-04-28
Wigan,0,2007-04-28
West Ham,3,2007-04-28
Chelsea,1,2007-04-28
Bolton,1,2007-04-28
Everton,0,2007-04-28
Man Utd,3,2007-04-28
Arsenal,3,2007-04-29
Fulham,0,2007-04-29
Reading,3,2007-04-30
Newcastle,0,2007-04-30
Aston Villa,3,2007-05-05
Sheff Utd,0,2007-05-05
Everton,3,2007-05-05
Portsmouth,0,2007-05-05
Fulham,3,2007-05-05
Liverpool,0,2007-05-05
Newcastle,0,2007-05-05
Blackburn,3,2007-05-05
Reading,0,2007-05-05
Watford,3,2007-05-05
West Ham,3,2007-05-05
Bolton,0,2007-05-05
Wigan,0,2007-05-05
Middlesbrough,3,2007-05-05
Man City,0,2007-05-05
Man Utd,3,2007-05-05
Arsenal,1,2007-05-06
Chelsea,1,2007-05-06
Charlton,0,2007-05-07
Tottenham,3,2007-05-07
Chelsea,1,2007-05-09
Man Utd,1,2007-05-09
Tottenham,1,2007-05-10
Blackburn,1,2007-05-10
Blackburn,1,2007-05-13
Reading,1,2007-05-13
Bolton,1,2007-05-13
Aston Villa,1,2007-05-13
Chelsea,1,2007-05-13
Everton,1,2007-05-13
Liverpool,1,2007-05-13
Charlton,1,2007-05-13
Man Utd,0,2007-05-13
West Ham,3,2007-05-13
Middlesbrough,3,2007-05-13
Fulham,0,2007-05-13
Portsmouth,1,2007-05-13
Arsenal,1,2007-05-13
Sheff Utd,0,2007-05-13
Wigan,3,2007-05-13
Tottenham,3,2007-05-13
Man City,0,2007-05-13
Watford,1,2007-05-13
Newcastle,1,2007-05-13
